mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
7,24,0,WN,1657,TUS,747,13.00,145,-24
4,21,3,UA,460,ORD,723,14.28,122,38
5,3,2,UA,852,SFO,2586,13.83,343,1
9,21,2,OO,6069,SFO,599,9.43,110,-15
8,11,4,AA,16,SFO,2586,11.50,340,NA
2,22,6,UA,134,SFO,1846,8.67,251,-16
9,18,6,OH,6557,LGA,585,16.50,145,-32
2,8,6,AA,2313,ORD,802,9.33,150,20
7,17,0,AA,2090,SFO,1464,11.17,215,45
5,2,1,OO,5481,SFO,199,8.17,65,-16
5,29,0,OO,5806,ORD,607,19.58,110,51
2,12,3,AA,1242,SJC,1438,6.42,210,13
2,2,0,UA,959,ORD,888,19.92,154,44
0,30,3,AA,309,LGA,733,7.92,155,-6
6,15,2,UA,121,ORD,1745,12.35,251,-13
8,21,0,B6,6,JFK,301,15.98,96,25
4,29,4,AA,454,ORD,647,18.25,115,25
8,17,3,OO,5481,SFO,199,8.17,69,NA
6,16,3,OO,6009,ORD,475,16.83,96,-8
8,18,4,OH,6579,JFK,589,8.00,150,-36
0,16,3,B6,174,SJC,2569,22.50,320,51
10,30,0,OO,5847,ORD,409,13.40,89,30
5,19,4,US,202,SMF,647,6.00,113,-6
11,26,5,OO,5525,SFO,86,12.90,43,-4
6,29,2,AA,1194,SJC,1829,13.33,250,207
9,1,3,OO,5921,ORD,557,8.25,113,-3
3,18,5,WN,3059,SMF,389,9.58,75,-3
0,21,1,AA,358,ORD,733,16.50,130,54
4,28,3,WN,2423,TUS,367,19.17,70,18
11,11,4,HA,265,OGG,100,18.00,34,37
6,25,5,AA,1311,ORD,1721,11.67,260,-2
0,27,0,UA,1248,ORD,264,18.50,75,-5
7,3,0,AA,339,LGA,733,15.83,155,48
9,10,5,UA,686,ORD,733,15.08,141,-5
4,12,1,UA,34,OGG,2338,12.53,290,17
3,11,5,WN,3423,SMF,479,21.33,85,-6
0,21,1,AA,18,SFO,2586,22.50,69,NA
0,21,1,OO,6198,ORD,286,15.78,83,-14
3,6,0,UA,149,ORD,1846,15.00,264,29
7,21,4,AA,39,SFO,2398,8.92,320,-10
3,18,5,UA,1510,SFO,651,8.47,122,0
3,6,0,WN,619,SFO,447,17.08,90,-3
2,30,0,OO,5957,ORD,139,14.88,53,60
7,16,6,UA,79,SFO,2398,18.50,325,-6
8,25,4,OO,5447,SFO,158,9.92,60,-12
8,2,2,US,1483,SFO,2254,13.75,287,28
2,2,0,UA,253,ORD,888,17.93,157,8
7,6,3,WN,2705,SMF,480,21.25,85,108
5,18,3,B6,1085,JFK,541,16.98,136,14
0,25,5,UA,52,SFO,2565,22.25,317,-8
4,15,4,B6,133,JFK,1074,10.33,190,-17
8,11,4,AA,2268,ORD,867,12.25,130,11
0,20,0,WN,150,SJC,417,13.83,75,-13
9,22,3,OO,6077,ORD,438,15.28,97,27
5,27,5,AA,1689,ORD,1739,19.33,260,93
7,12,2,WN,704,SMF,397,21.50,80,-7
2,17,1,US,660,ORD,1440,14.08,231,3
8,25,4,AA,181,JFK,2475,17.75,375,278
9,17,5,OO,5494,SFO,199,10.37,69,-14
2,6,4,OO,6630,ORD,240,10.72,70,-23
8,7,0,AA,874,ORD,867,18.83,140,-29
4,7,3,UA,62,SFO,679,22.33,115,-1
5,4,3,AA,2491,ORD,978,21.92,150,143
4,6,2,AA,791,LGA,1389,21.08,220,6
11,15,1,WN,2658,SMF,397,15.67,80,22
1,17,0,B6,1103,JFK,426,7.83,112,-20
4,9,5,UA,130,ORD,137,21.92,48,93
10,12,3,OO,5961,ORD,130,16.93,53,NA
9,18,6,B6,703,JFK,1597,15.25,242,-17
7,4,1,OO,6274,ORD,738,15.85,137,NA
11,25,4,B6,1018,JFK,187,22.58,70,-10
11,2,2,UA,34,SFO,2586,22.33,337,36
10,24,1,OO,6760,ORD,286,11.18,76,64
4,4,0,AA,406,ORD,647,10.33,110,39
4,23,5,WN,1802,SJC,333,21.83,70,32
9,4,6,OH,6391,JFK,94,17.33,94,-25
2,10,1,OH,5539,JFK,589,19.83,160,-2
5,3,2,UA,137,ORD,1846,8.02,273,87
3,18,5,UA,605,ORD,1739,10.33,256,5
9,5,0,UA,457,ORD,403,12.08,92,-5
1,25,1,AA,336,ORD,733,21.58,115,131
5,13,5,UA,677,LGA,733,11.00,156,18
6,13,0,OO,6388,SFO,522,16.83,96,38
11,28,0,UA,961,ORD,888,13.82,164,-26
11,15,1,OO,6056,ORD,344,21.15,74,36
3,11,5,AA,759,LGA,1389,16.42,235,41
4,8,4,B6,53,JFK,1005,13.50,172,-5
2,30,0,B6,11,JFK,1069,20.92,190,2
11,4,4,OO,6519,SJC,308,18.28,87,24
10,9,0,UA,149,ORD,1846,14.95,289,-28
7,16,6,OO,5590,SFO,158,7.32,62,6
10,20,4,AA,257,JFK,2248,16.75,360,58
11,22,1,OO,5866,ORD,466,12.50,101,145
6,8,2,WN,2616,SMF,358,20.67,70,21
5,11,3,WN,2470,SMF,479,6.00,85,12
6,23,3,UA,478,SFO,1464,10.67,213,-17
5,2,1,UA,1560,ORD,1012,9.08,152,19
3,3,4,UA,901,SFO,447,19.33,87,-8
7,21,4,OO,6091,ORD,585,12.62,115,59
1,17,0,UA,673,LGA,733,8.88,155,55
3,11,5,UA,684,ORD,733,14.00,139,48
11,17,3,US,165,SJC,386,10.08,83,11
10,30,0,B6,937,ORD,1735,17.67,274,NA
2,28,5,AA,1374,ORD,1197,14.50,180,11
11,25,4,UA,1239,SFO,192,22.58,64,1
0,8,2,AA,1733,ORD,1440,19.42,225,100
3,21,1,US,1668,ORD,678,5.75,124,1
2,8,6,US,614,SMF,647,12.65,111,16
4,27,2,US,1881,ORD,599,17.75,115,-13
4,10,6,OO,6259,ORD,130,8.00,54,-5
5,18,3,AA,867,ORD,888,21.08,145,-2
3,30,3,AA,1861,ORD,403,12.33,85,-10
10,2,0,B6,917,JFK,740,16.25,181,-26
1,14,4,B6,91,JFK,2576,15.17,390,24
3,10,4,OO,5987,ORD,174,21.65,57,23
8,10,3,WN,778,SMF,1442,6.58,190,-5
1,17,0,UA,15,JFK,2586,15.67,394,-18
4,12,1,OH,5123,LGA,834,8.98,169,-2
3,18,5,OO,5716,SFO,78,20.53,42,60
10,29,6,UA,1054,OGG,3303,21.42,399,176
11,16,2,UA,245,ORD,888,8.95,167,19
2,28,5,B6,177,JFK,2153,8.08,343,3
5,17,2,US,1953,ORD,599,14.00,113,55
11,14,0,UA,927,SFO,337,22.23,85,29
3,2,3,OO,6391,TUS,451,15.92,94,-7
0,6,0,UA,132,SFO,1846,6.32,251,5
2,25,2,OO,5438,SFO,199,10.42,65,22
7,26,2,OO,5528,SFO,329,22.48,93,1
11,5,5,AA,201,JFK,2475,6.67,380,-6
8,14,0,OH,6279,JFK,288,14.92,91,29
3,28,1,B6,917,JFK,740,16.33,180,192
3,12,6,AA,2223,LGA,887,16.02,170,-11
6,8,2,B6,1075,JFK,288,14.98,91,14
5,17,2,AA,580,ORD,612,20.42,105,23
6,7,1,AA,1745,ORD,1745,9.75,250,84
9,6,1,WN,2668,SMF,605,13.17,115,3
3,14,1,OO,5474,SFO,250,8.92,81,0
8,21,0,AA,1756,SFO,337,16.50,85,40
11,19,5,OO,6244,SFO,329,22.40,81,6
7,6,3,OH,5524,JFK,301,9.08,105,50
10,24,1,WN,208,SFO,967,19.67,150,-27
2,14,5,OH,5236,JFK,144,13.05,67,5
1,28,4,UA,2,ORD,599,6.50,106,-20
11,22,1,B6,181,JFK,2446,8.50,381,NA
4,2,5,UA,403,LGA,1619,8.02,264,17
0,1,2,UA,719,ORD,588,20.50,119,71
7,9,6,B6,916,ORD,740,16.08,147,18
10,16,0,WN,2290,SMF,404,18.08,85,-5
4,20,2,UA,635,ORD,416,8.92,89,-8
9,31,5,OO,5857,ORD,130,21.65,50,-15
3,4,5,AA,695,LGA,1076,9.75,205,15
8,20,6,UA,27,JFK,2475,15.75,369,-8
1,26,2,UA,1684,SFO,414,20.50,91,35
1,19,2,UA,10,SFO,2586,13.50,324,27
9,20,1,WN,1601,SMF,397,11.58,80,68
11,7,0,AA,19,JFK,2475,10.42,380,-13
1,14,4,B6,849,JFK,1989,21.75,300,29
7,22,5,AA,1217,JFK,740,17.25,165,23
2,3,1,OO,6456,SFO,316,9.67,77,-12
6,2,3,AA,1358,ORD,867,20.67,135,209
0,5,6,UA,506,SFO,679,20.58,130,229
6,24,4,AA,1324,SFO,1846,6.50,245,3
5,29,0,UA,6,SFO,2586,7.65,342,130
6,31,4,OO,6752,ORD,607,6.00,106,-7
7,9,6,WN,246,SJC,569,9.92,100,19
4,11,0,B6,221,JFK,2465,9.42,361,-7
9,7,2,AA,353,LGA,733,18.67,160,129
0,21,1,UA,789,ORD,334,17.00,92,52
8,3,3,WN,1557,SJC,308,9.58,75,-16
3,19,6,UA,224,SFO,2419,23.50,307,-10
11,8,1,AA,1454,TUS,813,15.58,130,-28
4,12,1,WN,2552,SJC,308,15.42,75,49
3,14,1,OO,5871,ORD,911,18.00,152,0
0,24,4,AA,1750,ORD,1005,19.92,150,23
1,7,4,OO,5922,ORD,584,14.87,110,34
1,18,1,OH,5263,LGA,292,15.98,96,NA
2,2,0,WN,1291,SMF,1790,7.17,235,-8
11,23,2,AA,1,JFK,2475,9.00,390,-22
10,19,3,OH,6533,JFK,184,9.08,85,-32
2,30,0,OO,6123,ORD,286,13.17,78,3
4,23,5,WN,891,SJC,296,20.83,60,28
7,16,6,US,378,SMF,2244,22.50,280,36
7,21,4,B6,1315,JFK,228,22.50,91,44
8,12,5,OH,6339,LGA,834,8.75,186,-3
7,15,5,B6,170,SJC,2569,12.83,345,NA
1,25,1,UA,448,SMF,910,13.87,135,245
3,19,6,UA,292,SFO,2445,14.20,308,-14
8,24,3,OO,5796,SFO,153,19.92,53,-4
3,29,2,B6,1061,JFK,1522,8.08,265,-13
9,4,6,OO,5965,ORD,286,21.05,76,1
4,22,4,B6,647,JFK,2586,17.92,393,36
6,28,1,OO,6024,ORD,157,16.83,55,6
0,1,2,UA,522,SFO,550,22.25,109,-18
11,7,0,AA,1673,ORD,334,22.00,80,17
0,23,3,UA,395,ORD,1723,17.00,265,129
7,3,0,WN,2634,TUS,365,12.17,75,-3
1,8,5,UA,574,ORD,235,13.75,75,32
11,10,3,UA,1580,SFO,414,8.17,98,-8
3,28,1,UA,1514,ORD,1182,18.17,181,83
11,17,3,AA,718,ORD,1005,10.33,160,18
0,20,0,B6,29,JFK,1005,19.17,200,45
0,4,5,UA,36,OGG,2338,22.42,290,-12
4,20,2,OH,5523,LGA,431,8.00,116,-21
3,20,0,UA,624,ORD,612,18.00,109,17
3,25,5,AA,411,ORD,1745,18.00,265,42
9,24,5,AA,860,ORD,235,21.92,64,26
1,27,3,OO,6352,SFO,751,19.85,117,142
11,26,5,UA,530,ORD,334,7.08,91,105
7,2,6,UA,409,LGA,1619,17.38,277,181
1,23,6,UA,945,ORD,1745,12.75,268,5
11,29,1,WN,177,SFO,447,21.00,85,-7
4,24,6,OO,6139,SFO,896,14.85,141,41
10,11,2,UA,824,SFO,2704,13.17,332,27
0,17,4,UA,807,SFO,337,20.00,92,66
7,5,2,OO,5854,ORD,631,19.93,110,-20
0,30,3,AA,782,ORD,1012,19.83,160,69
7,9,6,OO,6819,ORD,760,16.48,128,39
4,30,5,UA,515,ORD,1781,20.33,269,64
7,21,4,OH,5492,JFK,264,10.98,92,-1
3,27,0,UA,689,LGA,733,17.08,162,-10
1,21,4,HA,132,OGG,121,9.08,36,-5
1,18,1,AA,1821,JFK,1391,7.83,250,35
7,3,0,WN,470,SJC,188,9.33,55,-10
3,6,0,AA,444,ORD,867,10.08,135,72
6,5,6,B6,1065,JFK,1522,13.17,232,-13
6,22,2,UA,612,ORD,612,11.98,111,NA
11,24,3,AA,1247,ORD,1745,11.25,275,114
0,14,1,OO,5833,ORD,177,11.20,65,22
5,13,5,OH,5081,LGA,1011,11.75,184,25
7,4,1,OH,5721,LGA,431,12.52,112,-12
0,16,3,WN,3775,SJC,296,19.58,60,-6
0,6,0,OO,3833,SJC,585,16.12,113,95
6,29,2,AA,755,ORD,1041,10.75,160,-7
10,4,2,UA,886,SFO,1846,13.57,248,-15
7,4,1,AA,2317,ORD,802,10.83,140,NA
8,6,6,OH,6741,JFK,425,19.82,134,NA
10,24,1,WN,1580,SMF,480,11.25,85,-1
5,7,6,UA,143,ORD,1846,11.67,267,48
7,3,0,UA,21,JFK,2475,6.50,370,39
11,21,0,AA,1359,ORD,606,12.00,125,-16
9,4,6,WN,2169,SFO,651,9.50,120,-16
7,8,5,UA,311,SFO,372,12.45,90,96
4,6,2,OO,5426,SFO,86,22.20,42,-2
8,25,4,UA,100,SFO,2419,12.80,306,18
2,9,0,AA,1096,SMF,1431,8.08,200,8
11,11,4,OO,5551,SFO,86,7.45,45,17
2,18,2,AA,1869,ORD,258,19.75,70,136
9,3,5,UA,332,SMF,1781,13.52,239,-15
2,2,0,UA,8,SFO,2586,9.53,324,26
3,22,2,B6,121,JFK,944,8.00,185,-33
10,9,0,OO,5423,SFO,329,14.73,97,19
10,8,6,WN,2223,SFO,337,13.75,80,38
2,16,0,UA,766,ORD,622,21.00,103,69
4,30,5,UA,295,ORD,1781,15.25,266,18
10,22,6,WN,2217,SFO,414,15.42,95,1
9,20,1,AA,363,ORD,334,22.33,80,-10
7,7,4,UA,35,SFO,2338,8.83,311,-18
4,4,0,AA,177,JFK,2586,17.42,375,170
2,11,2,WN,2881,SMF,358,19.92,70,-9
2,12,3,AA,1417,ORD,1515,14.50,240,-10
11,9,2,WN,1588,SJC,296,17.50,60,1
3,15,2,OO,6415,SFO,316,20.08,76,-6
11,16,2,HA,549,OGG,100,18.75,34,-4
5,5,4,B6,648,SFO,2586,22.33,336,102
4,24,6,AA,127,JFK,2446,15.42,340,19
1,13,3,B6,825,JFK,944,19.08,193,123
11,31,3,WN,1783,SFO,447,13.75,90,60
9,22,3,US,2140,LGA,185,19.00,77,15
5,7,6,UA,1204,ORD,412,19.07,86,108
5,10,2,OH,5436,LGA,834,16.17,163,51
8,9,2,WN,473,SJC,621,17.42,110,10
0,23,3,UA,599,ORD,334,10.00,85,-9
1,3,0,UA,858,SFO,337,9.92,86,10
6,13,0,AA,1635,JFK,1597,8.00,235,65
8,3,3,AA,2325,ORD,802,12.58,140,4
5,25,3,HA,197,OGG,100,20.17,34,-7
5,20,5,HA,545,OGG,100,17.92,34,3
8,17,3,AA,350,ORD,733,18.08,135,-13
2,16,0,UA,100,SFO,2419,12.75,303,36
8,27,6,WN,872,SMF,479,9.42,85,0
0,24,4,AA,1899,LGA,887,6.00,165,0
9,25,6,UA,941,ORD,1745,17.20,268,-21
7,26,2,B6,101,JFK,2576,7.83,362,-2
6,12,6,UA,243,ORD,888,8.15,151,39
4,10,6,OO,5985,ORD,323,19.50,80,-15
11,9,2,WN,613,SMF,404,12.58,85,-3
0,23,3,US,2183,LGA,214,17.00,82,NA
11,10,3,B6,217,JFK,2465,18.08,405,23
5,17,2,AA,363,LGA,733,19.42,150,30
10,22,6,OH,6371,JFK,508,8.67,142,24
0,1,2,AA,386,ORD,733,8.75,120,8
5,12,4,WN,2704,SMF,358,13.17,70,-3
9,6,1,AA,2090,SFO,1464,11.00,210,-4
2,28,5,AA,321,ORD,334,14.25,90,51
0,28,1,US,1237,ORD,599,16.08,117,30
8,5,5,US,1768,ORD,599,12.50,113,13
8,6,6,OH,6941,LGA,585,16.42,147,32
6,27,0,AA,1651,LGA,1097,9.42,190,102
11,8,1,WN,994,SMF,358,6.83,70,-12
10,17,1,WN,210,SMF,910,15.92,145,-12
7,17,0,WN,118,SJC,621,17.50,115,1
9,29,3,OO,5952,ORD,738,18.08,133,-1
0,28,1,B6,185,JFK,2446,17.83,395,-12
0,6,0,AA,2337,ORD,802,15.67,155,63
1,22,5,B6,52,JFK,267,9.42,90,NA
9,4,6,AA,2341,ORD,802,16.83,145,-19
5,27,5,AA,1041,ORD,1829,9.92,265,83
5,9,1,AA,2321,ORD,802,12.08,138,54
9,6,1,B6,174,SJC,2569,22.25,322,-11
6,27,0,B6,1107,JFK,426,17.25,120,385
2,21,5,AA,154,ORD,867,17.25,135,199
1,5,2,AA,2364,ORD,647,20.33,110,154
2,2,0,OO,5985,ORD,323,19.78,79,151
0,28,1,OO,6059,ORD,738,10.78,133,NA
5,6,5,OH,5688,ORD,740,9.58,144,20
6,23,3,US,2165,LGA,214,8.00,66,38
11,2,2,UA,1210,ORD,865,13.27,140,-8
7,11,1,WN,1242,SMF,480,19.42,85,0
7,12,2,B6,171,JFK,2521,19.50,382,1
2,25,2,UA,155,ORD,1846,20.83,278,18
4,31,6,B6,197,JFK,2248,10.25,334,25
6,2,3,WN,1750,SMF,480,20.58,85,11
11,6,6,OO,5492,SFO,77,17.33,42,-6
2,27,4,US,473,JFK,2248,9.67,362,-1
0,2,3,UA,637,ORD,1846,11.50,291,NA
0,30,3,AA,1248,ORD,678,6.83,115,NA
11,31,3,WN,2556,SMF,397,11.83,80,4
11,10,3,OH,6579,JFK,340,16.00,122,41
3,5,6,AA,1872,ORD,1005,11.83,155,39
8,21,0,US,544,SJC,621,9.08,112,-9
0,26,6,AA,2321,ORD,802,11.83,150,48
6,5,6,B6,38,JFK,264,13.50,77,-13
0,7,1,UA,111,ORD,1745,11.58,268,-3
1,22,5,UA,839,JFK,2475,17.42,394,NA
2,14,5,OH,5269,LGA,292,19.00,100,62
1,26,2,OH,5659,JFK,425,16.15,136,33
1,16,6,US,2183,LGA,214,17.00,82,-13
9,26,0,AA,1511,ORD,1721,11.50,270,25
3,10,4,OH,5249,LGA,678,12.25,150,10
9,23,4,WN,799,TUS,451,15.50,90,110
3,10,4,UA,1240,SMF,910,10.52,137,79
8,18,4,OO,5528,SFO,316,17.53,86,41
2,18,2,UA,1161,ORD,1437,20.67,233,NA
4,19,1,AA,1689,ORD,1739,19.33,255,8
11,2,2,UA,149,ORD,1846,14.97,282,-11
8,5,5,AA,2099,ORD,1745,7.00,260,-5
10,22,6,B6,221,JFK,2465,9.00,388,4
2,5,3,AA,2426,SJC,1438,18.42,190,-4
6,20,0,AA,487,JFK,1391,17.48,235,197
6,26,6,OO,5477,SFO,158,14.55,67,7
2,14,5,US,640,SJC,621,19.08,112,-22
2,16,0,OO,5955,ORD,222,6.50,65,14
3,23,3,AA,2013,ORD,1515,7.42,225,77
6,11,5,UA,914,SFO,2419,7.80,307,-29
8,14,0,OO,5693,SFO,86,15.27,40,48
7,8,5,OH,5053,JFK,426,9.08,121,11
2,20,4,OO,6669,ORD,1186,10.07,194,28
11,21,0,OO,5857,ORD,130,20.22,53,33
6,29,2,UA,1158,SMF,910,17.10,139,37
10,7,5,B6,101,JFK,1028,10.60,178,-25
5,6,5,OO,5908,ORD,773,8.68,122,8
4,24,6,B6,353,JFK,2465,7.83,356,-3
8,13,6,UA,654,ORD,719,15.88,152,22
5,12,4,AA,749,LGA,1097,13.33,185,44
7,13,3,OO,6449,ORD,1249,17.75,205,12
11,28,0,UA,149,ORD,1846,15.05,289,49
1,1,5,OO,5899,ORD,122,13.58,50,NA
2,2,0,UA,1160,ORD,678,10.68,119,-19
7,5,2,UA,858,SFO,337,10.28,90,10
2,9,0,B6,918,ORD,740,19.00,139,78
7,18,1,WN,720,SMF,404,11.08,85,17
10,29,6,UA,950,ORD,589,13.17,110,20
7,14,4,AA,1459,ORD,235,21.83,65,-1
9,11,6,OO,5802,ORD,323,14.53,75,-7
11,20,6,AA,2098,ORD,867,15.83,135,101
5,10,2,US,26,OGG,2845,21.40,346,-16
4,6,2,UA,176,SFO,2704,11.35,344,35
4,22,4,AA,1809,ORD,334,16.08,90,30
6,4,5,OO,5871,ORD,911,18.00,149,-11
10,18,2,OO,5560,SFO,77,7.00,40,NA
3,22,2,UA,1200,SFO,679,6.83,119,-21
7,14,4,OH,5707,JFK,209,13.50,80,10
9,22,3,OO,5449,SFO,86,16.30,40,-1
5,9,1,HA,133,OGG,100,9.35,34,-2
8,12,5,UA,75,SFO,2398,12.72,309,50
6,18,5,US,17,JFK,2153,17.98,339,42
5,21,6,AA,731,LGA,1389,11.33,225,37
3,17,4,B6,23,JFK,1028,10.00,189,-9
6,20,0,AA,454,ORD,647,18.25,115,56
9,2,4,WN,266,TUS,451,12.58,95,-1
11,14,0,OO,5840,ORD,531,6.88,104,-14
4,11,0,OO,5904,ORD,224,18.67,62,222
6,27,0,OH,5709,LGA,834,12.25,162,183
1,25,1,OO,6768,ORD,240,16.12,70,NA
1,4,1,US,784,SFO,2296,22.67,284,-3
11,15,1,UA,872,SFO,2419,11.33,306,-25
6,2,3,B6,1085,JFK,541,16.92,136,7
1,5,2,WN,1350,SMF,404,7.92,85,-13
0,10,4,UA,1582,SFO,414,19.67,91,43
4,30,5,OO,5946,ORD,588,15.42,111,NA
11,9,2,AA,386,ORD,733,9.00,119,24
6,19,6,B6,179,JFK,2153,20.00,330,46
1,24,0,OO,6015,ORD,557,10.25,119,-2
9,4,6,UA,780,ORD,599,11.00,115,19
9,11,6,OO,6499,SJC,308,10.03,87,-5
6,18,5,B6,707,JFK,1597,20.67,247,9
3,12,6,AA,1248,ORD,678,6.67,115,NA
5,30,1,UA,123,SFO,2018,20.33,279,16
1,11,1,AA,1,JFK,2475,9.00,380,67
2,27,4,AA,1403,ORD,585,15.25,110,105
2,21,5,AA,3,JFK,2475,12.00,370,28
1,19,2,B6,1081,JFK,541,7.00,135,-6
0,26,6,AA,716,ORD,1005,7.17,150,3
3,13,0,UA,562,SFO,550,13.82,106,-9
9,15,3,OO,6449,ORD,1249,17.75,207,18
3,2,3,AA,24,SFO,2586,8.00,318,19
11,12,5,WN,3033,SJC,417,14.33,75,-3
8,22,1,UA,748,SFO,192,10.33,54,-6
8,24,3,OO,5970,ORD,240,7.53,69,-16
3,5,6,UA,717,ORD,888,21.67,146,1
10,6,4,B6,648,SFO,2586,22.67,317,9
8,7,0,OO,6475,ORD,179,13.20,58,-7
3,5,6,OH,5248,JFK,426,16.17,120,10
8,13,6,WN,2584,SJC,308,13.00,75,-6
1,23,6,AA,325,ORD,258,10.00,70,-1
5,30,1,OO,5570,SFO,262,17.85,85,30
9,23,4,UA,254,ORD,316,21.50,75,-1
3,2,3,AA,1058,ORD,1144,19.08,175,-20
2,8,6,UA,931,SFO,337,18.17,84,-7
9,2,4,US,544,SJC,621,9.08,112,-15
0,23,3,AA,2337,ORD,802,15.67,155,114
6,22,2,B6,1105,JFK,426,12.42,100,4
4,11,0,B6,629,JFK,1428,20.00,247,30
0,15,2,OO,6475,SMF,373,20.17,95,-3
1,27,3,UA,872,SFO,2419,11.17,303,-12
7,15,5,OO,6085,ORD,122,6.43,50,NA
7,1,5,UA,476,ORD,473,7.30,92,6
8,12,5,UA,863,ORD,1846,18.75,275,17
3,2,3,AA,1137,ORD,837,8.50,140,-13
2,12,3,AA,1957,SFO,337,21.42,80,81
6,28,1,US,2167,LGA,214,9.00,81,64
8,28,0,B6,217,JFK,2465,18.00,392,29
1,9,6,UA,1675,ORD,2072,8.08,279,53
1,19,2,OO,5553,SFO,329,12.63,95,126
0,21,1,OO,6292,SFO,192,18.53,58,140
0,4,5,OO,6510,SMF,373,16.90,83,69
1,14,4,UA,725,ORD,802,20.60,150,16
11,29,1,AA,730,ORD,1182,12.75,180,-13
4,2,5,AA,1929,SFO,337,7.83,80,-4
6,11,5,UA,886,SFO,337,12.75,90,111
11,24,3,WN,765,SMF,479,17.75,95,100
8,7,0,UA,393,ORD,403,9.90,88,28
2,13,4,UA,878,SFO,2586,11.80,327,42
6,21,1,UA,1151,SFO,337,6.00,89,-16
6,21,1,AA,2293,ORD,978,17.25,155,30
0,12,6,B6,20,JFK,264,9.42,99,2
8,21,0,UA,620,ORD,612,16.07,109,3
4,27,2,AA,201,JFK,2475,6.42,350,0
7,26,2,UA,1454,ORD,1012,13.45,160,8
0,3,4,B6,877,JFK,1069,18.92,200,-12
2,19,3,OO,6080,ORD,585,20.23,122,1
9,8,3,OH,6623,JFK,589,13.67,137,-23
7,15,5,UA,901,SFO,447,20.20,89,29
0,14,1,OH,5523,LGA,431,6.92,112,NA
1,11,1,OO,6567,ORD,911,19.92,158,103
9,27,1,UA,931,SFO,337,19.42,94,-19
7,18,1,WN,903,SFO,337,14.08,80,NA
5,25,3,UA,1206,SFO,550,18.58,96,234
10,26,3,OO,5960,ORD,174,10.00,55,-4
3,15,2,OO,5830,ORD,760,19.67,120,39
7,7,4,B6,619,JFK,829,20.75,167,156
9,16,4,AA,1709,LGA,1097,20.58,180,59
9,19,0,WN,630,SFO,414,14.42,90,-4
8,22,1,B6,145,JFK,1074,13.42,184,44
5,9,1,US,92,ORD,1440,14.17,219,78
6,22,2,UA,172,SFO,2704,8.40,344,-16
2,18,2,OO,5472,SFO,77,12.23,43,3
6,18,5,OO,6588,SFO,192,13.70,63,30
4,23,5,AA,1753,ORD,258,15.75,70,27
10,12,3,WN,208,SFO,967,19.67,150,-16
5,14,6,B6,703,JFK,1597,15.25,238,25
9,10,5,US,2120,LGA,185,9.00,81,-25
2,20,4,OO,5894,ORD,177,13.17,63,1
10,28,5,UA,139,ORD,1846,9.78,289,-24
10,30,0,AA,408,ORD,678,18.33,125,193
1,15,5,AA,2200,SMF,1431,6.00,195,16
4,22,4,UA,10,SFO,2586,11.33,343,20
1,10,0,OH,5215,JFK,94,19.58,109,121
4,27,2,OO,5550,SFO,262,13.75,81,-18
7,26,2,UA,62,SFO,679,22.23,118,-4
1,21,4,UA,182,ORD,606,16.62,116,85
1,11,1,US,658,SFO,2521,10.83,309,85
1,12,2,WN,648,TUS,367,7.25,75,94
6,8,2,AA,1323,JFK,740,8.00,155,16
8,13,6,WN,2334,SMF,480,14.75,85,23
4,11,0,WN,1914,SJC,417,13.58,80,-2
7,6,3,OO,6550,TUS,639,8.67,117,-8
1,14,4,AA,353,LGA,733,19.48,160,106
10,3,1,B6,4,JFK,301,9.58,94,-22
11,2,2,WN,613,SMF,404,12.58,85,48
6,26,6,UA,602,ORD,612,6.92,105,10
2,20,4,WN,342,SJC,296,15.25,60,15
1,6,3,OO,5947,ORD,462,17.30,101,NA
11,20,6,US,870,ORD,1515,18.83,237,31
9,30,4,OH,6627,JFK,483,16.67,140,-17
5,29,0,US,2124,LGA,185,11.00,83,-27
0,19,6,WN,1102,SJC,569,16.67,105,-4
7,10,0,WN,2155,SMF,1790,12.42,240,-11
1,11,1,OO,5428,SFO,77,14.85,43,25
1,16,6,OO,6644,TUS,639,6.00,113,16
5,27,5,OH,5520,JFK,187,12.83,85,NA
2,11,2,AA,33,JFK,2475,7.50,375,-19
6,23,3,OH,5480,JFK,508,16.25,138,NA
0,3,4,UA,208,SFO,2419,12.83,299,41
9,3,5,AA,1677,ORD,1726,19.17,255,65
10,6,4,UA,248,ORD,235,19.40,81,22
11,24,3,OO,6752,ORD,607,6.05,106,14
9,4,6,B6,15,JFK,1069,16.58,192,22
1,12,2,B6,105,JFK,2136,19.17,354,26
8,10,3,WN,656,SJC,386,6.58,80,-6
4,8,4,OO,5724,SFO,78,16.00,45,73
6,13,0,UA,3,OGG,84,14.87,36,267
4,8,4,UA,245,ORD,888,9.00,159,-2
4,9,5,OO,5525,SMF,86,14.67,47,-7
0,17,4,AA,321,LGA,733,11.75,164,21
3,12,6,UA,246,ORD,473,18.75,92,83
2,31,1,OO,3913,SMF,532,9.90,101,20
10,3,1,OO,5570,SFO,262,18.30,76,120
2,3,1,OO,6134,SFO,363,7.22,80,-8
5,8,0,OH,5357,LGA,604,21.00,130,78
9,11,6,WN,2854,TUS,365,14.33,75,31
5,14,6,OO,5875,ORD,196,8.05,60,23
2,14,5,WN,1426,SFO,1855,7.33,250,-33
