city,year,month,day,CO,NO2,O3,SO2
Des Moines,2014,7,210,0.2545,14.7,0.0335,0
Des Moines,2014,7,211,0.23800000000000002,12.1,0.043,0
Des Moines,2014,7,212,0.3645,17.2,0.045,0
Des Moines,2014,8,213,0.4825,26.7,0.0515,0
Des Moines,2014,8,214,0.5985,24.9,0.052,0
Des Moines,2014,8,215,0.254,13.6,0.056,0
Des Moines,2014,8,216,0.262,18.5,0.054,0
Des Moines,2014,8,217,0.3105,13.2,0.035,0
Des Moines,2014,8,218,0.224,7.5,0.025,0
Des Moines,2014,8,219,0.294,8.1,0.027,0
Des Moines,2014,8,220,0.2915,8.6,0.045,0.15000000000000002
Des Moines,2014,8,221,0.4,21,0.046,0.55
Des Moines,2014,8,222,0.609,28.4,0.048,0.6499999999999999
Des Moines,2014,8,223,0.4215,11.7,0.028,0
Des Moines,2014,8,224,0.3245,9.5,0.028,0.05
Des Moines,2014,8,225,0.468,24.6,0.035,0.1
Des Moines,2014,8,226,0.42700000000000005,16.4,0.04,0.05
Des Moines,2014,8,227,0.3415,13.6,0.023,0
Des Moines,2014,8,228,0.585,22.1,0.0285,0.05
Des Moines,2014,8,229,0.502,12.4,0.041,0
Des Moines,2014,8,230,0.23700000000000002,11.9,0.039,0
Des Moines,2014,8,231,0.6765,28.6,0.043,0.05
Des Moines,2014,8,232,0.43,16.3,0.032,0
Des Moines,2014,8,233,0.242,10.4,0.0285,0
Des Moines,2014,8,234,0.40449999999999997,19.1,0.037,0
Des Moines,2014,8,235,0.379,11.2,0.033,0.05
Des Moines,2014,8,236,0.20950000000000002,4.8,0.036,0
Des Moines,2014,8,237,0.29600000000000004,12.8,0.039,0
Des Moines,2014,8,238,0.23750000000000002,10.5,0.025,0
Des Moines,2014,8,239,0.23650000000000002,10.8,0.024,0
Des Moines,2014,8,240,0.2995,10.6,0.033,0
Des Moines,2014,8,241,0.3025,10.8,0.035,0
Des Moines,2014,8,242,0.831,19,0.0285,0.1
Des Moines,2014,8,243,0.6964999999999999,12.8,0.042,0.05
Des Moines,2014,9,244,0.356,14.6,0.037,0
Des Moines,2014,9,245,0.6615,26.1,0.041,0.05
Des Moines,2014,9,246,0.349,10.7,0.0405,0
Des Moines,2014,9,247,0.21000000000000002,7.7,0.032,0
Des Moines,2014,9,248,0.202,6.2,0.024,0
Des Moines,2014,9,249,0.39549999999999996,19.3,0.033,0.15000000000000002
Des Moines,2014,9,250,0.387,11.8,0.036,0.15000000000000002
Des Moines,2014,9,251,0.3135,12.6,0.03,0.15000000000000002
Des Moines,2014,9,252,0.2445,14.6,0.029,0
Des Moines,2014,9,253,0.191,4.2,0.024,0
Des Moines,2014,9,254,0.2245,8.5,0.017,0
Des Moines,2014,9,255,0.368,13.8,0.02,0.05
Des Moines,2014,9,256,0.3305,15.2,0.03,0
Des Moines,2014,9,257,0.297,9.5,0.029,0.15000000000000002
Des Moines,2014,9,258,0.2905,13.9,0.027,0
Des Moines,2014,9,259,0.7495,22.3,0.035500000000000004,0.25
Des Moines,2014,9,260,0.3825,21.8,0.035,0.4
Des Moines,2014,9,261,0.3735,15.3,0.037,0.35
Des Moines,2014,9,262,0.23,8.9,0.036,0
Des Moines,2014,9,263,0.20800000000000002,7.9,0.037,0.1
Des Moines,2014,9,264,0.2665,11.1,0.032,0
Des Moines,2014,9,265,0.3835,21.4,0.032,0
Des Moines,2014,9,266,0.28700000000000003,12.9,0.032,0.25
Des Moines,2014,9,268,0.3215,19.5,0.035,0.30000000000000004
Des Moines,2014,9,269,0.456,17.9,0.051,1.05
Des Moines,2014,9,270,0.43400000000000005,15.8,0.0475,0.45
Des Moines,2014,9,271,0.992,34.9,0.055,0.6
Des Moines,2014,9,272,0.9590000000000001,47,0.0395,0.30000000000000004
Des Moines,2014,9,273,0.3305,8.1,0.022,0
Des Moines,2014,10,274,0.46900000000000003,16.3,0.026,0
Des Moines,2014,10,275,0.395,12,0.015,0
Des Moines,2014,10,276,0.1285,3.8,0.022,0
Des Moines,2014,10,277,0.2335,13,0.021,0
Des Moines,2014,10,278,0.21500000000000002,9.7,0.033,0.25
Des Moines,2014,10,279,0.2665,16.9,0.032,0.1
Des Moines,2014,10,280,0.228,11,0.037,0.15000000000000002
Des Moines,2014,10,281,0.4985,29.2,0.036,0.15000000000000002
Des Moines,2014,10,282,0.3425,12.8,0.028,0.4
Des Moines,2014,10,283,0.6125,25.2,0.023,0.15000000000000002
Des Moines,2014,10,284,0.4895,16,0.033,0.8
Des Moines,2014,10,285,0.273,7.2,0.02,0
Des Moines,2014,10,286,0.3245,5.6,0.015,0.05
Des Moines,2014,10,287,0.1945,4.4,0.029,0
Des Moines,2014,10,288,0.612,24.5,0.03,0
Des Moines,2014,10,289,0.6495,18.1,0.038,0.75
Des Moines,2014,10,290,0.1935,4.5,0.025,0
Des Moines,2014,10,291,0.85,23.7,0.025,0.1
Des Moines,2014,10,292,0.4745,9.4,0.032,0.1
Des Moines,2014,10,293,0.496,25.8,0.034,0
Des Moines,2014,10,294,0.5295000000000001,18.7,0.034,0.25
Des Moines,2014,10,295,0.228,9.5,0.029,0.55
Des Moines,2014,10,296,0.9269999999999999,29.9,0.025,0.1
Des Moines,2014,10,297,1.0550000000000002,19.3,0.018,0.25
Des Moines,2014,10,298,0.896,32.3,0.035,0.4
Des Moines,2014,10,299,0.7070000000000001,22.4,0.039,0.6
Des Moines,2014,10,300,0.2565,13.8,0.034,0.15000000000000002
Des Moines,2014,10,301,0.1965,5.5,0.023,0.05
Des Moines,2014,10,302,0.6755,29.1,0.027,0.15000000000000002
Des Moines,2014,10,303,0.40049999999999997,15.9,0.027,0.5
Des Moines,2014,10,304,0.32899999999999996,23.3,0.025,0.1
Des Moines,2015,3,90,0.7024999999999999,41.1,0.0375,0.35
Des Moines,2015,4,91,0.3215,8.9,0.054,0.8
Des Moines,2015,4,92,0.20550000000000002,6.6,0.045,0.15000000000000002
Des Moines,2015,4,93,0.2515,18.8,0.042,0.05
Des Moines,2015,4,94,0.21600000000000003,14.6,0.048,0.35
Des Moines,2015,4,95,0.20800000000000002,5.7,0.0505,0.55
Des Moines,2015,4,96,0.2235,8.4,0.0315,0
Des Moines,2015,4,97,0.2925,11.1,0.016,0
Des Moines,2015,4,98,0.3185,9.2,0.015,0
Des Moines,2015,4,99,0.35,9.8,0.033,0.05
Des Moines,2015,4,100,0.727,37.6,0.046,0.1
Des Moines,2015,4,101,0.6705,32.3,0.058,0.75
Des Moines,2015,4,102,0.20850000000000002,4.5,0.052,0.4
Des Moines,2015,4,103,0.45299999999999996,37.4,0.048,0.05
Des Moines,2015,4,104,0.5465,30.2,0.049,1.65
Des Moines,2015,4,105,0.256,19.4,0.053,1.5
Des Moines,2015,4,106,0.6975,38,0.049,1.25
Des Moines,2015,4,107,0.819,39.9,0.057,0.55
Des Moines,2015,4,108,0.639,29.3,0.039,0.2
Des Moines,2015,4,109,0.20800000000000002,11.7,0.038,0
Des Moines,2015,4,110,0.193,6.5,0.0445,0
Des Moines,2015,4,111,0.21650000000000003,10.9,0.0435,0.35
Des Moines,2015,4,112,0.23750000000000002,12.5,0.045,0
Des Moines,2015,4,113,0.3375,24.1,0.05,0.15000000000000002
Des Moines,2015,4,114,0.3155,8.7,0.0385,0.25
Des Moines,2015,4,115,0.225,7.5,0.042,0
Des Moines,2015,4,116,0.378,25,0.05,0.5
Des Moines,2015,4,117,0.384,31.1,0.051,0.1
Des Moines,2015,4,118,0.3325,17.3,0.064,0.25
Des Moines,2015,4,119,0.23500000000000001,16.2,0.0545,0.2
Des Moines,2015,4,120,0.2415,14.4,0.051,0.4
Des Moines,2015,5,121,0.396,24.9,0.044,0.65
Des Moines,2015,5,122,0.271,6.5,0.054,0.45
Des Moines,2015,5,123,0.32999999999999996,16.2,0.06,0.3
Des Moines,2015,5,124,0.277,9.2,0.042499999999999996,0
Des Moines,2015,5,125,0.2465,13.3,0.049,0.15000000000000002
Des Moines,2015,5,126,0.234,10.5,0.049,0.15000000000000002
Des Moines,2015,5,127,0.23550000000000001,12.5,0.041,0
Des Moines,2015,5,128,0.2485,13.9,0.0335,0
Des Moines,2015,5,129,0.218,10.4,0.042499999999999996,0.05
Des Moines,2015,5,130,0.21600000000000003,5.8,0.0325,0
Des Moines,2015,5,131,0.1995,3.2,0.0335,0
Des Moines,2015,5,132,0.514,37.8,0.053,0
Des Moines,2015,5,133,0.353,22,0.049,0.15000000000000002
Des Moines,2015,5,134,0.299,8.1,0.037,0
Des Moines,2015,5,135,0.2455,11.1,0.033,0.15000000000000002
Des Moines,2015,5,136,0.2435,6.1,0.03,0
Des Moines,2015,5,137,0.1835,4.8,0.0445,0
Des Moines,2015,5,138,0.1955,1.9,0.032,0
Des Moines,2015,5,139,0.21650000000000003,6.3,0.036,0.05
Des Moines,2015,5,140,0.244,13.3,0.0275,0
Des Moines,2015,5,141,0.227,11.8,0.057,0.15000000000000002
Des Moines,2015,5,142,0.23,14.8,0.056,0.1
Des Moines,2015,5,143,0.24050000000000002,16.8,0.049,0.25
Des Moines,2015,5,144,0.188,6.7,0.0375,0
Des Moines,2015,5,145,0.2025,10.7,0.043,0
Des Moines,2015,5,146,0.2,10,0.0455,0
Des Moines,2015,5,147,0.484,35.8,0.057,0.1
Des Moines,2015,5,148,0.27149999999999996,10.7,0.044,0.05
Des Moines,2015,5,149,0.1945,9.1,0.0365,0
Des Moines,2015,5,150,0.1985,2.9,0.019,0
Des Moines,2015,5,151,0.2255,17.6,0.042,0.05
Des Moines,2015,6,152,0.186,8.8,0.046,0.25
Des Moines,2015,6,153,0.14200000000000002,7,0.038,0
Des Moines,2015,6,154,0.1325,7,0.041,0
Des Moines,2015,6,155,0.41100000000000003,17.3,0.048,0
Des Moines,2015,6,156,0.4175,19.2,0.052,0.1
Des Moines,2015,6,157,0.2245,5.6,0.041,0
Des Moines,2015,6,158,0.1965,5.2,0.049,0
Des Moines,2015,6,159,0.3295,16,0.065,0.15000000000000002
Des Moines,2015,6,160,0.29000000000000004,11.8,0.057,1.45
Des Moines,2015,6,161,0.24050000000000002,11.4,0.0595,0.44999999999999996
Des Moines,2015,6,162,0.3005,8.2,0.033,0
Des Moines,2015,6,163,0.2865,7.7,0.023,0
Des Moines,2015,6,164,0.3285,16.1,0.0345,0
Des Moines,2015,6,165,0.2875,7.6,0.039,0.05
Des Moines,2015,6,166,0.3165,19,0.039,0
Des Moines,2015,6,167,0.21550000000000002,8.8,0.046,0.15000000000000002
Des Moines,2015,6,168,0.2235,9.1,0.0405,0
Des Moines,2015,6,169,0.2445,12.6,0.041,0
Des Moines,2015,6,170,0.227,10.4,0.046,0.05
Des Moines,2015,6,171,0.2455,9,0.0385,0
Des Moines,2015,6,172,0.225,9.8,0.048,0.05
Des Moines,2015,6,173,0.20500000000000002,6.3,0.0465,0
Des Moines,2015,6,174,0.23800000000000002,9.4,0.055,0.1
Des Moines,2015,6,175,0.2485,12.6,0.037,0
Des Moines,2015,6,176,0.39,19.5,0.035,0
Des Moines,2015,6,177,0.3245,12.7,0.043,0.05
Des Moines,2015,6,178,0.4555,25.1,0.047,0.05
Des Moines,2015,6,179,0.2665,6.1,0.048,0
Des Moines,2015,6,180,0.309,6.4,0.044,0.1
Des Moines,2015,6,181,0.47750000000000004,18.1,0.0375,0.15000000000000002
Des Moines,2015,7,182,0.358,7.5,0.033,0.05
Des Moines,2015,7,183,0.397,20.8,0.031,0.05
Des Moines,2015,7,184,0.537,28.5,0.047,0.1
Des Moines,2015,7,185,0.40549999999999997,14.5,0.0505,0.15000000000000002
Des Moines,2015,7,186,0.2975,3.6,0.041,0.1
Des Moines,2015,7,187,0.5835,10.3,0.038,0.25
Des Moines,2015,7,188,0.6739999999999999,12,0.035500000000000004,0.2
Des Moines,2015,7,189,0.34299999999999997,12.2,0.0335,0.05
Des Moines,2015,7,190,0.3535,10.5,0.049,0.3
Des Moines,2015,7,191,0.316,10,0.042,0.05
Des Moines,2015,7,192,0.27549999999999997,5.8,0.0375,0
Des Moines,2015,7,193,0.21450000000000002,4.8,0.0345,0
Des Moines,2015,7,194,0.21350000000000002,5.2,0.0475,0
Des Moines,2015,7,195,0.2195,11.4,0.0495,0
Des Moines,2015,7,196,0.2425,13,0.025,0
Des Moines,2015,7,197,0.2555,10.9,0.0385,0
Des Moines,2015,7,198,0.257,9,0.0435,0
Des Moines,2015,7,199,0.2815,13.9,0.0475,0
Des Moines,2015,7,200,0.1995,7.4,0.04,0.2
Des Moines,2015,7,201,0.2,6.7,0.038,0
Des Moines,2015,7,202,0.4095,23,0.037,0.05
Des Moines,2015,7,203,0.516,18.6,0.038,0.05
Des Moines,2015,7,204,0.2925,14,0.049,0
Des Moines,2015,7,205,0.242,9.1,0.042499999999999996,0
Des Moines,2015,7,206,0.20900000000000002,6.6,0.0375,0
Des Moines,2015,7,207,0.21100000000000002,8,0.0455,0
Des Moines,2015,7,208,0.21400000000000002,9.3,0.036,0
Des Moines,2015,7,209,0.243,8.8,0.037,0
Des Moines,2015,7,210,0.23450000000000001,12.1,0.035,0.05
Des Moines,2015,7,211,0.2605,11.6,0.044,0.30000000000000004
Des Moines,2015,7,212,0.33399999999999996,18.9,0.044,0
Des Moines,2015,8,213,0.2915,11,0.042,0
Des Moines,2015,8,214,0.194,4.5,0.047,0
Des Moines,2015,8,215,0.4365,21.1,0.036,0.15000000000000002
Des Moines,2015,8,216,0.3885,15.2,0.031,0.05
Des Moines,2015,8,217,0.222,8.9,0.035,0
Des Moines,2015,8,218,0.243,15.1,0.042,0
Des Moines,2015,8,219,0.5775,27.5,0.042,0
Des Moines,2015,8,220,0.442,13.8,0.036,0
Des Moines,2015,8,221,0.261,11.2,0.042,0
Des Moines,2015,8,222,0.226,7.2,0.0305,0
Des Moines,2015,8,223,0.2825,12.6,0.031,0
Des Moines,2015,8,224,0.349,12.4,0.05,0
Des Moines,2015,8,225,0.2305,9.7,0.04,0
Des Moines,2015,8,226,0.3695,14.5,0.047,0
Des Moines,2015,8,227,0.28700000000000003,10.2,0.0435,0
Des Moines,2015,8,228,0.24000000000000002,7.1,0.044,0
Des Moines,2015,8,229,0.25,15.7,0.036,0
Des Moines,2015,8,230,0.241,14,0.0405,0
Des Moines,2015,8,231,0.1885,3.2,0.0285,0
Des Moines,2015,8,232,0.33699999999999997,15.8,0.0385,0.15000000000000002
Des Moines,2015,8,233,0.256,9,0.04,0.1
Des Moines,2015,8,234,0.32699999999999996,11,0.041,0
Des Moines,2015,8,235,0.3125,4.1,0.0265,0
Des Moines,2015,8,236,0.20450000000000002,10.5,0.029,0.1
Des Moines,2015,8,237,0.226,9.3,0.034,0
Des Moines,2015,8,238,0.305,16.5,0.0405,0.05
Des Moines,2015,8,239,0.3005,16.3,0.0305,0
Des Moines,2015,8,240,0.362,14.4,0.0265,0
Des Moines,2015,8,241,0.4975,15.5,0.026,0.05
Des Moines,2015,8,242,0.665,14.2,0.029,0.05
Des Moines,2015,8,243,0.364,19.7,0.042499999999999996,0
Des Moines,2015,9,244,0.32299999999999995,9.7,0.048,0
Des Moines,2015,9,245,0.2925,14.5,0.0455,0
Des Moines,2015,9,246,0.2325,12.3,0.0445,0
Des Moines,2015,9,247,0.2435,17.7,0.045,0
Des Moines,2015,9,248,0.21500000000000002,5.3,0.0405,0
Des Moines,2015,9,249,0.21200000000000002,6.1,0.042499999999999996,0
Des Moines,2015,9,250,0.2275,5.8,0.038,0
Des Moines,2015,9,251,0.249,9.8,0.0365,0
Des Moines,2015,9,252,0.2575,16.3,0.042499999999999996,0.05
Des Moines,2015,9,253,0.3125,15.7,0.043,0
Des Moines,2015,9,254,0.21150000000000002,8.9,0.025,0
Des Moines,2015,9,255,0.5395000000000001,28.2,0.0365,0.1
Des Moines,2015,9,256,0.3325,6.8,0.0385,0.35
Des Moines,2015,9,257,0.2195,8.6,0.0485,0.1
Des Moines,2015,9,258,0.20650000000000002,6.2,0.047,0.25
Des Moines,2015,9,259,0.21600000000000003,6.1,0.041,0
Des Moines,2015,9,260,0.3655,19.3,0.0345,0
Des Moines,2015,9,261,0.21000000000000002,8.1,0.0205,0
Des Moines,2015,9,262,0.508,27.7,0.037,0.15000000000000002
Des Moines,2015,9,263,0.4965,19.5,0.036,0.15000000000000002
Des Moines,2015,9,264,0.23750000000000002,13.3,0.035500000000000004,0
Des Moines,2015,9,265,0.3135,13.5,0.035500000000000004,0.05
Des Moines,2015,9,266,0.4995,24.6,0.036,0.05
Des Moines,2015,9,267,0.35050000000000003,18,0.041,0.15000000000000002
Des Moines,2015,9,268,0.319,17.9,0.0525,0.5
Des Moines,2015,9,269,0.5865,36.4,0.057,0.45
Des Moines,2015,9,270,0.45599999999999996,17.3,0.0335,0.2
Des Moines,2015,9,271,0.34550000000000003,17.5,0.0485,0.25
Des Moines,2015,9,272,0.266,17,0.0295,0.05
Des Moines,2015,9,273,0.3405,24.1,0.029,0.25
Des Moines,2015,10,274,0.2895,14.2,0.0275,0.15000000000000002
Des Moines,2015,10,275,0.2245,13.4,0.03,0.2
Des Moines,2015,10,276,0.2215,13.2,0.03,0.15000000000000002
Des Moines,2015,10,277,0.261,12.1,0.019,0
Des Moines,2015,10,278,0.6585,24.4,0.023,0.25
Des Moines,2015,10,279,0.744,22.2,0.023,0.35
Des Moines,2015,10,280,0.742,33.5,0.0375,0.35
Des Moines,2015,10,281,0.3575,10.2,0.0365,0.05
Des Moines,2015,10,282,0.8514999999999999,31.1,0.0315,0.30000000000000004
Des Moines,2015,10,283,0.5489999999999999,18.2,0.036,0.1
Des Moines,2015,10,284,0.21650000000000003,5.1,0.047,0.1
Des Moines,2015,10,285,0.192,4.3,0.038,0.05
Des Moines,2015,10,286,0.8945,30.9,0.028,0.6
Des Moines,2015,10,287,0.6619999999999999,31.8,0.03,0.25
Des Moines,2015,10,288,0.266,10.8,0.039,0.25
Des Moines,2015,10,289,0.27,16.5,0.03,0.15000000000000002
Des Moines,2015,10,290,0.2915,23.8,0.033,0.4
Des Moines,2015,10,291,0.2625,9,0.036,0.45
Des Moines,2015,10,292,0.21050000000000002,7.2,0.05,0.7
Des Moines,2015,10,293,0.3575,19.5,0.0395,0.75
Des Moines,2015,10,294,0.3585,17.6,0.035,0.35
Des Moines,2015,10,295,0.306,14.9,0.027,0.30000000000000004
Des Moines,2015,10,296,0.3745,13.1,0.017,0.6499999999999999
Des Moines,2015,10,297,0.21250000000000002,8.7,0.029,0.05
Des Moines,2015,10,298,0.3775,14.5,0.034,0.25
Des Moines,2015,10,299,0.27849999999999997,19,0.032,0.55
Des Moines,2015,10,300,0.28800000000000003,11.9,0.016,0.25
Fairbanks,2014,7,182,0.315,4.1,0.017,4.25
Fairbanks,2014,7,183,0.305,4.2,0.016,4.65
Fairbanks,2014,7,184,0.315,6.1,0.021,7.9
Fairbanks,2014,7,185,0.295,14,0.03,8.05
Fairbanks,2014,7,186,0.32499999999999996,10.9,0.035,5.4
Fairbanks,2014,7,187,0.31,6.7,0.02,6.6
Fairbanks,2014,7,188,0.32,5.5,0.018,4.949999999999999
Fairbanks,2014,7,189,0.295,7,0.017,4.8
Fairbanks,2014,7,190,0.225,7.8,0.023,3.45
Fairbanks,2014,7,191,0.29000000000000004,11.4,0.021,3.25
Fairbanks,2014,7,192,0.345,8.4,0.016,3.7
Fairbanks,2014,7,193,0.275,5.3,0.022,4.1
Fairbanks,2014,7,194,0.20500000000000002,3.5,0.02,5.4
Fairbanks,2014,7,195,0.2,3.6,0.016,3.25
Fairbanks,2014,7,196,0.20500000000000002,1.5,0.012,3.05
Fairbanks,2014,7,197,0.23500000000000001,5.2,0.014,3.4
Fairbanks,2014,7,198,0.24000000000000002,7.3,0.013,4.9
Fairbanks,2014,7,199,0.225,5.2,0.017,4.85
Fairbanks,2014,7,200,0.225,1.6,0.02,3.5
Fairbanks,2014,7,201,0.21500000000000002,3.6,0.019,4.35
Fairbanks,2014,7,202,0.23500000000000001,4.7,0.008,4.15
Fairbanks,2014,7,203,0.275,7.2,0.017,5.4
Fairbanks,2014,7,204,0.22,5.4,0.014,1.85
Fairbanks,2014,7,205,0.22,4.1,0.017,1.2999999999999998
Fairbanks,2014,7,206,0.21000000000000002,5.6,0.016,1.9500000000000002
Fairbanks,2014,7,207,0.21500000000000002,5.9,0.022,5.699999999999999
Fairbanks,2014,7,208,0.20500000000000002,5.8,0.016,3.9
Fairbanks,2014,7,209,0.21500000000000002,7.6,0.019,4.35
Fairbanks,2014,7,210,0.195,8.3,0.016,2.65
Fairbanks,2014,7,211,0.23500000000000001,10.6,0.022,4.2
Fairbanks,2014,7,212,0.245,9.2,0.02,3.1500000000000004
Fairbanks,2014,8,213,0.22,6.1,0.017,1.55
Fairbanks,2014,8,214,0.21500000000000002,2.5,0.017,1.75
Fairbanks,2014,8,215,0.245,7.2,0.022,4
Fairbanks,2014,8,216,0.395,8,0.02,15.65
Fairbanks,2014,8,217,0.245,7.1,0.018,2.55
Fairbanks,2014,8,218,0.32,7.8,0.021,6.9
Fairbanks,2014,8,219,0.265,10.4,0.023,2.65
Fairbanks,2014,8,220,0.33499999999999996,14.1,0.022,2.85
Fairbanks,2014,8,221,0.71,10.7,0.017,2.5
Fairbanks,2014,8,222,0.20500000000000002,7.1,0.017,3.0999999999999996
Fairbanks,2014,8,223,0.21500000000000002,3.8,0.021,3.5999999999999996
Fairbanks,2014,8,224,0.32,12.6,0.02,2.55
Fairbanks,2014,8,225,0.365,10.2,0.024,3.0999999999999996
Fairbanks,2014,8,226,0.265,8.8,0.022,2.8
Fairbanks,2014,8,227,0.32499999999999996,13,0.023,3.3
Fairbanks,2014,8,228,0.355,9,0.024,2.9
Fairbanks,2014,8,229,0.28500000000000003,8.3,0.018,3.1
Fairbanks,2014,8,230,0.305,6.4,0.016,3.05
Fairbanks,2014,8,231,0.32499999999999996,9.5,0.016,3.3
Fairbanks,2014,8,232,0.345,5.2,0.018,4.7
Fairbanks,2014,8,233,0.32499999999999996,7.7,0.021,3
Fairbanks,2014,8,234,0.39,11.7,0.023,8.65
Fairbanks,2014,8,235,0.29000000000000004,7.5,0.024,5.1
Fairbanks,2014,8,236,0.255,11.4,0.023,3.95
Fairbanks,2014,8,237,0.32,7.5,0.02,4.449999999999999
Fairbanks,2014,8,238,0.29000000000000004,5.9,0.018,3.2
Fairbanks,2014,8,239,0.31,7.8,0.024,3.65
Fairbanks,2014,8,240,0.39,9.3,0.015,4.1
Fairbanks,2014,8,241,0.275,6,0.021,3
Fairbanks,2014,8,242,0.38,14.8,0.025,4.1
Fairbanks,2014,8,243,0.38,12.3,0.026,3.95
Fairbanks,2014,9,244,0.27,12.9,0.023,3.25
Fairbanks,2014,9,245,0.265,18.8,0.023,3.3
Fairbanks,2014,9,246,0.315,22.7,0.025,4.45
Fairbanks,2014,9,247,0.31,41.6,0.025,5.300000000000001
Fairbanks,2014,9,248,0.71,48.2,0.025,8.35
Fairbanks,2014,9,249,0.38,52,0.025,6.65
Fairbanks,2014,9,250,0.355,28.8,0.023,5.65
Fairbanks,2014,9,251,0.385,67,0.022,5.949999999999999
Fairbanks,2014,9,252,0.48000000000000004,66.9,0.017,4.15
Fairbanks,2014,9,253,0.49,49.7,0.021,4.9
Fairbanks,2014,9,254,0.5700000000000001,84.1,0.019,5.65
Fairbanks,2014,9,255,0.525,73.1,0.025,4.95
Fairbanks,2014,9,256,0.725,75.3,0.019,5.3
Fairbanks,2014,9,257,0.54,24.5,0.023,5.25
Fairbanks,2014,9,258,0.37,43.2,0.018,5.95
Fairbanks,2014,9,261,0.41500000000000004,68.5,0.019,6.4
Fairbanks,2014,9,262,0.54,52.1,0.018,9.850000000000001
Fairbanks,2014,9,263,0.41000000000000003,12.5,0.008,4
Fairbanks,2014,9,264,0.375,10.5,0.016,6.5
Fairbanks,2014,9,265,0.495,22.9,0.016,4.35
Fairbanks,2014,9,266,0.515,20.6,0.015,6.6
Fairbanks,2014,9,267,0.54,24.4,0.011,6.35
Fairbanks,2014,9,268,0.5549999999999999,41.5,0.017,10.45
Fairbanks,2014,9,269,1.3399999999999999,95.1,0.024,9
Fairbanks,2014,9,270,0.7350000000000001,31.8,0.015,9.5
Fairbanks,2014,9,271,0.595,28.5,0.013,7.4
Fairbanks,2014,9,272,0.505,29.3,0.02,4.35
Fairbanks,2014,9,273,0.21500000000000002,6.8,0.018,3.45
Fairbanks,2014,10,274,0.41000000000000003,10.6,0.009,5.800000000000001
Fairbanks,2014,10,275,0.5900000000000001,22.1,0.014,6.5
Fairbanks,2014,10,276,0.97,17.6,0.018,14.3
Fairbanks,2014,10,277,0.37,14,0.017,4.05
Fairbanks,2014,10,278,0.295,5,0.022,2.8
Fairbanks,2014,10,279,0.355,14.3,0.021,4.15
Fairbanks,2014,10,280,0.42000000000000004,19.2,0.012,7.6
Fairbanks,2014,10,281,0.55,16.1,0.017,7
Fairbanks,2014,10,282,0.4,15.3,0.023,4.7
Fairbanks,2014,10,283,0.49,19.8,0.023,5.05
Fairbanks,2014,10,284,0.6499999999999999,20.2,0.014,7.05
Fairbanks,2014,10,285,0.63,13.5,0.01,6.1
Fairbanks,2014,10,286,0.53,13.1,0.005,6.9
Fairbanks,2014,10,287,0.615,22,0.016,5.5
Fairbanks,2014,10,288,0.8,23.1,0.014,8.9
Fairbanks,2014,10,289,0.395,20.3,0.012,8.45
Fairbanks,2014,10,293,0.385,22.2,0.015,7.699999999999999
Fairbanks,2014,10,294,0.725,20.9,0.009,10.600000000000001
Fairbanks,2014,10,295,0.61,26.3,0.011,9.2
Fairbanks,2014,10,296,0.61,21.7,0.012,6.65
Fairbanks,2014,10,297,0.5700000000000001,19.5,0.014,6.2
Fairbanks,2014,10,298,0.48000000000000004,16.6,0.019,4
Fairbanks,2014,10,299,1.48,21.4,0.023,15.6
Fairbanks,2014,10,300,1.1600000000000001,32.7,0.014,13.149999999999999
Fairbanks,2014,10,301,1.705,31.4,0.014,9.2
Fairbanks,2014,10,302,0.885,23,0.02,17.05
Fairbanks,2014,10,303,0.62,14.8,0.019,6.5
Fairbanks,2014,10,304,1.165,28.5,0.019,9.85
Fairbanks,2014,11,305,1.4849999999999999,31.2,0.027,18.85
Fairbanks,2014,11,306,0.875,21.9,0.032,9.75
Fairbanks,2014,11,307,1.175,32,0.022,15
Fairbanks,2014,11,308,1.015,26,0.013,11.1
Fairbanks,2014,11,309,1.385,29.5,0.009,15.55
Fairbanks,2014,11,310,1.37,35.1,0.013,19.75
Fairbanks,2014,11,311,1.46,36.5,0.006,20.35
Fairbanks,2014,11,312,1.7000000000000002,26.6,0.008,16.25
Fairbanks,2014,11,313,1.65,32.3,0.019,20.950000000000003
Fairbanks,2014,11,314,1.245,42.5,0.018,13.45
Fairbanks,2014,11,315,1.0899999999999999,29.5,0.002,15.55
Fairbanks,2014,11,316,1.585,30.1,0.004,15.85
Fairbanks,2014,11,317,1.4449999999999998,29.5,0.004,15.600000000000001
Fairbanks,2014,11,318,1.645,27.6,0.004,18.7
Fairbanks,2014,11,319,1.625,25.7,0.005,18.5
Fairbanks,2014,11,320,1.345,25.3,0.004,23.049999999999997
Fairbanks,2014,11,321,1.955,41.2,0.004,22
Fairbanks,2014,11,322,1.915,33.2,0.005,21.95
Fairbanks,2014,11,323,1.4,30.5,0.005,13.600000000000001
Fairbanks,2014,11,324,1.3199999999999998,34.1,0.004,20.85
Fairbanks,2014,11,325,2.23,54.4,0.027,29.2
Fairbanks,2014,11,326,2.125,39.5,0.02,25.799999999999997
Fairbanks,2014,11,327,1.505,29,0.011,22.75
Fairbanks,2014,11,328,1.565,31,0.011,22.8
Fairbanks,2014,11,329,1.115,24.4,0.016,13.35
Fairbanks,2014,11,330,1.25,32,0.01,18.8
Fairbanks,2014,11,331,1.47,26.3,0.008,30.05
