id,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour
320,26.5,-73.776747,40.645265,-73.81380300000002,40.709035,1,7.748933934719671,22
321,8.0,-73.96178436279298,40.759578704833984,-73.97894287109375,40.772605895996094,4,2.0460825381245,21
322,10.6,-73.994279,40.690409,-74.016739,40.709063,1,2.8084512022350787,0
323,4.5,-73.965372,40.759256,-73.97487,40.752373,1,1.107156040574626,7
324,9.7,-73.977829,40.788979,-73.967935,40.760508,1,3.2736214429468427,22
325,20.5,-73.96861899999998,40.766432,-74.00855899999998,40.704591,1,7.655674012815039,8
326,9.3,-73.982229,40.731821999999994,-73.980239,40.760162,1,3.1557202340667834,10
327,18.5,-74.005385,40.707002,-73.992793,40.750741999999995,1,4.978060208361972,21
328,5.0,-73.98275100000002,40.762738,-73.97835400000002,40.764564,2,0.4223266062722302,21
329,34.0,-73.863506,40.769985,-73.97582,40.765446000000004,1,9.4719721068422,8
330,23.5,-73.992028,40.75497,-73.912663,40.780157,1,7.246794088431768,20
331,4.5,-73.980909,40.774584999999995,-73.98136,40.779419,3,0.5388560982811434,15
332,8.0,-73.985217,40.74217700000001,-73.99998000000002,40.726917,1,2.103924559598573,13
333,26.5,-73.977765,40.766177,-73.977982,40.766937,5,0.08646155561820605,20
334,5.5,-74.00482199999998,40.741812,-74.007312,40.733577000000004,2,0.9394149138730582,11
335,6.1,-73.98795,40.757852,-73.988227,40.749963,1,0.8775270210950514,20
336,4.9,-73.970442,40.764695,-73.961907,40.765392,4,0.7229695681696141,17
337,5.3,-73.993085,40.75200200000001,-73.980337,40.764829999999996,1,1.7853628974921514,14
338,8.1,-73.99096999999998,40.742158,-73.977728,40.726729999999996,1,2.0464240681496846,14
339,20.33,-73.994718,40.750306,-73.95051099999998,40.728566,1,4.440204637196204,0
340,4.5,-73.955282,40.76886500000001,-73.949683,40.776472,1,0.9683884765534418,20
341,7.0,-74.002792,40.76051500000001,-74.00441500000002,40.741973,1,2.0663040790207456,12
342,7.7,-73.987145,40.722568,-74.005402,40.739583,1,2.438471770792052,12
343,7.3,-73.990575,40.746117,-74.003227,40.751447,1,1.2194944489135748,10
344,33.07,-73.862764,40.769064,-73.984033,40.752842,2,10.371758036267662,14
345,36.5,-73.873068,40.774183,-73.978847,40.762062,5,9.009499953953995,13
346,5.0,-73.99436,40.72039,-73.98577,40.72304000000001,2,0.7815813931219807,5
347,23.5,-73.958585,40.775615,-74.00048000000002,40.737611,1,5.505458236814647,17
348,6.1,-73.97985,40.786315,-73.985068,40.774133,1,1.4240459579879947,15
349,11.0,-73.956597,40.777432,-73.980035,40.763175,1,2.5315796243246806,18
350,6.0,-73.96826,40.76514,-73.961115,40.774882,6,1.2391493586462068,15
351,11.3,-73.975868,40.790141999999996,-74.006695,40.751278000000006,5,5.0412578915614725,11
352,8.1,-73.990397,40.75103,-73.981137,40.764718,1,1.710236675176659,19
353,8.9,-74.000763,40.729744000000004,-73.974662,40.74915900000001,3,3.081616155374032,22
354,4.5,-73.99784,40.68295,-73.980198,40.676842,1,1.6353837547758527,22
355,11.0,-73.978836,40.764745,-73.984774,40.745978,1,2.1458973467366147,19
356,8.5,-73.992108,40.764203,-73.973,40.762695,1,1.6179946832398286,10
357,8.5,0.0,0.0,0.0,0.0,1,0.0,16
358,8.1,-73.978916,40.78712,-73.957307,40.783588,1,1.861225687073349,11
359,6.9,-73.996268,40.738123,-73.98238,40.73617,1,1.190096175258052,15
360,6.0,-73.971462,40.761332,-73.980797,40.768002,1,1.0808133692307929,22
361,5.3,-73.988927,40.760222999999996,-73.991474,40.750591,1,1.0923047189446045,20
362,6.1,-73.980068,40.74310300000001,-73.99118100000003,40.750228,1,1.226421355400504,0
363,9.5,-73.995776,40.748921,-73.96882099999998,40.764390999999996,2,2.8484583505882966,0
364,11.5,-73.97941,40.766107,-74.003015,40.750522,1,2.6374294297638268,9
365,17.0,-74.01294708251955,40.705242156982415,-73.98070526123048,40.74221420288085,6,4.927826889172051,9
366,5.3,-73.978002,40.778607,-73.970662,40.788625,1,1.2738907343646582,14
367,10.0,-73.99588299999998,40.743784999999995,-73.990057,40.767137,1,2.642587460653806,16
368,15.5,-73.957675,40.717887,-73.942583,40.686397,1,3.7254874395581137,1
369,6.9,-73.977757,40.762991,-73.983801,40.779517999999996,1,1.9068974449513765,17
370,18.1,-73.986592,40.761807,-74.01065899999998,40.704133,1,6.72603194773662,12
371,15.5,-73.9941177368164,40.75117874145508,-73.97511291503906,40.7564582824707,1,1.7050737233983155,9
372,10.1,-73.982334,40.722411,-73.964907,40.755644000000004,1,3.9763418339982697,1
373,21.5,-73.955235,40.773077,-74.00795500000002,40.71711,6,7.645530483619098,19
374,8.5,-73.99413,40.76668,-73.98861,40.75705,1,1.167376033111053,20
375,7.3,-73.988883,40.73405,-73.992385,40.724841999999995,1,1.0655583292847488,16
376,2.5,0.0,0.0,0.0,0.0,1,0.0,5
377,8.5,-73.958118,40.773086,-73.94694100000002,40.779994,1,1.2148190147612756,15
378,6.1,-73.970447,40.75779,-73.969687,40.769923,5,1.3506455443553098,9
379,14.1,-73.98109699999998,40.764483,-73.99185,40.722037,1,4.805930714291157,19
380,6.0,-73.9742,40.762693,-73.979824,40.755547,1,0.9250761946809242,15
381,8.5,-73.958823,40.783588,-73.978697,40.777533,1,1.8037351344654289,13
382,8.0,-73.98793029785155,40.72850036621094,-74.00728607177734,40.72747802734375,1,1.6349761273936303,9
383,5.3,-73.971913,40.75925,-73.962905,40.77216,1,1.6236555901861256,16
384,10.5,-73.978389,40.757757,-73.98044200000002,40.733626,1,2.6888128261054187,19
385,5.5,-73.97077941894531,40.75881576538085,-73.97015380859375,40.74894332885742,1,1.0990289438910217,7
386,8.1,-73.960853,40.761557,-73.97633499999998,40.748360999999996,1,1.9630690338736383,19
387,13.0,0.0,0.0,0.0,0.0,1,0.0,8
388,8.5,-73.99476,40.765584999999994,-73.996026,40.758697999999995,1,0.7731867266458047,9
389,6.1,-73.953316,40.767588,-73.97152700000002,40.757498999999996,1,1.900249935438965,16
390,12.9,-73.975224,40.765201,-73.998754,40.728,1,4.5869699099598815,11
391,10.0,-73.979022,40.777667,-73.992172,40.721555,5,6.336938984893101,21
392,8.5,-74.00554699999998,40.745687,-74.011247,40.728733,6,1.9454074450403285,20
393,4.9,-73.954665,40.773395,-73.94686,40.776092999999996,1,0.7224618068242848,18
394,6.0,-73.964483,40.764431,-73.956576,40.77985200000001,1,1.8394754543045515,13
395,5.0,-73.98214,40.772705,-73.988691,40.774325,1,0.5803101675340612,8
396,12.0,-73.844904,40.736318,-73.844904,40.736318,1,0.0,18
397,13.5,-73.98265,40.753748,-74.00793,40.741921999999995,1,2.5028697393466848,15
398,33.83,-73.97330474853516,40.756385803222656,-73.87244415283203,40.77430725097656,1,8.72489461714023,14
399,25.7,-73.991729,40.760501,-73.861246,40.767619,1,11.01768699052536,5
400,13.7,-73.99212800000002,40.739535,-73.95814,40.768797,3,4.333959931548779,8
401,10.5,-73.997265,40.719963,-73.994268,40.754212,1,3.81667708583467,22
402,5.7,-73.95387099999998,40.766331,-73.96246500000002,40.774757,1,1.1838895630165596,11
403,9.0,-73.993372,40.73617700000001,-73.978277,40.75786,2,2.7258264920337885,17
404,22.5,-73.98071,40.782635,-74.00204000000002,40.719425,1,7.25465282079305,11
405,7.5,-73.954463,40.769887,-73.96162700000002,40.77936,1,1.213861414800824,11
406,14.1,-73.992131,40.724066,-73.98057,40.762877,1,4.424125996644092,18
407,9.3,-73.97210799999998,40.759308000000004,-73.999263,40.761322,1,2.2980491533942415,21
408,4.0,-73.99036600000002,40.757343,-73.985373,40.760604,1,0.5552818100774323,18
409,5.5,-73.99223,40.725887,-73.993782,40.735277,1,1.0522781578814442,16
410,9.3,-73.975782,40.74727,-73.96611,40.762933000000004,1,1.9227680892422452,12
411,7.3,-73.999627,40.743547,-73.98926999999998,40.756862,2,1.7184928199920264,9
412,4.5,-73.988446,40.770843,-73.985985,40.777708000000004,1,0.7909825361022841,12
413,13.0,-73.98206,40.772705,-73.956213,40.771777,1,2.178999895606609,11
414,5.7,-73.966422,40.767587,-73.973363,40.75827,2,1.1895519743312866,16
415,8.0,-74.005382,40.749044,-73.99412,40.761185,1,1.6499713575156445,13
416,20.5,-74.0115966796875,40.70290756225585,-73.97222900390625,40.763145446777344,2,7.474501133003094,20
417,9.3,-73.9927,40.7372,-73.9683,40.7624,1,3.4751251103696235,11
418,8.5,-73.990387,40.73118,-74.0021,40.70805,2,2.754864893395962,8
419,8.1,-73.990138,40.740232,-73.99523,40.718407,1,2.4644677910553625,22
420,5.0,-73.98061700000002,40.74487,-73.98711,40.749577,5,0.7570500293616118,9
421,5.3,-73.99201,40.755538,-73.99795999999998,40.755995,5,0.5037386231903801,5
422,5.3,-73.988323,40.722913,-74.002315,40.729572,1,1.3922891044917576,13
423,6.9,-73.982628,40.771032,-73.984127,40.748062,2,2.5572659757282747,8
424,8.5,-73.948403,40.782579999999996,-73.968905,40.787675,1,1.8167176849737263,7
425,6.5,-73.975256,40.756147,-73.960543,40.775509,1,2.484061822331961,8
426,29.0,-74.00324,40.733577000000004,-73.94855,40.723341999999995,1,4.746882571004937,2
427,21.0,-73.978553,40.766717,-74.016195,40.711052,6,6.954832458336035,22
428,14.5,-73.94704300000002,40.780107,-73.989034,40.751587,2,4.750043772960406,10
429,32.9,-73.982762,40.76900300000001,-73.87262,40.774533,1,9.29539619528153,10
430,6.1,-73.97829200000002,40.782962,-73.961085,40.806684000000004,1,3.0093101879687767,7
431,13.0,-73.985802,40.77747700000001,-73.987414,40.754369,1,2.5730762299005345,10
432,15.0,-73.9942,40.751005,-73.97559,40.759188,1,1.8124863108563372,12
433,4.9,-73.968848,40.759128999999994,-73.976118,40.765747,1,0.9573043956474816,14
434,8.9,-73.981872,40.760252,-74.00223199999998,40.740567,5,2.7807554118139217,21
435,8.1,-73.993127,40.736777000000004,-74.010699,40.720116,1,2.371637696140084,20
436,6.0,-73.986575,40.75505,-73.980971,40.765857000000004,1,1.2910538033083516,16
437,57.33,-73.79025,40.643705,-74.00227,40.734542,1,20.532558046969204,23
438,8.0,-73.974292,40.793455,-73.978205,40.778271999999994,1,1.720115399341149,13
439,8.5,-73.959937,40.780397,-73.974948,40.798193,1,2.347932348037232,17
440,8.9,-73.976061,40.758179999999996,-73.948436,40.78255,1,3.571415196262954,15
441,10.5,-73.96500999999998,40.769925,-73.968125,40.778048,5,0.9405529048306565,9
442,10.1,-74.010347,40.720153,-73.99492,40.769032,2,5.588320880416046,15
443,49.8,-73.983851,40.761851,-73.783129,40.643785,3,21.416092063876288,13
444,5.0,-73.98371124267578,40.74961853027344,-73.99261474609375,40.74286651611328,1,1.0612542161091854,17
445,6.0,-73.9576187133789,40.76677322387695,-73.95582580566406,40.77876663208008,1,1.3421250853591615,17
446,13.3,-73.99771,40.756485,-73.98751800000002,40.721337,1,4.001499263418902,23
447,7.0,-73.9783477783203,40.76491165161133,-73.98352813720702,40.76810836791992,1,0.5627465417595431,7
448,10.5,-73.99973299999998,40.73322,-73.985659,40.759156,2,3.1181538173573027,13
449,56.8,-73.978817,40.761517,-73.78925500000003,40.642677,1,20.73574376674306,13
450,14.5,-73.984045,40.748432,-74.00975799999998,40.722695,1,3.589374638487915,18
451,11.3,-74.005448,40.725823,-74.005942,40.725048,2,0.09570401276354562,22
452,6.5,-73.970799,40.751642,-73.980333,40.748303,1,0.8847879573287583,17
453,5.7,-73.99171,40.73190200000001,-73.97907,40.745213,1,1.8234164380608295,14
454,13.0,-73.961407,40.716362,-73.994242,40.694846999999996,1,3.658413365208089,1
455,22.0,-73.968087,40.755140000000004,-73.95262199999998,40.823312,5,7.691376624016002,1
456,18.5,-73.980992,40.744531,-73.94847800000002,40.778086,1,4.628221921470586,0
457,14.1,-73.957312,40.776963,-73.990408,40.751271,2,3.9913181097668016,18
458,4.5,-73.952804,40.782491,-73.961038,40.774978000000004,2,1.0856267856257582,21
459,24.0,-73.874483,40.774095,-73.967098,40.711603000000004,1,10.448179889647168,11
460,25.7,-73.979952,40.726656,-73.951914,40.813041,1,9.891513420303523,13
461,3.3,-73.998082,40.741128,-73.993909,40.739391999999995,1,0.4010818033562594,10
462,8.5,-73.954353,40.779059000000004,-73.985525,40.755313,1,3.7233596388177967,5
463,5.3,-74.003192,40.732796,-73.999881,40.719227000000004,1,1.5343846600260025,22
464,4.5,-73.982442,40.742135,-73.99249499999998,40.738278,1,0.9493595630336236,1
465,3.7,-73.987127,40.733377000000004,-73.98135500000002,40.74125,2,1.0014436621611054,22
466,8.1,-73.976809,40.775044,-73.96797600000002,40.762807,1,1.5507439489513422,11
467,16.1,-74.00461,40.716322,-74.003732,40.658428,2,6.437944733411548,14
468,12.9,-73.97974599999998,40.78100900000001,-73.980523,40.738271999999995,1,4.752588174796606,0
469,8.1,-73.989393,40.726380999999996,-73.997417,40.714365,2,1.4974938737528174,13
470,9.5,-73.957788,40.781995,-73.96262,40.764742,1,1.9611212048401985,11
471,23.5,-73.94414499999998,40.702737,-73.913985,40.778459999999995,2,8.795060766104282,0
472,2.5,0.0,0.0,-74.005433,40.726684999999996,2,8667.30496795587,22
473,11.0,-73.95822,40.768716999999995,-73.98931400000002,40.739968,1,4.1326603785334015,20
474,6.1,-73.984847,40.761632,-73.965846,40.754548,2,1.7837483919966974,18
475,28.0,-73.87093,40.773787,-73.966003,40.755425,1,8.263164628807392,11
476,10.0,-73.99276,40.751162,-73.98098,40.752827,1,1.0094104018797918,8
477,10.1,-73.987997,40.737871999999996,-73.98858299999998,40.757525,1,2.185871381695785,11
478,7.7,-73.982377,40.739743,-73.959688,40.758598,5,2.8370164779854847,4
479,8.0,-73.976248,40.760884999999995,-73.991236,40.750376,1,1.7202515761530701,22
480,6.1,-73.95343199999998,40.766765,-73.968447,40.7649,1,1.2814150477264488,18
481,20.5,-73.98646,40.751527,-73.95373199999997,40.787725,1,4.8782193809551435,11
482,9.5,-74.003197,40.744075,-74.00067,40.726062,1,2.0142389775215084,10
483,7.0,-73.95893000000002,40.763626,-73.973753,40.759813,1,1.3184625050638423,5
484,8.5,-73.98732,40.738957,-74.004458,40.707322,1,3.802592609968341,7
485,7.5,-73.964127,40.792640999999996,-73.979984,40.782037,2,1.7811604705544437,21
486,11.5,-73.95744323730467,40.76170349121094,-73.97323608398438,40.78707885742188,1,3.1192982570680465,19
487,7.7,-73.998418,40.735471999999994,-74.01432,40.713072,1,2.828370643651793,8
488,6.1,-73.978192,40.745775,-73.975422,40.73007,2,1.7618419023272072,20
489,38.5,-73.977473,40.746538,-73.851405,40.689473,2,12.375318495256698,23
490,11.5,-73.9819564819336,40.767921447753906,-73.97608947753906,40.795188903808594,2,3.071980382082869,11
491,6.0,-73.980914,40.779513,-73.970524,40.796703,1,2.1020820730926904,23
492,17.0,-74.016361,40.71285200000001,-73.984364,40.729531,1,3.272733873567205,18
493,7.5,-73.988477,40.739202,-74.001812,40.740582,1,1.133907161339018,21
494,5.5,-73.97361755371094,40.78464126586913,-73.97045135498048,40.796119689941406,1,1.3038785513352296,11
495,6.9,-73.979605,40.752025,-73.993742,40.756685,1,1.2986413915067687,17
496,3.0,-73.994313,40.735362,-73.997212,40.73681,1,0.2925490323994481,12
497,12.5,-73.99888100000003,40.734511,-73.97134100000002,40.760929,1,3.743191015795936,19
498,17.0,0.0,0.0,0.0,0.0,1,0.0,4
499,38.8,-73.97462,40.756921999999996,-73.864002,40.767872,1,9.395660179835787,11
500,6.0,-74.000405,40.71857,-74.00004,40.726592,1,0.8925358857296195,4
501,6.5,-73.980695,40.742047,-73.97293,40.759006,1,1.995974782160718,7
502,14.5,-73.97756700000002,40.778957,-73.991272,40.72782,1,5.802177028330723,1
503,2.5,-73.99871999999998,40.624708,-73.99871999999998,40.624708,1,0.0,1
504,4.1,-73.993962,40.735152,-74.00358,40.732207,1,0.8740562733848064,17
505,13.3,-74.005752,40.717735,-73.962639,40.766952,2,6.568310615943373,14
506,6.0,-74.003502,40.738745,-73.993317,40.752022,3,1.707559322617921,23
507,6.5,-73.987437,40.738262,-73.975865,40.745940000000004,1,1.2958966099850615,16
508,12.5,-74.00654499999997,40.716519,-73.993427,40.752308,1,4.130195461892612,11
509,21.5,-73.965747,40.771209999999996,-74.005188,40.729157,1,5.736205150711268,12
510,49.57,-73.78221500000002,40.644271999999994,-73.782217,40.64427,2,0.0002791616555606882,18
511,38.1,-74.00761,40.725875,-73.867393,40.859275,1,18.95686652581772,4
512,10.1,-73.993027,40.725563,-73.958591,40.717069,1,3.051876764761312,2
513,4.5,-73.966902,40.76209,-73.972658,40.761098,1,0.4971765978634578,18
514,5.3,-73.98788499999998,40.749152,-73.975165,40.759095,3,1.5395924204068765,13
515,8.0,-74.00497800000002,40.719012,-74.006807,40.706832,1,1.3630991910490355,23
516,7.7,-73.99955600000001,40.738662,-73.97940899999998,40.727603,1,2.0961600326225414,21
517,7.5,-73.986717,40.761520000000004,-73.968675,40.796662,2,4.192521439685944,9
518,5.5,-73.95622253417969,40.78130722045898,-73.95951080322266,40.77655029296875,1,0.5970290192812228,13
519,7.7,-73.99763100000001,40.724238,-74.009196,40.710869,1,1.7776044470209644,18
520,8.1,-73.978894,40.763859000000004,-73.946947,40.779657,1,3.212988500211725,21
521,5.5,-73.976995,40.763962,-73.978033,40.757489,1,0.7250546999250046,13
522,6.5,-73.98194122314453,40.74060821533203,-73.99118041992188,40.74890899658203,1,1.2073781495299898,7
523,4.5,-73.99758,40.729132,-73.991998,40.725226,1,0.640228366740917,23
524,7.0,-73.945542,40.774462,-73.957452,40.783008,1,1.3815540908257815,18
525,17.5,-73.96175699999998,40.762809999999995,-73.999328,40.7493,1,3.503054876339645,12
526,4.9,-73.96498000000003,40.759943,-73.971154,40.764252,2,0.7070789012492188,14
527,6.0,-73.96396700000003,40.808232000000004,-73.972693,40.793455,1,1.7998188301121818,12
528,4.5,-73.99303,40.762935,-73.99059,40.757643,5,0.6232969660872372,20
529,10.5,-73.97248,40.784842,-73.954747,40.775662,1,1.808679877341263,11
530,8.9,-74.005798,40.741246999999994,-74.01719,40.705187,1,4.1230137144192085,22
531,6.1,-74.00186,40.737772,-74.009763,40.714795,5,2.6402946650650176,16
532,14.5,-74.002285,40.73961,-73.95275699999998,40.779637,1,6.100087524711237,13
533,6.1,-73.993656,40.74735,-73.982864,40.742636,2,1.0494408028762423,12
534,5.7,-73.954327,40.764005,-73.95615500000002,40.775967,1,1.338992121683115,23
535,8.0,-73.98964699999998,40.74729,-73.985648,40.735408,5,1.3634973662416852,13
536,5.5,-73.963307,40.798379,-73.97504,40.782779999999995,1,1.9960587931933689,15
537,52.0,-73.985722,40.749696,-73.973577,40.74901,1,1.0259127128838563,12
538,49.8,-73.972822,40.793295,-73.782862,40.64395,2,23.066626629825482,11
539,49.8,-73.95403,40.74158,-73.995527,40.742962,1,3.4993807023591263,17
540,16.0,0.0,0.0,0.0,0.0,1,0.0,1
541,16.5,-73.979962,40.759952,-73.99467,40.723662,1,4.2212276781692575,13
542,4.5,0.0,0.0,0.0,0.0,1,0.0,14
543,11.3,-73.972412,40.78123,-73.989187,40.758375,5,2.907597366550756,17
544,10.0,-73.947073,40.779932,-73.96799,40.765642,2,2.37220059131318,12
545,16.5,-74.003815,40.743057,-73.948877,40.778277,1,6.0619516445133845,3
546,8.9,-73.996439,40.725516999999996,-73.976375,40.751634,2,3.360240936063035,12
547,6.9,-73.971638,40.763382,-73.953767,40.783715,1,2.715958596932178,13
548,5.0,-73.921155,40.766861,-73.91318100000002,40.76518400000001,1,0.6969561680543306,23
549,4.0,-73.99199200000002,40.714875,-73.997173,40.714412,1,0.4396903403547062,2
550,5.7,-73.977655,40.748835,-73.991915,40.754222999999996,1,1.3423181522206622,9
551,2.9,-73.964774,40.772788,-73.963266,40.774752,1,0.2526220235819013,9
552,52.0,-73.789985,40.646382,-74.03497,40.611455,1,21.03603532967828,5
553,10.5,-73.959742,40.773777,-73.98817700000002,40.748771999999995,1,3.6696395325706006,11
554,38.83,-73.97881,40.764146999999994,-73.86535,40.770732,3,9.583080112152631,15
555,4.5,-74.000125,40.747762,-74.005557,40.73871,5,1.1056832308863715,21
556,7.0,-73.99231800000003,40.724933,-73.981101,40.741954,1,2.115510032348033,2
557,12.9,-73.95419100000002,40.764029,-73.91804300000003,40.766876,1,3.0607207876631946,20
558,7.3,-73.978279,40.724843,-74.00277,40.723674,2,2.0679455770385005,21
559,4.9,-73.985125,40.74187,-73.996269,40.73797800000001,1,1.0338244065593614,23
560,5.5,-73.983752,40.737981,-73.975042,40.748834,1,1.4123725774983316,10
561,13.5,-73.963305,40.757785,-73.945842,40.781721999999995,1,3.0409156795499883,10
562,22.0,-74.016847,40.704765,-73.975607,40.74896500000001,1,6.019313517343413,14
563,11.0,-73.873207,40.774149,-73.920299,40.764046,1,4.12181303271591,20
564,5.0,-73.995414,40.733265,-73.99147099999998,40.727619,1,0.7103015274171769,20
565,9.7,-74.008163,40.73873,-73.9903,40.767205,1,3.5056123608730103,19
566,4.9,-73.955322,40.78284,-73.955797,40.773672999999995,0,1.0201082579041985,21
567,9.5,-74.004614,40.724284000000004,-73.977553,40.746468,1,3.3590877451826047,23
568,6.5,0.0,0.0,0.0,0.0,1,0.0,6
569,8.5,-73.95664978027344,40.77500915527344,-73.96678924560547,40.76708221435547,6,1.2271883934317291,14
570,5.5,-73.98101,40.78174,-73.989225,40.77622,1,0.9247735172512466,14
571,10.5,-73.978015,40.75992700000001,-73.956005,40.768142,1,2.0665250629275937,22
572,4.5,-73.998965,40.73831,-73.997162,40.747027,2,0.9811158501293088,22
573,4.9,-73.99695799999998,40.722988,-74.00580699999998,40.726383,5,0.8358111701373782,22
574,7.3,-73.978321,40.753844,-73.982309,40.777037,1,2.60072186009454,16
575,5.3,-74.006924,40.703967,-74.01299499999998,40.705742,1,0.5484939605786194,7
576,14.1,-74.00360500000002,40.720436,-73.985766,40.759837,1,4.631808094316044,18
577,6.5,-73.966418,40.770348,-73.955528,40.76583,1,1.0456808769996264,8
578,3.7,-73.99444799999998,40.690077,-73.98864300000002,40.693565,3,0.6244705057258841,10
579,11.7,-73.95399599999998,40.770532,-73.986594,40.742354,1,4.166071306314033,18
580,9.0,-73.97764000000002,40.752347,-73.970392,40.768867,2,1.9357181442277036,21
581,10.1,-73.97435300000002,40.763542,-73.990128,40.732237,1,3.725990217382935,8
582,49.8,-73.788127,40.647295,-73.978957,40.756305,5,20.142190128534512,8
583,8.1,-74.000338,40.717538,-74.00771,40.705213,1,1.5047574400673267,19
584,7.3,-73.968412,40.786347,-73.952285,40.789819,1,1.4115406809657256,8
585,5.7,-73.984797,40.763133,-73.975928,40.765276,2,0.7840308800968987,23
586,10.5,-74.001972,40.734998,-73.981498,40.743742,1,1.9801019375951243,20
587,8.1,-73.962563,40.79985,-73.98419,40.770171999999995,5,3.7690516749124883,19
588,28.5,-73.952827,40.772524,-74.000287,40.75857,1,4.287573322578154,9
589,14.9,-73.982682,40.775085,-74.00731,40.741228,2,4.2983797227535145,19
590,13.7,-73.96430699999998,40.773437,-73.989902,40.735977,1,4.6902194161708115,14
591,7.3,-73.981596,40.769859000000004,-73.9746,40.760504,1,1.1955000861241705,18
592,5.5,-73.968589,40.75909,-73.97673,40.759161,1,0.6857278603337362,7
593,11.5,-73.982061,40.775128,-73.97495699999997,40.759715,1,1.815267085861619,8
594,8.0,-73.9760208129883,40.7550163269043,-73.99665069580078,40.76326370239258,1,1.9647276390262067,20
595,4.9,-73.958259,40.768903,-73.95474399999998,40.779351,1,1.1988766569944131,14
596,3.7,-73.987802,40.752183,-73.985067,40.747572,1,0.5621040816519886,21
597,13.5,-73.973522,40.792336999999996,-73.942002,40.822752,5,4.298321057293688,23
598,10.5,-74.006277,40.733059999999995,-73.977088,40.771765,1,4.9566090918079615,8
599,10.0,-73.962393,40.778807,-73.97950300000002,40.771361999999996,2,1.6616595043742688,18
600,11.5,-74.00406,40.741953,-73.97998199999998,40.762617,2,3.0648261216487516,3
601,16.0,-74.00695999999998,40.751490000000004,-74.00058,40.7211,1,3.4217014665278027,18
602,8.9,-73.957668,40.77933,-73.983479,40.76042,2,3.024214318429318,15
603,4.5,-73.981177,40.779345,-73.973628,40.789612,1,1.3066359979983793,17
604,9.5,-74.005328,40.721160999999995,-73.984595,40.742348,1,2.9329365720519696,17
605,5.3,-74.010468,40.703142,-73.999873,40.71414,5,1.5142905786795988,11
606,4.1,-73.961373,40.760496999999994,-73.954164,40.764078999999995,1,0.7261407134423601,6
607,8.1,-74.007816,40.733536,-73.98655600000002,40.74004,1,1.9317311263256476,7
608,18.1,-74.007673,40.705284999999996,-73.974562,40.763668,1,7.065964701195194,8
609,9.7,-73.991003,40.733332,-73.986998,40.747792,1,1.6429014052610962,13
610,6.0,-73.96865799999998,40.77030300000001,-73.982578,40.77470200000001,1,1.2701526412702289,10
611,5.0,-73.96656800000002,40.795888,-73.970033,40.787512,1,0.9759796162519728,8
612,6.9,-73.983952,40.74928,-73.97778000000002,40.737878,2,1.370325389120771,13
613,14.5,-73.97986999999998,40.765709,-74.001389,40.73630900000001,1,3.73804938027294,19
614,14.1,-74.010005,40.771582,-74.003845,40.75982,1,1.407007004795329,14
615,6.9,-74.002667,40.734013,-73.988277,40.72334,1,1.6966931928841378,21
616,16.0,-73.794116,40.657058,-73.79413199999998,40.65703900000001,1,0.0025070208810767645,20
617,6.5,-74.00007629394531,40.72861099243164,-73.98873138427734,40.72217178344727,6,1.1944199608040988,1
618,3.3,-73.982188,40.776687,-73.97464699999998,40.784025,1,1.0338886076386176,2
619,6.5,-73.976504,40.757149,-73.988537,40.759387,2,1.0436069727490958,10
620,5.0,-73.99292,40.737055,-74.00156199999998,40.738412,2,0.7435844704466545,9
621,6.1,-73.999728,40.733533,-73.984657,40.755913,1,2.7937135094166363,6
622,57.33,-73.77672,40.645412,-73.978832,40.774932,1,22.307556769620085,9
623,5.3,-73.97712,40.759838,-73.981875,40.745338000000004,1,1.6613318005001754,18
624,10.9,-73.99233199999998,40.748792,-73.966374,40.760099,3,2.522198322674808,17
625,4.1,-73.992253,40.763919,-73.99123,40.757765,1,0.6896965879589921,2
626,11.3,-73.969548,40.800191999999996,-73.97999300000002,40.76463,5,4.050925439917308,19
627,5.5,-74.003637,40.747477,-73.99989000000002,40.740652000000004,1,0.8219380555514141,14
628,10.0,-73.984235,40.75501,-73.955425,40.781094,1,3.7813902922334153,22
629,4.0,-73.954767,40.78389,-73.958958,40.780905,1,0.4844417239056936,16
630,2.9,-73.977417,40.75765300000001,-73.97460699999998,40.756757,1,0.2567963208439744,16
631,6.9,-73.966327,40.761268,-73.98294,40.776795,1,2.222202243168272,16
632,8.9,-73.98913,40.756668,-73.96106999999998,40.757225,2,2.3642653964251785,22
633,4.5,-73.990909,40.739948999999996,-73.99385600000002,40.732721999999995,1,0.8410911715255059,19
634,4.5,-73.965037,40.761717,-73.96807700000002,40.763042,5,0.2953988571687461,11
635,12.9,-73.966769,40.76412,-73.96497,40.806619,1,4.728099822825851,23
636,5.3,-73.977092,40.776832,-73.98598299999998,40.762642,2,1.7464906288746855,8
637,6.9,-73.988254,40.74895,-73.98705,40.73367800000001,1,1.7011956825440147,17
638,16.1,-73.98658499999998,40.725584999999995,-73.936913,40.793966999999995,5,8.678677055137053,7
639,26.9,-73.874558,40.774082,-73.96394000000002,40.766009999999994,1,7.580361561510972,17
640,6.0,-74.00241700000002,40.728325,-73.991863,40.744282,1,1.9846897609661744,17
641,6.0,-73.995635,40.744386999999996,-74.002325,40.730406,1,1.6536440300813444,11
642,14.5,-73.985221,40.763296000000004,-73.96557,40.760494,2,1.6841241100209206,19
