# Data extracted from the United States Geological Survey Advanced National Seismic System Comprehensive Earthquake Catalog (USGS ANSS ComCat), available here https://earthquake.usgs.gov/data/comcat/
# The loc_name, loc_admin1, loc_admin2, and loc_cc fields were added based on the latitude and longitude fields using the reverse_geocoder package, https://github.com/thampiman/reverse-geocoder.
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
1989-09-03 12:17:30.930,35.9671667,-120.5215,5.638,0.74,md,7.0,150.0,0.02162,0.02,nc,nc10090064,2016-12-09T09:38:51.626Z,Central California,earthquake,0.93,1.08,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-09-06 18:38:04.230,35.9733333,-120.52416670000001,6.848,1.27,md,19.0,75.0,0.027030000000000002,0.04,nc,nc143663,2016-12-09T09:51:10.164Z,Central California,earthquake,0.31,0.33,0.16,14.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-09-20 09:07:46.050,35.971166700000005,-120.5255,6.309,0.59,ma,6.0,190.0,0.04144,0.01,nc,nc10090104,2016-12-09T10:47:36.718Z,Central California,earthquake,1.08,2.23,0.23,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-09-21 13:05:50.620,35.8568333,-120.406,5.005,2.38,md,45.0,39.0,0.02162,0.06,nc,nc144317,2016-12-09T10:52:18.000Z,Central California,earthquake,0.16,0.25,0.11,42.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-09-24 08:33:16.180,35.999,-120.55416670000001,2.595,0.95,md,12.0,88.0,0.04685,0.03,nc,nc144546,2016-12-09T11:01:38.029Z,Central California,earthquake,0.33,1.18,0.26,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-09-27 00:05:39.450,35.9685,-120.5236667,3.878,0.96,md,14.0,74.0,0.02342,0.05,nc,nc144663,2016-12-09T11:10:58.704Z,Central California,earthquake,0.33,0.59,0.1,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-10-05 11:45:42.180,35.9816667,-120.535,3.603,0.96,md,12.0,72.0,0.03874,0.05,nc,nc145029,2016-12-09T11:44:21.226Z,Central California,earthquake,0.37,0.87,0.07,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-10-05 12:09:28.240,35.981333299999996,-120.535,3.6830000000000003,1.13,md,15.0,72.0,0.03874,0.04,nc,nc145032,2016-12-09T11:44:32.066Z,Central California,earthquake,0.37,0.57,0.1,10.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-10-11 10:35:32.940,36.010999999999996,-120.51383329999999,10.501,1.55,md,6.0,148.0,0.05586,0.01,nc,nc1166535,2016-12-09T12:03:30.559Z,Central California,earthquake,0.69,0.77,0.16,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-10-16 13:25:23.420,35.93,-120.48166670000002,4.11,0.71,md,13.0,77.0,0.02973,0.03,nc,nc145526,2016-12-09T12:19:55.235Z,Central California,earthquake,0.37,0.6,0.08,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-10-25 16:21:45.710,35.795333299999996,-120.34983329999999,9.72,2.84,md,48.0,36.0,0.036039999999999996,0.05,nc,nc145762,2016-12-09T17:52:32.780Z,Central California,earthquake,0.16,0.3,0.09,51.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-11-04 13:29:31.680,35.8741667,-120.4305,8.902999999999999,1.1,md,14.0,85.0,0.024319999999999998,0.04,nc,nc146550,2016-12-09T20:37:52.827Z,Central California,earthquake,0.43,0.69,0.15,12.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-11-07 22:07:19.560,35.9625,-120.52933329999999,4.08,0.79,md,7.0,144.0,0.02613,0.02,nc,nc146824,2016-12-09T21:19:44.684Z,Central California,earthquake,0.87,0.63,0.05,3.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-11-12 05:53:13.510,35.7941667,-120.3483333,9.12,1.93,md,38.0,38.0,0.03694,0.03,nc,nc147144,2016-12-09T21:59:45.520Z,Central California,earthquake,0.16,0.32,0.18,29.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-11-21 05:51:38.640,35.9815,-120.5375,5.17,0.77,md,6.0,156.0,0.04054,0.01,nc,nc10090544,2016-12-09T23:08:50.699Z,Central California,earthquake,0.84,1.88,0.02,2.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-11-23 08:49:41.020,35.9836667,-120.531,7.218999999999999,1.31,md,13.0,100.0,0.05495,0.06,nc,nc1169524,2016-12-09T23:21:36.089Z,Central California,earthquake,0.41,0.64,0.16,11.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-08 16:42:03.690,35.997833299999996,-120.5555,4.823,1.22,md,11.0,135.0,0.04505,0.03,nc,nc148744,2016-12-10T00:49:11.887Z,Central California,earthquake,0.57,0.49,0.13,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-15 13:11:28.220,35.97,-120.5165,10.648,1.2,md,25.0,77.0,0.019819999999999997,0.03,nc,nc148953,2016-12-10T01:27:05.930Z,Central California,earthquake,0.29,0.34,0.12,12.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-23 15:03:37.670,35.9698333,-120.52816670000001,4.298,0.97,md,5.0,199.0,0.02793,0.01,nc,nc1170541,2016-12-10T02:17:53.555Z,Central California,earthquake,1.47,6.95,0.07,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-23 22:13:54.400,35.7705,-120.309,3.802,2.08,md,38.0,61.0,0.060360000000000004,0.07,nc,nc149478,2016-12-10T02:21:06.330Z,Central California,earthquake,0.16,0.39,0.17,30.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-12-24 19:46:35.990,35.7933333,-120.345,8.267000000000001,1.07,ma,8.0,151.0,0.03784,0.03,nc,nc10090890,2016-12-10T02:25:32.550Z,Central California,earthquake,0.62,1.89,0.07,6.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-12-27 21:02:19.820,35.786333299999995,-120.33666670000001,7.58,0.73,md,14.0,77.0,0.04685,0.03,nc,nc149643,2016-12-10T02:42:25.540Z,Central California,earthquake,0.3,0.59,0.32,9.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-12-28 00:55:06.360,35.9816667,-120.5625,6.906000000000001,0.68,ma,4.0,132.0,0.036039999999999996,0.01,nc,nc10090898,2016-12-10T02:43:57.204Z,Central California,earthquake,0.95,2.39,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-29 03:02:46.030,35.927,-120.47233329999999,4.2589999999999995,0.98,md,11.0,77.0,0.03514,0.02,nc,nc10090902,2016-12-10T02:50:37.871Z,Central California,earthquake,0.35,0.87,0.12,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1989-12-29 22:00:55.310,35.7655,-120.2945,6.246,1.45,ma,6.0,178.0,0.04865,0.01,nc,nc10090904,2016-12-10T02:55:34.718Z,Central California,earthquake,2.44,6.12,0.03,3.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1989-12-30 01:41:01.560,35.7841667,-120.32366670000002,0.852,1.01,md,9.0,91.0,0.05225,0.02,nc,nc149798,2016-12-10T02:56:04.450Z,Central California,earthquake,0.26,3.16,0.18,5.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-01-06 10:50:59.080,35.9215,-120.4745,4.159,0.88,ma,9.0,152.0,0.034230000000000003,0.01,nc,nc10090916,2016-12-16T18:28:18.406Z,Central California,earthquake,0.52,1.01,0.24,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-01-17 05:42:30.590,35.9953333,-120.55716670000001,3.9789999999999996,1.19,md,5.0,174.0,0.04324,0.01,nc,nc1171246,2016-12-16T19:24:35.702Z,Central California,earthquake,1.29,4.58,0.23,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-01-25 08:38:16.200,35.9595,-120.50333329999998,10.607999999999999,1.66,md,26.0,79.0,0.005405,0.04,nc,nc151215,2016-12-16T20:16:15.570Z,Central California,earthquake,0.25,0.37,0.11,19.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-01-31 10:33:01.960,35.9236667,-120.46983329999999,4.3389999999999995,1.05,md,18.0,76.0,0.03694,0.05,nc,nc151611,2016-12-16T20:49:24.066Z,Central California,earthquake,0.25,0.69,0.06,9.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-01-31 10:52:43.030,35.9235,-120.4695,4.419,1.06,md,14.0,76.0,0.03784,0.05,nc,nc151612,2016-12-16T20:49:28.396Z,Central California,earthquake,0.28,0.74,0.16,9.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-02-13 02:36:38.430,35.7831667,-120.32583329999999,4.288,0.86,md,11.0,84.0,0.05315,0.02,nc,nc152395,2016-12-16T22:08:44.806Z,Central California,earthquake,0.31,1.02,0.14,4.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-03-09 09:14:35.500,35.987333299999996,-120.54733329999999,3.95,1.06,md,5.0,152.0,0.04865,0.0,nc,nc1173815,2016-12-17T01:18:00.495Z,Central California,earthquake,1.18,4.34,0.04,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-03-20 23:59:31.990,36.003666700000004,-120.5315,12.103,0.93,md,9.0,110.0,0.05405,0.03,nc,nc154572,2016-12-17T02:08:28.687Z,Central California,earthquake,0.45,0.9,0.16,4.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-03-21 00:25:15.990,36.0003333,-120.54366670000002,11.902999999999999,1.19,md,10.0,171.0,0.05495,0.04,nc,nc154562,2016-12-17T02:08:40.085Z,Central California,earthquake,1.13,0.6,0.1,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-03-26 19:41:11.230,35.9931667,-120.5448333,4.373,1.43,md,18.0,92.0,0.05225,0.04,nc,nc154873,2016-12-17T02:32:41.971Z,Central California,earthquake,0.24,0.34,0.17,9.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-03-26 19:44:10.380,35.865333299999996,-120.41799999999999,4.343,0.91,md,13.0,55.0,0.02072,0.04,nc,nc154838,2016-12-17T02:32:45.794Z,Central California,earthquake,0.32,0.53,0.14,8.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-03-31 15:33:32.930,35.9956667,-120.55266670000002,4.883,1.63,md,25.0,79.0,0.04685,0.03,nc,nc155142,2016-12-17T03:03:53.700Z,Central California,earthquake,0.36,0.27,0.13,15.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-03-31 15:54:17.750,35.9973333,-120.55016670000002,4.953,1.08,md,8.0,161.0,0.04865,0.01,nc,nc155143,2016-12-17T03:03:59.300Z,Central California,earthquake,1.41,1.67,0.02,4.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-04-01 18:18:38.600,35.759666700000004,-120.30966670000001,7.522,1.4,md,21.0,54.0,0.05586,0.03,nc,nc158792,2016-12-17T03:10:48.342Z,Central California,earthquake,0.21,0.42,0.2,17.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-04-03 16:32:38.330,35.9965,-120.55183329999998,4.9030000000000005,1.55,md,25.0,148.0,0.04775,0.03,nc,nc158992,2016-12-17T03:17:55.514Z,Central California,earthquake,0.3,0.26,0.22,10.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-04-07 16:27:57.160,35.98,-120.5475,3.2030000000000003,1.73,md,25.0,67.0,0.04595,0.08,nc,nc155608,2016-12-17T03:55:37.624Z,Central California,earthquake,0.26,0.5,0.16,15.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-04-12 07:18:04.440,35.965,-120.5205,10.712,0.81,md,5.0,238.0,0.034230000000000003,0.0,nc,nc1175166,2016-12-17T04:33:36.238Z,Central California,earthquake,2.9,2.58,0.17,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-05-10 23:50:26.030,35.8901667,-120.427,9.613999999999999,1.07,md,19.0,97.0,0.02252,0.05,nc,nc157459,2016-12-17T07:57:27.477Z,Central California,earthquake,0.35,0.41,0.08,11.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-05-11 10:04:30.030,35.9343333,-120.4883333,5.193,2.16,md,38.0,71.0,0.02162,0.08,nc,nc157415,2016-12-17T07:59:50.590Z,Central California,earthquake,0.2,0.24,0.14,28.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-05-11 10:11:57.400,35.9365,-120.4865,4.699,0.81,md,7.0,201.0,0.02252,0.01,nc,nc1176517,2016-12-17T08:00:00.593Z,Central California,earthquake,1.1,0.88,0.15,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-05-11 21:19:55.060,35.9386667,-120.48366670000001,4.979,0.97,md,9.0,127.0,0.02162,0.03,nc,nc157481,2016-12-17T08:03:31.794Z,Central California,earthquake,0.32,0.45,0.03,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-05-21 11:45:55.570,35.924833299999996,-120.47383329999998,3.8989999999999996,0.8,md,6.0,217.0,0.034230000000000003,0.01,nc,nc1176911,2016-12-17T08:52:27.286Z,Central California,earthquake,0.88,0.87,0.15,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-05-31 11:20:10.280,35.8065,-120.35533329999998,5.417999999999999,1.4,md,28.0,52.0,0.024319999999999998,0.03,nc,nc158593,2016-12-17T09:30:12.880Z,Central California,earthquake,0.15,0.3,0.18,18.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-06-01 03:38:32.810,35.9875,-120.54233329999998,4.573,1.0,md,10.0,136.0,0.04775,0.05,nc,nc158654,2016-12-17T09:33:35.588Z,Central California,earthquake,0.37,0.55,0.1,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-12 04:05:41.420,35.9833333,-120.531,4.94,0.37,ma,5.0,227.0,0.03784,0.02,nc,nc20092240,2016-12-17T10:16:39.013Z,Central California,earthquake,1.19,3.3,0.07,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-13 22:39:53.440,35.9281667,-120.47116670000001,5.5489999999999995,1.15,md,13.0,123.0,0.03514,0.03,nc,nc159353,2016-12-17T10:21:20.928Z,Central California,earthquake,0.3,0.46,0.08,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-13 22:42:40.880,35.923333299999996,-120.47983329999998,5.199,0.74,md,6.0,203.0,0.02973,0.02,nc,nc20092242,2016-12-17T10:21:24.401Z,Central California,earthquake,0.67,0.58,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-14 18:03:17.950,35.994833299999996,-120.5565,7.303,0.38,ma,3.0,275.0,0.04324,0.01,nc,nc20092244,2016-12-17T10:23:55.385Z,Central California,earthquake,2.21,2.7,0.14,3.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-16 05:10:05.020,35.9805,-120.54433329999999,3.523,1.25,md,13.0,94.0,0.04414,0.03,nc,nc159460,2016-12-17T10:30:54.353Z,Central California,earthquake,0.31,0.58,0.09,9.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-16 15:10:07.980,35.98,-120.54316670000001,3.645,1.7,md,21.0,49.0,0.04324,0.05,nc,nc159522,2016-12-17T10:32:19.540Z,Central California,earthquake,0.21,0.36,0.2,16.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-17 03:04:17.290,35.9765,-120.53766670000002,4.191,0.97,md,4.0,207.0,0.03784,0.0,nc,nc1177654,2016-12-17T10:34:06.852Z,Central California,earthquake,1.17,6.32,0.07,4.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-06-23 17:03:38.680,35.785166700000005,-120.3301667,3.33,1.22,md,15.0,73.0,0.04955,0.05,nc,nc159875,2016-12-17T11:19:04.008Z,Central California,earthquake,0.29,1.01,0.2,9.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-06-29 12:50:14.140,35.9896667,-120.56333329999998,8.363,1.09,md,20.0,62.0,0.036039999999999996,0.08,nc,nc160171,2016-12-17T11:43:30.989Z,Central California,earthquake,0.29,0.43,0.08,11.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-02 20:43:57.630,35.9493333,-120.51416670000002,12.003,1.01,md,4.0,228.0,0.06577000000000001,0.01,nc,nc20092622,2016-12-17T11:57:04.749Z,Central California,earthquake,1.47,1.49,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-04 15:10:28.530,35.9901667,-120.54266670000001,4.213,0.87,md,6.0,233.0,0.04955,0.01,nc,nc20092630,2016-12-17T12:03:55.515Z,Central California,earthquake,0.86,1.58,0.09,2.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-07 08:35:11.200,35.9953333,-120.55716670000001,3.903,0.96,md,6.0,152.0,0.04324,0.01,nc,nc20092647,2016-12-17T12:16:57.837Z,Central California,earthquake,0.45,2.12,0.14,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-22 20:58:04.750,35.9235,-120.4775,4.79,1.0,md,12.0,85.0,0.03694,0.07,nc,nc161460,2016-12-17T13:12:48.044Z,Central California,earthquake,0.36,0.63,0.07,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-29 02:39:30.740,35.9635,-120.51833329999998,6.98,1.87,md,34.0,60.0,0.018019999999999998,0.06,nc,nc161755,2016-12-17T13:31:47.210Z,Central California,earthquake,0.22,0.26,0.16,28.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-07-30 11:56:17.970,35.8635,-120.40666670000002,4.125,0.91,md,20.0,73.0,0.01892,0.02,nc,nc161801,2016-12-17T13:35:56.588Z,Central California,earthquake,0.23,0.32,0.19,9.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-08-05 21:51:30.670,35.9598333,-120.51983329999999,9.48,0.95,md,9.0,129.0,0.018019999999999998,0.03,nc,nc162162,2016-12-17T14:06:02.002Z,Central California,earthquake,0.69,0.56,0.03,2.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-08 17:28:16.090,35.9831667,-120.54116670000002,0.317,0.96,md,10.0,64.0,0.04414,0.03,nc,nc162353,2016-12-17T14:15:20.674Z,Central California,earthquake,0.24,1.31,0.12,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-08 22:57:06.860,35.8843333,-120.42783329999999,9.286,1.65,md,29.0,58.0,0.02162,0.05,nc,nc162366,2016-12-17T14:15:56.440Z,Central California,earthquake,0.27,0.31,0.11,24.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-08-13 05:15:49.780,35.925,-120.46983329999999,5.099,2.15,md,27.0,121.0,0.03694,0.05,nc,nc162544,2016-12-17T14:29:26.660Z,Central California,earthquake,0.22,0.27,0.11,25.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-13 05:25:26.230,35.9271667,-120.4695,5.119,1.16,md,17.0,122.0,0.03694,0.03,nc,nc162561,2016-12-17T14:29:32.021Z,Central California,earthquake,0.26,0.38,0.15,12.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-13 05:36:46.360,35.9235,-120.47833329999999,4.178999999999999,0.42,ma,9.0,149.0,0.03063,0.03,nc,nc20092753,2016-12-17T14:29:39.375Z,Central California,earthquake,0.48,0.8,0.03,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-13 10:48:41.110,35.9208333,-120.47183329999999,5.138999999999999,1.67,md,21.0,86.0,0.036039999999999996,0.08,nc,nc162567,2016-12-17T14:30:01.502Z,Central California,earthquake,0.27,0.36,0.17,15.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-13 14:08:08.810,35.9215,-120.47083329999998,4.499,1.11,md,14.0,87.0,0.03694,0.07,nc,nc162572,2016-12-17T14:30:38.132Z,Central California,earthquake,0.29,0.66,0.11,10.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-15 03:46:41.000,35.966333299999995,-120.54233329999998,-0.632,0.51,ma,6.0,128.0,0.03694,0.38,nc,nc20092761,2016-12-17T14:38:20.160Z,Central California,earthquake,1.09,7.48,0.12,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-16 01:38:51.040,35.9795,-120.53933329999998,3.557,1.22,md,16.0,94.0,0.04054,0.05,nc,nc162743,2016-12-17T14:40:15.193Z,Central California,earthquake,0.23,0.45,0.08,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-16 01:39:38.200,35.978666700000005,-120.54116670000002,3.583,0.99,md,12.0,93.0,0.04144,0.05,nc,nc162882,2016-12-17T14:40:18.947Z,Central California,earthquake,0.24,0.59,0.15,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-16 14:51:18.470,35.9906667,-120.5505,4.143,0.77,md,6.0,154.0,0.04685,0.01,nc,nc20092766,2016-12-17T14:41:42.903Z,Central California,earthquake,0.43,2.34,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-17 06:44:28.830,35.9241667,-120.47016670000001,4.849,0.59,md,11.0,89.0,0.03694,0.02,nc,nc162836,2016-12-17T14:44:23.375Z,Central California,earthquake,0.45,0.69,0.1,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-17 22:14:37.120,35.9928333,-120.55816670000002,5.0569999999999995,0.77,md,9.0,132.0,0.04144,0.01,nc,nc162850,2016-12-17T14:46:03.291Z,Central California,earthquake,0.3,0.83,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-20 08:16:03.290,35.9825,-120.53016670000001,11.02,0.99,md,17.0,74.0,0.03694,0.02,nc,nc162932,2016-12-17T14:52:26.430Z,Central California,earthquake,0.3,0.64,0.13,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-20 11:34:06.930,35.9258333,-120.47683329999998,4.109,0.59,ma,5.0,213.0,0.03153,0.01,nc,nc20092791,2016-12-17T14:52:54.276Z,Central California,earthquake,0.78,1.42,0.04,3.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-26 10:01:30.250,35.979,-120.50033329999998,4.558,0.47,ma,4.0,264.0,0.02252,0.03,nc,nc20092817,2016-12-17T15:20:38.884Z,Central California,earthquake,5.32,6.35,0.38,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-28 09:44:40.930,35.9638333,-120.51983329999999,6.568,0.74,md,8.0,143.0,0.01892,0.01,nc,nc20092821,2016-12-17T15:27:14.924Z,Central California,earthquake,0.59,0.73,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-29 16:54:26.360,35.9955,-120.56166670000002,3.227,1.8,md,24.0,95.0,0.039639999999999995,0.07,nc,nc163436,2016-12-17T15:36:22.076Z,Central California,earthquake,0.26,0.45,0.18,17.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-08-31 18:52:32.100,35.9243333,-120.47483329999999,4.489,0.54,ma,6.0,215.0,0.03333,0.02,nc,nc20092829,2016-12-17T15:44:42.653Z,Central California,earthquake,0.93,0.66,0.1,6.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-07 09:15:14.460,35.9698333,-120.53133329999999,5.36,0.96,md,9.0,82.0,0.02973,0.03,nc,nc163795,2016-12-17T16:15:06.368Z,Central California,earthquake,0.39,1.02,0.18,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-10 06:53:03.980,35.996333299999996,-120.55583329999999,3.967,3.2,ml,58.0,47.0,0.04414,0.07,nc,nc20092209,2016-12-17T16:31:29.180Z,Central California,earthquake,0.17,0.24,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-11 10:21:40.550,35.931,-120.49033329999999,8.399,0.74,ma,7.0,186.0,0.019819999999999997,0.02,nc,nc20092882,2016-12-17T16:39:00.293Z,Central California,earthquake,1.16,0.69,0.09,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-11 19:17:24.580,35.9891667,-120.5575,5.973,0.77,md,7.0,145.0,0.04054,0.03,nc,nc20092885,2016-12-17T16:40:37.951Z,Central California,earthquake,0.49,0.99,,1.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-12 00:44:40.050,35.8948333,-120.43216670000001,9.816,0.84,md,16.0,105.0,0.02793,0.02,nc,nc164013,2016-12-17T16:41:02.832Z,Central California,earthquake,0.29,0.4,0.11,6.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-09-17 03:31:20.230,35.9936667,-120.54966670000002,3.513,0.88,ma,3.0,275.0,0.04865,0.0,nc,nc20092923,2016-12-17T17:01:57.170Z,Central California,earthquake,1.99,5.89,0.06,3.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-20 04:18:04.960,35.943000000000005,-120.4885,12.59,1.08,md,13.0,126.0,0.015319999999999999,0.04,nc,nc164317,2016-12-17T17:15:11.350Z,Central California,earthquake,0.45,0.56,0.12,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-29 09:17:46.630,35.9945,-120.5565,3.767,0.97,md,10.0,107.0,0.04324,0.02,nc,nc164696,2016-12-17T17:45:53.942Z,Central California,earthquake,0.28,1.2,0.08,4.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-09-30 17:17:17.760,35.975333299999996,-120.53233329999999,6.64,1.84,md,30.0,47.0,0.03333,0.05,nc,nc164680,2016-12-17T17:51:36.720Z,Central California,earthquake,0.22,0.26,0.12,21.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-01 02:24:11.520,35.958833299999995,-120.52283329999999,7.34,0.97,md,12.0,69.0,0.019819999999999997,0.04,nc,nc164719,2016-12-17T17:53:53.141Z,Central California,earthquake,0.42,0.74,0.08,8.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-06 03:25:00.870,35.9318333,-120.47566670000002,8.988999999999999,2.56,md,48.0,46.0,0.03063,0.04,nc,nc20092416,2016-12-17T18:12:45.990Z,Central California,earthquake,0.14,0.18,0.1,70.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-10 02:18:34.730,35.9851667,-120.54700000000001,6.747000000000001,0.81,md,10.0,99.0,0.04865,0.04,nc,nc165065,2016-12-17T18:27:16.456Z,Central California,earthquake,0.48,0.63,0.11,5.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-14 07:49:14.540,35.8258333,-120.37216670000001,4.441,0.69,md,7.0,108.0,0.015319999999999999,0.02,nc,nc1180693,2016-12-17T18:45:27.136Z,Central California,earthquake,0.39,0.76,0.19,7.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1990-10-21 15:55:17.600,35.9258333,-120.477,3.9789999999999996,1.53,md,23.0,76.0,0.03153,0.07,nc,nc165657,2016-12-17T19:18:24.128Z,Central California,earthquake,0.23,0.48,0.19,12.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-23 07:03:55.190,35.9266667,-120.4805,4.138999999999999,1.12,md,19.0,75.0,0.02793,0.07,nc,nc165731,2016-12-17T19:24:31.206Z,Central California,earthquake,0.26,0.49,0.1,9.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1990-10-23 08:11:10.760,35.989000000000004,-120.551,4.537,1.0,md,13.0,65.0,0.04595,0.05,nc,nc165735,2016-12-17T19:24:50.684Z,Central California,earthquake,0.25,0.59,0.06,7.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
