season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
1993,6122,5986,0,3,14,93,79,1,-2.70057525493565
1993,3022,6088,0,-7,14,82,68,1,1.37767333090622
1993,1456,6122,0,5,37,92,55,1,12.6221598532751
1993,5986,6122,0,-3,-14,79,93,0,2.70057525493583
1993,10794,6156,0,-1,18,73,55,1,-3.29423993905949
1993,418,6289,0,-3,-6,74,80,0,-11.882943849224
1993,1456,6289,0,-1,-7,68,75,0,-7.3403072076423
1993,2552,6289,0,-15,-20,65,85,0,-31.157656171567
1993,4157,6289,0,-1,-10,68,78,0,-6.66321220469932
1993,5220,6289,0,0,-6,71,77,0,-6.52188516712561
1993,7297,6289,0,-7,-45,67,112,0,-18.6732712350239
1993,4604,6706,0,1,15,78,63,1,-0.573602017923715
1993,4881,6706,0,-7,-12,62,74,0,0.950301769512354
1993,4983,6906,0,11,4,54,50,1,8.64611470421711
1993,9773,7008,0,1,21,86,65,1,3.30474395952621
1993,7297,7209,0,1,6,74,68,1,-3.29853571937496
1993,6289,7297,0,7,45,112,67,1,18.6732712350265
1993,7209,7297,0,-1,-6,68,74,0,3.2985357193759
1993,4272,7399,0,15,44,96,52,1,30.0662994589131
1993,2348,7548,0,11,35,105,70,1,16.0771358802512
1993,296,7836,0,13,-3,61,64,0,20.6290509550035
1993,8754,7836,0,8,11,68,57,1,11.3397718665953
1993,8822,7967,0,-13,-22,59,81,0,-20.5633187466059
1993,10232,7967,0,-5,4,72,68,1,-4.23211722779471
1993,1055,8067,0,3,9,80,71,1,5.48278795839613
1993,3022,8247,0,1,10,90,80,1,10.2691126118293
1993,3242,8247,0,9,-15,78,93,0,12.9047932974852
1993,418,8413,0,1,6,80,74,1,4.19104959293911
1993,8992,8413,0,-7,-18,67,85,0,-8.92935200476078
1993,5220,8754,0,6,5,77,72,1,10.3830160684606
1993,5390,8754,0,-3,-14,61,75,0,2.48739041821614
1993,7836,8754,0,-8,-11,57,68,0,-11.3397718665975
1993,9960,8754,0,4,-8,59,67,0,7.97743332271897
1993,7967,8822,0,13,22,81,59,1,20.5633187466045
1993,8413,8992,0,7,18,85,67,1,8.92935200476089
1993,2886,9141,0,8,31,94,63,1,8.98554846226947
1993,4191,9141,0,5,-2,53,55,0,1.55413292453001
1993,3962,9410,0,1,-11,70,81,0,9.18769621250024
1993,5220,9410,0,8,2,86,84,1,11.7580661491945
1993,3928,9478,0,9,13,82,69,1,12.3312080235758
1993,4272,9773,0,7,21,83,62,1,11.6524073391395
1993,7008,9773,0,-1,-21,65,86,0,-3.30474395952853
1993,738,9960,0,-11,-20,72,92,0,-19.3238889923747
1993,3753,9960,0,-3,-17,68,85,0,-7.46601482067781
1993,8754,9960,0,-4,8,67,59,1,-7.97743332272005
1993,1456,10062,0,4,17,71,54,1,7.03410568053208
1993,4813,10062,0,-5,-12,66,78,0,-11.0391533956189
1993,4983,10062,0,3,-15,56,71,0,0.491705695193343
1993,2886,10232,0,4,3,81,78,1,2.64023371343268
1993,5085,10232,0,-3,-3,52,55,0,-2.63586209802926
1993,7967,10232,0,5,-4,68,72,0,4.23211722779323
1993,1388,10340,0,-7,-23,58,81,0,-9.63018934812412
1993,3928,10340,0,1,-6,78,84,0,3.28228541049526
1993,4272,10340,0,4,34,103,69,1,8.17506357831171
1993,3826,10726,0,15,43,97,54,1,21.8485314073266
1993,3826,10794,0,8,3,73,70,1,16.2118056280844
1993,6156,10794,0,1,-18,55,73,0,3.29423993906164
1994,7176,82,0,1,-6,70,76,0,10.2462260769385
1994,7210,82,0,8,10,83,73,1,11.8643616509714
1994,419,297,0,1,9,91,82,1,-0.00283151969039608
1994,4605,297,0,-1,-12,70,82,0,-4.51466236449606
1994,4673,297,0,-13,-26,55,81,0,-27.1501618698026
1994,5391,297,0,1,-20,72,92,0,-8.59806552504148
1994,10063,297,0,-5,-13,58,71,0,-14.369293158673
1994,297,419,0,-1,-9,82,91,0,0.00283151968247353
1994,2349,419,0,-1,-4,72,76,0,-5.14359551608757
1994,3141,419,0,-8,-12,73,85,0,-6.25642459032537
1994,5221,419,0,-2,-8,68,76,0,-5.65426378805266
1994,5893,419,0,-15,-15,79,94,0,-34.7602868043046
1994,9176,419,0,-11,-19,84,103,0,-13.7070945504178
1994,4605,739,0,11,9,67,58,1,17.5137984419209
1994,2788,773,0,6,8,74,66,1,-0.922371290810776
1994,3827,773,0,4,-9,68,77,0,-0.975328312908019
1994,6290,773,0,8,-3,72,75,0,6.40104357694316
1994,10409,773,0,1,-3,64,67,0,-2.98371213428975
1994,10511,1148,0,-7,4,61,57,1,-5.39990749047366
1994,4158,1389,0,9,29,102,73,1,17.7452614228224
1994,10673,1457,0,-1,8,80,72,1,-0.40349104498144
1994,10341,1618,0,7,10,68,58,1,9.33941899570615
1994,2788,1788,0,-1,9,69,60,1,-7.68677250200233
1994,3023,1788,0,-8,-12,63,75,0,-14.496631872599
1994,7400,1788,0,-13,-18,46,64,0,-24.6347976829314
1994,8755,2315,0,9,22,61,39,1,14.0072026146973
1994,419,2349,0,1,4,76,72,1,5.14359551607842
1994,2788,2349,0,-1,-5,65,70,0,-2.83939233856561
1994,4882,2349,0,-4,-10,49,59,0,-3.6353940997983
1994,5255,2349,0,-5,-11,74,85,0,-2.84484818629476
1994,7210,2349,0,1,-9,60,69,0,2.91892826122812
1994,9244,2349,0,-13,-12,70,82,0,-24.9741658049649
1994,773,2788,0,-6,-8,66,74,0,0.922371290809203
1994,1788,2788,0,1,-9,60,69,0,7.68677250200582
1994,2349,2788,0,1,5,70,65,1,2.8393923385612
1994,4124,2788,0,-11,-2,62,64,0,-14.0253912447479
1994,6907,2788,0,-8,-12,58,70,0,-10.5043253467418
1994,1788,3023,0,8,12,75,63,1,14.4966318726019
1994,9278,3023,0,3,-5,46,51,0,6.23143888665446
1994,419,3141,0,8,12,85,73,1,6.25642459032321
1994,3754,3141,0,1,-7,77,84,0,1.79373961846731
1994,8671,3447,0,9,14,92,78,1,16.8345870548203
1994,3141,3754,0,-1,7,84,77,1,-1.79373961846387
1994,773,3827,0,-4,9,77,68,1,0.975328312901592
1994,6604,3827,0,-7,-12,72,84,0,-3.7626271151936
1994,8755,3827,0,1,-9,58,67,0,1.77274419888039
1994,2788,4124,0,11,2,64,62,1,14.0253912447515
1994,1389,4158,0,-9,-29,73,102,0,-17.7452614228259
1994,7210,4158,0,3,5,83,78,1,1.21683468800971
1994,10341,4158,0,-1,-11,58,69,0,-6.35295059008336
1994,4882,4273,0,-3,12,75,63,1,-7.40731438660323
1994,8823,4273,0,-11,-13,70,83,0,-22.550025667212
1994,6290,4439,0,15,20,71,51,1,30.1886344955742
1994,297,4605,0,1,12,82,70,1,4.51466236448963
1994,739,4605,0,-11,-9,58,67,0,-17.513798441924
1994,5289,4605,0,-3,-5,55,60,0,0.072600166798626
1994,297,4673,0,13,26,81,55,1,27.150161869798
1994,2349,4882,0,4,10,59,49,1,3.63539409979363
1994,4273,4882,0,3,-12,63,75,0,7.40731438660878
1994,9445,4882,0,-5,-22,59,81,0,-8.58180247534097
1994,4984,4950,0,8,-8,87,95,0,3.68047834775611
1994,5221,4950,0,7,7,78,71,1,4.64360834725183
1994,8482,4950,0,3,-8,66,74,0,-0.381825831047227
1994,4950,4984,0,-8,8,95,87,1,-3.68047834775628
1994,8959,4984,0,-13,-18,60,78,0,-17.2591227093248
1994,419,5221,0,2,8,76,68,1,5.65426378804772
1994,4950,5221,0,-7,-7,71,78,0,-4.64360834725331
1994,6975,5221,0,-11,-4,74,78,0,-8.95456482712805
1994,8891,5221,0,-3,-5,79,84,0,-3.57751864568131
1994,2349,5255,0,5,11,85,74,1,2.84484818628694
1994,7968,5255,0,-3,-11,73,84,0,-1.61963896374111
1994,4605,5289,0,3,5,60,55,1,-0.0726001667969243
1994,7549,5289,0,-5,-14,60,74,0,-12.4002613751005
1994,297,5391,0,-1,20,92,72,1,8.59806552504042
1994,5859,5391,0,-15,-23,53,76,0,-22.9334098389055
1994,8671,5391,0,-3,-10,88,98,0,3.54885489258616
1994,10673,5391,0,-8,-13,96,109,0,0.0779054971267819
1994,5391,5859,0,15,23,76,53,1,22.9334098389093
1994,419,5893,0,15,15,94,79,1,34.760286804302
1994,6907,5987,0,-5,10,90,80,1,-8.74423110748707
1994,10063,6089,0,3,3,57,54,1,-0.619413176724395
1994,6707,6123,0,9,10,65,55,1,11.4853292681099
1994,773,6290,0,-8,3,75,72,1,-6.40104357694316
1994,4439,6290,0,-15,-20,51,71,0,-30.1886344955718
1994,3827,6604,0,7,12,84,72,1,3.76262711519145
1994,6123,6707,0,-9,-10,55,65,0,-11.485329268108
1994,9176,6707,0,-8,2,82,80,1,-7.82063849814243
1994,2788,6907,0,8,12,70,58,1,10.5043253467441
1994,5987,6907,0,5,-10,80,90,0,8.74423110748863
1994,5221,6975,0,11,4,78,74,1,8.95456482712714
1994,82,7176,0,-1,6,76,70,1,-10.2462260769343
1994,82,7210,0,-8,-10,73,83,0,-11.8643616509708
1994,2349,7210,0,-1,9,69,60,1,-2.91892826123594
1994,4158,7210,0,-3,-5,78,83,0,-1.21683468801556
1994,9377,7210,0,-15,-31,67,98,0,-27.5909698558162
1994,1788,7400,0,13,18,64,46,1,24.6347976829335
1994,5289,7549,0,5,14,74,60,1,12.4002613751043
1994,5255,7968,0,3,11,84,73,1,1.61963896373951
1994,4950,8482,0,-3,8,74,66,1,0.381825831048349
1994,3447,8671,0,-9,-14,78,92,0,-16.8345870548201
1994,5391,8671,0,3,10,98,88,1,-3.5488548925829
1994,10511,8671,0,-8,-5,59,64,0,-9.30366196255921
1994,2315,8755,0,-9,-22,39,61,0,-14.0072026146984
1994,3827,8755,0,-1,9,67,58,1,-1.77274419888503
1994,4273,8823,0,11,13,83,70,1,22.550025667217
1994,5221,8891,0,3,5,84,79,1,3.57751864567847
1994,10233,8891,0,-5,-14,77,91,0,-5.87919857857906
1994,4984,8959,0,13,18,78,60,1,17.2591227093246
1994,419,9176,0,11,19,103,84,1,13.7070945504149
1994,6707,9176,0,8,-2,80,82,0,7.82063849814335
1994,9411,9176,0,7,-10,102,112,0,7.04922929969404
1994,2349,9244,0,13,12,82,70,1,24.9741658049595
1994,3023,9278,0,-3,5,51,46,1,-6.23143888665471
1994,7210,9377,0,15,31,98,67,1,27.5909698558141
1994,9176,9411,0,-7,10,112,102,1,-7.04922929969342
1994,4882,9445,0,5,22,81,59,1,8.58180247534157
1994,297,10063,0,5,13,71,58,1,14.3692931586685
1994,6089,10063,0,-3,-3,54,57,0,0.619413176724335
1994,8891,10233,0,5,14,91,77,1,5.87919857857786
1994,1618,10341,0,-7,-10,58,68,0,-9.33941899570675
1994,4158,10341,0,1,11,69,58,1,6.35295059007973
1994,773,10409,0,-1,3,67,64,1,2.98371213428617
1994,1148,10511,0,7,-4,57,61,0,5.3999074904718
1994,8671,10511,0,8,5,64,59,1,9.30366196255997
1994,1457,10673,0,1,-8,72,80,0,0.403491044982722
1994,5391,10673,0,8,13,109,96,1,-0.0779054971240001
1995,6708,83,0,1,14,66,52,1,5.563505880444
1995,6908,83,0,-7,-6,85,91,0,-7.19107248130865
1995,5188,298,0,-7,9,71,62,1,-11.1911041387039
1995,598,332,0,-7,-15,66,81,0,-12.3335034203277
1995,4274,332,0,4,24,97,73,1,10.6891049602128
1995,4815,332,0,-8,-10,54,64,0,-8.93923103332936
1995,5087,420,0,-4,-5,91,96,0,-2.85232061182047
1995,6291,420,0,0,-7,68,75,0,6.74658541418545
1995,8672,420,0,-5,-2,94,96,0,-1.22838675255478
1995,9245,420,0,-13,-1,78,79,0,-16.6020774947718
1995,9412,420,0,1,11,89,78,1,6.88783897859654
1995,10064,420,0,-2,-7,61,68,0,3.81022055420204
1995,332,598,0,7,15,81,66,1,12.3335034203282
1995,9143,1057,0,-1,6,76,70,1,-2.29670152137008
1995,8585,1356,0,-3,2,70,68,1,4.97544152096901
1995,1789,1390,0,13,29,100,71,1,19.5168689199558
1995,1789,1458,0,5,5,96,91,1,0.0736899999187273
1995,8756,1458,0,-3,-6,71,77,0,-6.05225478945712
1995,4159,1653,0,15,14,82,68,1,29.620299808846
1995,1390,1789,0,-13,-29,71,100,0,-19.5168689199538
1995,1458,1789,0,-5,-5,91,96,0,-0.0736899999165246
1995,4951,1789,0,-1,-10,89,99,0,4.38408796829098
1995,9412,1789,0,1,6,102,96,1,5.14030459872042
1995,6708,2316,0,9,24,73,49,1,15.3977248190796
1995,3964,2789,0,3,3,64,61,1,1.72752675917428
1995,9412,2854,0,15,36,92,56,1,34.038711714299
1995,6291,3142,0,4,10,74,64,1,12.1291740746985
1995,10444,3142,0,-8,-2,51,53,0,-3.09287467413214
1995,10796,3142,0,-5,-5,63,68,0,-0.800081012609752
1995,4951,3278,0,11,24,87,63,1,13.7118551711284
1995,9177,3755,0,5,6,68,62,1,0.149916035935068
1995,5392,3828,0,1,5,65,60,1,-3.80339028255992
1995,2789,3964,0,-3,-3,61,64,0,-1.72752675917831
1995,6291,3964,0,5,22,73,51,1,6.14602762705042
1995,1653,4159,0,-15,-14,68,82,0,-29.6202998088453
1995,10064,4159,0,-3,9,67,58,1,-3.12527501699415
1995,10234,4159,0,-7,-5,70,75,0,-16.4335136005842
1995,332,4274,0,-4,-24,73,97,0,-10.6891049602079
1995,5691,4274,0,-15,-46,67,113,0,-34.5940849054877
1995,6291,4274,0,-1,13,74,61,1,-4.69574717034986
1995,9143,4274,0,-8,-22,60,82,0,-18.4175210125374
1995,9775,4490,0,9,12,76,64,1,11.8596599352552
1995,5087,4606,0,5,21,77,56,1,1.62948696223044
1995,332,4815,0,8,10,64,54,1,8.93923103333354
1995,6674,4815,0,9,-10,67,77,0,7.4478537306304
1995,1789,4951,0,1,10,99,89,1,-4.38408796828789
1995,3278,4951,0,-11,-24,63,87,0,-13.711855171126
1995,8892,4951,0,-8,-14,68,82,0,-7.11065252876805
1995,6708,4985,0,-2,14,68,54,1,-1.86730798363881
1995,8551,4985,0,-13,-17,51,68,0,-25.6927816394343
1995,8585,4985,0,-8,-22,53,75,0,-9.16060359189318
1995,9177,4985,0,-4,-25,51,76,0,-10.7206304724873
1995,420,5087,0,4,5,96,91,1,2.85232061181988
1995,4606,5087,0,-5,-21,56,77,0,-1.62948696223301
1995,7211,5087,0,3,-2,73,75,0,0.0811925519278596
1995,298,5188,0,7,-9,62,71,0,11.1911041387141
1995,10064,5188,0,8,6,60,54,1,11.4807894496838
1995,10234,5222,0,1,6,82,76,1,-3.26086876063839
1995,10444,5256,0,-11,7,79,72,1,-10.2930017276923
1995,8483,5290,0,-1,3,64,61,1,3.01323413987591
1995,7838,5358,0,-7,-8,67,75,0,-7.24303502360901
1995,9412,5358,0,4,19,86,67,1,6.08732601277676
1995,9775,5358,0,1,-14,64,78,0,-0.560072974109843
1995,3828,5392,0,-1,-5,60,65,0,3.80339028255661
1995,9412,5392,0,7,1,75,74,1,11.9464476973787
1995,4274,5691,0,15,46,113,67,1,34.5940849054895
1995,6291,5759,0,13,10,80,70,1,26.6218034053015
1995,10342,5894,0,15,32,79,47,1,33.378402978352
1995,10064,6224,0,9,24,96,72,1,16.7674441522948
1995,420,6291,0,0,7,75,68,1,-6.74658541418326
1995,3142,6291,0,-4,-10,64,74,0,-12.1291740747004
1995,3964,6291,0,-5,-22,51,73,0,-6.14602762705142
1995,4274,6291,0,1,-13,61,74,0,4.69574717035194
1995,5759,6291,0,-13,-10,70,80,0,-26.6218034053012
1995,4815,6674,0,-9,10,77,67,1,-7.44785373063159
1995,83,6708,0,-1,-14,52,66,0,-5.56350588044322
1995,2316,6708,0,-9,-24,49,73,0,-15.3977248190834
1995,4985,6708,0,2,-14,54,68,0,1.86730798363162
1995,9412,6708,0,3,13,74,61,1,2.17431690496265
1995,10342,6708,0,3,-5,66,71,0,-2.26417927711201
1995,9177,6742,0,8,12,64,52,1,8.97792359302252
1995,10030,6742,0,11,-8,81,89,0,13.3908463773789
1995,8892,6806,0,-5,17,90,73,1,-0.180097464278223
1995,83,6908,0,7,6,91,85,1,7.19107248131156
1995,5087,7211,0,-3,2,75,73,1,-0.0811925519304673
1995,10512,7211,0,-11,-1,48,49,0,-9.48686059036351
1995,8672,7550,0,3,4,96,92,1,7.55912119478908
1995,5358,7838,0,7,8,75,67,1,7.24303502360863
1995,5290,8483,0,1,-3,61,64,0,-3.01323413987512
1995,10342,8483,0,8,5,64,59,1,1.87269149782258
1995,4985,8551,0,13,17,68,51,1,25.6927816394304
1995,1356,8585,0,3,-2,68,70,0,-4.9754415209694
1995,4985,8585,0,8,22,75,53,1,9.16060359188993
1995,420,8672,0,5,2,96,94,1,1.22838675255499
1995,7550,8672,0,-3,-4,92,96,0,-7.55912119479148
1995,1458,8756,0,3,6,77,71,1,6.05225478945858
1995,4951,8892,0,8,14,82,68,1,7.11065252876993
1995,6806,8892,0,5,-17,73,90,0,0.18009746427779
1995,1057,9143,0,1,-6,70,76,0,2.2967015213679
1995,4274,9143,0,8,22,82,60,1,18.4175210125377
1995,3755,9177,0,-5,-6,62,68,0,-0.149916035937878
1995,4985,9177,0,4,25,76,51,1,10.720630472482
1995,6742,9177,0,-8,-12,52,64,0,-8.97792359302463
1995,420,9245,0,13,1,79,78,1,16.6020774947733
1995,420,9412,0,-1,-11,78,89,0,-6.88783897859398
1995,1789,9412,0,-1,-6,96,102,0,-5.14030459871862
1995,2854,9412,0,-15,-36,56,92,0,-34.0387117142994
1995,5358,9412,0,-4,-19,67,86,0,-6.08732601277545
1995,5392,9412,0,-7,-1,74,75,0,-11.9464476973803
1995,6708,9412,0,-3,-13,61,74,0,-2.17431690496441
1995,4490,9775,0,-9,-12,64,76,0,-11.8596599352563
1995,5358,9775,0,-1,14,78,64,1,0.560072974109005
1995,6742,10030,0,-11,8,89,81,1,-13.3908463773801
1995,420,10064,0,2,7,68,61,1,-3.81022055420281
1995,4159,10064,0,3,-9,58,67,0,3.12527501699101
1995,5188,10064,0,-8,-6,54,60,0,-11.4807894496859
1995,6224,10064,0,-9,-24,72,96,0,-16.7674441522971
1995,4159,10234,0,7,5,75,70,1,16.4335136005826
1995,5222,10234,0,-1,-6,76,82,0,3.26086876063756
1995,5894,10342,0,-15,-32,47,79,0,-33.3784029783532
1995,6708,10342,0,-3,5,71,66,1,2.26417927710889
1995,8483,10342,0,-8,-5,59,64,0,-1.87269149782325
1995,3142,10444,0,8,2,53,51,1,3.09287467412939
1995,5256,10444,0,11,-7,72,79,0,10.2930017276942
1995,7211,10512,0,11,1,49,48,1,9.48686059036264
1995,3142,10796,0,5,5,68,63,1,0.800081012606594
1996,3931,299,0,-3,-14,73,87,0,2.69917786447362
1996,4160,299,0,1,3,83,80,1,3.58429985762919
1996,9929,299,0,-11,-39,51,90,0,-21.489752807128
1996,4884,421,0,8,-9,56,65,0,4.18646270695886
1996,4986,421,0,11,16,79,63,1,9.75566571827184
1996,6943,421,0,7,-6,80,86,0,7.54360844405325
1996,3245,565,0,11,11,90,79,1,18.2376884457379
1996,3245,775,0,8,14,103,89,1,0.399891535551948
1996,3829,775,0,5,-13,51,64,0,1.60831991406451
1996,8586,877,0,-1,8,66,58,1,5.01940601731056
1996,3965,1150,0,7,10,74,64,1,-1.94468365328482
1996,9776,1218,0,9,29,72,43,1,17.1386358589403
1996,3245,1459,0,-1,-17,70,87,0,-5.28842708905506
1996,5359,1459,0,-3,10,73,63,1,-8.29071313435912
1996,8757,1459,0,-5,-13,65,78,0,-12.532578063426
1996,9572,1459,0,-13,-5,61,66,0,-25.5730702805777
1996,3177,1527,0,1,7,81,74,1,4.91377945776365
1996,1790,1654,0,15,9,68,59,1,32.8676559974799
1996,1654,1790,0,-15,-9,59,68,0,-32.8676559974821
1996,2487,1790,0,-8,-14,81,95,0,-16.7143497203541
1996,5359,1790,0,-4,5,60,55,1,-12.964751652615
1996,5088,2317,0,7,-12,63,75,0,4.25039979993966
1996,8673,2317,0,8,11,69,58,1,7.30138089451352
1996,2487,2351,0,-1,15,75,60,1,-6.46524298670974
1996,1790,2487,0,8,14,95,81,1,16.7143497203503
1996,2351,2487,0,1,-15,60,75,0,6.46524298670406
1996,3931,3025,0,5,2,81,79,1,11.5996398570691
1996,4986,3143,0,1,24,86,62,1,-3.01383310695409
1996,5662,3143,0,-13,-37,56,93,0,-28.5250418071841
1996,6091,3143,0,-5,-11,62,73,0,-12.3482036792828
1996,8995,3143,0,-1,-8,90,98,0,-9.02750301376715
1996,1527,3177,0,-1,-7,74,81,0,-4.91377945775681
1996,7212,3177,0,7,-7,69,76,0,0.117235544281893
1996,8673,3177,0,4,2,83,81,1,-0.68676553831639
1996,565,3245,0,-11,-11,79,90,0,-18.2376884457307
1996,775,3245,0,-8,-14,89,103,0,-0.399891535545105
1996,1459,3245,0,1,17,87,70,1,5.28842708905757
1996,775,3829,0,-5,13,64,51,1,-1.60831991405942
1996,299,3931,0,3,14,87,73,1,-2.6991778644713
1996,3025,3931,0,-5,-2,79,81,0,-11.5996398570723
1996,1150,3965,0,-7,-10,64,74,0,1.94468365328315
1996,9776,3965,0,1,6,73,67,1,8.16722935424501
1996,299,4160,0,-1,-3,80,83,0,-3.58429985762214
1996,7504,4160,0,-13,-38,54,92,0,-25.6110465434727
1996,7839,4160,0,-8,-25,51,76,0,-11.9013223441045
1996,8673,4160,0,-2,3,60,57,1,-2.9910155684934
1996,6091,4194,0,3,21,69,48,1,2.5218607598516
1996,4986,4275,0,0,-7,74,81,0,-10.6201974393849
1996,7771,4275,0,-15,-38,72,110,0,-33.8383088497111
1996,8673,4275,0,-3,-9,67,76,0,-13.0515829412375
1996,9776,4275,0,-3,-31,70,101,0,-12.1807070617824
1996,10099,4275,0,-8,-24,60,84,0,-19.9664941821788
1996,10343,4275,0,-1,-20,63,83,0,-11.5481690848467
1996,9178,4607,0,-5,-2,80,82,0,-2.11858547843078
1996,10031,4607,0,3,-4,64,68,0,5.73103466556922
1996,10343,4607,0,4,1,60,59,1,4.56764588508759
1996,421,4884,0,-8,9,65,56,1,-4.18646270696206
1996,5490,4884,0,-9,-24,44,68,0,-16.0729704603083
1996,7839,4952,0,-3,12,91,79,1,-7.0734607122612
1996,421,4986,0,-11,-16,63,79,0,-9.75566571827144
1996,3143,4986,0,-1,-24,62,86,0,3.01383310695048
1996,4275,4986,0,0,7,81,74,1,10.6201974393888
1996,8586,4986,0,-8,-5,74,79,0,-5.53435916309292
1996,9379,4986,0,-15,-22,70,92,0,-30.8529116447561
1996,2317,5088,0,-7,12,75,63,1,-4.25039979994266
1996,8893,5223,0,-3,4,80,76,1,-3.86933203299374
1996,1459,5359,0,3,-10,63,73,0,8.29071313435996
1996,1790,5359,0,4,-5,55,60,0,12.9647516526145
1996,7144,5359,0,-8,-22,41,63,0,-12.3156905770741
1996,8673,5359,0,1,8,77,69,1,3.37453780948258
1996,9895,5359,0,-7,-7,51,58,0,-7.19854388509102
1996,4884,5490,0,9,24,68,44,1,16.0729704603068
1996,8673,5558,0,9,33,88,55,1,9.36622639917197
1996,3143,5662,0,13,37,93,56,1,28.5250418071782
1996,8995,5821,0,11,1,74,73,1,10.1524532409931
1996,3143,6091,0,5,11,73,62,1,12.3482036792744
1996,4194,6091,0,-3,-21,48,69,0,-2.52186075985706
1996,6292,6159,0,5,21,83,62,1,12.4455300134035
1996,6159,6292,0,-5,-21,62,83,0,-12.4455300134027
1996,8995,6292,0,3,19,92,73,1,-4.49801993418247
1996,8757,6675,0,3,18,61,43,1,-3.13878498187804
1996,421,6943,0,-7,6,86,80,1,-7.54360844405735
1996,10031,7045,0,11,34,92,58,1,17.8285189770773
1996,5359,7144,0,8,22,63,41,1,12.3156905770751
1996,9413,7144,0,9,-2,41,43,0,12.5697391919788
1996,3177,7212,0,-7,7,76,69,1,-0.117235544279467
1996,10167,7212,0,-15,-2,71,73,0,-24.2386926617508
1996,4160,7504,0,13,38,92,54,1,25.6110465434721
1996,4275,7771,0,15,38,110,72,1,33.8383088497132
1996,4160,7839,0,8,25,76,51,1,11.9013223441043
1996,4952,7839,0,3,-12,79,91,0,7.07346071225974
1996,877,8586,0,1,-8,58,66,0,-5.0194060173053
1996,4986,8586,0,8,5,79,74,1,5.5343591630954
1996,2317,8673,0,-8,-11,58,69,0,-7.30138089451456
1996,3177,8673,0,-4,-2,81,83,0,0.686765538317786
1996,4160,8673,0,2,-3,57,60,0,2.9910155684923
1996,4275,8673,0,3,9,76,67,1,13.0515829412384
1996,5359,8673,0,-1,-8,69,77,0,-3.37453780948182
1996,5558,8673,0,-9,-33,55,88,0,-9.36622639917257
1996,1459,8757,0,5,13,78,65,1,12.5325780634223
1996,6675,8757,0,-3,-18,43,61,0,3.13878498187732
1996,5223,8893,0,3,-4,76,80,0,3.86933203299568
1996,10343,8893,0,8,3,65,62,1,7.36002662194138
1996,3143,8995,0,1,8,98,90,1,9.02750301376079
1996,5821,8995,0,-11,-1,73,74,0,-10.1524532409931
1996,6292,8995,0,-3,-19,73,92,0,4.49801993418258
1996,4607,9178,0,5,2,82,80,1,2.11858547843004
1996,4986,9379,0,15,22,92,70,1,30.8529116447588
1996,7144,9413,0,-9,2,43,41,1,-12.5697391919792
1996,10343,9481,0,13,12,62,50,1,22.4547429077241
1996,1459,9572,0,13,5,66,61,1,25.5730702805772
1996,1218,9776,0,-9,-29,43,72,0,-17.1386358589397
1996,3965,9776,0,-1,-6,67,73,0,-8.16722935424595
1996,4275,9776,0,3,31,101,70,1,12.1807070617839
1996,5359,9895,0,7,7,58,51,1,7.19854388509246
1996,299,9929,0,11,39,90,51,1,21.4897528071352
1996,4607,10031,0,-3,4,68,64,1,-5.73103466557121
1996,7045,10031,0,-11,-34,58,92,0,-17.8285189770781
1996,4275,10099,0,8,24,84,60,1,19.9664941821803
1996,10513,10099,0,1,-13,48,61,0,-2.50522745837512
1996,7212,10167,0,15,2,73,71,1,24.2386926617514
1996,4275,10343,0,1,20,83,63,1,11.5481690848495
1996,4607,10343,0,-4,-1,59,60,0,-4.56764588508711
1996,8893,10343,0,-8,-3,62,65,0,-7.36002662193939
1996,9481,10343,0,-13,-12,50,62,0,-22.454742907723
1996,10099,10513,0,-1,13,61,48,1,2.5052274583751
1997,1621,300,0,-8,-4,69,73,0,-16.8896946492309
1997,4161,300,0,3,-3,82,85,0,6.06903950606767
1997,4276,300,0,3,-5,79,84,0,8.26415809306511
1997,6293,300,0,3,-8,58,66,0,2.20932107166371
1997,7179,300,0,-6,-4,92,96,0,-8.78639022217122
1997,8105,300,0,-9,-8,57,65,0,-17.7113856553272
1997,8451,776,0,1,4,81,77,1,1.10440271282584
1997,9930,776,0,-7,-7,66,73,0,-8.02093767979798
1997,9179,810,0,7,29,81,52,1,11.3449055261936
1997,1460,1025,0,11,17,86,69,1,13.255310145629
1997,6293,1151,0,4,6,63,57,1,6.31489384300361
1997,7145,1151,0,-7,-3,52,55,0,-10.4635201465682
1997,10032,1151,0,1,-7,68,75,0,-0.714953275598024
1997,9414,1324,0,13,34,109,75,1,22.3557922491428
1997,3144,1358,0,-3,-12,67,79,0,-0.0558256946517872
1997,9777,1358,0,5,19,77,58,1,6.1595957249275
1997,3178,1392,0,11,-3,70,73,0,12.9406454044192
1997,3757,1392,0,8,-12,63,75,0,14.8774446962703
1997,7179,1392,0,4,6,71,65,1,11.7721835143612
1997,1025,1460,0,-11,-17,69,86,0,-13.2553101456227
1997,3966,1460,0,-3,1,67,66,1,-8.32194644585828
1997,5190,1528,0,-9,-12,56,68,0,-8.60147976773762
1997,5292,1528,0,3,6,90,84,1,5.17612060554605
1997,9179,1528,0,-1,-6,59,65,0,-3.07932131612573
1997,300,1621,0,8,4,73,69,1,16.8896946492334
1997,4953,1621,0,7,-9,66,75,0,14.2429408178906
