,Unnamed: 0,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2523,46722,24093,"Lszl Cseh, Jr.",M,30.0,188.0,83.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Butterfly,Silver
2527,46791,24125,Tamara Csipes,F,26.0,176.0,78.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
2545,47046,24247,Milo uk,M,25.0,191.0,91.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
2546,47074,24264,Chay Crista Kerio Cullen,F,30.0,182.0,74.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
2550,47169,24313,Rsul unayev,M,25.0,171.0,66.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
2571,47699,24592,Michal D'Almeida,M,28.0,176.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze
2572,47728,24609,Sabrina D'Angelo,F,23.0,173.0,71.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
2590,47976,24724,Mayra Aguiar da Silva,F,25.0,177.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,Bronze
2592,47985,24730,Rafael Carlos da Silva,M,29.0,203.0,160.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,Bronze
2598,48048,24765,Ana Dabovi,F,26.0,183.0,70.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
2599,48051,24767,Milica Dabovi,F,34.0,173.0,63.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
2600,48052,24768,Sara Ilonka Dbritz,F,21.0,171.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
2612,48269,24879,Lisa Karolina Viktoria Dahlkvist,F,29.0,173.0,66.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
2616,48370,24942,Ro Masivesi Dakuwaqa,M,22.0,190.0,105.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
2619,48443,24974,"Thomas Robert ""Tom"" Daley",M,22.0,177.0,74.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Bronze
2622,48510,25003,Francesca Dallap,F,30.0,163.0,57.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Silver
2623,48566,25036,Chloe Elysha Dalton,F,23.0,180.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
2631,48791,25145,Blandine Dancette,F,28.0,169.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
2637,48881,25194,Emmanuel Shinkut Daniel,M,22.0,174.0,88.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
2645,49133,25302,"Alexandra Mary L. ""Alex"" Danson",F,31.0,167.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
2650,49279,25380,Hannah Darling,F,20.0,174.0,72.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
2653,49286,25384,Lisa Darmanin,F,24.0,168.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Silver
2664,49415,25448,Tuyana Norpolovna Dashidorzhiyeva,F,20.0,169.0,57.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Silver
2683,49737,25627,James Davies,M,25.0,181.0,98.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
2688,49894,25709,Lucy Davis,F,23.0,165.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
2695,50097,25782,Edward James Eddie Dawkins,M,27.0,185.0,93.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Silver
2700,50150,25807,Christine Day,F,29.0,168.0,51.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
2718,50793,26125,Eva Roma Maria de Goede,F,27.0,170.0,61.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
2719,50819,26135,Andre De Grasse,M,21.0,176.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Bronze
2720,50820,26135,Andre De Grasse,M,21.0,176.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Silver
2721,50821,26135,Andre De Grasse,M,21.0,176.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
2724,51011,26219,Juan Leon de Jongh,M,28.0,175.0,87.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
2763,51985,26718,Zoe Michaela  de Toledo,F,29.0,172.0,58.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
2767,52084,26773,Xan de Waard,F,20.0,163.0,55.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
2784,52553,26991,Hlne Defrance,F,29.0,179.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Bronze
2798,52825,27123,Marco Del Lungo,M,26.0,190.0,97.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2801,52837,27132,Juan Martn del Potro,M,27.0,198.0,97.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver
2822,53294,27357,Elena Delle Donne,F,26.0,195.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
2827,53459,27438,Siraba Dembl,F,30.0,172.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
2830,53579,27488,Mirela Krasimirova Demireva,F,26.0,180.0,58.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver
2832,53599,27495,Soner Demirta,M,25.0,170.0,74.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
2834,53660,27516,"Nicholas Charles ""Nick"" Dempsey",M,35.0,180.0,71.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Windsurfer,Silver
2835,53676,27528,Valentin Demyanenko,M,32.0,193.0,93.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver
2836,53706,27545,Felix Denayer,M,26.0,190.0,85.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
2838,53763,27572,Deng Shudi,M,24.0,163.0,58.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
2844,53771,27574,Deng Wei,F,23.0,159.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Gold
2848,53816,27601,Aleksey Alekseyevich Denisenko,M,22.0,185.0,68.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
2863,54025,27713,Inna Vasilyevna Deriglazova,F,26.0,173.0,61.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Gold
2867,54075,27743,DeMar Darnell DeRozan,M,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
2880,54370,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
2881,54371,27897,Gabriele Detti,M,21.0,184.0,79.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
2891,54403,27912,Daniel Deuer,M,34.0,190.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2900,54639,28031,Jolien D'hoore,F,26.0,176.0,64.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze
2904,54773,28068,Marco Di Costanzo,M,24.0,184.0,87.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
2905,54788,28072,Elisa Di Francisca,F,33.0,177.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Silver
2906,54789,28073,Francesco Di Fulvio,M,22.0,190.0,88.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2908,54811,28086,Tania Di Mario,F,37.0,168.0,62.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
2914,54965,28171,Emily Jane Diamond,F,25.0,173.0,58.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
2926,55111,28251,Hidilyn Diaz,F,25.0,149.0,53.0,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Silver
2931,55199,28311,Genzebe Dibaba Keneni,F,25.0,168.0,52.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver
2932,55201,28312,Mare Dibaba Hurssa (-Ibrahimova-),F,26.0,156.0,45.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze
2933,55207,28313,Tirunesh Dibaba Keneni,F,31.0,166.0,50.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Bronze
2944,55367,28400,Aurimas Didbalis,M,25.0,172.0,94.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
2953,55506,28466,Heidi Diethelm Gerber,F,47.0,168.0,93.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
2954,55563,28483,Tina Dietze,F,28.0,172.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
2955,55564,28483,Tina Dietze,F,28.0,172.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
2967,55925,28662,Ding Ning,F,26.0,171.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Gold
2968,55926,28662,Ding Ning,F,26.0,171.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold
2969,55927,28663,Ding Xia,F,26.0,180.0,67.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
2975,55968,28685,Loredana Dinu (Iordchioiu-),F,32.0,168.0,60.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold
2980,56065,28727,Adrien Dipanda,M,28.0,202.0,105.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
2981,56072,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
2982,56073,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Gold
2983,56074,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
2984,56075,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Silver
2985,56085,28741,Carlien Clemens Dirkse van den Heuvel,F,29.0,170.0,56.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
2989,56128,28759,Christian Dissinger,M,24.0,203.0,105.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
2997,56417,28903,Denis Sergeyevich Dmitriyev,M,30.0,177.0,90.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,Bronze
2999,56423,28906,Darya Yevgenyevna Dmitriyeva,F,20.0,178.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
3008,56665,29030,Sbastien Dockier,M,26.0,175.0,74.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
3016,56816,29114,John-John Dohmen,M,28.0,174.0,69.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
3033,57148,29282,Slvia Domnguez Fernndez,F,29.0,167.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
3035,57170,29297,Apisai Raviyawa Domolailai,M,27.0,192.0,98.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
3040,57333,29366,Dong Bin,M,27.0,180.0,74.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze
3041,57337,29368,Dong Dong,M,27.0,168.0,57.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Silver
3057,57629,29508,Dorjnyambuugiin Otgondalai,M,28.0,170.0,60.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
3058,57648,29513,Dorjsurengiin Sumiya,F,25.0,160.0,59.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Silver
3059,57659,29520,Sam Dorman,M,24.0,175.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver
3073,57840,29618,Sara Dosho,F,21.0,159.0,69.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Gold
3075,57851,29627,Josef Dostl,M,23.0,202.0,115.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
3076,57852,29627,Josef Dostl,M,23.0,202.0,115.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
3084,58021,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
3088,58064,29713,Douglas dos Santos Justino de Melo,M,22.0,173.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
3089,58080,29722,Owain Daniel John Doull,M,23.0,181.0,73.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
3117,58440,29899,Felix Drahotta,M,27.0,200.0,102.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
3128,58606,29989,Caeleb Remel Dressel,M,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
3129,58607,29989,Caeleb Remel Dressel,M,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
3135,58822,30097,Derek Drouin,M,26.0,196.0,83.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Gold
3137,58864,30126,Daniela Druncea,F,25.0,150.0,50.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
3138,58882,30136,Paul Drux,M,21.0,192.0,106.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
3142,58935,30156,Alexander Mah Owens Drysdale,M,37.0,200.0,102.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Gold
3144,58972,30180,Du Li,F,34.0,170.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
3145,58973,30180,Du Li,F,34.0,170.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze
3146,59027,30216,Duan Jingli,F,27.0,180.0,76.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,Bronze
3174,59555,30505,Charlotte Susan Jane Dujardin,F,31.0,170.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
3175,59556,30505,Charlotte Susan Jane Dujardin,F,31.0,170.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
3181,59743,30601,Tom Dumoulin,M,25.0,186.0,70.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Silver
3182,59765,30615,Vitaly Vladimirovich Dunaytsev,M,24.0,174.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze
3186,59890,30661,Fitzroy Junior Dunkley,M,23.0,195.0,79.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
3187,59895,30664,Joshua Dunkley-Smith,M,27.0,194.0,98.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
3199,60168,30807,Kevin Wayne Durant,M,27.0,206.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
3200,60169,30808,Scott David Durant,M,28.0,196.0,96.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
3204,60305,30884,Hasanboy Dusmatov,M,23.0,156.0,49.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Gold
3210,60380,30918,Phillip Peter Dutton,M,52.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
3221,60547,31012,Conor James Dwyer,M,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,Bronze
3223,60549,31012,Conor James Dwyer,M,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
3227,60572,31023,Yekaterina Vladimirovna Dyachenko,F,28.0,167.0,53.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
3228,60619,31041,Ivan Fyodorovich Dychko,M,25.0,205.0,91.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
3230,60638,31055,Chlo Dygert (-Owen),F,19.0,176.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
3242,60914,31205,Ashton James Eaton,M,28.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Gold
3245,61032,31270,Masashi Ebinuma,M,26.0,170.0,66.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Bronze
3264,61219,31360,"Jessica Jane ""Jess"" Eddie",F,31.0,178.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
3266,61260,31381,der Francis Carbonera,M,32.0,205.0,107.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
3267,61377,31433,"Alexander ""Alex"" Edmondson",M,22.0,184.0,76.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
3275,61542,31513,Batrice Edwige,F,27.0,182.0,76.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
3284,61795,31634,Naito Ehara,M,23.0,172.0,59.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
3342,62925,32254,Stefaniya Aleksandrovna Elfutina,F,19.0,170.0,59.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Bronze
3355,63148,32372,Marcus John Ellis,M,26.0,175.0,80.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Bronze
3356,63159,32382,Taylor Ellis-Watson,F,23.0,183.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
3357,63166,32384,Brady Lee Ellison,M,27.0,181.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Bronze
3358,63167,32384,Brady Lee Ellison,M,27.0,181.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Silver
3360,63201,32404,Amanda Elmore,F,25.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
3361,63211,32407,Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
3362,63212,32407,Brittany Joyce Elmslie,F,22.0,179.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
3376,63439,32516,Giulia Enrica Emmolo,F,24.0,171.0,67.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
3383,63602,32577,Tnu Endrekson,M,37.0,198.0,104.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
3388,63844,32710,Jessica Phyllis Ennis-Hill,F,30.0,165.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Silver
3414,64413,32979,"Magdalena ""Magda"" Eriksson",F,22.0,172.0,66.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
3421,64650,33079,Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Gold
3422,64651,33079,Anthony Lee Ervin,M,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
3425,64678,33095,"Srgio ""Escadinha"" Dutra dos Santos",M,40.0,184.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
3448,64952,33238,Mara del Rosario Espinoza Espinoza,F,28.0,173.0,70.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,Silver
3449,64957,33241,Chloe Esposito,F,24.0,168.0,55.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
3467,65166,33356,Oghenekaro Peter Etebo,M,20.0,172.0,71.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3469,65173,33360,Gemma Etheridge,F,29.0,169.0,66.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
3489,65647,33592,Imoh Ezekiel,M,22.0,171.0,80.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3500,65779,33664,Ludovic Fabregas,M,20.0,198.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
3502,65828,33686,Simone Facey,F,31.0,162.0,53.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
3512,66373,33952,Fan Yilin,F,16.0,148.0,37.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
