# Swimming results from 2015 World Aquatics Championships
# Data from OMEGA, official time keepers of the World Championships.
# Accessed http://www.omegatiming.com/File/Download?id=00010F0200FFFFFFFFFFFFFFFFFFFF08
# Converted from XML to tidy CSV format
athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
111024,FOLDARSKAR,ASTRI,1994-10-19,F,Faroe Islands,FAR,34,6,0,661.0,0.61,27.24,1,27.24,50,930.0,PRE,50,1,FREE,27.24
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,1,31.9,50,1056.0,PRE,1500,1,FREE,31.9
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,2,67.33,100,1056.0,PRE,1500,1,FREE,35.43
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,3,103.32,150,1056.0,PRE,1500,1,FREE,35.989999999999995
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,4,139.62,200,1056.0,PRE,1500,1,FREE,36.30000000000001
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,5,176.1,250,1056.0,PRE,1500,1,FREE,36.47999999999999
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,6,212.57999999999998,300,1056.0,PRE,1500,1,FREE,36.47999999999999
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,7,249.03,350,1056.0,PRE,1500,1,FREE,36.45000000000002
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,8,285.65,400,1056.0,PRE,1500,1,FREE,36.619999999999976
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,9,321.95,450,1056.0,PRE,1500,1,FREE,36.30000000000001
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,10,358.65999999999997,500,1056.0,PRE,1500,1,FREE,36.70999999999998
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,11,395.46,550,1056.0,PRE,1500,1,FREE,36.80000000000001
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,12,432.32,600,1056.0,PRE,1500,1,FREE,36.860000000000014
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,13,469.11,650,1056.0,PRE,1500,1,FREE,36.79000000000002
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,14,506.25,700,1056.0,PRE,1500,1,FREE,37.139999999999986
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,15,543.38,750,1056.0,PRE,1500,1,FREE,37.129999999999995
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,16,580.57,800,1056.0,PRE,1500,1,FREE,37.190000000000055
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,17,617.91,850,1056.0,PRE,1500,1,FREE,37.33999999999992
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,18,654.96,900,1056.0,PRE,1500,1,FREE,37.05000000000007
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,19,692.4,950,1056.0,PRE,1500,1,FREE,37.43999999999994
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,20,729.4,1000,1056.0,PRE,1500,1,FREE,37.0
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,21,766.47,1050,1056.0,PRE,1500,1,FREE,37.07000000000005
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,22,803.58,1100,1056.0,PRE,1500,1,FREE,37.110000000000014
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,23,841.11,1150,1056.0,PRE,1500,1,FREE,37.52999999999997
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,24,878.26,1200,1056.0,PRE,1500,1,FREE,37.14999999999998
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,25,915.72,1250,1056.0,PRE,1500,1,FREE,37.460000000000036
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,26,953.19,1300,1056.0,PRE,1500,1,FREE,37.47000000000003
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,27,991.0,1350,1056.0,PRE,1500,1,FREE,37.809999999999945
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,28,1028.04,1400,1056.0,PRE,1500,1,FREE,37.039999999999964
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,29,1065.37,1450,1056.0,PRE,1500,1,FREE,37.32999999999993
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,13,1,6,610.0,0.76,1101.09,30,1101.09,1500,1056.0,PRE,1500,1,FREE,35.72000000000003
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,1,32.03,50,1117.0,PRE,800,1,FREE,32.03
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,2,66.97,100,1117.0,PRE,800,1,FREE,34.94
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,3,102.94,150,1117.0,PRE,800,1,FREE,35.97
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,4,138.9,200,1117.0,PRE,800,1,FREE,35.96000000000001
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,5,174.99,250,1117.0,PRE,800,1,FREE,36.09
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,6,210.99,300,1117.0,PRE,800,1,FREE,36.0
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,7,247.58,350,1117.0,PRE,800,1,FREE,36.59
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,8,284.13,400,1117.0,PRE,800,1,FREE,36.54999999999998
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,9,320.53,450,1117.0,PRE,800,1,FREE,36.39999999999998
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,10,357.11,500,1117.0,PRE,800,1,FREE,36.58000000000004
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,11,394.0,550,1117.0,PRE,800,1,FREE,36.889999999999986
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,12,430.69,600,1117.0,PRE,800,1,FREE,36.69
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,13,467.5,650,1117.0,PRE,800,1,FREE,36.81
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,14,504.23,700,1117.0,PRE,800,1,FREE,36.73000000000002
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,15,540.82,750,1117.0,PRE,800,1,FREE,36.59000000000003
122097,RANNVAARDOTTIR,LENA,1998-03-27,F,Faroe Islands,FAR,33,1,5,620.0,0.79,575.53,16,575.53,800,1117.0,PRE,800,1,FREE,34.70999999999992
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,15,2,2,670.0,0.75,129.07,1,29.7,50,949.0,PRE,200,1,FREE,29.7
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,15,2,2,670.0,0.75,129.07,2,61.19,100,949.0,PRE,200,1,FREE,31.49
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,15,2,2,670.0,0.75,129.07,3,94.47999999999999,150,949.0,PRE,200,1,FREE,33.28999999999999
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,15,2,2,670.0,0.75,129.07,4,129.07,200,949.0,PRE,200,1,FREE,34.59
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,23,4,4,704.0,0.71,58.53,1,28.38,50,930.0,PRE,100,1,FREE,28.38
102073,BUADROMO,MATELITA,1996-01-15,F,Fiji,FIJ,23,4,4,704.0,0.71,58.53,2,58.53,100,930.0,PRE,100,1,FREE,30.150000000000002
110728,MALANI,MELI,1996-11-17,M,Fiji,FIJ,19,3,4,667.0,0.76,53.68,1,26.14,50,943.0,PRE,100,1,FREE,26.14
110728,MALANI,MELI,1996-11-17,M,Fiji,FIJ,19,3,4,667.0,0.76,53.68,2,53.68,100,943.0,PRE,100,1,FREE,27.54
110728,MALANI,MELI,1996-11-17,M,Fiji,FIJ,28,8,9,679.0,0.7,23.78,1,23.78,50,930.0,PRE,50,1,FREE,23.78
100396,SEPPALA,HANNA-MARIA,1984-12-13,F,Finland,FIN,23,7,3,819.0,0.73,55.65,1,26.88,50,930.0,PRE,100,1,FREE,26.88
100396,SEPPALA,HANNA-MARIA,1984-12-13,F,Finland,FIN,23,7,3,819.0,0.73,55.65,2,55.65,100,930.0,PRE,100,1,FREE,28.77
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,1,26.16,50,948.0,PRE,400,1,FREE,26.16
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,2,54.47,100,948.0,PRE,400,1,FREE,28.31
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,3,83.31,150,948.0,PRE,400,1,FREE,28.840000000000003
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,4,112.42,200,948.0,PRE,400,1,FREE,29.11
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,5,141.89,250,948.0,PRE,400,1,FREE,29.469999999999985
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,6,172.04,300,948.0,PRE,400,1,FREE,30.150000000000006
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,7,202.72,350,948.0,PRE,400,1,FREE,30.680000000000007
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,2,4,7,844.0,0.67,232.86,8,232.86,400,948.0,PRE,400,1,FREE,30.140000000000015
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,12,7,8,775.0,0.67,111.0,1,25.24,50,1027.0,PRE,200,1,FREE,25.24
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,12,7,8,775.0,0.67,111.0,2,52.81,100,1027.0,PRE,200,1,FREE,27.570000000000004
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,12,7,8,775.0,0.67,111.0,3,81.78999999999999,150,1027.0,PRE,200,1,FREE,28.97999999999999
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,12,7,8,775.0,0.67,111.0,4,111.0,200,1027.0,PRE,200,1,FREE,29.210000000000008
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,1,27.51,50,1030.0,PRE,800,1,FREE,27.51
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,2,57.05,100,1030.0,PRE,800,1,FREE,29.539999999999996
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,3,87.36,150,1030.0,PRE,800,1,FREE,30.310000000000002
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,4,117.55,200,1030.0,PRE,800,1,FREE,30.189999999999998
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,5,147.64,250,1030.0,PRE,800,1,FREE,30.08999999999999
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,6,177.99,300,1030.0,PRE,800,1,FREE,30.350000000000023
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,7,208.46,350,1030.0,PRE,800,1,FREE,30.47
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,8,239.77,400,1030.0,PRE,800,1,FREE,31.310000000000002
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,9,270.92,450,1030.0,PRE,800,1,FREE,31.150000000000006
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,10,301.64,500,1030.0,PRE,800,1,FREE,30.71999999999997
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,11,333.15,550,1030.0,PRE,800,1,FREE,31.50999999999999
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,12,364.13,600,1030.0,PRE,800,1,FREE,30.980000000000018
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,13,394.90999999999997,650,1030.0,PRE,800,1,FREE,30.779999999999973
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,14,426.38,700,1030.0,PRE,800,1,FREE,31.470000000000027
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,15,457.48,750,1030.0,PRE,800,1,FREE,31.100000000000023
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,17,3,3,798.0,0.69,487.28,16,487.28,800,1030.0,PRE,800,1,FREE,29.799999999999955
100433,KOSKI,MATIAS,1994-05-18,M,Finland,FIN,38,1,5,,,,1,,50,1048.0,PRE,1500,1,FREE,
100706,PIKKARAINEN,EMILIA,1992-10-11,F,Finland,FIN,1,4,7,805.0,0.66,60.16,1,27.73,50,930.0,PRE,100,1,FLY,27.73
100706,PIKKARAINEN,EMILIA,1992-10-11,F,Finland,FIN,1,4,7,805.0,0.66,60.16,2,60.16,100,930.0,PRE,100,1,FLY,32.42999999999999
100849,KIVIRINTA,VEERA,1995-04-06,F,Finland,FIN,36,7,1,808.0,0.79,31.65,1,31.65,50,1008.0,PRE,50,1,BREAST,31.65
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,6,6,0,861.0,0.71,61.44,1,28.71,50,1134.0,PRE,100,1,BREAST,28.71
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,6,6,0,861.0,0.71,61.44,2,61.44,100,1134.0,PRE,100,1,BREAST,32.73
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,26,5,0,934.0,0.74,129.89,1,29.14,50,1033.0,PRE,200,1,BREAST,29.14
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,26,5,0,934.0,0.74,129.89,2,61.8,100,1033.0,PRE,200,1,BREAST,32.66
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,26,5,0,934.0,0.74,129.89,3,94.96000000000001,150,1033.0,PRE,200,1,BREAST,33.16000000000001
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,26,5,0,934.0,0.74,129.89,4,129.89,200,1033.0,PRE,200,1,BREAST,34.92999999999998
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,226,1,3,921.0,0.74,130.51,1,29.33,50,1829.0,SEM,200,1,BREAST,29.33
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,226,1,3,921.0,0.74,130.51,2,62.25,100,1829.0,SEM,200,1,BREAST,32.92
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,226,1,3,921.0,0.74,130.51,3,95.84,150,1829.0,SEM,200,1,BREAST,33.59
101283,MATTSSON,MATTI,1993-10-05,M,Finland,FIN,226,1,3,921.0,0.74,130.51,4,130.51,200,1829.0,SEM,200,1,BREAST,34.66999999999999
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,11,5,8,863.0,0.67,67.58,1,31.62,50,1007.0,PRE,100,1,BREAST,31.62
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,11,5,8,863.0,0.67,67.58,2,67.58,100,1007.0,PRE,100,1,BREAST,35.959999999999994
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,211,1,8,862.0,0.68,67.6,1,31.4,50,1758.0,SEM,100,1,BREAST,31.4
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,211,1,8,862.0,0.68,67.6,2,67.6,100,1758.0,SEM,100,1,BREAST,36.199999999999996
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,25,5,1,866.0,0.66,145.91,1,33.06,50,1011.0,PRE,200,1,BREAST,33.06
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,25,5,1,866.0,0.66,145.91,2,70.14,100,1011.0,PRE,200,1,BREAST,37.08
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,25,5,1,866.0,0.66,145.91,3,107.4,150,1011.0,PRE,200,1,BREAST,37.260000000000005
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,25,5,1,866.0,0.66,145.91,4,145.91,200,1011.0,PRE,200,1,BREAST,38.50999999999999
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,225,1,8,874.0,0.66,145.45,1,32.96,50,1751.0,SEM,200,1,BREAST,32.96
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,225,1,8,874.0,0.66,145.45,2,69.78,100,1751.0,SEM,200,1,BREAST,36.82
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,225,1,8,874.0,0.66,145.45,3,107.22999999999999,150,1751.0,SEM,200,1,BREAST,37.44999999999999
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,225,1,8,874.0,0.66,145.45,4,145.45,200,1751.0,SEM,200,1,BREAST,38.22
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,36,7,6,877.0,0.67,30.79,1,30.79,50,1008.0,PRE,50,1,BREAST,30.79
101321,LAUKKANEN,JENNA,1995-03-02,F,Finland,FIN,236,1,6,845.0,0.67,31.18,1,31.18,50,1756.0,SEM,50,1,BREAST,31.18
101344,LIUKKONEN,ARI-PEKKA,1989-02-09,M,Finland,FIN,19,8,9,794.0,0.75,50.64,1,24.56,50,943.0,PRE,100,1,FREE,24.56
101344,LIUKKONEN,ARI-PEKKA,1989-02-09,M,Finland,FIN,19,8,9,794.0,0.75,50.64,2,50.64,100,943.0,PRE,100,1,FREE,26.080000000000002
101344,LIUKKONEN,ARI-PEKKA,1989-02-09,M,Finland,FIN,28,11,6,798.0,0.71,22.54,1,22.54,50,930.0,PRE,50,1,FREE,22.54
110501,JALLOW,MIMOSA,1994-06-17,F,Finland,FIN,9,5,8,860.0,0.65,61.1,1,30.06,50,930.0,PRE,100,1,BACK,30.06
110501,JALLOW,MIMOSA,1994-06-17,F,Finland,FIN,9,5,8,860.0,0.65,61.1,2,61.1,100,930.0,PRE,100,1,BACK,31.040000000000003
110501,JALLOW,MIMOSA,1994-06-17,F,Finland,FIN,18,4,2,,0.42,28.18,1,28.18,50,930.0,PRE,50,1,BACK,28.18
119601,AALTOMAA,SAMI,1992-08-07,M,Finland,FIN,14,7,8,860.0,0.66,27.99,1,27.99,50,930.0,PRE,50,1,BREAST,27.99
119614,TEIJONSALO,FANNY,1996-02-06,F,Finland,FIN,29,4,1,758.0,0.64,27.49,1,27.49,50,954.0,PRE,50,1,FLY,27.49
120691,NURMINEN,TESSA,1994-05-06,F,Finland,FIN,34,9,6,740.0,0.7,26.23,1,26.23,50,930.0,PRE,50,1,FREE,26.23
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,9,2,3,695.0,0.65,65.61,1,32.08,50,930.0,PRE,100,1,BACK,32.08
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,9,2,3,695.0,0.65,65.61,2,65.61,100,930.0,PRE,100,1,BACK,33.53
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,31,1,3,678.0,0.7,141.18,1,33.59,50,1030.0,PRE,200,1,BACK,33.59
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,31,1,3,678.0,0.7,141.18,2,69.72,100,1030.0,PRE,200,1,BACK,36.129999999999995
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,31,1,3,678.0,0.7,141.18,3,105.8,150,1030.0,PRE,200,1,BACK,36.08
102697,RAHEEM,KIMIKO,1999-01-28,F,Fina,FINA,31,1,3,678.0,0.7,141.18,4,141.18,200,1030.0,PRE,200,1,BACK,35.38000000000001
102848,RAHEEM,MACHIKO,1996-01-13,F,Fina,FINA,23,4,6,670.0,0.72,59.5,1,28.61,50,930.0,PRE,100,1,FREE,28.61
102848,RAHEEM,MACHIKO,1996-01-13,F,Fina,FINA,23,4,6,670.0,0.72,59.5,2,59.5,100,930.0,PRE,100,1,FREE,30.89
102848,RAHEEM,MACHIKO,1996-01-13,F,Fina,FINA,34,6,5,643.0,0.72,27.49,1,27.49,50,930.0,PRE,50,1,FREE,27.49
102868,ABEYSINGHE,MATTHEW,1996-03-19,M,Fina,FINA,19,7,9,781.0,0.62,50.93,1,24.47,50,943.0,PRE,100,1,FREE,24.47
102868,ABEYSINGHE,MATTHEW,1996-03-19,M,Fina,FINA,19,7,9,781.0,0.62,50.93,2,50.93,100,943.0,PRE,100,1,FREE,26.46
108957,DE SILVA,K T CHERANTHA,1996-07-12,M,Fina,FINA,28,6,7,635.0,0.65,24.32,1,24.32,50,930.0,PRE,50,1,FREE,24.32
108957,DE SILVA,K T CHERANTHA,1996-07-12,M,Fina,FINA,30,2,3,640.0,0.64,57.79,1,26.84,50,1009.0,PRE,100,1,FLY,26.84
108957,DE SILVA,K T CHERANTHA,1996-07-12,M,Fina,FINA,30,2,3,640.0,0.64,57.79,2,57.79,100,1009.0,PRE,100,1,FLY,30.95
100470,HENIQUE,MELANIE,1992-12-22,F,France,FRA,29,7,7,863.0,0.62,26.33,1,26.33,50,954.0,PRE,50,1,FLY,26.33
100470,HENIQUE,MELANIE,1992-12-22,F,France,FRA,229,2,1,893.0,0.64,26.03,1,26.03,50,1845.0,SEM,50,1,FLY,26.03
100555,WATTEL,MARIE,1997-06-02,F,France,FRA,1,6,1,861.0,0.75,58.84,1,27.0,50,930.0,PRE,100,1,FLY,27.0
100555,WATTEL,MARIE,1997-06-02,F,France,FRA,1,6,1,861.0,0.75,58.84,2,58.84,100,930.0,PRE,100,1,FLY,31.840000000000003
100578,MALLET,GREGORY,1984-03-21,M,France,FRA,12,6,9,824.0,0.76,108.77000000000001,1,25.4,50,1027.0,PRE,200,1,FREE,25.4
100578,MALLET,GREGORY,1984-03-21,M,France,FRA,12,6,9,824.0,0.76,108.77000000000001,2,53.16,100,1027.0,PRE,200,1,FREE,27.759999999999998
100578,MALLET,GREGORY,1984-03-21,M,France,FRA,12,6,9,824.0,0.76,108.77000000000001,3,81.42,150,1027.0,PRE,200,1,FREE,28.260000000000005
100578,MALLET,GREGORY,1984-03-21,M,France,FRA,12,6,9,824.0,0.76,108.77000000000001,4,108.77000000000001,200,1027.0,PRE,200,1,FREE,27.35000000000001
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,1,27.05,50,948.0,PRE,400,1,FREE,27.05
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,2,55.87,100,948.0,PRE,400,1,FREE,28.819999999999997
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,3,84.9,150,948.0,PRE,400,1,FREE,29.03000000000001
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,4,114.41,200,948.0,PRE,400,1,FREE,29.50999999999999
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,5,143.53,250,948.0,PRE,400,1,FREE,29.120000000000005
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,6,173.23,300,948.0,PRE,400,1,FREE,29.69999999999999
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,7,202.32,350,948.0,PRE,400,1,FREE,29.090000000000003
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,2,7,0,865.0,0.69,230.89,8,230.89,400,948.0,PRE,400,1,FREE,28.569999999999993
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,1,27.6,50,1030.0,PRE,800,1,FREE,27.6
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,2,56.72,100,1030.0,PRE,800,1,FREE,29.119999999999997
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,3,86.08,150,1030.0,PRE,800,1,FREE,29.36
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,4,115.65,200,1030.0,PRE,800,1,FREE,29.570000000000007
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,5,145.2,250,1030.0,PRE,800,1,FREE,29.549999999999983
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,6,174.98,300,1030.0,PRE,800,1,FREE,29.78
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,7,204.76,350,1030.0,PRE,800,1,FREE,29.78
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,8,234.7,400,1030.0,PRE,800,1,FREE,29.939999999999998
100735,JOLY,DAMIEN,1992-06-04,M,France,FRA,17,4,2,888.0,0.7,470.3,9,264.44,450,1030.0,PRE,800,1,FREE,29.74000000000001
