vol_requests,title,hits,category_desc,locality,region,postalcode,created_date,vol_requests_lognorm,created_month,Education,Emergency Preparedness,Environment,Health,Helping Neighbors in Need,Strengthening Communities
10,Help NYC Veterans,372,Helping Neighbors in Need,"346 Broadway
New York, NY 10013
(40.71671747539392, -74.00413706684276)",NY,10013.0,2011-04-15,2.302585092994046,4,0,0,0,0,1,0
1,Chinese Translator,68,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-07-20,0.0,7,0,0,0,0,1,0
5,Arts Instructors,123,Strengthening Communities,"985 Rockaway Avenue
Brooklyn, NY 11212
(40.656451255408264, -73.90732282830548)",NY,11212.0,2011-08-17,1.6094379124341003,8,0,0,0,0,0,1
5,Museum Membership Department Volunteer,312,Strengthening Communities,"1109 Fifth Avenue
New York, NY 10128
(40.78553359707598, -73.95746225352207)",NY,10128.0,2011-01-27,1.6094379124341003,1,0,0,0,0,0,1
2,Director of Public Relations ,141,Strengthening Communities,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666)",NY,11213.0,2011-08-11,0.6931471805599453,8,0,0,0,0,0,1
25,Paint and beautify a transitional residence for homeless men & women,294,Strengthening Communities,"2350 Davidson Avenue
Bronx, NY 10468
(40.86014769900449, -73.9039466708318)",NY,10468.0,2011-09-13,3.2188758248682006,9,0,0,0,0,0,1
8,Tank Internship Program,414,Strengthening Communities,"155 46th Street
New York, NY 10036
(40.758257159927325, -73.9843070160967)",NY,10036.0,2011-07-22,2.0794415416798357,7,0,0,0,0,0,1
1,Special Projects Manager,225,Strengthening Communities,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,2011-02-23,0.0,2,0,0,0,0,0,1
75,Run for the Wild ,494,Environment,"2300 Southern Boulevard
Bronx, NY 10460
(40.85069279863572, -73.8823905260465)",NY,10460.0,2011-08-23,4.31748811353631,8,0,0,1,0,0,0
12,Become a Tutor for Boys Hope Girls Hope New York!,267,Education,"Flatbush
Brooklyn, NY 11238
(40.672129089181226, -73.96879371109125)",NY,11238.0,2011-08-01,2.4849066497880004,8,1,0,0,0,0,0
1,Marketing and Communications Intern,276,Strengthening Communities,"285 Schermerhorn Street
Brooklyn, NY 11217
(40.687790343385544, -73.98292053949278)",NY,11217.0,2011-04-27,0.0,4,0,0,0,0,0,1
6,Help Raise College Awareness- Become a Middle School Mentor!,804,Education,"509 129th Street
New York, NY 10027
(40.81520669715875, -73.9551464649788)",NY,10027.0,2011-03-15,1.791759469228055,3,1,0,0,0,0,0
10,Administrative Assistant ,332,Strengthening Communities,"2038 Davidson Avenue
Bronx, NY 10453
(40.85374837851653, -73.90853996733885)",NY,10453.0,2011-08-10,2.302585092994046,8,0,0,0,0,0,1
1,Senior Alliance Registrar,18,Helping Neighbors in Need,"247 37th Street
New York, NY 10018-5706
(40.75376954300111, -73.99127676182377)",NY,,2011-09-26,0.0,9,0,0,0,0,1,0
1,MS Word Tutor,117,Helping Neighbors in Need,"50 Broadway
New York, NY 10004
(40.70641124493818, -74.01279753798491)",NY,10004.0,2011-03-16,0.0,3,0,0,0,0,1,0
10,Career Counselor ,196,Helping Neighbors in Need,"2038 Davidson Avenue
Bronx, NY 10453
(40.85374837851653, -73.90853996733885)",NY,10453.0,2011-08-10,2.302585092994046,8,0,0,0,0,1,0
100,Deliver a Passover Package and Visit with a Senior,260,Helping Neighbors in Need,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897)",NY,10024.0,2011-03-16,4.605170185988092,3,0,0,0,0,1,0
50,Early Childhood Education Outreach Volunteer,1049,Strengthening Communities,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,2011-09-16,3.912023005428146,9,0,0,0,0,0,1
10,Tutors Needed!!!!,112,Education,"1775 Third Ave
New York, NY 10029
(40.7870466388226, -73.94792934815561)",NY,10029.0,2011-09-20,2.302585092994046,9,1,0,0,0,0,0
20,Help Build a Plastic Bottle Sculpture,77,Strengthening Communities,"DEP Visitor Center
Brooklyn, NY 11222
(40.72825312178418, -73.94715978319738)",NY,11222.0,2011-05-13,2.995732273553991,5,0,0,0,0,0,1
8,Volunteer with Storytelling in the Park-Queens,484,Strengthening Communities,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-03-11,2.0794415416798357,3,0,0,0,0,0,1
50,Pride Is Just Around the Corner! Get Involved Now!,207,Strengthening Communities,"76 11 37th Ave
Jackson Heights, NY 11372
(40.75163073936716, -73.88361254528269)",NY,11372.0,2011-03-28,3.912023005428146,3,0,0,0,0,0,1
30,Tutor with The Fresh Air Fund,296,Education,"633 Third Avenue
New York, NY 10017
(40.74999676791395, -73.97497079540621)",NY,10017.0,2011-08-12,3.4011973816621555,8,1,0,0,0,0,0
100,Volunteer Instructors/Teachers/Mentors,141,Education,"1120 Avenue
New York, NY 10036
(40.75934682719435, -73.989860554421)",NY,10036.0,2011-09-08,4.605170185988092,9,1,0,0,0,0,0
100,Find the Perfect Volunteer Job for You!,801,Strengthening Communities,"161 Madison Avenue
New York, NY 10016
(40.7468087904943, -73.98363252457472)",NY,10016.0,2011-05-18,4.605170185988092,5,0,0,0,0,0,1
1,Tutor,47,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-08-23,0.0,8,0,0,0,0,1,0
5,Office Volunteer,903,Strengthening Communities,"475 Park Avenue
New York, NY 10016
(40.745393847676304, -73.98242124325532)",NY,10016.0,2011-03-15,1.6094379124341003,3,0,0,0,0,0,1
60,Volunteer Writing Mentor,673,Education,"247 37th Street
New York City, NY 10018
(40.75350339905739, -73.99055236906513)",NY,10018.0,2011-03-17,4.0943445622221,3,1,0,0,0,0,0
1,Data Entry Assistant,588,Strengthening Communities,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,2011-02-23,0.0,2,0,0,0,0,0,1
2,Leadership and Community Activism Mentor,148,Helping Neighbors in Need,"1430 Broadway
New York, NY 10018
(40.7539853802881, -73.9869780025237)",NY,10018.0,2011-07-19,0.6931471805599453,7,0,0,0,0,1,0
99,Photography for Professionals,151,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
99,Salesforce Database Customization for Professionals,104,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
99,Photo Essay for Professionals,104,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
1,Legal Advisor,110,Strengthening Communities,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666)",NY,11213.0,2011-08-11,0.0,8,0,0,0,0,0,1
50,Hike-A-Thon,105,Strengthening Communities,"124 Gale Place
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,2011-01-14,3.912023005428146,1,0,0,0,0,0,1
2,Fundraising Coordinator,57,Strengthening Communities,"270 42nd Street
Brooklyn, NY 11203
(40.649206331820885, -73.93789250578682)",NY,11203.0,2011-09-01,0.6931471805599453,9,0,0,0,0,0,1
20,Laser Tag with Harlem Dowling 175th Street ,0,Strengthening Communities,"336 Fort Washington Ave at 175th Street
New York, NY 10033
(40.85621992920642, -73.94585900019268)",NY,10033.0,2011-02-11,2.995732273553991,2,0,0,0,0,0,1
15,Information Technology Support ,400,Strengthening Communities,"380385 Brooklyn
NY 11238
(40.67886241346963, -73.9638204696389)",NY,11238.0,2011-03-21,2.70805020110221,3,0,0,0,0,0,1
100,Fall Forest Restoration Volunteer Kickoff,125,Strengthening Communities,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,2011-09-01,4.605170185988092,9,0,0,0,0,0,1
20,Trevor Lifeline Counselors,416,Helping Neighbors in Need,"80 Maiden Ln
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,2011-05-18,2.995732273553991,5,0,0,0,0,1,0
75,Street Games in Harlem's Thomas Jefferson Park,57,Health,"830 5th Ave
New York, NY 10065
(40.76737436501733, -73.97069062911662)",NY,10065.0,2011-04-21,4.31748811353631,4,0,0,0,1,0,0
99,Communications Materials Review for Professionals,47,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
1,School Year Internship: Fall 2011 Development Intern,99,Education,"247 37 Street
Manhattan, NY 10018
(40.75350339905739, -73.99055236906513)",NY,10018.0,2011-08-15,0.0,8,1,0,0,0,0,0
1,Assistant to Founder and Executive Director,202,Strengthening Communities,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,2011-02-23,0.0,2,0,0,0,0,0,1
20,Volunteer at Haunted Lantern Tours at Fort Totten-Queens,590,Strengthening Communities,"80 30 Park Ave
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,2011-03-11,2.995732273553991,3,0,0,0,0,0,1
30,National Sexual Assault Online Hotline Volunteer,377,Helping Neighbors in Need,"218 18th Street
New York, NY 10003
(40.73537840750191, -73.9843699686387)",NY,10003.0,2011-07-28,3.4011973816621555,7,0,0,0,0,1,0
2,Emergency Preparedness Organization Seeks Community Trainers,246,Emergency Preparedness,"520 8th Avenue
New York, NY 10018
(40.75376054978079, -73.99232896859803)",NY,10018.0,2011-01-14,0.6931471805599453,1,0,1,0,0,0,0
4,Latino and African American Youth Serving Program,6,Education,"657 New
York, NY 10014
(40.73358645135369, -74.01019960472792)",NY,10014.0,2011-09-24,1.3862943611198906,9,1,0,0,0,0,0
50,Clothing Drive for Returning Veterans ,620,Strengthening Communities,"346 Broadway
New York, NY 10013
(40.71671747539392, -74.00413706684276)",NY,10013.0,2011-05-29,3.912023005428146,5,0,0,0,0,0,1
40,"Seeds for Success: Plant for today, Growth for tomorrow",383,Strengthening Communities,"370 30th Street
New York, NY 10001
(40.75055442831657, -73.99744286821061)",NY,10001.0,2011-06-13,3.6888794541139363,6,0,0,0,0,0,1
25,Volunteer at UDEC ENVIROMEDIA MOBILE's MARITIME BACCHANAL & PIRATES FEST at IKEA ERIE BASIN PARK,497,Environment,"One Beard St
Brooklyn, NY 11231
(40.67223368576928, -74.01107379195669)",NY,11231.0,2011-04-28,3.2188758248682006,4,0,0,1,0,0,0
200,American Diabetes Association - FERIA DE SALUD!,518,Health,"333 Seventh Av
New York, NY 10001
(40.747492275236596, -73.99319231774615)",NY,10001.0,2011-07-01,5.298317366548036,7,0,0,0,1,0,0
1,"Nepali, Bangla and Punjabi translators needed!",150,Helping Neighbors in Need,"37 43 77th Street
Jackson Heights, NY 11372
(40.75163073936716, -73.88361254528269)",NY,11372.0,2011-06-02,0.0,6,0,0,0,0,1,0
10,Teach Adults and Kids how to Ride Bikes!,187,Education,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803)",NY,10115.0,2011-06-30,2.302585092994046,6,1,0,0,0,0,0
5,Not-for-profit Volunteer opportunities with pioneer Capoeira arts organization (various positions),362,Strengthening Communities,"107 Suffolk ST
New York, NY 10002
(40.719521874540526, -73.98583731954874)",NY,10002.0,2011-02-23,1.6094379124341003,2,0,0,0,0,0,1
30,Dispatcher Trainee (Volunteer),412,Emergency Preparedness,"8310 17th Avenue
Brooklyn, NY 11214
(40.610291362390015, -74.003140660141)",NY,11214.0,2011-07-22,3.4011973816621555,7,0,1,0,0,0,0
10,Join the ING NYC Marathon and Run for Art Programs: Team Free Arts! ,267,Strengthening Communities,"1431 Broadway
New York, NY 10018
(40.75455195316658, -73.98680713133814)",NY,10018.0,2011-07-18,2.302585092994046,7,0,0,0,0,0,1
15,Do you Love Books?,572,Strengthening Communities,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-02-18,2.70805020110221,2,0,0,0,0,0,1
20,Dear Trevor Authors ,428,Helping Neighbors in Need,"80 Maiden Ln
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,2011-05-18,2.995732273553991,5,0,0,0,0,1,0
3,Kitchen Aide for JASA Scheuer House,69,Helping Neighbors in Need,"3601 Surf Avenue
Coney Island, NY 11224
(40.57319508561414, -74.00142731235965)",NY,11224.0,2011-09-01,1.0986122886681098,9,0,0,0,0,1,0
99,Merchandise Design for Professionals,30,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
25,Donate School Supplies to Kids in the Bronx,212,Helping Neighbors in Need,"2763 Webster Avenue
Bronx, NY 10458
(40.86579443967629, -73.88632317887395)",NY,10458.0,2011-06-09,3.2188758248682006,6,0,0,0,0,1,0
10,"""Farm to Feast"" Gala at Battery Park",200,Strengthening Communities,"One New York Plaza
New York, NY 10004
(40.621841348479, -74.12920292688285)",NY,10004.0,2011-05-11,2.302585092994046,5,0,0,0,0,0,1
70,Beach Clean Up,576,Environment,"Oriental Boulevard
Brooklyn, NY 11235
(40.57836127779629, -73.93735341294692)",NY,11235.0,2011-08-22,4.248495242049359,8,0,0,1,0,0,0
15,Rise Up Stay Put Home Rescue Fair!!,248,Helping Neighbors in Need,"160 02 Liberty Avenue
Jamaica, NY 11451
(40.70259499975947, -73.79562300040112)",NY,11451.0,2011-02-24,2.70805020110221,2,0,0,0,0,1,0
2,Soccer/Futsal Assistant Coach,173,Health,"233 77th Street
New York, NY 10024
(40.78255158071745, -73.98091585032279)",NY,10024.0,2011-04-13,0.6931471805599453,4,0,0,0,1,0,0
2,Girl Scout Series - Brooklyn,137,Strengthening Communities,"225 Adelphi St
Brooklyn, NY 11205
(40.69083345992718, -73.97137424737471)",NY,11205.0,2011-08-01,0.6931471805599453,8,0,0,0,0,0,1
5,Volunteer Recruitment ,250,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-12,1.6094379124341003,4,0,0,0,0,0,1
2,Performing Arts Volunteer,184,Strengthening Communities,"21 12 30 Road
Long Island City, NY 11102
(40.77152402451418, -73.92643545073543)",NY,11102.0,2011-08-22,0.6931471805599453,8,0,0,0,0,0,1
2,Advanced ESL classes (Women),326,Helping Neighbors in Need,"7111 5th Avenue
Brooklyn, NY 11209
(40.63245112562076, -74.02139571101452)",NY,11209.0,2011-02-28,0.6931471805599453,2,0,0,0,0,1,0
100,2011 World Science Festival Volunteers Needed! ,249,Strengthening Communities,"475 Riverside Drive
New York, NY 10115
(40.811119146157, -73.96405175554054)",NY,10115.0,2011-04-21,4.605170185988092,4,0,0,0,0,0,1
1,Graphic Designer ,57,Strengthening Communities,"253 Broadway
NYC, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,2011-08-23,0.0,8,0,0,0,0,0,1
50,Western John Muir Volunteer Day,100,Strengthening Communities,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,2011-01-14,3.912023005428146,1,0,0,0,0,0,1
1,Americorps ACES Economic Security Initiative (ESI) Coordinator,189,Strengthening Communities,"331 70th Street
New York, NY 10021
(40.76689065140857, -73.95789392809615)",NY,10021.0,2011-08-04,0.0,8,0,0,0,0,0,1
3,JASA Volunteer Exercise Teachers at H.E.S. and Mill Basin Senior Centers,167,Health,"9502 Seaview Avenue
Brooklyn, NY 11206
(40.6326745532508, -73.89124182389159)",NY,11206.0,2011-03-07,1.0986122886681098,3,0,0,0,1,0,0
6,Help Feed Your Community in Midtown East,49,Helping Neighbors in Need,"619 Lexington Avenue
New York, NY 10022
(40.75867891119946, -73.9707368555664)",NY,10022.0,2011-09-20,1.791759469228055,9,0,0,0,0,1,0
1,Bronx: Zumba Instructor for Shape Up NYC at St. Mary's Recreation Center,59,Health,"450 St Anns Ave
Bronx, NY 10455
(40.81200330013793, -73.91424241425239)",NY,10455.0,2011-09-16,0.0,9,0,0,0,1,0,0
99,Vision and Mission Analysis for Professionals,73,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
100,Fall Forest Restoration Volunteer Kickoff,253,Environment,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,2011-07-07,4.605170185988092,7,0,0,1,0,0,0
5,Office Assistant,498,Strengthening Communities,"120 106th st
New York, NY 10025
(40.7994834845182, -73.96352009942227)",NY,10025.0,2011-05-16,1.6094379124341003,5,0,0,0,0,0,1
5,Computer Lab Teaching Assistant,114,Strengthening Communities,"331 70th Street
New York, NY 10018
(40.63454489394634, -74.02560091774434)",NY,10018.0,2011-01-06,1.6094379124341003,1,0,0,0,0,0,1
1,Volunteer to Assist Homeless Adults with Resume Building,206,Helping Neighbors in Need,"120 32nd Street
New York, NY 10016
(40.745396854908336, -73.9813392534)",NY,10016.0,2011-05-17,0.0,5,0,0,0,0,1,0
10,American Cancer Society Coaches vs. Cancer Committee Opportunity,329,Health,"132 32nd St
New York, NY 10001
(40.74868428617484, -73.98921741350024)",NY,10001.0,2011-01-19,2.302585092994046,1,0,0,0,1,0,0
1,Russian translator,30,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-07-20,0.0,7,0,0,0,0,1,0
99,Fundraising Plan for Professionals,30,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
40,Foster Care Recruitment Celebration Event on  May 21th,107,Strengthening Communities,"135 Lenox avenue
new york, NY 10027
(40.80462764517352, -73.94791180271073)",NY,10027.0,2011-04-20,3.6888794541139363,4,0,0,0,0,0,1
5,"Seeking Research, Writing, and Editing Volunteers",316,Strengthening Communities,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,2011-04-12,1.6094379124341003,4,0,0,0,0,0,1
99,One-Pager for Professionals,43,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
18,Clothing Donation Day Volunteers Needed!,134,Helping Neighbors in Need,"32 31st Street
New York, NY 10001
(40.74720449218722, -73.98751759574128)",NY,10001.0,2011-08-15,2.8903717578961645,8,0,0,0,0,1,0
250,Help Clean Up after Hurricane Irene in Far Rockaway,331,Emergency Preparedness,"Shore Front Parkway
Queens, NY 11693
(40.58491927250253, -73.81086259712633)",NY,11693.0,2011-08-29,5.521460917862246,8,0,1,0,0,0,0
2,Girl Scout Series - Harlem ,217,Education,"509 129th St
Harlem, NY 10027
(40.81520669715875, -73.9551464649788)",NY,10027.0,2011-08-01,0.6931471805599453,8,1,0,0,0,0,0
99,Event Planning for Professionals,135,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-07,4.59511985013459,6,0,0,0,0,0,1
15,Do You Enjoy Working on a Computer? --55+ Only,189,Strengthening Communities,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-01-25,2.70805020110221,1,0,0,0,0,0,1
10,Tutors Needed in Harlem!,534,Education,"160 CONVENT AVE
New York City, NY 10031
(40.81951334804657, -73.95002324608663)",NY,10031.0,2011-02-04,2.302585092994046,2,1,0,0,0,0,0
32,Brooklyn Special Olympics Bowling Tournament,122,Helping Neighbors in Need,"79 Fort
Tilden, NY 11695
(40.59760800020911, -73.820967000027)",NY,11695.0,2011-03-09,3.4657359027997265,3,0,0,0,0,1,0
70,"Volunteer Tutors, College Mentors, and Reading Partners!!",190,Education,"2050 Second Avenue
New York, NY 10029
(40.79013250049554, -73.94275604693821)",NY,10029.0,2011-08-22,4.248495242049359,8,1,0,0,0,0,0
2,JASA Cooper Square Thrift Shop Volunteer,80,Helping Neighbors in Need,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063)",NY,10001.0,2011-08-15,0.6931471805599453,8,0,0,0,0,1,0
5,Design Education Volunteer Opportunities,438,Strengthening Communities,"536 LaGuardia Place
New York, NY 10012
(40.72854672046361, -73.99858598043322)",NY,10012.0,2011-01-06,1.6094379124341003,1,0,0,0,0,0,1
50,Spring Volunteer Kickoff ,266,Strengthening Communities,"124 Gale Place
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,2011-01-14,3.912023005428146,1,0,0,0,0,0,1
2,Case Management Intern,313,Helping Neighbors in Need,"2763 Webster Avenue
Bronx, NY 10458
(40.86579443967629, -73.88632317887395)",NY,10458.0,2011-06-29,0.6931471805599453,6,0,0,0,0,1,0
20,FVCP Trail Restoration Crew,179,Strengthening Communities,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,2011-01-14,2.995732273553991,1,0,0,0,0,0,1
20,Halloween Carnival Committee ,162,Strengthening Communities,"339 2nd St
Brooklyn, NY 11215
(40.673645689609174, -73.98322195336355)",NY,11215.0,2011-09-01,2.995732273553991,9,0,0,0,0,0,1
1,Walkathon Feasibility Analyst,118,Strengthening Communities,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,2011-02-03,0.0,2,0,0,0,0,0,1
15,Volunteer at the Police Museum--55+ Only,150,Strengthening Communities,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-03-07,2.70805020110221,3,0,0,0,0,0,1
30,Arts Seminar Leaders for High School Program,343,Education,"High School of Economics
New York, NY 10006
(40.70825614030866, -74.01355356964149)",NY,10006.0,2011-06-14,3.4011973816621555,6,1,0,0,0,0,0
4,Nutrition Workshop for Seniors,196,Health,"171 Lexington Ave
New York, NY 10016
(40.74423799432977, -73.9812457099107)",NY,10016.0,2011-08-09,1.3862943611198906,8,0,0,0,1,0,0
30,Work With Visually Impaired Teens This Summer!,237,Helping Neighbors in Need,"111 59th Street
New York, NY 10035
(40.64358204145642, -74.02133897318058)",NY,10035.0,2011-06-17,3.4011973816621555,6,0,0,0,0,1,0
6,Energy Efficiency Outreach,3533,Environment,"37 43 77th Street
Jackson Heights, NY 11372
(40.75163073936716, -73.88361254528269)",NY,11372.0,2011-04-11,1.791759469228055,4,0,0,1,0,0,0
100,End of Season Celebration ,105,Strengthening Communities,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,2011-09-01,4.605170185988092,9,0,0,0,0,0,1
1,Volunteer for an Outreach Campaign on Public Benefits,157,Helping Neighbors in Need,"7 Hanover Square
New York, NY 10004
(40.7043068313896, -74.00918226342714)",NY,10004.0,2011-08-16,0.0,8,0,0,0,0,1,0
2,Russian speaking volunteer needed to work with Seniors,163,Helping Neighbors in Need,"Neptune Avenue
Brooklyn, NY 11224
(40.5776378129877, -73.99752264510208)",NY,11224.0,2011-05-06,0.6931471805599453,5,0,0,0,0,1,0
15,Park Volunteer ,228,Strengthening Communities,"24 20 FDR Drive Service Rd
New York, NY 10010
(40.73914078212147, -73.98289845639863)",NY,10010.0,2011-03-04,2.70805020110221,3,0,0,0,0,0,1
1,Administrative Support Volunteer,459,Emergency Preparedness,"520 8th Ave
New York, NY 10018
(40.75376054978079, -73.99232896859803)",NY,10018.0,2011-02-16,0.0,2,0,1,0,0,0,0
20,Volunteers Needed for Volunteer Reception Center Drill,71,Emergency Preparedness,"520 8th Avenue
New York, NY 10018
(40.75376054978079, -73.99232896859803)",NY,10018.0,2011-01-12,2.995732273553991,1,0,1,0,0,0,0
99,Copywriting for Professionals,57,Strengthening Communities,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,2011-06-06,4.59511985013459,6,0,0,0,0,0,1
2,IT website Coord/manager for New York Futsal (p/t),216,Strengthening Communities,"233 77th Street
New York, NY 10024
(40.78255158071745, -73.98091585032279)",NY,10024.0,2011-04-13,0.6931471805599453,4,0,0,0,0,0,1
10,Have A Penchant For All Things Vintage? Volunteer with a Thriftshop --55+ Only,147,Strengthening Communities,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,2011-01-28,2.302585092994046,1,0,0,0,0,0,1
1,IT Assistant,612,Strengthening Communities,"212 14th St
New York, NY 10011
(40.73893072951762, -74.00056675838641)",NY,10011.0,2011-02-25,0.0,2,0,0,0,0,0,1
150,Business Partner- PENCIL Partnership Program,537,Education,"30 26th Street
New York, NY 10010
(40.74435364135434, -73.99034146691326)",NY,10010.0,2011-07-06,5.0106352940962555,7,1,0,0,0,0,0
20,Pantry Packing Tuesday,141,Helping Neighbors in Need,"8 109th Street
New York, NY 10029
(40.795965732615855, -73.94910755186987)",NY,10029.0,2011-08-11,2.995732273553991,8,0,0,0,0,1,0
2,Business Plan Writer,192,Strengthening Communities,"233 77th Street
New York, NY 10024
(40.78255158071745, -73.98091585032279)",NY,10024.0,2011-04-13,0.6931471805599453,4,0,0,0,0,0,1
100,8th Annual Children's Sports & Fitness Expo,1679,Health,"487 49th St
Brooklyn, NY 11203
(40.649905213317076, -73.9311659847108)",NY,11203.0,2011-03-16,4.605170185988092,3,0,0,0,1,0,0
5,Mentor Homeless Youth,314,Education,"Hillside Avenue
Queens, NY 11432
(40.71075497033968, -73.79303471029502)",NY,11432.0,2011-02-28,1.6094379124341003,2,1,0,0,0,0,0
100,Help New York Cares with Hurricane Irene Clean-Up,257,Emergency Preparedness,"214 29th Street
New York, NY 10001
(40.748256698961484, -73.99386680926813)",NY,10001.0,2011-08-31,4.605170185988092,8,0,1,0,0,0,0
3,Director of Development,119,Strengthening Communities,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666)",NY,11213.0,2011-08-11,1.0986122886681098,8,0,0,0,0,0,1
20,Cheerleaders Wanted!,120,Helping Neighbors in Need,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,2011-04-13,2.995732273553991,4,0,0,0,0,1,0
10,Become a Skilled Volunteer with Habitat-NYC,953,Strengthening Communities,"111 John St
New York, NY 10038
(40.70770072454058, -74.00572695110161)",NY,10038.0,2011-04-27,2.302585092994046,4,0,0,0,0,0,1
15,Finance Assistant,409,Strengthening Communities,"568 Jerome St
Brooklyn, NY 11207
(40.667188699215906, -73.88520654134761)",NY,11207.0,2011-02-11,2.70805020110221,2,0,0,0,0,0,1
10,Coffee & Conversation: English Practice for English Learners,339,Helping Neighbors in Need,"420 8th Ave
Brooklyn, NY 11215
(40.66865562817529, -73.97684099566105)",NY,11215.0,2011-05-31,2.302585092994046,5,0,0,0,0,1,0
100,Healthy Communities- Get Active Day,232,Strengthening Communities,"80 Van Cortlandt Park
bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,2011-09-01,4.605170185988092,9,0,0,0,0,0,1
40,"Our Time's 9th Annual Benefit Gala - April 11, 2011",231,Strengthening Communities,"566 LaGuardia Place
New York, NY 10003
(40.72964073295498, -73.99760798891003)",NY,10003.0,2011-02-25,3.6888794541139363,2,0,0,0,0,0,1
1,Fashion Workshop Volunteer,392,Education,"283 Adams Street
Brooklyn, NY 11201
(40.6949894054037, -73.98858815746328)",NY,11201.0,2011-01-06,0.0,1,1,0,0,0,0,0
