Date,AAPL,AMZN,IBM,WMT,XOM
2003-07-30,1.45,40.66,80.96,55.9,35.32
2003-07-31,1.51,41.64,81.25,55.91,35.58
2003-08-01,1.48,40.03,81.27,55.27,35.33
2003-08-04,1.52,39.65,81.13,55.83,35.61
2003-08-05,1.46,38.67,79.85,55.3,35.35
2003-08-06,1.4,38.94,79.75,55.74,35.75
2003-08-07,1.42,39.01,80.69,57.0,36.25
2003-08-08,1.4,39.15,80.88,57.77,36.52
2003-08-11,1.4,38.93,81.02,57.7,36.52
2003-08-12,1.41,39.85,81.51,58.8,36.71
2003-08-13,1.44,40.21,81.2,58.07,36.5
2003-08-14,1.43,40.3,81.56,57.93,36.94
2003-08-15,1.41,40.1,81.79,58.1,36.83
2003-08-18,1.45,43.02,83.52,58.92,36.92
2003-08-19,1.45,43.57,83.19,58.88,36.68
2003-08-20,1.5,43.76,83.05,58.78,36.8
2003-08-21,1.55,45.7,82.85,59.19,37.05
2003-08-22,1.49,45.22,82.97,58.4,36.53
2003-08-25,1.49,45.85,81.96,59.1,36.77
2003-08-26,1.5,45.93,82.5,59.1,36.83
2003-08-27,1.53,45.88,82.0,59.11,37.25
2003-08-28,1.58,45.94,81.9,59.3,37.55
2003-08-29,1.62,46.32,82.01,59.17,37.7
2003-09-02,1.63,47.33,85.76,59.92,37.97
2003-09-03,1.64,46.19,86.33,59.98,38.08
2003-09-04,1.63,47.29,87.91,60.08,38.16
2003-09-05,1.61,46.52,86.95,58.89,37.97
2003-09-08,1.62,47.28,89.1,58.59,38.47
2003-09-09,1.6,46.68,89.42,57.06,38.11
2003-09-10,1.58,46.22,87.84,56.85,38.0
2003-09-11,1.61,45.19,87.92,57.5,38.0
2003-09-12,1.65,45.68,88.7,57.48,37.73
2003-09-15,1.59,45.51,88.49,57.75,37.51
2003-09-16,1.6,46.24,90.29,58.42,37.71
2003-09-17,1.58,46.16,90.63,57.59,36.84
2003-09-18,1.63,47.89,92.07,58.49,37.08
2003-09-19,1.61,47.58,93.28,58.14,36.99
2003-09-22,1.58,47.47,91.39,57.07,36.72
2003-09-23,1.6,50.44,91.34,57.62,37.06
2003-09-24,1.52,49.61,89.4,56.62,36.9
2003-09-25,1.46,50.05,89.41,56.89,37.15
2003-09-26,1.48,48.56,89.05,56.8,36.78
2003-09-29,1.52,49.86,89.45,57.23,37.02
2003-09-30,1.48,48.43,88.33,55.85,36.6
2003-10-01,1.48,49.12,90.35,57.06,37.35
2003-10-02,1.47,50.09,90.08,57.06,37.56
2003-10-03,1.55,52.89,90.64,57.48,37.75
2003-10-06,1.59,54.15,91.18,57.99,38.09
2003-10-07,1.66,54.91,91.7,58.9,38.34
2003-10-08,1.65,55.7,92.66,58.52,38.04
2003-10-09,1.68,57.86,92.45,58.96,37.95
2003-10-10,1.69,58.06,92.67,58.42,38.3
2003-10-13,1.74,58.3,93.2,58.95,38.48
2003-10-14,1.75,59.91,92.72,59.33,38.74
2003-10-15,1.77,58.54,92.74,59.07,38.49
2003-10-16,1.66,59.91,89.28,59.39,38.91
2003-10-17,1.62,59.69,89.23,58.84,38.66
2003-10-20,1.66,59.59,89.0,59.0,38.62
2003-10-21,1.66,59.35,88.93,58.97,38.35
2003-10-22,1.63,54.03,88.46,58.24,37.35
2003-10-23,1.64,54.32,88.15,58.7,37.6
2003-10-24,1.61,54.51,88.42,58.11,37.85
2003-10-27,1.61,54.82,88.52,57.79,37.74
2003-10-28,1.69,56.73,89.9,58.76,38.0
2003-10-29,1.69,56.69,89.34,58.85,37.81
2003-10-30,1.65,55.83,89.12,58.8,36.3
2003-10-31,1.64,54.43,89.48,58.95,36.58
2003-11-03,1.65,56.74,89.68,59.04,36.68
2003-11-04,1.64,56.86,89.14,58.66,36.32
2003-11-05,1.64,56.74,88.49,57.92,36.03
2003-11-06,1.65,54.99,89.34,58.61,35.92
2003-11-07,1.61,54.31,88.26,58.42,35.56
2003-11-10,1.56,51.98,89.95,58.12,35.76
2003-11-11,1.54,52.23,89.36,58.28,36.05
2003-11-12,1.6,54.13,90.69,57.96,36.02
2003-11-13,1.6,54.8,91.09,55.52,36.26
2003-11-14,1.53,52.45,90.25,55.0,36.0
2003-11-17,1.51,50.36,89.8,55.0,35.6
2003-11-18,1.46,48.5,88.95,54.72,35.15
2003-11-19,1.46,49.53,89.4,55.21,35.44
2003-11-20,1.46,48.85,88.39,55.07,35.31
2003-11-21,1.45,48.58,88.63,54.81,35.34
2003-11-24,1.51,51.33,89.66,56.08,35.56
2003-11-25,1.48,52.47,89.43,56.04,35.82
2003-11-26,1.48,52.96,89.91,55.7,36.28
2003-11-28,1.49,53.97,90.54,55.64,36.2
2003-12-01,1.55,54.65,91.01,54.5,36.39
2003-12-02,1.54,53.93,90.75,53.02,36.5
2003-12-03,1.5,51.51,90.3,52.69,36.54
2003-12-04,1.51,51.8,91.42,53.02,37.02
2003-12-05,1.49,51.56,90.64,53.48,36.78
2003-12-08,1.5,51.08,91.2,53.4,37.4
2003-12-09,1.46,49.34,90.63,52.61,37.64
2003-12-10,1.46,49.2,91.73,52.95,37.79
2003-12-11,1.52,50.8,92.4,52.81,37.91
2003-12-12,1.49,50.99,92.71,52.5,38.06
2003-12-15,1.44,50.41,92.11,50.74,37.8
2003-12-16,1.44,49.5,93.98,51.39,38.47
2003-12-17,1.42,47.58,93.4,51.9,38.88
2003-12-18,1.43,48.75,92.73,52.6,39.41
2003-12-19,1.41,49.24,93.14,52.35,39.6
2003-12-22,1.42,49.89,93.39,53.07,39.47
2003-12-23,1.42,52.48,92.79,52.77,39.75
2003-12-24,1.46,53.32,92.27,52.44,39.83
2003-12-26,1.48,53.47,92.9,52.52,40.05
2003-12-29,1.51,53.47,93.52,52.9,40.58
2003-12-30,1.52,52.83,92.63,52.78,40.68
2003-12-31,1.53,52.62,92.68,53.05,41.0
2004-01-02,1.52,51.9,91.55,52.3,40.63
2004-01-05,1.58,53.27,93.05,52.12,41.58
2004-01-06,1.58,53.03,93.06,53.34,41.3
2004-01-07,1.61,51.9,92.78,53.48,41.0
2004-01-08,1.67,50.24,93.04,53.26,40.9
2004-01-09,1.64,51.59,91.21,52.4,40.29
2004-01-12,1.7,52.95,91.55,52.51,40.86
2004-01-13,1.72,54.91,89.7,52.76,40.68
2004-01-14,1.73,55.8,90.31,53.14,40.68
2004-01-15,1.63,56.18,94.02,53.49,40.28
2004-01-16,1.62,55.72,95.32,53.48,40.5
2004-01-20,1.62,56.61,97.1,52.95,40.88
2004-01-21,1.62,56.2,97.7,53.45,41.43
2004-01-22,1.58,57.18,97.51,53.18,41.28
2004-01-23,1.61,57.11,97.9,54.21,41.04
2004-01-26,1.64,57.03,99.85,54.61,41.55
2004-01-27,1.65,55.74,98.8,54.43,41.19
2004-01-28,1.61,51.96,97.38,53.27,40.81
2004-01-29,1.62,49.22,98.01,54.48,41.47
2004-01-30,1.61,50.4,99.23,53.85,40.79
2004-02-02,1.59,48.27,99.39,54.69,40.69
2004-02-03,1.59,44.94,100.0,55.01,40.41
2004-02-04,1.56,45.39,100.19,55.39,40.35
2004-02-05,1.6,46.04,98.82,56.25,40.38
2004-02-06,1.62,46.35,98.94,57.58,40.51
2004-02-09,1.62,45.86,98.95,57.32,40.73
2004-02-10,1.64,45.59,99.61,57.53,41.09
2004-02-11,1.7,47.14,99.96,57.07,41.92
2004-02-12,1.7,47.06,99.3,56.98,41.91
2004-02-13,1.64,46.38,99.71,56.32,41.91
2004-02-17,1.65,45.53,99.37,57.52,42.23
2004-02-18,1.66,44.87,98.42,57.2,41.8
2004-02-19,1.6,44.65,97.8,58.38,41.95
2004-02-20,1.6,45.17,97.31,59.43,42.03
2004-02-23,1.58,43.97,95.96,60.05,42.58
2004-02-24,1.6,42.32,96.79,59.95,42.31
2004-02-25,1.63,42.94,96.54,59.88,42.65
2004-02-26,1.65,43.65,96.79,59.4,42.31
2004-02-27,1.71,43.01,96.5,59.56,42.17
2004-03-01,1.72,42.97,97.04,60.45,42.52
2004-03-02,1.7,42.01,96.82,59.55,42.04
2004-03-03,1.71,43.17,96.84,60.36,41.9
2004-03-04,1.8,44.39,96.39,61.05,41.75
2004-03-05,1.91,44.09,96.45,60.24,42.49
2004-03-08,1.86,43.5,94.59,60.46,42.56
2004-03-09,1.94,42.71,94.53,60.28,42.78
2004-03-10,1.98,41.55,93.06,58.76,42.43
2004-03-11,1.94,41.28,91.21,57.9,41.35
2004-03-12,1.97,42.44,93.3,58.48,42.03
2004-03-15,1.89,41.08,91.82,57.9,41.78
2004-03-16,1.84,42.13,92.45,57.97,42.07
2004-03-17,1.87,42.8,93.39,58.35,42.24
2004-03-18,1.83,43.01,92.85,58.94,42.46
2004-03-19,1.85,42.8,91.62,58.6,41.5
2004-03-22,1.85,40.85,91.02,58.1,40.94
2004-03-23,1.81,40.23,91.32,58.21,40.76
2004-03-24,1.82,39.63,91.77,58.58,40.1
2004-03-25,1.92,41.99,92.39,59.82,40.25
2004-03-26,1.93,41.7,92.77,59.41,40.74
2004-03-29,1.99,42.76,92.68,60.13,41.09
2004-03-30,1.99,43.8,92.32,60.0,41.55
2004-03-31,1.93,43.28,91.84,59.69,41.59
2004-04-01,1.94,44.74,92.37,58.35,41.52
2004-04-02,1.96,46.09,94.2,58.6,41.91
2004-04-05,2.02,46.96,94.18,58.64,42.25
2004-04-06,1.99,46.44,93.7,59.02,42.19
2004-04-07,1.95,45.85,93.08,57.98,41.9
2004-04-08,1.97,48.1,93.12,56.69,42.45
2004-04-12,2.0,47.96,93.74,57.34,43.11
2004-04-13,1.92,46.58,93.04,56.47,42.82
2004-04-14,1.9,46.79,93.7,57.42,43.3
2004-04-15,2.09,46.99,93.97,57.79,43.68
2004-04-16,2.08,45.5,92.28,58.44,43.86
2004-04-19,2.02,47.11,91.94,58.37,43.73
2004-04-20,1.98,45.2,90.65,58.1,42.73
2004-04-21,1.98,45.72,91.26,58.35,42.95
2004-04-22,1.98,48.86,90.74,58.6,43.3
2004-04-23,1.98,46.29,91.28,58.97,42.97
2004-04-26,1.94,47.25,90.43,58.14,43.01
2004-04-27,1.92,48.0,91.11,58.6,43.75
2004-04-28,1.89,46.97,90.41,57.98,43.12
2004-04-29,1.91,46.19,89.08,57.57,42.54
2004-04-30,1.84,43.6,88.17,57.0,42.55
2004-05-03,1.86,44.41,88.02,56.54,43.68
2004-05-04,1.87,43.95,89.0,56.0,43.52
2004-05-05,1.9,44.26,88.96,55.86,43.99
2004-05-06,1.9,43.14,88.36,54.58,43.83
2004-05-07,1.9,41.9,88.19,53.9,43.25
2004-05-10,1.88,41.26,86.88,55.22,42.05
2004-05-11,1.94,42.7,87.13,54.53,42.6
2004-05-12,1.95,43.02,86.81,55.06,43.0
2004-05-13,1.94,43.61,87.19,55.25,42.73
2004-05-14,1.93,43.05,86.41,55.06,43.27
2004-05-17,1.9,42.08,85.53,54.7,43.05
2004-05-18,1.93,41.99,86.06,55.21,42.69
2004-05-19,1.89,41.69,87.05,54.78,42.6
2004-05-20,1.91,40.98,87.42,54.84,42.73
2004-05-21,1.94,41.17,87.13,55.09,42.6
2004-05-24,1.95,41.63,87.1,54.99,42.8
2004-05-25,2.03,43.62,88.7,55.49,43.82
2004-05-26,2.04,44.69,88.35,55.28,43.55
2004-05-27,2.01,47.62,88.59,55.97,43.37
2004-05-28,2.0,48.5,88.59,55.73,43.25
2004-06-01,2.0,50.23,88.12,55.44,43.7
2004-06-02,2.07,50.35,87.98,56.35,43.78
2004-06-03,2.03,49.4,87.35,56.6,43.55
2004-06-04,2.06,50.95,87.56,56.59,43.37
2004-06-07,2.13,51.76,88.64,57.5,44.0
2004-06-08,2.17,51.94,90.04,57.68,43.89
2004-06-09,2.16,50.24,90.09,57.03,43.45
2004-06-10,2.2,49.94,90.46,57.2,43.98
2004-06-14,2.15,49.25,90.07,56.38,43.85
2004-06-15,2.19,50.11,90.54,56.71,44.08
2004-06-16,2.34,50.57,90.38,56.12,44.73
2004-06-17,2.34,49.77,90.44,55.85,44.77
2004-06-18,2.35,49.6,90.06,55.62,44.98
2004-06-21,2.31,49.77,89.49,54.93,44.73
2004-06-22,2.36,49.0,90.02,54.06,44.9
2004-06-23,2.41,50.81,90.79,53.55,45.46
2004-06-24,2.37,51.02,89.99,53.15,45.27
2004-06-25,2.4,51.8,89.55,52.51,44.25
2004-06-28,2.32,53.39,88.71,52.46,44.38
2004-06-29,2.32,53.71,88.29,51.98,44.57
2004-06-30,2.32,54.4,88.15,52.76,44.41
2004-07-01,2.31,52.56,87.5,51.76,44.59
2004-07-02,2.22,52.59,87.04,51.93,44.72
2004-07-06,2.21,51.24,85.7,52.08,45.1
2004-07-07,2.17,51.0,85.35,52.32,45.37
2004-07-08,2.15,49.5,83.65,52.18,45.32
2004-07-09,2.14,48.32,83.89,51.76,45.45
2004-07-12,2.08,49.05,84.95,52.21,45.44
2004-07-13,2.09,49.6,85.25,53.01,45.21
2004-07-14,2.11,49.5,84.13,52.58,45.46
2004-07-15,2.35,48.67,84.02,52.33,45.32
2004-07-16,2.3,47.1,84.28,52.65,45.83
2004-07-19,2.28,46.02,85.3,52.86,45.9
2004-07-20,2.3,46.99,86.36,53.25,45.9
2004-07-21,2.26,44.76,85.3,53.12,45.17
2004-07-22,2.26,45.82,86.06,52.91,45.39
2004-07-23,2.19,39.98,84.85,53.16,45.32
2004-07-26,2.23,38.78,85.09,52.65,45.33
2004-07-27,2.32,39.11,85.88,53.9,45.41
2004-07-28,2.3,37.97,85.85,53.91,45.81
2004-07-29,2.33,38.58,86.77,53.48,46.03
2004-07-30,2.31,38.92,87.07,53.01,46.3
2004-08-02,2.26,38.3,86.69,53.18,46.25
2004-08-03,2.24,37.61,85.71,52.87,46.89
2004-08-04,2.27,37.12,85.97,53.2,46.24
2004-08-05,2.24,35.61,85.19,52.05,45.83
2004-08-06,2.13,35.49,83.48,51.33,45.12
2004-08-09,2.16,35.32,83.55,51.37,45.56
2004-08-10,2.25,37.1,84.99,52.11,45.29
2004-08-11,2.22,36.56,83.69,51.63,45.13
2004-08-12,2.17,36.29,82.21,52.65,44.56
2004-08-13,2.2,36.13,83.91,53.4,44.92
2004-08-16,2.2,37.95,84.02,54.3,45.09
2004-08-17,2.2,38.23,84.04,54.97,44.36
2004-08-18,2.27,39.36,85.13,54.46,44.81
2004-08-19,2.19,38.63,84.89,54.86,45.09
2004-08-20,2.2,39.51,85.25,54.65,45.25
2004-08-23,2.22,39.45,84.65,53.8,44.99
2004-08-24,2.28,39.05,84.71,53.86,44.85
2004-08-25,2.36,40.3,85.07,54.1,45.19
2004-08-26,2.48,40.19,84.69,53.88,45.25
2004-08-27,2.45,39.9,84.94,53.56,45.44
2004-08-30,2.44,38.31,84.4,53.2,45.13
2004-08-31,2.46,38.14,84.69,52.67,46.1
2004-09-01,2.56,38.24,84.22,52.63,46.44
2004-09-02,2.55,39.18,84.57,53.02,46.98
2004-09-03,2.52,38.74,84.39,53.25,47.06
2004-09-07,2.55,38.51,84.97,53.29,47.15
2004-09-08,2.6,38.01,85.86,53.08,47.07
2004-09-09,2.55,38.07,86.44,52.57,47.48
2004-09-10,2.56,38.57,86.76,53.45,47.37
2004-09-13,2.54,40.01,86.49,53.35,47.5
2004-09-14,2.54,42.67,86.72,53.22,47.47
2004-09-15,2.51,42.21,86.37,52.91,47.43
2004-09-16,2.6,42.57,86.12,52.77,47.55
2004-09-17,2.65,42.96,85.74,52.48,48.37
2004-09-20,2.69,43.27,85.7,52.2,48.21
2004-09-21,2.72,43.29,85.72,52.26,49.49
2004-09-22,2.64,41.38,84.31,51.67,48.86
2004-09-23,2.66,41.83,83.88,52.54,47.76
2004-09-24,2.66,40.94,84.43,52.81,47.83
2004-09-27,2.68,39.93,84.16,52.52,47.96
2004-09-28,2.72,39.43,84.48,52.78,48.53
2004-09-29,2.76,40.84,84.98,53.0,48.15
2004-09-30,2.77,40.86,85.74,53.2,48.33
2004-10-01,2.76,40.47,86.72,53.13,48.89
2004-10-04,2.77,41.01,87.16,53.31,48.92
2004-10-05,2.81,40.96,87.32,53.41,49.32
2004-10-06,2.9,41.36,88.04,53.98,50.03
2004-10-07,2.83,41.15,87.42,53.55,49.74
2004-10-08,2.79,40.0,86.71,52.85,49.84
2004-10-11,2.76,40.15,86.63,52.9,49.79
2004-10-12,2.74,40.22,86.0,52.92,49.37
2004-10-13,2.84,39.98,84.98,52.55,48.48
2004-10-14,3.21,39.1,84.78,52.1,48.71
2004-10-15,3.25,38.55,84.85,52.53,49.02
2004-10-18,3.41,39.27,85.92,52.92,48.75
2004-10-19,3.39,38.33,89.37,52.68,48.31
2004-10-20,3.39,38.35,88.82,52.48,48.87
2004-10-21,3.42,39.47,88.1,52.11,48.81
2004-10-22,3.39,34.6,87.39,51.99,48.7
2004-10-25,3.4,33.97,88.43,52.3,48.81
2004-10-26,3.43,33.83,89.0,52.82,49.39
2004-10-27,3.59,34.23,90.0,53.72,48.95
2004-10-28,3.73,34.45,89.5,53.99,48.61
2004-10-29,3.74,34.13,89.75,53.92,49.22
2004-11-01,3.75,35.1,90.11,53.85,48.82
2004-11-02,3.82,36.24,90.47,54.15,48.43
2004-11-03,3.95,35.92,91.2,54.48,49.27
2004-11-04,3.89,36.91,92.38,56.26,50.19
2004-11-05,3.91,36.56,93.28,56.47,50.39
2004-11-08,3.88,37.32,93.37,56.53,50.17
2004-11-09,3.86,37.4,93.37,56.32,49.31
2004-11-10,3.91,38.09,93.61,56.05,49.67
2004-11-11,3.95,38.83,94.79,56.62,49.66
2004-11-12,3.96,40.46,95.32,56.85,50.42
2004-11-15,3.95,40.89,95.92,57.7,49.58
2004-11-16,3.92,40.07,94.89,56.89,49.41
2004-11-17,3.92,39.9,95.46,56.24,50.0
2004-11-18,3.96,40.37,95.1,55.8,50.05
2004-11-19,3.94,38.55,94.45,55.25,50.38
2004-11-22,4.38,38.05,95.11,55.68,50.91
2004-11-23,4.38,38.31,95.28,55.65,51.2
2004-11-24,4.58,38.75,95.46,55.5,51.49
2004-11-26,4.61,39.09,94.72,55.32,51.65
2004-11-29,4.89,38.94,95.5,53.15,51.37
2004-11-30,4.79,39.68,94.24,52.06,51.25
2004-12-01,4.84,39.98,95.88,52.82,51.15
2004-12-02,4.66,40.17,95.76,53.0,50.17
2004-12-03,4.48,40.09,97.08,52.93,50.27
2004-12-06,4.7,39.49,97.67,52.52,50.14
2004-12-07,4.49,38.2,96.1,52.5,49.7
2004-12-08,4.52,38.72,96.65,52.51,50.02
2004-12-09,4.57,39.82,97.51,52.77,50.32
2004-12-10,4.65,39.05,96.67,52.71,50.15
2004-12-13,4.64,39.83,96.45,52.95,50.67
2004-12-14,4.66,40.44,97.31,53.51,50.66
2004-12-15,4.66,41.0,97.33,53.03,50.51
2004-12-16,4.76,40.05,97.45,52.75,50.1
2004-12-17,4.64,40.01,96.2,52.02,49.8
2004-12-20,4.48,38.95,96.55,52.2,51.06
2004-12-21,4.55,39.39,97.02,52.6,51.69
2004-12-22,4.55,39.52,97.61,52.97,51.29
2004-12-23,4.57,38.93,97.72,52.55,51.97
2004-12-27,4.51,42.25,97.5,52.79,50.88
2004-12-28,4.58,44.63,98.3,53.23,51.05
2004-12-29,4.6,44.82,98.18,53.44,51.13
2004-12-30,4.63,44.97,98.3,53.06,51.03
2004-12-31,4.6,44.29,98.58,52.82,51.26
2005-01-03,4.52,44.52,97.75,53.35,50.09
2005-01-04,4.57,42.14,96.7,53.22,49.75
2005-01-05,4.61,41.77,96.5,53.29,49.49
2005-01-06,4.61,41.05,96.2,54.05,50.12
2005-01-07,4.95,42.32,95.78,53.99,49.79
2005-01-10,4.93,41.84,95.68,53.72,49.98
2005-01-11,4.61,41.64,95.0,53.59,49.85
2005-01-12,4.68,42.3,95.21,54.08,50.59
2005-01-13,4.99,42.6,94.45,53.64,50.55
2005-01-14,5.01,44.55,94.1,53.99,51.07
2005-01-18,5.05,44.58,94.9,54.49,51.5
2005-01-19,4.99,43.96,93.1,53.78,51.05
2005-01-20,5.03,42.36,93.0,53.37,50.72
2005-01-21,5.04,41.16,92.38,53.01,50.44
2005-01-24,5.05,40.38,91.79,53.07,51.13
2005-01-25,5.15,40.94,92.19,53.28,51.33
2005-01-26,5.16,41.34,91.95,53.28,51.7
2005-01-27,5.19,42.31,91.98,53.08,51.75
2005-01-28,5.28,42.22,92.89,52.43,51.27
2005-01-31,5.49,43.22,93.42,52.4,51.6
2005-02-01,5.54,42.48,93.86,52.61,53.27
2005-02-02,5.69,41.88,94.3,53.06,53.93
2005-02-03,5.56,35.75,93.54,53.42,54.52
2005-02-04,5.63,35.72,94.51,53.46,55.29
2005-02-07,5.64,35.69,94.53,53.51,55.4
2005-02-08,5.78,36.3,94.13,53.2,55.78
2005-02-09,5.62,35.89,92.7,52.52,55.54
2005-02-10,5.6,35.78,92.76,52.26,56.34
2005-02-11,5.8,35.78,93.3,52.1,56.11
2005-02-14,6.04,36.03,93.57,52.15,56.83
2005-02-15,6.32,36.14,94.33,52.7,56.92
2005-02-16,6.44,35.66,94.62,52.6,58.48
2005-02-17,6.27,35.69,93.75,52.7,58.13
2005-02-18,6.2,35.31,93.27,52.72,59.41
2005-02-22,6.09,34.72,92.32,52.0,58.25
2005-02-23,6.3,34.14,92.1,51.6,59.42
2005-02-24,6.35,34.69,92.64,51.46,61.13
2005-02-25,6.36,34.99,92.8,51.49,63.26
2005-02-28,6.41,35.18,92.58,51.61,63.31
2005-03-01,6.36,35.39,93.3,52.04,62.1
2005-03-02,6.3,35.5,92.92,51.95,62.68
2005-03-03,5.97,35.65,92.41,52.86,63.05
2005-03-04,6.12,35.85,92.37,53.1,63.57
2005-03-07,6.11,36.32,91.6,52.78,63.0
2005-03-08,5.79,35.83,92.13,52.42,63.1
2005-03-09,5.62,35.4,92.35,52.45,60.79
2005-03-10,5.69,34.91,92.41,52.15,60.37
2005-03-11,5.75,34.75,91.51,51.6,61.05
2005-03-14,5.76,34.6,91.9,51.3,61.28
2005-03-15,5.85,34.18,91.38,51.03,60.35
2005-03-16,5.88,33.87,90.65,51.33,60.29
2005-03-17,6.04,33.97,89.86,52.33,61.49
2005-03-18,6.14,34.16,89.28,51.45,62.65
2005-03-21,6.24,33.67,89.51,51.17,62.15
2005-03-22,6.12,33.15,89.5,50.9,60.9
2005-03-23,6.08,33.18,90.52,50.65,60.09
2005-03-24,6.07,32.88,90.7,50.66,59.0
2005-03-28,6.08,33.39,91.04,50.99,58.89
2005-03-29,5.96,33.43,90.6,50.77,58.27
2005-03-30,6.11,34.32,90.68,50.84,59.24
2005-03-31,5.95,34.27,91.38,50.11,59.6
2005-04-01,5.84,34.01,90.44,48.99,60.55
2005-04-04,5.87,35.0,90.32,49.41,60.65
2005-04-05,5.98,35.28,89.57,49.67,60.06
2005-04-06,6.05,34.82,89.0,49.5,60.9
2005-04-07,6.22,34.9,88.44,48.9,60.85
2005-04-08,6.25,34.6,87.6,48.57,60.01
2005-04-11,5.99,34.6,86.2,48.51,60.29
2005-04-12,6.09,34.63,85.75,48.63,60.43
2005-04-13,5.86,34.3,84.57,48.57,59.15
2005-04-14,5.32,33.97,83.64,47.96,58.75
2005-04-15,5.05,33.02,76.7,47.7,56.19
2005-04-18,5.09,33.0,76.65,47.88,57.25
2005-04-19,5.3,32.78,75.48,47.6,58.63
2005-04-20,5.07,33.25,72.01,47.35,57.14
2005-04-21,5.31,33.73,74.03,47.78,59.28
2005-04-22,5.07,33.04,74.21,46.81,59.42
2005-04-25,5.28,33.53,74.61,47.02,59.96
2005-04-26,5.17,32.71,75.43,47.0,59.27
2005-04-27,5.14,31.72,77.05,47.29,58.38
2005-04-28,5.08,32.52,75.91,47.05,56.0
2005-04-29,5.15,32.36,76.38,47.14,57.03
2005-05-02,5.2,33.1,76.51,47.8,57.74
2005-05-03,5.17,33.21,76.47,48.4,56.5
2005-05-04,5.31,33.96,77.08,48.45,57.23
2005-05-05,5.24,33.96,75.5,48.57,57.8
2005-05-06,5.32,34.52,75.26,48.96,57.6
2005-05-09,5.28,34.64,74.98,49.25,58.01
2005-05-10,5.2,34.23,73.3,48.72,57.23
2005-05-11,5.09,33.82,73.28,48.6,57.29
2005-05-12,4.88,33.85,72.62,47.65,54.82
2005-05-13,4.97,33.9,73.16,47.13,53.7
2005-05-16,5.08,34.54,74.34,47.22,53.35
2005-05-17,5.05,34.73,74.29,47.0,53.86
2005-05-18,5.12,35.33,76.36,47.58,53.65
2005-05-19,5.36,35.59,77.16,47.51,54.83
2005-05-20,5.36,35.5,76.41,47.18,54.01
2005-05-23,5.68,35.68,76.51,47.85,54.75
2005-05-24,5.67,35.54,75.81,47.65,55.04
2005-05-25,5.68,35.25,76.0,47.3,55.68
2005-05-26,5.82,35.45,77.14,47.31,56.22
2005-05-27,5.79,35.5,77.1,47.27,56.8
2005-05-31,5.68,35.51,75.55,47.23,56.2
2005-06-01,5.76,36.5,76.84,47.92,57.15
2005-06-02,5.72,36.41,77.35,48.22,57.32
2005-06-03,5.46,35.59,75.79,47.35,57.15
2005-06-06,5.42,35.77,75.0,47.73,57.6
2005-06-07,5.22,35.35,75.04,47.76,57.45
2005-06-08,5.27,34.83,74.8,47.57,56.73
2005-06-09,5.38,35.2,74.93,47.82,58.44
2005-06-10,5.12,34.95,74.77,47.98,58.38
2005-06-13,5.13,34.87,75.05,48.28,58.45
2005-06-14,5.14,35.04,74.89,49.68,58.55
2005-06-15,5.3,35.24,76.3,49.85,59.25
2005-06-16,5.43,35.58,77.05,49.35,60.12
2005-06-17,5.47,35.31,76.39,48.93,60.89
2005-06-20,5.37,35.69,76.55,48.86,60.85
2005-06-21,5.41,35.38,76.41,48.53,59.51
2005-06-22,5.51,35.22,77.23,48.79,59.67
2005-06-23,5.56,35.43,75.41,47.88,59.02
2005-06-24,5.39,35.02,74.01,47.37,58.15
2005-06-27,5.3,34.5,73.88,47.52,59.3
2005-06-28,5.33,33.71,75.3,48.43,59.09
2005-06-29,5.2,33.35,74.73,48.54,58.44
2005-06-30,5.26,33.09,74.2,48.2,57.47
2005-07-01,5.21,32.91,74.67,48.28,58.31
2005-07-05,5.43,34.08,74.79,49.8,60.14
2005-07-06,5.34,34.06,75.81,49.38,59.11
2005-07-07,5.38,33.96,77.38,49.51,59.52
2005-07-08,5.46,34.74,79.3,49.9,59.4
2005-07-11,5.44,35.59,78.96,49.8,59.97
2005-07-12,5.46,36.31,80.04,50.09,59.89
2005-07-13,5.48,36.51,81.45,50.14,59.76
2005-07-14,5.82,37.19,82.42,50.51,58.59
2005-07-15,5.94,37.15,82.38,50.25,58.16
2005-07-18,5.93,37.19,81.81,49.99,58.15
2005-07-19,6.17,38.17,83.7,49.76,58.78
2005-07-20,6.23,38.17,84.6,50.0,59.0
2005-07-21,6.18,37.95,84.4,49.39,57.89
2005-07-22,6.29,37.95,84.44,49.54,59.5
2005-07-25,6.26,37.95,84.2,49.45,59.94
2005-07-26,6.23,37.74,84.12,49.53,59.6
2005-07-27,6.28,43.65,83.87,49.8,59.6
2005-07-28,6.26,45.68,83.8,49.82,60.0
2005-07-29,6.09,45.15,83.46,49.35,58.75
2005-08-01,6.11,44.93,83.43,49.53,59.23
2005-08-02,6.17,46.51,83.31,49.8,59.81
2005-08-03,6.17,46.11,84.06,49.68,59.0
2005-08-04,6.1,45.46,83.12,49.29,58.52
2005-08-05,6.14,45.27,83.36,49.32,58.09
2005-08-08,6.09,45.66,83.36,49.15,58.85
2005-08-09,6.26,45.93,83.5,49.22,59.46
2005-08-10,6.2,44.76,82.02,48.84,59.9
2005-08-11,6.29,45.21,82.66,48.95,60.95
2005-08-12,6.59,44.2,82.19,48.7,61.05
2005-08-15,6.81,45.04,82.5,49.1,60.42
2005-08-16,6.61,44.27,81.3,47.57,59.07
