# Swimming results from 2013 World Aquatics Championships
# Data from OMEGA, official time keepers of the World Championships.
# Accessed http://www.omegatiming.com/File/Download?id=00010D0201FFFFFFFFFFFFFFFFFFFF04
# Converted from XML to tidy CSV format
athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
249803,ZIKMUND,MARTIN,1993-01-01,M,Czech Republic,CZE,29,3,0,758.0,0.71,54.63,2,54.63,100,1039.0,PRE,100,1,FLY,28.910000000000004
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,1,5,5,912.0,0.71,57.79,1,26.88,50,1000.0,PRE,100,1,FLY,26.88
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,1,5,5,912.0,0.71,57.79,2,57.79,100,1000.0,PRE,100,1,FLY,30.91
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,201,2,3,941.0,0.71,57.19,1,25.9,50,1802.0,SEM,100,1,FLY,25.9
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,201,2,3,941.0,0.71,57.19,2,57.19,100,1802.0,SEM,100,1,FLY,31.29
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,101,1,5,937.0,0.69,57.27,1,26.06,50,1810.0,FIN,100,1,FLY,26.06
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,101,1,5,937.0,0.69,57.27,2,57.27,100,1810.0,FIN,100,1,FLY,31.210000000000004
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,22,6,5,,,,1,,50,1000.0,PRE,100,1,FREE,
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,28,7,4,929.0,0.66,25.69,1,25.69,50,1024.0,PRE,50,1,FLY,25.69
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,228,1,4,950.0,0.69,25.5,1,25.5,50,1915.0,SEM,50,1,FLY,25.5
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,128,1,4,979.0,0.69,25.24,1,25.24,50,1802.0,FIN,50,1,FLY,25.24
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,33,8,3,851.0,0.68,25.04,1,25.04,50,1000.0,PRE,50,1,FREE,25.04
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,233,1,7,904.0,0.69,24.54,1,24.54,50,1858.0,SEM,50,1,FREE,24.54
247959,OTTESEN GRAY,JEANETTE,1987-01-01,F,Denmark,DEN,133,1,3,891.0,0.7,24.66,1,24.66,50,1832.0,FIN,50,1,FREE,24.66
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,11,6,4,918.0,0.79,66.3,1,31.39,50,1030.0,PRE,100,1,BREAST,31.39
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,11,6,4,918.0,0.79,66.3,2,66.3,100,1030.0,PRE,100,1,BREAST,34.91
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,211,1,5,931.0,0.73,65.99,1,31.03,50,1829.0,SEM,100,1,BREAST,31.03
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,211,1,5,931.0,0.73,65.99,2,65.99,100,1829.0,SEM,100,1,BREAST,34.959999999999994
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,111,1,3,934.0,0.74,65.93,1,30.79,50,1948.0,FIN,100,1,BREAST,30.79
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,111,1,3,934.0,0.74,65.93,2,65.93,100,1948.0,FIN,100,1,BREAST,35.14000000000001
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,24,4,4,956.0,0.79,142.2,1,32.6,50,1037.0,PRE,200,1,BREAST,32.6
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,24,4,4,956.0,0.79,142.2,2,69.55,100,1037.0,PRE,200,1,BREAST,36.949999999999996
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,24,4,4,956.0,0.79,142.2,3,105.32,150,1037.0,PRE,200,1,BREAST,35.769999999999996
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,24,4,4,956.0,0.79,142.2,4,142.2,200,1037.0,PRE,200,1,BREAST,36.879999999999995
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,224,1,4,1021.0,0.74,139.11,1,31.8,50,1820.0,SEM,200,1,BREAST,31.8
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,224,1,4,1021.0,0.74,139.11,2,67.27,100,1820.0,SEM,200,1,BREAST,35.47
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,224,1,4,1021.0,0.74,139.11,3,102.89,150,1820.0,SEM,200,1,BREAST,35.620000000000005
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,224,1,4,1021.0,0.74,139.11,4,139.11,200,1820.0,SEM,200,1,BREAST,36.22000000000001
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,124,1,4,1000.0,0.75,140.07999999999998,1,32.43,50,1855.0,FIN,200,1,BREAST,32.43
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,124,1,4,1000.0,0.75,140.07999999999998,2,67.55,100,1855.0,FIN,200,1,BREAST,35.12
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,124,1,4,1000.0,0.75,140.07999999999998,3,103.33,150,1855.0,FIN,200,1,BREAST,35.78
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,124,1,4,1000.0,0.75,140.07999999999998,4,140.07999999999998,200,1855.0,FIN,200,1,BREAST,36.749999999999986
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,35,6,3,868.0,0.75,31.23,1,31.23,50,1032.0,PRE,50,1,BREAST,31.23
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,235,1,7,926.0,0.7,30.57,1,30.57,50,1826.0,SEM,50,1,BREAST,30.57
247963,PEDERSEN,RIKKE MOLLER,1989-01-01,F,Denmark,DEN,135,1,7,912.0,0.7,30.72,1,30.72,50,1808.0,FIN,50,1,BREAST,30.72
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,5,4,5,,,,1,,50,1122.0,PRE,400,1,FREE,
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,1,28.6,50,1112.0,PRE,1500,1,FREE,28.6
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,2,59.25,100,1112.0,PRE,1500,1,FREE,30.65
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,3,90.32,150,1112.0,PRE,1500,1,FREE,31.069999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,4,121.58,200,1112.0,PRE,1500,1,FREE,31.260000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,5,152.61,250,1112.0,PRE,1500,1,FREE,31.030000000000015
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,6,184.32,300,1112.0,PRE,1500,1,FREE,31.70999999999998
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,7,215.62,350,1112.0,PRE,1500,1,FREE,31.30000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,8,247.35,400,1112.0,PRE,1500,1,FREE,31.72999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,9,278.65,450,1112.0,PRE,1500,1,FREE,31.299999999999983
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,10,310.49,500,1112.0,PRE,1500,1,FREE,31.840000000000032
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,11,342.14,550,1112.0,PRE,1500,1,FREE,31.649999999999977
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,12,374.19,600,1112.0,PRE,1500,1,FREE,32.05000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,13,405.97,650,1112.0,PRE,1500,1,FREE,31.78000000000003
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,14,437.75,700,1112.0,PRE,1500,1,FREE,31.779999999999973
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,15,469.55,750,1112.0,PRE,1500,1,FREE,31.80000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,16,501.42,800,1112.0,PRE,1500,1,FREE,31.870000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,17,533.1,850,1112.0,PRE,1500,1,FREE,31.680000000000007
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,18,565.05,900,1112.0,PRE,1500,1,FREE,31.949999999999932
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,19,596.92,950,1112.0,PRE,1500,1,FREE,31.870000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,20,628.9,1000,1112.0,PRE,1500,1,FREE,31.980000000000018
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,21,660.96,1050,1112.0,PRE,1500,1,FREE,32.06000000000006
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,22,693.05,1100,1112.0,PRE,1500,1,FREE,32.08999999999992
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,23,725.17,1150,1112.0,PRE,1500,1,FREE,32.120000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,24,757.3,1200,1112.0,PRE,1500,1,FREE,32.129999999999995
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,25,789.23,1250,1112.0,PRE,1500,1,FREE,31.930000000000064
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,26,821.2,1300,1112.0,PRE,1500,1,FREE,31.970000000000027
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,27,853.1,1350,1112.0,PRE,1500,1,FREE,31.899999999999977
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,28,885.17,1400,1112.0,PRE,1500,1,FREE,32.069999999999936
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,29,917.4,1450,1112.0,PRE,1500,1,FREE,32.23000000000002
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,13,1,4,979.0,0.76,949.18,30,949.18,1500,1112.0,PRE,1500,1,FREE,31.779999999999973
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,1,28.39,50,1836.0,FIN,1500,1,FREE,28.39
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,2,59.15,100,1836.0,FIN,1500,1,FREE,30.759999999999998
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,3,89.64,150,1836.0,FIN,1500,1,FREE,30.490000000000002
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,4,120.71,200,1836.0,FIN,1500,1,FREE,31.069999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,5,151.57999999999998,250,1836.0,FIN,1500,1,FREE,30.86999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,6,182.86,300,1836.0,FIN,1500,1,FREE,31.28000000000003
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,7,214.0,350,1836.0,FIN,1500,1,FREE,31.139999999999986
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,8,245.26,400,1836.0,FIN,1500,1,FREE,31.25999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,9,276.46,450,1836.0,FIN,1500,1,FREE,31.19999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,10,307.97,500,1836.0,FIN,1500,1,FREE,31.510000000000048
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,11,339.1,550,1836.0,FIN,1500,1,FREE,31.129999999999995
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,12,370.68,600,1836.0,FIN,1500,1,FREE,31.579999999999984
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,13,402.14,650,1836.0,FIN,1500,1,FREE,31.45999999999998
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,14,433.98,700,1836.0,FIN,1500,1,FREE,31.840000000000032
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,15,465.31,750,1836.0,FIN,1500,1,FREE,31.329999999999984
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,16,497.16,800,1836.0,FIN,1500,1,FREE,31.850000000000023
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,17,528.73,850,1836.0,FIN,1500,1,FREE,31.569999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,18,560.47,900,1836.0,FIN,1500,1,FREE,31.74000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,19,592.03,950,1836.0,FIN,1500,1,FREE,31.559999999999945
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,20,623.61,1000,1836.0,FIN,1500,1,FREE,31.58000000000004
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,21,655.09,1050,1836.0,FIN,1500,1,FREE,31.480000000000018
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,22,686.85,1100,1836.0,FIN,1500,1,FREE,31.75999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,23,718.33,1150,1836.0,FIN,1500,1,FREE,31.480000000000018
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,24,750.11,1200,1836.0,FIN,1500,1,FREE,31.779999999999973
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,25,781.67,1250,1836.0,FIN,1500,1,FREE,31.559999999999945
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,26,813.54,1300,1836.0,FIN,1500,1,FREE,31.870000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,27,844.92,1350,1836.0,FIN,1500,1,FREE,31.379999999999995
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,28,876.54,1400,1836.0,FIN,1500,1,FREE,31.620000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,29,908.13,1450,1836.0,FIN,1500,1,FREE,31.590000000000032
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,113,1,4,1011.0,0.73,938.88,30,938.88,1500,1836.0,FIN,1500,1,FREE,30.75
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,1,29.46,50,,PRE,800,1,FREE,29.46
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,2,60.52,100,,PRE,800,1,FREE,31.060000000000002
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,3,92.28,150,,PRE,800,1,FREE,31.759999999999998
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,4,123.71,200,,PRE,800,1,FREE,31.429999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,5,154.97,250,,PRE,800,1,FREE,31.260000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,6,185.94,300,,PRE,800,1,FREE,30.97
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,7,217.24,350,,PRE,800,1,FREE,31.30000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,8,248.77,400,,PRE,800,1,FREE,31.53
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,9,280.32,450,,PRE,800,1,FREE,31.549999999999983
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,10,311.84,500,,PRE,800,1,FREE,31.519999999999982
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,11,343.82,550,,PRE,800,1,FREE,31.980000000000018
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,12,375.53,600,,PRE,800,1,FREE,31.70999999999998
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,13,407.40999999999997,650,,PRE,800,1,FREE,31.879999999999995
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,14,439.42,700,,PRE,800,1,FREE,32.01000000000005
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,15,471.51,750,,PRE,800,1,FREE,32.089999999999975
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,32,4,5,947.0,0.74,503.0,16,503.0,800,,PRE,800,1,FREE,31.49000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,1,28.51,50,1926.0,FIN,800,1,FREE,28.51
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,2,59.23,100,1926.0,FIN,800,1,FREE,30.719999999999995
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,3,89.82,150,1926.0,FIN,800,1,FREE,30.589999999999996
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,4,121.07,200,1926.0,FIN,800,1,FREE,31.25
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,5,152.11,250,1926.0,FIN,800,1,FREE,31.04000000000002
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,6,183.18,300,1926.0,FIN,800,1,FREE,31.069999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,7,214.04,350,1926.0,FIN,800,1,FREE,30.859999999999985
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,8,245.24,400,1926.0,FIN,800,1,FREE,31.200000000000017
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,9,276.1,450,1926.0,FIN,800,1,FREE,30.860000000000014
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,10,307.63,500,1926.0,FIN,800,1,FREE,31.529999999999973
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,11,338.92,550,1926.0,FIN,800,1,FREE,31.29000000000002
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,12,370.68,600,1926.0,FIN,800,1,FREE,31.75999999999999
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,13,401.92,650,1926.0,FIN,800,1,FREE,31.24000000000001
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,14,433.69,700,1926.0,FIN,800,1,FREE,31.769999999999982
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,15,465.26,750,1926.0,FIN,800,1,FREE,31.569999999999993
247966,FRIIS,LOTTE,1988-01-01,F,Denmark,DEN,132,1,3,986.0,0.76,496.32,16,496.32,800,1926.0,FIN,800,1,FREE,31.060000000000002
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,22,6,7,854.0,0.67,54.88,1,26.92,50,1000.0,PRE,100,1,FREE,26.92
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,22,6,7,854.0,0.67,54.88,2,54.88,100,1000.0,PRE,100,1,FREE,27.96
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,222,2,1,863.0,0.67,54.68,1,26.09,50,1802.0,SEM,100,1,FREE,26.09
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,222,2,1,863.0,0.67,54.68,2,54.68,100,1802.0,SEM,100,1,FREE,28.59
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,33,8,8,832.0,0.67,25.23,1,25.23,50,1000.0,PRE,50,1,FREE,25.23
247968,BLUME,PERNILLE,1994-01-01,F,Denmark,DEN,233,1,8,854.0,0.68,25.01,1,25.01,50,1858.0,SEM,50,1,FREE,25.01
5,BORHANE,AHMED MOHAMED ABRO,1995-01-01,M,DJIBOUTI,DJI,4,2,3,512.0,0.75,28.03,1,28.03,50,1105.0,PRE,50,1,FLY,28.03
5,BORHANE,AHMED MOHAMED ABRO,1995-01-01,M,DJIBOUTI,DJI,27,2,0,470.0,0.73,26.92,1,26.92,50,1000.0,PRE,50,1,FREE,26.92
14,ABDOURAHMAN,MOHAMED OSMAN,1993-01-01,M,DJIBOUTI,DJI,14,3,6,445.0,0.81,34.93,1,34.93,50,1000.0,PRE,50,1,BREAST,34.93
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,10,3,0,671.0,0.61,59.3,1,28.42,50,1014.0,PRE,100,1,BACK,28.42
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,10,3,0,671.0,0.61,59.3,2,59.3,100,1014.0,PRE,100,1,BACK,30.879999999999995
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,21,1,7,664.0,0.66,130.78,1,27.2,50,1051.0,PRE,200,1,MEDLEY,27.2
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,21,1,7,664.0,0.66,130.78,2,60.87,100,1051.0,PRE,200,1,MEDLEY,33.67
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,21,1,7,664.0,0.66,130.78,3,100.0,150,1051.0,PRE,200,1,MEDLEY,39.13
246444,GOMEZ,JEAN LUIS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,21,1,7,664.0,0.66,130.78,4,130.78,200,1051.0,PRE,200,1,MEDLEY,30.78
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,1,27.05,50,1016.0,PRE,400,1,FREE,27.05
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,2,56.94,100,1016.0,PRE,400,1,FREE,29.889999999999997
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,3,86.87,150,1016.0,PRE,400,1,FREE,29.930000000000007
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,4,117.12,200,1016.0,PRE,400,1,FREE,30.25
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,5,147.43,250,1016.0,PRE,400,1,FREE,30.310000000000002
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,6,178.1,300,1016.0,PRE,400,1,FREE,30.669999999999987
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,7,208.85,350,1016.0,PRE,400,1,FREE,30.75
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,2,1,4,777.0,0.64,239.29,8,239.29,400,1016.0,PRE,400,1,FREE,30.439999999999998
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,12,2,3,734.0,0.62,113.07,1,25.96,50,1047.0,PRE,200,1,FREE,25.96
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,12,2,3,734.0,0.62,113.07,2,54.21,100,1047.0,PRE,200,1,FREE,28.25
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,12,2,3,734.0,0.62,113.07,3,83.19,150,1047.0,PRE,200,1,FREE,28.979999999999997
246862,SCHWAB ALFARO,NICHOLAS,1990-01-01,M,DOMINICAN REPUBLIC,DOM,12,2,3,734.0,0.62,113.07,4,113.07,200,1047.0,PRE,200,1,FREE,29.879999999999995
247152,MCMENEMY,DORIAN,1996-01-01,F,DOMINICAN REPUBLIC,DOM,1,2,7,687.0,0.76,63.53,1,30.09,50,1000.0,PRE,100,1,FLY,30.09
247152,MCMENEMY,DORIAN,1996-01-01,F,DOMINICAN REPUBLIC,DOM,1,2,7,687.0,0.76,63.53,2,63.53,100,1000.0,PRE,100,1,FLY,33.44
247152,MCMENEMY,DORIAN,1996-01-01,F,DOMINICAN REPUBLIC,DOM,28,3,3,678.0,0.77,28.53,1,28.53,50,1024.0,PRE,50,1,FLY,28.53
