School ID,School Name,Street Address,City,State,ZIP Code,Phone Number,School State ID,School Level,Lowest Grade,Highest Grade,Latitude,Longitude,School Website,Cluster,Mapped Location
595,Neelys Bend Elementary,1300 Neely's Bend Rd,Madison,TN,37115,(615)860-1471,515,Elementary School,Grade K,Grade 4,36.23996906,-86.6735175,http://schools.mnps.org/neelys-bend-elementary-school,Hunters Lane,"(36.23996906, -86.6735175)"
605,New Vision Academy,297 Plus Park Blvd,Nashville,TN,37217,(615)360-1115,8004,Charter,Grade 5,Grade 8,36.1259159,-86.72565862,http://www.newvisionacademytn.org/,,"(36.1259159, -86.72565862)"
145,Norman Binkley Elementary,4700 West Longdale Drive,Nashville,TN,37211,(615)333-5037,525,Elementary School,Grade P3,Grade 4,36.07697621,-86.7484948,http://schools.mnps.org/norman-binkley-elementary-school,John Overton,"(36.07697621, -86.7484948)"
610,Old Center Elementary,1245 Dickerson Rd.,Goodlettsville,TN,37072,(615)859-8968,535,Elementary School,Grade P4,Grade 4,36.29120972,-86.73794896,http://schools.mnps.org/old-center-elementary-school,Hunters Lane,"(36.29120972, -86.73794896)"
618,Paragon Mills Elementary,260 Paragon Mills Rd,Nashville,TN,37211,(615)333-5170,540,Elementary School,Grade P3,Grade 4,36.08741941,-86.7070561,http://schools.mnps.org/paragon-mills-elementary-school,Glencliff,"(36.08741941, -86.7070561)"
620,Park Avenue Elementary,3703 Park Avenue,Nashville,TN,37209,(615)298-8412,545,Elementary School,Grade P4,Grade 4,36.1510157,-86.8296779,http://schools.mnps.org/park-avenue-enhanced-option-elementary-school,Pearl-Cohn,"(36.1510157, -86.8296779)"
632,Pearl-Cohn High,904 26th Avenue North,Nashville,TN,37208,(615)329-8150,555,High School,Grade 9,Grade 12,36.1645404,-86.81513616,http://schools.mnps.org/pearl-cohn-entertainment-magnet-high-school,Pearl-Cohn,"(36.1645404, -86.81513616)"
640,Pennington Elementary,2817 Donna Hill Dr,Nashville,TN,37214,(615)885-8918,565,Elementary School,Grade K,Grade 4,36.20336639,-86.68142732,http://schools.mnps.org/pennington-elementary-school,McGavock,"(36.20336639, -86.68142732)"
650,Percy Priest Elementary,1700 Otter Creek Rd.,Nashville,TN,37215,(615)298-8416,570,Elementary School,Grade K,Grade 4,36.06158715,-86.83369522,http://schools.mnps.org/percy-priest-elementary-school,Hillsboro,"(36.06158715, -86.83369522)"
652,Purpose Prep,220 Venture Circle,Nashville,TN,37228,(615)724-0705,8046,Charter,Grade K,Grade 4,36.19428804,-86.79469996,http://www.purposeprep.org/,,"(36.19428804, -86.79469996)"
660,RePublic High School,3307 Brick Church Pike,Nashville,TN,37207,(615)291-6620,8100,Charter,Grade 9,Grade 11,36.24209989,-86.77930926,http://www.republiccharterschools.org/,,"(36.24209989, -86.77930926)"
784,Robert Churchwell Elementary,1625 Dr. D. B. Todd Jr. Blvd.,Nashville,TN,37208,(615)687-4024,618,Elementary School,Grade P4,Grade 4,36.17535384,-86.8094237,http://schools.mnps.org/robert-churchwell-museum-magnet-elementary,Pearl-Cohn,"(36.17535384, -86.8094237)"
500,Robert E. Lillard Elementary,3200 King's Lane,Nashville,TN,37218,(615)876-5126,420,Elementary School,Grade K,Grade 4,36.22057234,-86.82690777,http://schools.mnps.org/robert-e-lillard-elementary-school,Whites Creek,"(36.22057234, -86.82690777)"
665,Robertson Academy Gifted School,835 Robertson Academy Rd.,Nashville,TN,37220,(615)333-5175,90001,GATE Center,Grade P4,Grade P4,36.08180191,-86.77638259,https://www.mnps.org/gifted-and-talented/,,"(36.08180191, -86.77638259)"
667,Rocketship Nashville Northeast Elementary,2526 Dickerson Road,Nashville,TN,37207,(615)650-5560,8050,Charter,Grade K,Grade 4,36.21364927,-86.7654224,http://www.rsed.org/northeastelem/index.cfm,,"(36.21364927, -86.7654224)"
669,Rocketship Partners Community Prep,1026 Cheatham Place,Nashville,TN,37208,(615)715-8104,8145,Charter,Grade K,Grade 2,36.17496175,-86.79924797,http://www.rsed.org/nashville/index.cfm,,"(36.17496175, -86.79924797)"
668,Rocketship United,320 Plus Park Blvd,Nashville,TN,37217,(615)712-7499,8070,Charter,Grade K,Grade 4,36.13047686,-86.72486618,http://www.rsed.org/rua/index.cfm,,"(36.13047686, -86.72486618)"
675,Rose Park Middle,"1025 - 9th Avenue, South",Nashville,TN,37203,(615)291-6405,595,Middle School,Grade 5,Grade 8,36.14240589,-86.78131452,http://schools.mnps.org/rose-park-magnet-math-and-science-middle,,"(36.14240589, -86.78131452)"
670,Rosebank Elementary,1012 Preston Drive,Nashville,TN,37206,(615)262-6720,600,Elementary School,Grade P4,Grade 4,36.18398052,-86.71777697,http://schools.mnps.org/rosebank-stem-school,Stratford,"(36.18398052, -86.71777697)"
681,Ross Early Learning Center,601 McFerrin Avenue,Nashville,TN,37206,(615)262-6721,7015,Elementary School,Grade P4,Grade P4,36.17986013,-86.75454811,http://schools.mnps.org/ross-early-learning-center,,"(36.17986013, -86.75454811)"
522,Ruby Major Elementary,5141 John Hager Rd.,Hermitage,TN,37076,(615)232-2203,607,Elementary School,Grade K,Grade 4,36.15616691,-86.57865771,http://schools.mnps.org/ruby-major-elementary-school,McGavock,"(36.15616691, -86.57865771)"
685,Shwab Elementary,1500 Dickerson Road,Nashville,TN,37207,(615)262-6725,610,Elementary School,Grade P3,Grade 4,36.19990663,-86.77079229,http://schools.mnps.org/shwab-elementary-school,Maplewood,"(36.19990663, -86.77079229)"
686,Smith Springs Elementary School,3132 Smith Springs Road,Antioch,TN,37013,(615)645-6465,750,Elementary School,Grade P4,Grade 4,36.08236383,-86.59548478,http://schools.mnps.org/smith-springs-elementary-school,Antioch,"(36.08236383, -86.59548478)"
687,Smithson Craighead Academy,730 Neelys Bend Road,Nashville,TN,37115,(615)228-9886,8001,Charter,Grade K,Grade 4,36.25102507,-86.69661996,http://www.projectreflect.org/smithson-craighead-academy/,,"(36.25102507, -86.69661996)"
690,Stanford Elementary,2417 Maplecrest Drive,Nashville,TN,37214,(615)885-8822,615,Elementary School,Grade P3,Grade 4,36.17607628,-86.68231751,http://schools.mnps.org/stanford-montessori-elementary-school,,"(36.17607628, -86.68231751)"
695,STEM Prep Academy,1162 Foster Ave.,Nashville,TN,37210,(615)921-2200,8006,Charter,Grade 5,Grade 8,36.13514463,-86.73860616,http://stemprepacademy.org/,,"(36.13514463, -86.73860616)"
696,STEM Prep High School,1162 Foster Avenue,Nashville,TN,37210,(615)921-2200,8075,Charter,Grade 9,Grade 11,36.13541685,-86.73862237,http://stemprepacademy.org/,,"(36.13541685, -86.73862237)"
705,Stratford STEM Magnet School,1800 Stratford Ave,Nashville,TN,37216,(615)242-6730,620,High School,Grade 5,Grade 12,36.19758986,-86.71806713,http://schools.mnps.org/stratford-stem-magnet-high-school,Stratford,"(36.19758986, -86.71806713)"
710,Stratton Elementary,310 Old Hickory Blvd West,Madison,TN,37115,(615)860-1486,625,Elementary School,Grade P4,Grade 4,36.26560267,-86.71768233,http://schools.mnps.org/stratton-elementary-school,Hunters Lane,"(36.26560267, -86.71768233)"
712,Strive Collegiate Academy,3055 Lebanon Road 3rd Floor,Nashville,TN,37214,(773)981-5646,8090,Charter,Grade 5,Grade 7,36.17883596,-86.64322138,http://strivecollegiate.org/,,"(36.17883596, -86.64322138)"
715,Sylvan Park Elementary,4801 Utah Avenue,Nashville,TN,37209,(615)298-8423,630,Elementary School,Grade P3,Grade 4,36.14422371,-86.84459504,http://schools.mnps.org/sylvan-park-paideia-design-center,Hillsboro,"(36.14422371, -86.84459504)"
422,The Academy at Hickory Hollow,5248 Hickory Hollow Pkwy,Antioch,TN,37013,(615)687-4028,720,Non-Traditional,Grade 11,Grade 12,36.0503998,-86.65481973,http://schools.mnps.org/the-academy-at-hickory-hollow,,"(36.0503998, -86.65481973)"
211,The Academy at Old Cockrill,610  49th Avenue North,Nashville,TN,37209,(615)298-2294,614,Non-Traditional,Grade 11,Grade 12,36.15472188,-86.84555357,http://schools.mnps.org/the-academy-at-old-cockrill,,"(36.15472188, -86.84555357)"
613,The Academy at Opry Mills,"437 Opry Mills Way, The Academy at Opry Mills ",Nashville,TN,37214,(615)810-8306,612,Non-Traditional,Grade 11,Grade 12,36.20270057,-86.69207924,http://schools.mnps.org/the-academy-at-opry-mills,,"(36.20270057, -86.69207924)"
718,The Cohn Learning Center,4805 Park Avenue,Nashville,TN,37209,(615)298-6617,745,Non-Traditional - Hybrid,Grade 9,Grade 12,36.15070892,-86.84519908,http://schools.mnps.org/the-cohn-school,,"(36.15070892, -86.84519908)"
575,Thomas A. Edison Elementary,6130 Mt. View Road,Antioch,TN,37013,(615)501-8800,208,Elementary School,Grade P4,Grade 4,36.06288453,-86.60463837,http://schools.mnps.org/thomas-a-edison-elementary-school,Antioch,"(36.06288453, -86.60463837)"
551,Thurgood Marshall Middle,5832 Pettus Rd.,Antioch,TN,37013,(615)941-7515,633,Middle School,Grade 5,Grade 8,36.0223006,-86.66127077,http://schools.mnps.org/thurgood-marshall-middle-prep,Cane Ridge,"(36.0223006, -86.66127077)"
495,Tom Joy Elementary,2201 Jones Avenue,Nashville,TN,37207,(615)262-6724,635,Elementary School,Grade P4,Grade 4,36.20864749,-86.75662302,http://schools.mnps.org/tom-joy-elementary-school,Maplewood,"(36.20864749, -86.75662302)"
117,Transitions at Bass,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,725,Alternative Learning Center,--,--,36.15497807,-86.85204593,http://schools.mnps.org/wa-bass-learning-center,,"(36.15497807, -86.85204593)"
717,Tulip Grove Elementary,441 Tyler Dr.,Hermitage,TN,37076,(615)885-8944,637,Elementary School,Grade P3,Grade 4,36.19849607,-86.61088893,http://schools.mnps.org/tulip-grove-elementary-school,McGavock,"(36.19849607, -86.61088893)"
725,Tusculum Elementary,440 McMurray Drive,Nashville,TN,37211,(615)333-5179,645,Elementary School,Grade P4,Grade 4,36.06224212,-86.71899466,http://schools.mnps.org/tusculum-elementary-school,John Overton,"(36.06224212, -86.71899466)"
730,Two Rivers Middle,2991 McGavock Pk,Nashville,TN,37214,(615)885-8931,650,Middle School,Grade 5,Grade 8,36.19446724,-86.67397377,http://schools.mnps.org/two-rivers-middle-prep,McGavock,"(36.19446724, -86.67397377)"
735,Una Elementary,2018 Murfreesboro Road,Nashville,TN,37217,(615)360-2921,655,Elementary School,Grade P4,Grade 4,36.09503036,-86.65288038,http://schools.mnps.org/una-elementary-school,Antioch,"(36.09503036, -86.65288038)"
743,Valor Flagship Academy,4527 Nolensville Road,Nashville,TN,37211,(615)823-7982,8045,Charter,Grade 5,Grade 8,36.07080058,-86.72549463,http://valorcollegiate.org/,,"(36.07080058, -86.72549463)"
744,Valor Voyager Academy,4527 Nolensville Road,Nashville,TN,37211,(615)823-7982,8080,Charter,Grade 5,Grade 8,36.07065063,-86.7250512,http://valorcollegiate.org/,,"(36.07065063, -86.7250512)"
114,W. A. Bass Adult Program,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,125,Adult,--,--,36.15407313,-86.85187659,http://schools.mnps.org/wa-bass-learning-center,,"(36.15407313, -86.85187659)"
116,W.A. Bass Alternative Learning Center,5200 Delaware Avenue,Nashville,TN,37209,(615)298-3278,126,Alternative Learning Center,Grade 9,Grade 12,36.15458411,-86.85100166,http://schools.mnps.org/wa-bass-learning-center,,"(36.15458411, -86.85100166)"
755,Warner Elementary,626 Russell Street,Nashville,TN,37206,(615)291-6395,675,Elementary School,Grade P3,Grade 4,36.17207534,-86.760097,http://schools.mnps.org/warner-enhanced-option-elementary-school,Stratford,"(36.17207534, -86.760097)"
765,Waverly-Belmont Elementary School,2301 - 10th Avenue South,Nashville,TN,37204,(615)800-7690,755,Elementary School,Grade K,Grade 4,36.12646187,-86.78662956,http://schools.mnps.org/waverly-belmont-elementary-school,Hillsboro,"(36.12646187, -86.78662956)"
770,West End Middle,3529 West End Avenue,Nashville,TN,37205,(615)298-8425,690,Middle School,Grade 5,Grade 8,36.13197471,-86.82432265,http://schools.mnps.org/west-end-middle-prep,Hillsboro,"(36.13197471, -86.82432265)"
775,Westmeade Elementary,6641 Clearbrook Drive,Nashville,TN,37205,(615)353-2066,695,Elementary School,Grade K,Grade 4,36.09199678,-86.89413665,http://schools.mnps.org/westmeade-elementary-school,Hillwood,"(36.09199678, -86.89413665)"
787,Whites Creek High School,7277 Old Hickory Blvd.,Whites Creek,TN,37189,(615)876-5132,704,High School,Grade 9,Grade 12,36.27664532,-86.81883299,http://schools.mnps.org/whites-creek-high-school,Whites Creek,"(36.27664532, -86.81883299)"
612,William Henry Oliver Middle,6211 Nolensville Rd.,Nashville,TN,37211,(615)332-3011,538,Middle School,Grade 5,Grade 8,36.02017398,-86.7122071,http://schools.mnps.org/oliver-middle-prep,John Overton,"(36.02017398, -86.7122071)"
805,Wright Middle,180 McCall Street,Nashville,TN,37211,(615)333-5189,715,Middle School,Grade 5,Grade 8,36.10010888,-86.73413342,http://schools.mnps.org/wright-middle-prep,Glencliff,"(36.10010888, -86.73413342)"
