DATE,US10Y
1974-01-14,7.01
1974-01-15,6.99
1974-01-16,6.99
1974-01-17,6.97
1974-01-18,6.98
1974-01-21,6.99
1974-01-22,7.0
1974-01-23,7.01
1974-01-24,7.02
1974-01-25,7.02
1974-01-28,7.01
1974-01-29,7.02
1974-01-30,7.01
1974-01-31,7.0
1974-02-01,7.0
1974-02-04,6.98
1974-02-05,6.95
1974-02-06,6.93
1974-02-07,6.93
1974-02-08,6.93
1974-02-11,6.93
1974-02-13,6.93
1974-02-14,6.93
1974-02-15,6.93
1974-02-19,6.93
1974-02-20,6.96
1974-02-21,6.98
1974-02-22,6.97
1974-02-25,6.96
1974-02-26,6.98
1974-02-27,7.0
1974-02-28,7.01
1974-03-01,7.08
1974-03-04,7.09
1974-03-05,7.1
1974-03-06,7.09
1974-03-07,7.06
1974-03-08,7.06
1974-03-11,7.08
1974-03-12,7.09
1974-03-13,7.13
1974-03-14,7.13
1974-03-15,7.18
1974-03-18,7.23
1974-03-19,7.24
1974-03-20,7.27
1974-03-21,7.3
1974-03-22,7.35
1974-03-25,7.39
1974-03-26,7.38
1974-03-27,7.35
1974-03-28,7.38
1974-03-29,7.41
1974-04-01,7.42
1974-04-02,7.43
1974-04-03,7.43
1974-04-04,7.51
1974-04-05,7.54
1974-04-08,7.5
1974-04-09,7.49
1974-04-10,7.46
1974-04-11,7.45
1974-04-15,7.42
1974-04-16,7.43
1974-04-17,7.45
1974-04-18,7.5
1974-04-19,7.51
1974-04-22,7.52
1974-04-23,7.54
1974-04-24,7.58
1974-04-25,7.63
1974-04-26,7.64
1974-04-29,7.65
1974-04-30,7.66
1974-05-01,7.62
1974-05-02,7.58
1974-05-03,7.65
1974-05-06,7.65
1974-05-07,7.65
1974-05-08,7.65
1974-05-09,7.7
1974-05-10,7.63
1974-05-13,7.54
1974-05-14,7.57
1974-05-15,7.55
1974-05-16,7.54
1974-05-17,7.57
1974-05-20,7.58
1974-05-21,7.57
1974-05-22,7.56
1974-05-23,7.52
1974-05-24,7.49
1974-05-28,7.5
1974-05-29,7.52
1974-05-30,7.51
1974-05-31,7.52
1974-06-03,7.53
1974-06-04,7.52
1974-06-05,7.52
1974-06-06,7.5
1974-06-07,7.46
1974-06-10,7.47
1974-06-11,7.48
1974-06-12,7.5
1974-06-13,7.5
1974-06-14,7.5
1974-06-17,7.49
1974-06-18,7.52
1974-06-19,7.52
1974-06-20,7.55
1974-06-21,7.55
1974-06-24,7.58
1974-06-25,7.62
1974-06-26,7.62
1974-06-27,7.64
1974-06-28,7.64
1974-07-01,7.65
1974-07-02,7.65
1974-07-03,7.7
1974-07-05,7.71
1974-07-08,7.77
1974-07-09,7.81
1974-07-10,7.82
1974-07-11,7.84
1974-07-12,7.85
1974-07-15,7.86
1974-07-16,7.88
1974-07-17,7.91
1974-07-18,7.9
1974-07-19,7.87
1974-07-22,7.77
1974-07-23,7.79
1974-07-24,7.76
1974-07-25,7.75
1974-07-26,7.79
1974-07-29,7.85
1974-07-30,7.89
1974-07-31,7.89
1974-08-01,7.92
1974-08-02,7.96
1974-08-05,7.99
1974-08-06,7.97
1974-08-07,7.97
1974-08-08,7.97
1974-08-09,8.03
1974-08-12,8.05
1974-08-13,8.06
1974-08-14,8.05
1974-08-15,8.02
1974-08-16,8.0
1974-08-19,7.98
1974-08-20,7.99
1974-08-21,8.05
1974-08-22,8.09
1974-08-23,8.15
1974-08-26,8.16
1974-08-27,8.15
1974-08-28,8.15
1974-08-29,8.15
1974-08-30,8.11
1974-09-03,8.11
1974-09-04,8.12
1974-09-05,8.1
1974-09-06,8.09
1974-09-09,8.02
1974-09-10,8.04
1974-09-11,8.05
1974-09-12,8.13
1974-09-13,8.13
1974-09-16,8.1
1974-09-17,8.09
1974-09-18,8.08
1974-09-19,8.04
1974-09-20,8.02
1974-09-23,7.91
1974-09-24,7.94
1974-09-25,7.94
1974-09-26,7.96
1974-09-27,7.94
1974-09-30,7.94
1974-10-01,7.97
1974-10-02,7.98
1974-10-03,8.04
1974-10-04,8.02
1974-10-07,8.01
1974-10-08,7.95
1974-10-09,7.95
1974-10-10,7.93
1974-10-11,7.88
1974-10-15,7.87
1974-10-16,7.87
1974-10-17,7.88
1974-10-18,7.86
1974-10-21,7.81
1974-10-22,7.81
1974-10-23,7.85
1974-10-24,7.87
1974-10-25,7.86
1974-10-28,7.88
1974-10-29,7.84
1974-10-30,7.81
1974-10-31,7.79
1974-11-01,7.8
1974-11-04,7.8
1974-11-06,7.76
1974-11-07,7.74
1974-11-08,7.72
1974-11-12,7.78
1974-11-13,7.75
1974-11-14,7.72
1974-11-15,7.61
1974-11-18,7.63
1974-11-19,7.63
1974-11-20,7.59
1974-11-21,7.6
1974-11-22,7.6
1974-11-25,7.62
1974-11-26,7.63
1974-11-27,7.64
1974-11-29,7.64
1974-12-02,7.71
1974-12-03,7.74
1974-12-04,7.68
1974-12-05,7.64
1974-12-06,7.59
1974-12-09,7.4
1974-12-10,7.42
1974-12-11,7.38
1974-12-12,7.39
1974-12-13,7.38
1974-12-16,7.34
1974-12-17,7.28
1974-12-18,7.25
1974-12-19,7.25
1974-12-20,7.27
1974-12-23,7.41
1974-12-24,7.43
1974-12-26,7.37
1974-12-27,7.39
1974-12-30,7.39
1974-12-31,7.4
1975-01-02,7.42
1975-01-03,7.43
1975-01-06,7.39
1975-01-07,7.38
1975-01-08,7.39
1975-01-09,7.35
1975-01-10,7.37
1975-01-13,7.46
1975-01-14,7.49
1975-01-15,7.54
1975-01-16,7.54
1975-01-17,7.53
1975-01-20,7.59
1975-01-21,7.55
1975-01-22,7.51
1975-01-23,7.57
1975-01-24,7.64
1975-01-27,7.61
1975-01-28,7.61
1975-01-29,7.59
1975-01-30,7.54
1975-01-31,7.53
1975-02-03,7.49
1975-02-04,7.47
1975-02-05,7.35
1975-02-06,7.43
1975-02-07,7.38
1975-02-10,7.45
1975-02-11,7.42
1975-02-13,7.44
1975-02-14,7.35
1975-02-18,7.28
1975-02-19,7.26
1975-02-20,7.3
1975-02-21,7.22
1975-02-24,7.36
1975-02-25,7.43
1975-02-26,7.5
1975-02-27,7.47
1975-02-28,7.46
1975-03-03,7.5
1975-03-04,7.53
1975-03-05,7.48
1975-03-06,7.49
1975-03-07,7.52
1975-03-10,7.56
1975-03-11,7.58
1975-03-12,7.58
1975-03-13,7.56
1975-03-14,7.58
1975-03-17,7.7
1975-03-18,7.7
1975-03-19,7.8
1975-03-20,7.95
1975-03-21,7.84
1975-03-24,8.05
1975-03-25,8.03
1975-03-26,8.02
1975-03-27,8.08
1975-03-31,8.01
1975-04-01,8.08
1975-04-02,8.22
1975-04-03,8.13
1975-04-04,8.15
1975-04-07,8.26
1975-04-08,8.21
1975-04-09,8.17
1975-04-10,8.19
1975-04-11,8.22
1975-04-14,8.16
1975-04-15,8.16
1975-04-16,8.15
1975-04-17,8.21
1975-04-18,8.27
1975-04-21,8.32
1975-04-22,8.32
1975-04-23,8.27
1975-04-24,8.25
1975-04-25,8.25
1975-04-28,8.35
1975-04-29,8.34
1975-04-30,8.31
1975-05-01,8.31
1975-05-02,8.11
1975-05-05,8.08
1975-05-06,8.11
1975-05-07,8.07
1975-05-08,8.09
1975-05-09,8.08
1975-05-12,8.07
1975-05-13,8.06
1975-05-14,8.02
1975-05-15,8.02
1975-05-16,8.01
1975-05-19,8.0
1975-05-20,7.98
1975-05-21,7.98
1975-05-22,8.02
1975-05-23,8.02
1975-05-27,7.98
1975-05-28,8.02
1975-05-29,8.18
1975-05-30,8.04
1975-06-02,8.02
1975-06-03,8.0
1975-06-04,7.99
1975-06-05,7.97
1975-06-06,7.88
1975-06-09,7.78
1975-06-10,7.77
1975-06-11,7.65
1975-06-12,7.67
1975-06-13,7.69
1975-06-16,7.66
1975-06-17,7.72
1975-06-18,7.83
1975-06-19,7.8
1975-06-20,7.94
1975-06-23,7.9
1975-06-24,7.9
1975-06-25,8.02
1975-06-26,7.98
1975-06-27,7.95
1975-06-30,7.96
1975-07-01,7.97
1975-07-02,8.05
1975-07-03,8.05
1975-07-07,8.06
1975-07-08,8.01
1975-07-09,8.02
1975-07-10,8.02
1975-07-11,7.99
1975-07-14,7.99
1975-07-15,7.98
1975-07-16,8.03
1975-07-17,8.04
1975-07-18,8.06
1975-07-21,8.07
1975-07-22,8.1
1975-07-23,8.09
1975-07-24,8.09
1975-07-25,8.12
1975-07-28,8.12
1975-07-29,8.13
1975-07-30,8.16
1975-07-31,8.2
1975-08-01,8.26
1975-08-04,8.37
1975-08-05,8.37
1975-08-06,8.4
1975-08-07,8.48
1975-08-08,8.4
1975-08-11,8.38
1975-08-12,8.4
1975-08-13,8.39
1975-08-14,8.45
1975-08-15,8.48
1975-08-18,8.46
1975-08-19,8.42
1975-08-20,8.42
1975-08-21,8.48
1975-08-22,8.46
1975-08-25,8.46
1975-08-26,8.4
1975-08-27,8.37
1975-08-28,8.28
1975-08-29,8.22
1975-09-02,8.26
1975-09-03,8.29
1975-09-04,8.29
1975-09-05,8.35
1975-09-08,8.36
1975-09-09,8.4
1975-09-10,8.46
1975-09-11,8.55
1975-09-12,8.57
1975-09-15,8.58
1975-09-16,8.59
1975-09-17,8.53
1975-09-18,8.5
1975-09-19,8.42
1975-09-22,8.38
1975-09-23,8.35
1975-09-24,8.31
1975-09-25,8.38
1975-09-26,8.45
1975-09-29,8.46
1975-09-30,8.48
1975-10-01,8.47
1975-10-02,8.44
1975-10-03,8.33
1975-10-06,8.3
1975-10-07,8.33
1975-10-08,8.3
1975-10-09,8.23
1975-10-10,8.15
1975-10-14,8.19
1975-10-15,8.19
1975-10-16,8.07
1975-10-17,8.07
1975-10-20,8.07
1975-10-21,8.05
1975-10-22,8.05
1975-10-23,7.99
1975-10-24,8.0
1975-10-27,8.0
1975-10-28,7.99
1975-10-29,7.98
1975-10-30,7.92
1975-10-31,7.91
1975-11-03,7.97
1975-11-05,7.91
1975-11-06,7.94
1975-11-07,7.91
1975-11-10,7.9
1975-11-12,7.95
1975-11-13,7.97
1975-11-14,8.06
1975-11-17,8.08
1975-11-18,8.13
1975-11-19,8.14
1975-11-20,8.12
1975-11-21,8.21
1975-11-24,8.16
1975-11-25,8.16
1975-11-26,8.15
1975-11-28,8.14
1975-12-01,8.12
1975-12-02,8.1
1975-12-03,8.1
1975-12-04,8.15
1975-12-05,8.13
1975-12-08,8.19
1975-12-09,8.23
1975-12-10,8.23
1975-12-11,8.16
1975-12-12,8.12
1975-12-15,8.06
1975-12-16,8.0
1975-12-17,7.95
1975-12-18,7.96
1975-12-19,7.88
1975-12-22,7.87
1975-12-23,7.87
1975-12-24,7.82
1975-12-26,7.75
1975-12-29,7.75
1975-12-30,7.73
1975-12-31,7.76
1976-01-02,7.77
1976-01-05,7.74
1976-01-06,7.64
1976-01-07,7.69
1976-01-08,7.74
1976-01-09,7.64
1976-01-12,7.63
1976-01-13,7.64
1976-01-14,7.71
1976-01-15,7.73
1976-01-16,7.79
1976-01-19,7.76
1976-01-20,7.71
1976-01-21,7.78
1976-01-22,7.8
1976-01-23,7.78
1976-01-26,7.79
1976-01-27,7.8
1976-01-28,7.83
1976-01-29,7.82
1976-01-30,7.8
1976-02-02,7.8
1976-02-03,7.82
1976-02-04,7.85
1976-02-05,7.83
1976-02-06,7.88
1976-02-09,7.86
1976-02-10,7.88
1976-02-11,7.85
1976-02-13,7.82
1976-02-17,7.78
1976-02-18,7.79
1976-02-19,7.8
1976-02-20,7.77
1976-02-23,7.72
1976-02-24,7.69
1976-02-25,7.68
1976-02-26,7.68
1976-02-27,7.77
1976-03-01,7.86
1976-03-02,7.82
1976-03-03,7.82
1976-03-04,7.85
1976-03-05,7.8
1976-03-08,7.76
1976-03-09,7.78
1976-03-10,7.76
1976-03-11,7.77
1976-03-12,7.71
1976-03-15,7.74
1976-03-16,7.76
1976-03-17,7.76
1976-03-18,7.73
1976-03-19,7.74
1976-03-22,7.68
1976-03-23,7.67
1976-03-24,7.65
1976-03-25,7.64
1976-03-26,7.64
1976-03-29,7.64
1976-03-30,7.65
1976-03-31,7.66
1976-04-01,7.68
1976-04-02,7.67
1976-04-05,7.62
1976-04-06,7.59
1976-04-07,7.56
1976-04-08,7.55
1976-04-09,7.52
1976-04-12,7.52
1976-04-13,7.5
1976-04-14,7.47
1976-04-15,7.47
1976-04-19,7.51
1976-04-20,7.5
1976-04-21,7.47
1976-04-22,7.52
1976-04-23,7.59
1976-04-26,7.61
1976-04-27,7.62
1976-04-28,7.6
1976-04-29,7.61
1976-04-30,7.67
1976-05-03,7.69
1976-05-04,7.66
1976-05-05,7.68
1976-05-06,7.78
1976-05-07,7.87
1976-05-10,7.92
1976-05-11,7.92
1976-05-12,7.94
1976-05-13,7.92
1976-05-14,7.93
1976-05-17,7.94
1976-05-18,7.94
1976-05-19,7.94
1976-05-20,7.95
1976-05-21,8.0
1976-05-24,7.98
1976-05-25,7.94
1976-05-26,7.95
1976-05-27,7.99
1976-05-28,7.96
1976-06-01,7.94
1976-06-02,7.94
1976-06-03,7.92
1976-06-04,7.89
1976-06-07,7.88
1976-06-08,7.9
1976-06-09,7.9
1976-06-10,7.86
1976-06-11,7.86
1976-06-14,7.84
1976-06-15,7.85
1976-06-16,7.87
1976-06-17,7.85
1976-06-18,7.81
1976-06-21,7.8
1976-06-22,7.81
1976-06-23,7.81
1976-06-24,7.81
1976-06-25,7.83
1976-06-28,7.86
1976-06-29,7.86
1976-06-30,7.86
1976-07-01,7.88
1976-07-02,7.84
1976-07-06,7.82
1976-07-07,7.84
1976-07-08,7.82
1976-07-09,7.78
1976-07-12,7.76
1976-07-13,7.77
1976-07-14,7.79
1976-07-15,7.77
1976-07-16,7.83
1976-07-19,7.86
1976-07-20,7.87
1976-07-21,7.86
1976-07-22,7.86
1976-07-23,7.84
1976-07-26,7.87
1976-07-27,7.85
1976-07-28,7.85
1976-07-29,7.85
1976-07-30,7.86
1976-08-02,7.85
1976-08-03,7.82
1976-08-04,7.81
1976-08-05,7.82
1976-08-06,7.84
1976-08-09,7.84
1976-08-10,7.84
1976-08-11,7.82
1976-08-12,7.81
1976-08-13,7.78
1976-08-16,7.74
1976-08-17,7.75
1976-08-18,7.76
1976-08-19,7.76
1976-08-20,7.76
1976-08-23,7.73
1976-08-24,7.72
1976-08-25,7.69
1976-08-26,7.68
1976-08-27,7.72
1976-08-30,7.71
1976-08-31,7.66
1976-09-01,7.64
1976-09-02,7.67
1976-09-03,7.65
1976-09-07,7.64
1976-09-08,7.64
1976-09-09,7.66
1976-09-10,7.64
1976-09-13,7.64
1976-09-14,7.64
1976-09-15,7.62
1976-09-16,7.6
1976-09-17,7.49
1976-09-20,7.52
1976-09-21,7.51
1976-09-22,7.53
1976-09-23,7.54
1976-09-24,7.58
1976-09-27,7.6
1976-09-28,7.56
1976-09-29,7.56
1976-09-30,7.55
1976-10-01,7.49
1976-10-04,7.46
1976-10-05,7.47
1976-10-06,7.44
1976-10-07,7.43
1976-10-08,7.38
1976-10-12,7.35
1976-10-13,7.35
1976-10-14,7.34
1976-10-15,7.31
1976-10-18,7.31
1976-10-19,7.35
1976-10-20,7.38
1976-10-21,7.39
1976-10-22,7.48
1976-10-25,7.53
1976-10-26,7.48
1976-10-27,7.45
1976-10-28,7.41
1976-10-29,7.42
1976-11-01,7.38
1976-11-03,7.44
1976-11-04,7.38
1976-11-05,7.41
1976-11-08,7.46
1976-11-09,7.46
1976-11-10,7.45
1976-11-12,7.43
1976-11-15,7.41
1976-11-16,7.33
1976-11-17,7.32
1976-11-18,7.33
1976-11-19,7.24
1976-11-22,7.17
1976-11-23,7.16
1976-11-24,7.14
1976-11-26,6.99
1976-11-29,7.02
1976-11-30,7.01
1976-12-01,6.97
1976-12-02,6.92
1976-12-03,6.86
1976-12-06,6.87
1976-12-07,6.88
1976-12-08,6.91
1976-12-09,6.92
1976-12-10,6.82
1976-12-13,6.9
1976-12-14,6.89
1976-12-15,6.88
1976-12-16,6.88
1976-12-17,6.88
1976-12-20,6.84
1976-12-21,6.85
1976-12-22,6.86
1976-12-23,6.84
1976-12-27,6.84
1976-12-28,6.86
1976-12-29,6.84
1976-12-30,6.8
1976-12-31,6.81
1977-01-03,6.84
1977-01-04,6.9
1977-01-05,6.88
1977-01-06,6.93
1977-01-07,7.07
1977-01-10,7.2
1977-01-11,7.28
1977-01-12,7.26
1977-01-13,7.18
1977-01-14,7.28
1977-01-17,7.28
1977-01-18,7.34
1977-01-19,7.28
1977-01-20,7.26
1977-01-21,7.28
1977-01-24,7.34
1977-01-25,7.32
1977-01-26,7.33
1977-01-27,7.43
1977-01-28,7.4
1977-01-31,7.4
1977-02-01,7.41
1977-02-02,7.47
1977-02-03,7.46
1977-02-04,7.28
1977-02-07,7.34
1977-02-08,7.35
1977-02-09,7.34
1977-02-10,7.34
1977-02-11,7.36
1977-02-14,7.38
1977-02-15,7.36
1977-02-16,7.34
1977-02-17,7.26
1977-02-18,7.41
1977-02-22,7.42
1977-02-23,7.48
1977-02-24,7.5
1977-02-25,7.48
1977-02-28,7.45
1977-03-01,7.49
1977-03-02,7.45
1977-03-03,7.43
1977-03-04,7.48
1977-03-07,7.5
1977-03-08,7.52
1977-03-09,7.5
1977-03-10,7.49
1977-03-11,7.44
1977-03-14,7.45
1977-03-15,7.44
1977-03-16,7.44
1977-03-17,7.47
1977-03-18,7.44
1977-03-21,7.43
1977-03-22,7.43
1977-03-23,7.44
1977-03-24,7.46
1977-03-25,7.48
1977-03-28,7.47
1977-03-29,7.47
1977-03-30,7.44
1977-03-31,7.42
1977-04-01,7.43
1977-04-04,7.44
1977-04-05,7.47
1977-04-06,7.46
1977-04-07,7.43
1977-04-11,7.39
1977-04-12,7.39
1977-04-13,7.36
1977-04-14,7.22
1977-04-15,7.25
1977-04-18,7.25
1977-04-19,7.3
1977-04-20,7.32
1977-04-21,7.33
1977-04-22,7.36
1977-04-25,7.4
1977-04-26,7.38
1977-04-27,7.38
1977-04-28,7.4
1977-04-29,7.45
1977-05-02,7.45
1977-05-03,7.44
1977-05-04,7.45
1977-05-05,7.47
1977-05-06,7.5
1977-05-09,7.5
1977-05-10,7.52
1977-05-11,7.52
1977-05-12,7.5
1977-05-13,7.48
1977-05-16,7.46
1977-05-17,7.45
1977-05-18,7.43
1977-05-19,7.49
1977-05-20,7.49
1977-05-23,7.46
1977-05-24,7.41
1977-05-25,7.39
1977-05-26,7.42
1977-05-27,7.38
1977-05-31,7.38
1977-06-01,7.38
1977-06-02,7.39
1977-06-03,7.36
1977-06-06,7.37
1977-06-07,7.36
1977-06-08,7.36
1977-06-09,7.35
1977-06-10,7.3
1977-06-13,7.27
1977-06-14,7.22
1977-06-15,7.23
1977-06-16,7.24
1977-06-17,7.24
1977-06-20,7.27
1977-06-21,7.26
1977-06-22,7.25
1977-06-23,7.26
1977-06-24,7.2
1977-06-27,7.2
1977-06-28,7.16
1977-06-29,7.19
1977-06-30,7.2
1977-07-01,7.34
1977-07-05,7.35
1977-07-06,7.37
1977-07-07,7.29
1977-07-08,7.31
1977-07-11,7.33
1977-07-12,7.32
1977-07-13,7.28
1977-07-15,7.31
1977-07-18,7.34
1977-07-19,7.33
1977-07-20,7.32
1977-07-21,7.32
1977-07-22,7.31
1977-07-25,7.28
1977-07-26,7.28
1977-07-27,7.36
1977-07-28,7.41
1977-07-29,7.42
1977-08-01,7.43
1977-08-02,7.44
1977-08-03,7.42
1977-08-04,7.43
1977-08-05,7.42
1977-08-08,7.41
1977-08-09,7.45
1977-08-10,7.46
1977-08-11,7.47
1977-08-12,7.48
1977-08-15,7.48
1977-08-16,7.48
1977-08-17,7.44
1977-08-18,7.42
1977-08-19,7.4
1977-08-22,7.39
1977-08-23,7.36
1977-08-24,7.35
1977-08-25,7.32
1977-08-26,7.27
1977-08-29,7.25
1977-08-30,7.27
1977-08-31,7.28
1977-09-01,7.3
1977-09-02,7.24
1977-09-06,7.24
1977-09-07,7.26
1977-09-08,7.28
1977-09-09,7.36
1977-09-12,7.38
1977-09-13,7.37
1977-09-14,7.34
1977-09-15,7.33
1977-09-16,7.32
1977-09-19,7.32
1977-09-20,7.36
1977-09-21,7.36
1977-09-22,7.39
1977-09-23,7.39
1977-09-26,7.42
1977-09-27,7.38
1977-09-28,7.38
1977-09-29,7.39
1977-09-30,7.41
1977-10-03,7.41
1977-10-04,7.4
1977-10-05,7.4
1977-10-06,7.44
1977-10-07,7.48
1977-10-11,7.54
1977-10-12,7.54
1977-10-13,7.54
1977-10-14,7.54
1977-10-17,7.55
1977-10-18,7.55
1977-10-19,7.54
1977-10-20,7.54
1977-10-21,7.55
1977-10-24,7.56
1977-10-25,7.58
1977-10-26,7.57
1977-10-27,7.56
1977-10-28,7.56
1977-10-31,7.62
1977-11-01,7.63
1977-11-02,7.69
1977-11-03,7.68
1977-11-04,7.64
1977-11-07,7.62
1977-11-09,7.6
1977-11-10,7.59
1977-11-14,7.56
1977-11-15,7.56
1977-11-16,7.55
1977-11-17,7.54
1977-11-18,7.54
1977-11-21,7.56
1977-11-22,7.54
1977-11-23,7.52
1977-11-25,7.52
1977-11-28,7.53
1977-11-29,7.55
1977-11-30,7.55
1977-12-01,7.58
1977-12-02,7.59
1977-12-05,7.6
1977-12-06,7.63
1977-12-07,7.63
1977-12-08,7.64
1977-12-09,7.63
1977-12-12,7.64
1977-12-13,7.65
1977-12-14,7.66
1977-12-15,7.67
1977-12-16,7.67
1977-12-19,7.69
1977-12-20,7.74
1977-12-21,7.72
1977-12-22,7.75
1977-12-23,7.75
1977-12-27,7.77
1977-12-28,7.78
1977-12-29,7.82
1977-12-30,7.78
1978-01-03,7.83
1978-01-04,7.82
1978-01-05,7.83
1978-01-06,7.85
1978-01-09,8.01
1978-01-10,8.02
1978-01-11,8.03
1978-01-12,8.02
1978-01-13,7.98
1978-01-16,7.98
1978-01-17,7.98
1978-01-18,7.98
1978-01-19,7.97
1978-01-20,7.97
1978-01-23,7.97
1978-01-24,7.99
1978-01-25,8.0
1978-01-26,7.98
1978-01-27,7.97
1978-01-30,7.96
1978-01-31,7.94
1978-02-01,7.96
1978-02-02,7.96
1978-02-03,7.97
1978-02-06,7.99
1978-02-07,7.99
1978-02-08,8.0
1978-02-09,8.01
1978-02-10,8.02
1978-02-14,8.05
1978-02-15,8.08
1978-02-16,8.1
1978-02-17,8.09
1978-02-21,8.1
1978-02-22,8.1
1978-02-23,8.08
1978-02-24,8.04
1978-02-27,8.02
1978-02-28,8.04
1978-03-01,8.05
1978-03-02,8.04
1978-03-03,8.04
1978-03-06,8.05
1978-03-07,8.03
1978-03-08,8.03
1978-03-09,8.02
1978-03-10,8.0
1978-03-13,7.99
1978-03-14,7.99
1978-03-15,8.0
1978-03-16,8.0
1978-03-17,8.0
1978-03-20,7.97
1978-03-21,7.97
1978-03-22,7.98
1978-03-23,8.01
1978-03-27,8.12
1978-03-28,8.12
1978-03-29,8.11
1978-03-30,8.12
1978-03-31,8.15
1978-04-03,8.13
1978-04-04,8.12
1978-04-05,8.14
1978-04-06,8.16
1978-04-07,8.14
1978-04-10,8.15
1978-04-11,8.16
1978-04-12,8.16
1978-04-13,8.15
1978-04-14,8.12
1978-04-17,8.08
1978-04-18,8.08
1978-04-19,8.13
1978-04-20,8.14
1978-04-21,8.16
1978-04-24,8.18
1978-04-25,8.18
1978-04-26,8.22
1978-04-27,8.24
1978-04-28,8.24
1978-05-01,8.24
1978-05-02,8.25
1978-05-03,8.28
1978-05-04,8.27
1978-05-05,8.34
1978-05-08,8.35
1978-05-09,8.34
1978-05-10,8.34
1978-05-11,8.34
1978-05-12,8.36
1978-05-15,8.35
1978-05-16,8.34
1978-05-17,8.33
1978-05-18,8.37
1978-05-19,8.38
1978-05-22,8.38
1978-05-23,8.37
1978-05-24,8.39
1978-05-25,8.4
1978-05-26,8.42
1978-05-31,8.42
1978-06-01,8.41
1978-06-02,8.39
1978-06-05,8.38
1978-06-06,8.37
1978-06-07,8.37
1978-06-08,8.38
1978-06-09,8.41
1978-06-12,8.4
1978-06-13,8.41
1978-06-14,8.41
1978-06-15,8.41
1978-06-16,8.43
1978-06-19,8.45
1978-06-20,8.47
1978-06-21,8.5
1978-06-22,8.5
1978-06-23,8.55
1978-06-26,8.59
1978-06-27,8.58
1978-06-28,8.57
1978-06-29,8.57
1978-06-30,8.62
1978-07-03,8.59
1978-07-05,8.62
1978-07-06,8.62
1978-07-07,8.66
1978-07-10,8.68
1978-07-11,8.68
1978-07-12,8.67
1978-07-13,8.68
1978-07-14,8.68
1978-07-17,8.65
1978-07-18,8.63
1978-07-19,8.62
1978-07-20,8.66
1978-07-21,8.67
1978-07-24,8.67
1978-07-25,8.67
1978-07-26,8.66
1978-07-27,8.58
1978-07-28,8.55
1978-07-31,8.56
1978-08-01,8.54
1978-08-02,8.44
1978-08-03,8.39
1978-08-04,8.38
1978-08-07,8.36
1978-08-08,8.35
1978-08-09,8.34
1978-08-10,8.45
1978-08-11,8.44
1978-08-14,8.45
1978-08-15,8.46
1978-08-16,8.55
1978-08-17,8.48
1978-08-18,8.46
1978-08-21,8.41
1978-08-22,8.41
1978-08-23,8.32
1978-08-24,8.35
1978-08-25,8.34
1978-08-28,8.35
1978-08-29,8.37
1978-08-30,8.42
1978-08-31,8.39
1978-09-01,8.38
1978-09-05,8.34
1978-09-06,8.35
1978-09-07,8.34
1978-09-08,8.34
1978-09-11,8.31
1978-09-12,8.29
1978-09-13,8.3
1978-09-14,8.32
1978-09-15,8.35
1978-09-18,8.37
1978-09-19,8.38
1978-09-20,8.46
1978-09-21,8.51
1978-09-22,8.56
1978-09-25,8.56
1978-09-26,8.53
1978-09-27,8.54
1978-09-28,8.54
1978-09-29,8.56
1978-10-02,8.58
1978-10-03,8.57
1978-10-04,8.59
1978-10-05,8.6
1978-10-06,8.58
1978-10-10,8.58
1978-10-11,8.56
1978-10-12,8.51
1978-10-13,8.52
1978-10-16,8.59
1978-10-17,8.6
1978-10-18,8.62
1978-10-19,8.64
1978-10-20,8.66
1978-10-23,8.66
1978-10-24,8.64
1978-10-25,8.65
1978-10-26,8.72
1978-10-27,8.78
1978-10-30,8.88
1978-10-31,8.96
1978-11-01,8.66
1978-11-02,8.73
1978-11-03,8.86
1978-11-06,8.85
1978-11-08,8.86
1978-11-09,8.87
1978-11-10,8.86
1978-11-13,8.83
1978-11-14,8.82
1978-11-15,8.76
1978-11-16,8.72
1978-11-17,8.72
1978-11-20,8.72
1978-11-21,8.77
1978-11-22,8.77
1978-11-24,8.86
1978-11-27,8.86
1978-11-28,8.86
1978-11-29,8.86
1978-11-30,8.86
1978-12-01,8.8
1978-12-04,8.82
1978-12-05,8.85
1978-12-06,8.85
1978-12-07,8.89
1978-12-08,8.9
1978-12-11,8.9
1978-12-12,8.92
1978-12-13,8.98
1978-12-14,8.96
1978-12-15,9.0
1978-12-18,9.13
1978-12-19,9.14
1978-12-20,9.16
1978-12-21,9.16
1978-12-22,9.11
1978-12-26,9.13
1978-12-27,9.12
1978-12-28,9.16
1978-12-29,9.15
1979-01-02,9.18
1979-01-03,9.16
1979-01-04,9.11
1979-01-05,9.1
1979-01-08,9.14
1979-01-09,9.16
1979-01-10,9.16
1979-01-11,9.15
1979-01-12,9.14
1979-01-15,9.15
1979-01-16,9.16
1979-01-17,9.18
1979-01-18,9.18
1979-01-19,9.15
1979-01-22,9.12
1979-01-23,9.1
1979-01-24,9.08
1979-01-25,8.98
1979-01-26,8.93
1979-01-29,8.96
1979-01-30,8.95
1979-01-31,8.95
1979-02-01,8.94
1979-02-02,8.89
1979-02-05,8.95
1979-02-06,9.0
1979-02-07,9.09
1979-02-08,9.09
1979-02-09,9.11
1979-02-13,9.11
1979-02-14,9.12
1979-02-15,9.12
1979-02-16,9.11
1979-02-20,9.12
