avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
5.06,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
2.15,5.0,4.0,1.25,100.0,100.0,False,0,0,1,0,1,1
0.41,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
7.54,4.6,4.1,1.16,10.3,44.8,False,0,0,1,1,0,1
3.72,5.0,,1.0,0.0,100.0,False,0,1,1,1,0,1
2.84,4.0,4.2,1.21,28.6,57.1,False,1,0,1,1,0,0
7.65,5.0,5.0,2.25,100.0,0.0,False,0,0,0,0,0,0
5.56,3.3,5.0,1.0,0.0,100.0,True,0,1,0,0,0,1
5.19,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,1,1
6.22,4.5,5.0,1.02,7.7,53.8,True,1,0,1,1,0,1
1.39,4.6,4.7,1.71,28.6,100.0,False,0,0,0,1,0,1
3.16,4.8,4.5,1.02,7.7,69.2,False,1,0,1,0,0,0
4.59,5.0,4.8,1.13,16.7,0.0,False,0,1,0,1,0,1
2.26,4.3,5.0,1.0,0.0,66.7,False,1,0,1,1,0,0
4.18,5.0,5.0,2.0,100.0,0.0,False,1,0,1,0,0,0
11.78,,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
3.53,5.0,4.5,1.0,0.0,0.0,True,0,0,1,0,1,1
1.99,5.0,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
3.78,4.9,4.6,1.09,16.7,33.3,True,1,0,0,0,0,1
3.06,5.0,5.0,1.13,16.7,16.7,False,0,0,1,1,0,1
2.44,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
7.33,4.7,4.2,1.05,18.2,63.6,True,1,0,1,1,0,1
2.09,5.0,5.0,1.0,0.0,66.7,True,1,0,0,0,1,0
3.03,5.0,4.7,1.16,12.5,75.0,True,0,1,1,0,0,1
13.16,4.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
9.9,4.3,4.0,1.17,66.7,33.3,False,0,0,1,0,1,0
4.86,5.0,4.6,1.25,20.0,100.0,False,1,0,0,1,0,0
3.29,5.0,4.0,1.0,0.0,100.0,True,0,0,1,0,0,1
3.34,4.8,5.0,1.05,5.3,57.3,True,0,1,0,1,0,1
4.19,4.7,4.2,1.04,5.6,55.6,False,0,1,0,0,0,1
14.57,5.0,5.0,1.25,100.0,100.0,False,1,0,0,0,1,0
2.09,4.5,4.8,1.0,0.0,80.0,False,0,0,1,0,1,1
6.1,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
3.45,5.0,,1.0,0.0,33.3,False,0,0,0,0,0,1
6.3,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
3.59,4.8,4.4,1.01,4.8,76.2,True,0,0,1,1,0,1
2.3,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
2.22,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,1
2.7,4.9,4.0,1.0,0.0,88.2,False,0,0,1,1,0,1
5.7,5.0,5.0,1.03,11.1,55.6,False,0,0,0,0,1,0
8.96,4.7,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
3.0,4.8,4.8,1.04,8.3,70.8,True,1,0,1,0,0,1
2.21,3.5,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
4.56,5.0,4.0,1.0,0.0,0.0,False,0,0,1,0,1,0
6.4,4.9,4.6,1.11,14.3,42.9,False,1,0,1,1,0,0
5.49,5.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
11.76,5.0,,2.5,100.0,100.0,False,1,0,1,0,0,0
2.69,5.0,4.7,1.0,0.0,100.0,False,0,0,1,0,0,0
4.38,4.7,4.6,1.06,12.5,62.5,False,1,0,1,0,0,0
6.83,4.5,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
2.75,3.8,2.0,1.25,25.0,100.0,False,0,0,1,1,0,1
11.1,4.8,3.0,1.0,0.0,80.0,False,0,0,1,1,0,1
3.26,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
6.48,4.9,4.6,1.0,0.0,87.5,True,0,0,0,1,0,0
11.26,4.8,5.0,1.0,0.0,50.0,True,1,0,1,0,1,1
4.13,3.7,4.0,1.17,33.3,100.0,True,0,0,1,1,0,0
17.68,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
4.53,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
3.02,5.0,4.0,1.0,0.0,0.0,True,1,0,0,0,0,0
9.49,5.0,5.0,1.0,0.0,100.0,True,0,1,0,1,0,1
13.71,5.0,5.0,1.0,0.0,100.0,True,0,1,0,0,1,1
1.27,5.0,,3.0,100.0,0.0,False,1,0,1,0,0,0
10.55,4.8,4.3,1.0,0.0,80.0,False,0,0,0,0,1,1
7.14,5.0,4.6,1.0,0.0,100.0,True,0,0,0,0,1,1
4.86,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
3.97,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
4.37,4.6,4.8,1.0,0.0,71.0,False,0,0,1,1,0,1
2.07,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,0,0
1.92,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
3.53,5.0,5.0,1.25,25.0,0.0,True,0,0,1,1,0,0
2.01,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,1
2.48,4.5,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
16.25,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,1
2.03,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
2.45,4.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,1
2.91,4.6,4.7,1.0,0.0,44.4,False,0,0,1,1,0,1
4.39,4.8,4.5,1.0,0.0,66.7,True,0,1,1,0,1,1
10.2,5.0,1.0,1.0,0.0,0.0,True,0,0,1,0,0,0
5.64,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,0,0
1.92,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
3.02,4.9,4.9,1.14,14.3,14.3,False,0,1,1,0,1,1
1.57,4.3,4.0,1.0,0.0,33.3,True,0,0,1,1,0,0
11.28,4.9,4.3,1.0,0.0,66.7,True,0,0,1,0,0,1
7.47,5.0,2.0,1.0,0.0,0.0,False,1,0,0,0,1,0
7.48,4.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
2.17,3.0,4.0,1.0,0.0,0.0,False,1,0,1,0,1,0
2.73,4.6,4.3,1.18,14.3,85.7,False,1,0,1,1,0,0
4.61,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
2.65,4.5,3.6,1.0,0.0,78.6,False,0,0,1,1,0,0
8.58,5.0,4.0,1.25,50.0,50.0,False,1,0,1,0,1,1
23.68,5.0,,1.0,0.0,0.0,False,1,0,1,0,0,0
3.21,5.0,5.0,1.17,33.3,100.0,False,1,0,1,0,1,1
1.18,4.3,4.0,1.0,0.0,66.7,True,0,0,0,0,0,0
5.77,4.6,5.0,1.28,25.0,37.5,False,0,0,1,1,0,0
2.91,5.0,,1.0,0.0,0.0,True,0,1,0,0,1,1
8.99,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
5.74,4.8,4.0,1.08,16.7,72.2,True,1,0,0,1,0,1
6.37,5.0,,1.0,0.0,0.0,True,1,0,1,0,0,0
3.36,4.6,4.3,1.08,10.5,47.4,False,0,0,1,1,0,1
1.68,5.0,5.0,1.0,0.0,50.0,True,1,0,0,0,1,0
3.39,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
5.67,5.0,,1.0,0.0,50.0,False,1,0,1,0,1,1
2.07,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,1
3.33,4.9,4.8,1.03,6.3,50.0,True,0,0,1,1,0,1
2.74,3.5,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
8.03,4.8,4.6,1.0,0.0,100.0,False,1,0,1,1,0,1
1.99,4.5,4.5,1.0,0.0,50.0,False,0,0,1,1,0,0
2.08,4.9,4.8,1.0,0.0,66.7,True,1,0,1,1,0,1
1.15,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
3.15,4.7,4.7,1.0,0.0,0.0,False,0,1,1,1,0,0
2.39,5.0,5.0,1.0,0.0,50.0,False,1,0,0,0,1,0
2.95,5.0,4.7,1.11,25.0,68.8,True,0,1,1,1,0,1
12.6,4.9,4.9,1.0,0.0,73.1,False,1,0,0,1,0,1
17.05,3.3,4.3,1.42,33.3,33.3,False,1,0,0,1,0,0
1.07,5.0,5.0,1.0,0.0,66.7,False,1,0,1,1,0,0
1.88,5.0,4.5,1.0,0.0,25.0,False,1,0,1,0,0,1
2.41,5.0,5.0,1.07,14.3,57.1,False,1,0,1,1,0,1
2.16,3.7,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
5.74,4.9,4.1,1.09,25.0,37.5,False,1,0,1,1,0,1
18.8,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
2.74,4.6,4.8,1.0,0.0,100.0,True,1,0,1,1,0,1
12.81,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,1
2.85,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,1
1.64,4.5,5.0,1.0,0.0,50.0,True,0,0,1,0,1,0
8.93,4.9,3.6,1.22,12.5,50.0,False,0,0,1,1,0,1
1.34,5.0,3.0,2.25,100.0,0.0,False,0,0,0,0,1,1
3.6,4.5,4.3,1.0,0.0,86.7,True,0,0,1,1,0,1
10.58,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11.94,5.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
4.09,4.6,3.0,1.0,0.0,71.4,True,1,0,0,1,0,1
3.69,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
15.13,5.0,5.0,1.5,100.0,100.0,False,0,1,1,0,1,1
9.4,4.7,,1.0,0.0,66.7,False,0,0,1,1,0,1
1.44,4.9,4.0,1.0,0.0,77.8,False,1,0,1,1,0,1
17.36,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
10.9,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
1.76,5.0,,1.75,100.0,0.0,False,0,1,0,0,0,0
15.45,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
0.75,4.5,5.0,2.0,100.0,0.0,False,1,0,0,1,0,0
2.03,5.0,5.0,2.5,66.7,66.7,False,0,0,1,1,0,0
0.93,4.8,4.5,1.0,0.0,0.0,False,1,0,1,1,0,0
13.62,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
2.37,5.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
3.72,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
4.52,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
0.69,5.0,5.0,1.31,50.0,100.0,False,1,0,0,1,0,0
5.65,5.0,4.5,1.0,0.0,100.0,False,0,0,1,1,0,0
4.37,4.8,4.6,1.04,5.6,83.3,False,0,0,1,1,0,1
2.22,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
3.83,4.8,4.1,1.14,13.5,81.1,True,1,0,1,1,0,1
8.25,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
17.17,4.8,4.2,1.0,0.0,33.3,False,0,1,1,0,0,1
9.52,4.5,,1.0,0.0,100.0,True,0,0,0,0,0,0
2.55,4.8,4.8,1.17,16.7,55.6,True,0,0,1,0,0,1
1.32,5.0,4.9,1.4,41.7,75.0,True,0,0,1,1,0,1
2.2,4.9,4.7,1.0,0.0,64.3,False,1,0,0,1,0,0
4.86,4.4,4.6,1.07,14.3,85.7,False,0,0,1,0,1,1
2.78,4.8,5.0,1.3,31.9,68.1,True,0,1,1,1,0,1
10.2,5.0,4.8,1.05,20.0,60.0,True,0,1,1,0,0,1
8.44,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
4.9,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
9.07,5.0,,1.0,0.0,100.0,False,0,1,0,0,0,0
2.65,4.4,4.5,1.14,14.3,57.1,False,0,0,1,1,0,1
2.77,5.0,5.0,1.38,50.0,100.0,False,0,0,0,1,0,0
4.23,4.8,,1.19,25.0,100.0,True,1,0,1,0,0,1
14.87,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,1
3.0,5.0,5.0,1.08,33.3,33.3,False,0,1,0,0,0,0
1.8,5.0,5.0,1.06,25.0,50.0,False,0,1,1,0,1,1
3.18,4.9,5.0,1.0,0.0,90.0,False,1,0,0,0,0,0
1.38,5.0,5.0,1.0,0.0,75.0,True,0,0,1,0,1,0
9.12,4.7,5.0,1.0,0.0,100.0,False,0,0,0,0,0,1
3.49,4.9,4.5,1.0,0.0,16.7,False,0,0,1,1,0,1
12.43,5.0,4.5,1.0,0.0,100.0,True,1,0,0,0,1,0
0.76,5.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
5.23,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
1.94,5.0,5.0,1.0,0.0,50.0,False,0,0,1,1,0,0
3.08,4.8,3.6,1.04,6.7,73.3,True,1,0,0,1,0,1
3.72,4.0,,1.25,100.0,0.0,False,0,1,0,0,0,0
1.93,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,1
13.71,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
2.71,4.8,4.2,1.04,5.6,77.8,True,1,0,1,1,0,1
5.11,4.6,3.5,1.1,8.3,50.0,False,0,0,1,1,0,1
2.3,5.0,,1.0,0.0,0.0,True,1,0,0,0,0,0
11.09,5.0,5.0,1.0,0.0,80.0,False,0,1,1,0,1,1
3.09,4.6,4.3,1.0,0.0,72.0,False,0,0,0,1,0,1
2.09,4.9,5.0,1.0,0.0,87.5,False,0,1,0,0,1,1
9.97,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
2.35,4.9,4.8,1.22,12.5,62.5,True,0,0,1,1,0,1
1.31,5.0,3.5,1.0,0.0,0.0,False,0,0,1,1,0,0
8.59,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,1
4.72,4.7,3.4,1.02,1.4,87.1,False,0,0,1,1,0,1
2.28,5.0,4.7,1.0,0.0,63.0,False,1,0,1,1,0,1
11.55,5.0,5.0,1.0,0.0,100.0,True,0,1,0,0,1,0
1.44,4.7,4.2,1.08,9.4,78.1,False,0,1,1,1,0,1
4.61,4.7,4.9,1.22,11.1,44.4,False,1,0,1,1,0,0
1.17,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,1,0
4.06,4.7,4.6,1.02,3.4,51.7,True,0,0,1,0,0,1
7.89,5.0,4.3,1.0,0.0,85.7,True,0,1,1,0,0,1
3.94,5.0,,1.0,0.0,50.0,True,0,1,1,1,0,0
4.02,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
1.83,5.0,3.3,1.25,33.3,0.0,False,0,1,1,1,0,1
14.04,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
4.49,5.0,5.0,1.05,20.0,80.0,False,0,1,1,0,1,1
1.3,4.0,5.0,1.0,0.0,0.0,True,0,0,1,0,0,0
18.73,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
1.25,5.0,5.0,2.17,66.7,33.3,False,0,0,1,0,0,0
2.92,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
3.49,5.0,4.3,1.0,0.0,80.0,True,1,0,1,0,1,1
5.89,5.0,5.0,1.0,0.0,50.0,False,0,0,1,1,0,0
1.31,5.0,5.0,1.0,0.0,50.0,False,1,0,1,0,1,0
1.25,4.6,4.7,1.0,0.0,77.8,True,0,0,1,0,1,1
10.09,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
5.4,5.0,4.5,1.0,0.0,0.0,False,0,0,1,1,0,0
3.49,4.6,3.8,1.0,0.0,53.8,True,0,0,1,1,0,1
1.94,5.0,3.7,1.0,0.0,66.7,False,1,0,0,1,0,0
22.91,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
14.23,5.0,4.6,1.0,0.0,80.0,False,0,0,0,1,0,1
4.83,4.8,4.2,1.06,10.0,70.0,True,0,0,1,1,0,1
1.16,4.0,4.3,1.0,0.0,66.7,False,1,0,1,0,1,0
3.65,4.8,5.0,1.17,16.7,66.7,True,0,1,1,0,1,1
2.78,4.8,4.9,1.02,7.1,64.3,True,1,0,1,1,0,1
1.35,4.6,4.6,1.0,0.0,100.0,False,0,0,0,1,0,1
4.96,4.5,5.0,1.07,6.7,46.7,False,1,0,0,0,0,1
14.72,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
2.96,4.9,5.0,1.0,0.0,50.0,True,0,0,1,1,0,1
1.93,4.9,4.2,1.4,53.3,46.7,False,0,1,1,1,0,1
23.74,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
1.75,4.5,4.8,1.0,0.0,34.5,True,0,0,1,0,0,1
1.15,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
3.73,4.3,2.5,1.0,0.0,42.9,False,0,0,0,1,0,1
5.27,5.0,5.0,1.67,33.3,33.3,False,1,0,1,0,1,0
3.5,5.0,5.0,1.0,0.0,25.0,False,1,0,1,0,0,0
1.08,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
3.87,4.8,4.5,1.04,5.6,100.0,False,0,0,1,1,0,1
0.31,,,1.0,0.0,0.0,False,0,1,1,0,1,1
20.03,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
1.38,3.7,5.0,1.0,0.0,33.3,False,0,0,0,0,1,1
3.52,4.8,3.0,1.63,50.0,0.0,False,1,0,0,1,0,0
1.37,4.6,4.6,1.04,7.7,61.5,False,1,0,0,1,0,0
5.97,4.9,4.0,1.0,0.0,57.1,False,0,0,1,1,0,1
1.66,4.0,4.0,1.0,0.0,0.0,False,0,0,0,0,1,0
5.91,5.0,3.5,1.0,0.0,100.0,False,1,0,0,0,1,0
4.23,4.4,4.6,1.07,11.1,66.7,False,0,0,1,1,0,1
3.51,5.0,3.0,1.0,0.0,80.0,False,1,0,1,1,0,0
5.66,4.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
3.85,4.9,4.9,1.02,3.2,74.2,True,0,1,1,0,0,1
1.27,3.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
5.51,5.0,,1.0,0.0,83.3,False,0,0,0,0,0,1
5.85,4.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
9.14,5.0,4.3,1.0,0.0,60.0,True,1,0,1,0,0,0
4.02,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
2.79,4.8,4.7,1.13,20.0,52.0,True,0,1,0,1,0,1
4.24,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,1
3.2,5.0,,1.0,0.0,100.0,False,1,0,0,0,0,0
2.21,5.0,4.0,1.0,0.0,50.0,False,0,1,0,0,1,1
2.87,4.8,4.3,1.16,21.4,50.0,False,0,0,1,1,0,1
6.11,4.5,5.0,1.23,20.0,60.0,False,0,0,1,0,0,1
2.86,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
3.64,4.6,5.0,1.0,0.0,86.7,False,0,0,0,1,0,1
11.83,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
7.47,5.0,5.0,1.0,0.0,66.7,False,0,1,0,0,1,1
6.49,4.6,5.0,1.12,17.6,47.1,False,0,0,0,1,0,1
2.33,4.6,4.1,1.11,18.0,62.0,True,0,0,1,1,0,1
3.79,5.0,5.0,1.25,50.0,0.0,True,1,0,1,1,0,0
4.52,4.8,4.5,1.19,23.1,46.2,False,1,0,1,1,0,1
9.93,4.4,5.0,1.0,0.0,81.3,False,0,0,1,0,0,1
2.35,4.8,4.7,1.0,0.0,20.0,False,0,0,1,1,0,1
2.76,4.7,3.8,1.08,16.7,100.0,True,0,0,1,1,0,0
3.4,4.6,4.9,1.0,0.0,100.0,True,1,0,1,1,0,1
2.6,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
7.95,5.0,5.0,1.0,0.0,75.0,False,0,0,0,1,0,0
2.99,3.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
17.12,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
2.47,4.6,4.8,1.14,9.5,71.4,True,0,0,1,1,0,1
1.67,5.0,,1.0,0.0,66.7,True,0,1,1,0,0,0
0.86,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
14.99,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
7.34,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,0
30.22,5.0,4.8,1.25,25.0,75.0,True,0,1,0,0,0,1
12.1,5.0,2.0,1.0,0.0,100.0,False,0,1,1,0,0,0
2.46,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
2.28,5.0,4.0,1.0,0.0,20.0,False,0,1,1,1,0,0
1.26,4.9,5.0,1.04,14.3,28.6,True,0,0,1,1,0,1
3.19,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
20.16,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
1.79,4.7,4.8,1.0,0.0,84.0,False,0,0,0,1,0,1
4.4,4.3,5.0,1.0,0.0,100.0,True,1,0,1,1,0,0
4.95,4.8,5.0,1.1,20.0,60.0,True,1,0,0,1,0,1
1.4,5.0,5.0,1.0,0.0,100.0,True,1,0,0,1,0,0
1.66,4.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
2.08,5.0,4.8,1.05,20.0,40.0,False,1,0,1,0,1,0
1.2,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,0
5.43,4.8,5.0,1.56,50.0,100.0,False,0,0,1,0,1,1
5.46,4.8,5.0,1.0,0.0,50.0,False,0,1,1,0,0,1
6.47,4.6,5.0,1.0,0.0,40.0,False,1,0,0,0,1,1
3.71,5.0,4.9,1.05,9.1,45.5,False,1,0,0,1,0,0
3.91,3.5,5.0,1.0,0.0,33.3,False,0,0,1,1,0,1
5.45,1.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
3.63,4.9,3.6,1.0,0.0,50.0,False,0,0,1,0,0,0
20.68,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
3.55,5.0,,1.0,0.0,0.0,False,0,1,1,0,1,0
2.04,5.0,,1.0,0.0,100.0,True,0,0,1,1,0,1
6.24,4.9,5.0,1.03,11.1,44.4,True,1,0,0,0,1,1
1.93,5.0,3.8,1.0,0.0,100.0,False,1,0,1,0,1,0
8.39,4.5,4.4,1.02,3.8,76.9,False,0,0,1,1,0,1
22.94,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
1.05,5.0,3.0,1.0,0.0,0.0,False,0,0,0,0,1,1
3.46,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
12.12,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
2.92,4.8,4.8,1.03,5.9,70.6,False,0,0,0,1,0,1
31.09,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
0.55,5.0,3.8,1.0,0.0,100.0,False,0,0,1,1,0,0
1.13,5.0,,1.0,0.0,100.0,False,0,1,1,0,1,1
10.66,4.5,4.0,1.08,16.7,50.0,True,0,0,1,0,0,1
6.63,5.0,3.0,1.0,0.0,25.0,True,0,0,1,0,1,1
3.91,5.0,4.3,1.0,0.0,50.0,False,0,0,1,1,0,1
10.74,4.8,4.0,1.0,0.0,87.5,True,0,0,1,0,1,1
7.12,4.7,5.0,1.08,16.7,33.3,False,0,0,1,0,0,0
0.61,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
3.4,5.0,5.0,1.0,0.0,25.0,False,1,0,1,1,0,0
5.62,4.2,5.0,1.0,0.0,16.7,False,0,0,0,0,1,1
2.79,4.8,5.0,1.19,25.0,25.0,True,1,0,1,1,0,0
7.55,4.8,4.3,1.21,33.3,66.7,False,0,0,1,1,0,1
3.66,4.9,5.0,1.0,0.0,75.0,True,0,0,1,1,0,1
2.08,4.7,4.3,1.0,0.0,66.7,False,0,1,1,0,1,1
10.23,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
1.98,5.0,4.0,1.25,25.0,75.0,True,1,0,1,1,0,1
6.38,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
3.68,4.3,5.0,1.0,0.0,45.5,True,0,0,1,1,0,1
1.1,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,1
1.35,4.7,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
7.71,4.5,5.0,1.0,0.0,87.5,True,0,0,1,1,0,1
3.43,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
7.22,5.0,5.0,1.0,0.0,66.7,False,1,0,1,0,0,0
2.92,4.8,4.1,1.18,22.2,63.0,True,0,1,1,1,0,1
6.22,4.7,5.0,1.31,25.0,0.0,True,1,0,0,1,0,0
9.13,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
2.86,4.5,5.0,1.0,0.0,10.0,False,0,0,0,1,0,0
5.14,4.7,4.3,1.0,0.0,50.0,False,0,0,1,0,1,1
3.82,5.0,4.7,1.2,20.0,20.0,True,1,0,1,1,0,1
18.58,5.0,,1.0,0.0,0.0,True,0,0,1,0,1,0
4.53,5.0,4.5,1.0,0.0,100.0,False,0,1,0,0,1,0
1.17,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
3.45,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
13.73,4.7,4.7,1.0,0.0,100.0,False,0,0,1,1,0,1
5.61,5.0,4.0,1.0,0.0,100.0,False,1,0,1,1,0,0
11.87,5.0,,1.0,0.0,0.0,True,1,0,1,0,1,1
2.82,4.8,5.0,1.27,21.2,54.5,True,1,0,1,1,0,1
19.52,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
2.68,4.8,5.0,1.0,0.0,58.3,False,0,0,1,1,0,1
3.32,5.0,3.8,1.02,7.1,57.1,False,0,0,0,1,0,0
15.24,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,1
1.42,4.8,5.0,1.0,0.0,60.0,False,0,0,1,1,0,0
17.7,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,1
1.17,4.5,,1.0,0.0,100.0,True,1,0,0,0,0,0
2.05,5.0,5.0,1.0,0.0,33.3,False,0,0,1,1,0,0
4.35,5.0,5.0,1.0,0.0,50.0,False,0,1,1,0,1,1
5.46,4.8,4.3,1.38,30.8,38.5,False,1,0,1,1,0,1
2.81,4.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
2.2,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
8.05,4.8,5.0,1.17,16.7,16.7,False,0,0,0,1,0,0
4.34,4.9,4.2,1.08,6.3,75.0,False,0,0,1,0,0,1
11.63,4.9,3.8,1.0,0.0,100.0,True,0,0,1,1,0,1
19.14,5.0,5.0,1.0,0.0,33.3,False,1,0,0,1,0,0
9.78,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
6.45,4.4,4.3,1.0,0.0,60.0,True,0,0,1,0,0,1
2.2,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,0
4.92,5.0,4.3,1.0,0.0,75.0,False,0,0,1,1,0,0
2.76,5.0,3.3,1.0,0.0,66.7,False,1,0,0,1,0,1
4.01,5.0,4.8,1.0,0.0,75.0,True,1,0,0,1,0,0
