id,date,store,item,sales
102603,2017-12-31,4,9,62
102604,2017-12-01,5,9,30
102605,2017-12-02,5,9,24
102606,2017-12-03,5,9,41
102607,2017-12-04,5,9,35
102608,2017-12-05,5,9,19
102609,2017-12-06,5,9,28
102610,2017-12-07,5,9,37
102611,2017-12-08,5,9,29
102612,2017-12-09,5,9,22
102613,2017-12-10,5,9,38
102614,2017-12-11,5,9,25
102615,2017-12-12,5,9,31
102616,2017-12-13,5,9,29
102617,2017-12-14,5,9,35
102618,2017-12-15,5,9,37
102619,2017-12-16,5,9,41
102620,2017-12-17,5,9,51
102621,2017-12-18,5,9,24
102622,2017-12-19,5,9,28
102623,2017-12-20,5,9,29
102624,2017-12-21,5,9,28
102625,2017-12-22,5,9,49
102626,2017-12-23,5,9,24
102627,2017-12-24,5,9,42
102628,2017-12-25,5,9,20
102629,2017-12-26,5,9,29
102630,2017-12-27,5,9,30
102631,2017-12-28,5,9,24
102632,2017-12-29,5,9,33
102633,2017-12-30,5,9,50
102634,2017-12-31,5,9,45
102635,2017-12-01,6,9,31
102636,2017-12-02,6,9,32
102637,2017-12-03,6,9,46
102638,2017-12-04,6,9,28
102639,2017-12-05,6,9,29
102640,2017-12-06,6,9,32
102641,2017-12-07,6,9,30
102642,2017-12-08,6,9,45
102643,2017-12-09,6,9,33
102644,2017-12-10,6,9,42
102645,2017-12-11,6,9,25
102646,2017-12-12,6,9,26
102647,2017-12-13,6,9,28
102648,2017-12-14,6,9,36
102649,2017-12-15,6,9,36
102650,2017-12-16,6,9,33
102651,2017-12-17,6,9,44
102652,2017-12-18,6,9,17
102653,2017-12-19,6,9,30
102654,2017-12-20,6,9,26
102655,2017-12-21,6,9,35
102656,2017-12-22,6,9,40
102657,2017-12-23,6,9,45
102658,2017-12-24,6,9,41
102659,2017-12-25,6,9,22
102660,2017-12-26,6,9,30
102661,2017-12-27,6,9,40
102662,2017-12-28,6,9,27
102663,2017-12-29,6,9,44
102664,2017-12-30,6,9,45
102665,2017-12-31,6,9,49
102666,2017-12-01,7,9,34
102667,2017-12-02,7,9,39
102668,2017-12-03,7,9,31
102669,2017-12-04,7,9,26
102670,2017-12-05,7,9,30
102671,2017-12-06,7,9,21
102672,2017-12-07,7,9,20
102673,2017-12-08,7,9,36
102674,2017-12-09,7,9,36
102675,2017-12-10,7,9,25
102676,2017-12-11,7,9,26
102677,2017-12-12,7,9,28
102678,2017-12-13,7,9,37
102679,2017-12-14,7,9,33
102680,2017-12-15,7,9,25
102681,2017-12-16,7,9,31
102682,2017-12-17,7,9,31
102683,2017-12-18,7,9,24
102684,2017-12-19,7,9,25
102685,2017-12-20,7,9,26
102686,2017-12-21,7,9,19
102687,2017-12-22,7,9,31
102688,2017-12-23,7,9,38
102689,2017-12-24,7,9,42
102690,2017-12-25,7,9,32
102691,2017-12-26,7,9,27
102692,2017-12-27,7,9,25
102693,2017-12-28,7,9,27
102694,2017-12-29,7,9,24
102695,2017-12-30,7,9,27
102696,2017-12-31,7,9,38
102697,2017-12-01,8,9,57
102698,2017-12-02,8,9,66
102699,2017-12-03,8,9,61
102700,2017-12-04,8,9,47
102701,2017-12-05,8,9,42
102702,2017-12-06,8,9,52
102703,2017-12-07,8,9,47
102704,2017-12-08,8,9,57
102705,2017-12-09,8,9,73
102706,2017-12-10,8,9,55
102707,2017-12-11,8,9,46
102708,2017-12-12,8,9,50
102709,2017-12-13,8,9,50
102710,2017-12-14,8,9,43
102711,2017-12-15,8,9,62
102712,2017-12-16,8,9,53
102713,2017-12-17,8,9,61
102714,2017-12-18,8,9,38
102715,2017-12-19,8,9,53
102716,2017-12-20,8,9,45
102717,2017-12-21,8,9,59
102718,2017-12-22,8,9,69
102719,2017-12-23,8,9,45
102720,2017-12-24,8,9,67
102721,2017-12-25,8,9,46
102722,2017-12-26,8,9,61
102723,2017-12-27,8,9,34
102724,2017-12-28,8,9,57
102725,2017-12-29,8,9,74
102726,2017-12-30,8,9,64
102727,2017-12-31,8,9,66
102728,2017-12-01,9,9,47
102729,2017-12-02,9,9,44
102730,2017-12-03,9,9,51
102731,2017-12-04,9,9,40
102732,2017-12-05,9,9,28
102733,2017-12-06,9,9,38
102734,2017-12-07,9,9,52
102735,2017-12-08,9,9,52
102736,2017-12-09,9,9,49
102737,2017-12-10,9,9,60
102738,2017-12-11,9,9,44
102739,2017-12-12,9,9,35
102740,2017-12-13,9,9,32
102741,2017-12-14,9,9,40
102742,2017-12-15,9,9,59
102743,2017-12-16,9,9,42
102744,2017-12-17,9,9,46
102745,2017-12-18,9,9,44
102746,2017-12-19,9,9,31
102747,2017-12-20,9,9,43
102748,2017-12-21,9,9,58
102749,2017-12-22,9,9,48
102750,2017-12-23,9,9,54
102751,2017-12-24,9,9,47
102752,2017-12-25,9,9,44
102753,2017-12-26,9,9,44
102754,2017-12-27,9,9,44
102755,2017-12-28,9,9,48
102756,2017-12-29,9,9,54
102757,2017-12-30,9,9,59
102758,2017-12-31,9,9,50
102759,2017-12-01,10,9,53
102760,2017-12-02,10,9,49
102761,2017-12-03,10,9,57
102762,2017-12-04,10,9,38
102763,2017-12-05,10,9,47
102764,2017-12-06,10,9,43
102765,2017-12-07,10,9,55
102766,2017-12-08,10,9,51
102767,2017-12-09,10,9,51
102768,2017-12-10,10,9,59
102769,2017-12-11,10,9,47
102770,2017-12-12,10,9,44
102771,2017-12-13,10,9,30
102772,2017-12-14,10,9,44
102773,2017-12-15,10,9,61
102774,2017-12-16,10,9,52
102775,2017-12-17,10,9,56
102776,2017-12-18,10,9,35
102777,2017-12-19,10,9,43
102778,2017-12-20,10,9,43
102779,2017-12-21,10,9,34
102780,2017-12-22,10,9,51
102781,2017-12-23,10,9,51
102782,2017-12-24,10,9,53
102783,2017-12-25,10,9,34
102784,2017-12-26,10,9,49
102785,2017-12-27,10,9,44
102786,2017-12-28,10,9,39
102787,2017-12-29,10,9,58
102788,2017-12-30,10,9,58
102789,2017-12-31,10,9,51
102790,2017-12-01,1,10,71
102791,2017-12-02,1,10,60
102792,2017-12-03,1,10,72
102793,2017-12-04,1,10,35
102794,2017-12-05,1,10,51
102795,2017-12-06,1,10,48
102796,2017-12-07,1,10,64
102797,2017-12-08,1,10,77
102798,2017-12-09,1,10,43
102799,2017-12-10,1,10,66
102800,2017-12-11,1,10,52
102801,2017-12-12,1,10,47
102802,2017-12-13,1,10,52
102803,2017-12-14,1,10,43
102804,2017-12-15,1,10,60
102805,2017-12-16,1,10,58
102806,2017-12-17,1,10,59
102807,2017-12-18,1,10,49
102808,2017-12-19,1,10,51
102809,2017-12-20,1,10,42
102810,2017-12-21,1,10,69
102811,2017-12-22,1,10,60
102812,2017-12-23,1,10,67
102813,2017-12-24,1,10,88
102814,2017-12-25,1,10,42
102815,2017-12-26,1,10,50
102816,2017-12-27,1,10,55
102817,2017-12-28,1,10,63
102818,2017-12-29,1,10,56
102819,2017-12-30,1,10,78
102820,2017-12-31,1,10,74
102821,2017-12-01,2,10,91
102822,2017-12-02,2,10,84
102823,2017-12-03,2,10,106
102824,2017-12-04,2,10,65
102825,2017-12-05,2,10,82
102826,2017-12-06,2,10,67
102827,2017-12-07,2,10,89
102828,2017-12-08,2,10,94
102829,2017-12-09,2,10,96
102830,2017-12-10,2,10,90
102831,2017-12-11,2,10,72
102832,2017-12-12,2,10,56
102833,2017-12-13,2,10,87
102834,2017-12-14,2,10,73
102835,2017-12-15,2,10,81
102836,2017-12-16,2,10,109
102837,2017-12-17,2,10,100
102838,2017-12-18,2,10,52
102839,2017-12-19,2,10,68
102840,2017-12-20,2,10,65
102841,2017-12-21,2,10,88
102842,2017-12-22,2,10,86
102843,2017-12-23,2,10,114
102844,2017-12-24,2,10,84
102845,2017-12-25,2,10,66
102846,2017-12-26,2,10,69
102847,2017-12-27,2,10,63
102848,2017-12-28,2,10,78
102849,2017-12-29,2,10,76
102850,2017-12-30,2,10,77
102851,2017-12-31,2,10,116
102852,2017-12-01,3,10,81
102853,2017-12-02,3,10,85
102854,2017-12-03,3,10,86
102855,2017-12-04,3,10,47
102856,2017-12-05,3,10,56
102857,2017-12-06,3,10,67
102858,2017-12-07,3,10,76
102859,2017-12-08,3,10,78
102860,2017-12-09,3,10,71
102861,2017-12-10,3,10,76
102862,2017-12-11,3,10,61
102863,2017-12-12,3,10,72
102864,2017-12-13,3,10,60
102865,2017-12-14,3,10,73
102866,2017-12-15,3,10,90
102867,2017-12-16,3,10,100
102868,2017-12-17,3,10,72
102869,2017-12-18,3,10,62
102870,2017-12-19,3,10,69
102871,2017-12-20,3,10,56
102872,2017-12-21,3,10,80
102873,2017-12-22,3,10,83
102874,2017-12-23,3,10,71
102875,2017-12-24,3,10,101
102876,2017-12-25,3,10,45
102877,2017-12-26,3,10,61
102878,2017-12-27,3,10,51
102879,2017-12-28,3,10,56
102880,2017-12-29,3,10,61
102881,2017-12-30,3,10,72
102882,2017-12-31,3,10,68
102883,2017-12-01,4,10,55
102884,2017-12-02,4,10,74
102885,2017-12-03,4,10,75
102886,2017-12-04,4,10,49
102887,2017-12-05,4,10,48
102888,2017-12-06,4,10,71
102889,2017-12-07,4,10,74
102890,2017-12-08,4,10,68
102891,2017-12-09,4,10,64
102892,2017-12-10,4,10,81
102893,2017-12-11,4,10,57
102894,2017-12-12,4,10,63
102895,2017-12-13,4,10,80
102896,2017-12-14,4,10,73
102897,2017-12-15,4,10,64
102898,2017-12-16,4,10,80
102899,2017-12-17,4,10,93
102900,2017-12-18,4,10,66
102901,2017-12-19,4,10,62
102902,2017-12-20,4,10,61
102903,2017-12-21,4,10,79
102904,2017-12-22,4,10,75
102905,2017-12-23,4,10,64
102906,2017-12-24,4,10,86
102907,2017-12-25,4,10,56
102908,2017-12-26,4,10,54
102909,2017-12-27,4,10,57
102910,2017-12-28,4,10,53
102911,2017-12-29,4,10,65
102912,2017-12-30,4,10,74
102913,2017-12-31,4,10,69
102914,2017-12-01,5,10,61
102915,2017-12-02,5,10,52
102916,2017-12-03,5,10,54
102917,2017-12-04,5,10,33
102918,2017-12-05,5,10,37
102919,2017-12-06,5,10,32
102920,2017-12-07,5,10,43
102921,2017-12-08,5,10,55
102922,2017-12-09,5,10,58
102923,2017-12-10,5,10,40
102924,2017-12-11,5,10,50
102925,2017-12-12,5,10,44
102926,2017-12-13,5,10,49
102927,2017-12-14,5,10,41
102928,2017-12-15,5,10,48
102929,2017-12-16,5,10,38
102930,2017-12-17,5,10,58
102931,2017-12-18,5,10,32
102932,2017-12-19,5,10,47
102933,2017-12-20,5,10,45
102934,2017-12-21,5,10,47
102935,2017-12-22,5,10,59
102936,2017-12-23,5,10,49
102937,2017-12-24,5,10,61
102938,2017-12-25,5,10,43
102939,2017-12-26,5,10,47
102940,2017-12-27,5,10,53
102941,2017-12-28,5,10,42
102942,2017-12-29,5,10,49
102943,2017-12-30,5,10,53
102944,2017-12-31,5,10,50
102945,2017-12-01,6,10,57
102946,2017-12-02,6,10,52
102947,2017-12-03,6,10,50
102948,2017-12-04,6,10,34
102949,2017-12-05,6,10,46
102950,2017-12-06,6,10,37
102951,2017-12-07,6,10,51
102952,2017-12-08,6,10,49
102953,2017-12-09,6,10,61
102954,2017-12-10,6,10,63
102955,2017-12-11,6,10,39
102956,2017-12-12,6,10,49
102957,2017-12-13,6,10,43
102958,2017-12-14,6,10,44
102959,2017-12-15,6,10,48
102960,2017-12-16,6,10,50
102961,2017-12-17,6,10,51
102962,2017-12-18,6,10,40
102963,2017-12-19,6,10,41
102964,2017-12-20,6,10,49
102965,2017-12-21,6,10,37
102966,2017-12-22,6,10,57
102967,2017-12-23,6,10,63
102968,2017-12-24,6,10,54
102969,2017-12-25,6,10,39
102970,2017-12-26,6,10,35
102971,2017-12-27,6,10,38
102972,2017-12-28,6,10,51
102973,2017-12-29,6,10,47
102974,2017-12-30,6,10,56
102975,2017-12-31,6,10,58
102976,2017-12-01,7,10,39
102977,2017-12-02,7,10,43
102978,2017-12-03,7,10,42
102979,2017-12-04,7,10,33
102980,2017-12-05,7,10,39
102981,2017-12-06,7,10,49
102982,2017-12-07,7,10,34
102983,2017-12-08,7,10,53
102984,2017-12-09,7,10,45
102985,2017-12-10,7,10,42
102986,2017-12-11,7,10,33
102987,2017-12-12,7,10,39
102988,2017-12-13,7,10,42
102989,2017-12-14,7,10,38
102990,2017-12-15,7,10,41
102991,2017-12-16,7,10,39
102992,2017-12-17,7,10,45
102993,2017-12-18,7,10,36
102994,2017-12-19,7,10,34
102995,2017-12-20,7,10,40
102996,2017-12-21,7,10,35
102997,2017-12-22,7,10,42
102998,2017-12-23,7,10,45
102999,2017-12-24,7,10,51
103000,2017-12-25,7,10,34
103001,2017-12-26,7,10,39
103002,2017-12-27,7,10,39
103003,2017-12-28,7,10,44
103004,2017-12-29,7,10,52
103005,2017-12-30,7,10,47
103006,2017-12-31,7,10,52
103007,2017-12-01,8,10,90
103008,2017-12-02,8,10,79
103009,2017-12-03,8,10,99
103010,2017-12-04,8,10,66
103011,2017-12-05,8,10,62
103012,2017-12-06,8,10,72
103013,2017-12-07,8,10,65
103014,2017-12-08,8,10,82
103015,2017-12-09,8,10,106
103016,2017-12-10,8,10,82
103017,2017-12-11,8,10,52
103018,2017-12-12,8,10,64
103019,2017-12-13,8,10,85
103020,2017-12-14,8,10,77
103021,2017-12-15,8,10,69
103022,2017-12-16,8,10,93
103023,2017-12-17,8,10,73
103024,2017-12-18,8,10,53
103025,2017-12-19,8,10,64
103026,2017-12-20,8,10,69
103027,2017-12-21,8,10,77
103028,2017-12-22,8,10,82
103029,2017-12-23,8,10,92
103030,2017-12-24,8,10,95
103031,2017-12-25,8,10,67
103032,2017-12-26,8,10,63
103033,2017-12-27,8,10,67
103034,2017-12-28,8,10,85
103035,2017-12-29,8,10,66
103036,2017-12-30,8,10,80
103037,2017-12-31,8,10,87
103038,2017-12-01,9,10,58
103039,2017-12-02,9,10,70
103040,2017-12-03,9,10,62
103041,2017-12-04,9,10,68
103042,2017-12-05,9,10,53
103043,2017-12-06,9,10,61
103044,2017-12-07,9,10,60
103045,2017-12-08,9,10,70
103046,2017-12-09,9,10,81
103047,2017-12-10,9,10,72
103048,2017-12-11,9,10,61
103049,2017-12-12,9,10,55
103050,2017-12-13,9,10,57
103051,2017-12-14,9,10,67
103052,2017-12-15,9,10,78
103053,2017-12-16,9,10,81
103054,2017-12-17,9,10,86
103055,2017-12-18,9,10,59
103056,2017-12-19,9,10,63
103057,2017-12-20,9,10,54
103058,2017-12-21,9,10,65
103059,2017-12-22,9,10,58
103060,2017-12-23,9,10,77
103061,2017-12-24,9,10,87
103062,2017-12-25,9,10,55
103063,2017-12-26,9,10,60
103064,2017-12-27,9,10,51
103065,2017-12-28,9,10,56
103066,2017-12-29,9,10,76
103067,2017-12-30,9,10,75
103068,2017-12-31,9,10,80
103069,2017-12-01,10,10,69
103070,2017-12-02,10,10,69
103071,2017-12-03,10,10,80
103072,2017-12-04,10,10,50
103073,2017-12-05,10,10,78
103074,2017-12-06,10,10,81
103075,2017-12-07,10,10,62
103076,2017-12-08,10,10,74
103077,2017-12-09,10,10,57
103078,2017-12-10,10,10,78
103079,2017-12-11,10,10,54
103080,2017-12-12,10,10,55
103081,2017-12-13,10,10,56
103082,2017-12-14,10,10,88
103083,2017-12-15,10,10,81
103084,2017-12-16,10,10,77
103085,2017-12-17,10,10,79
103086,2017-12-18,10,10,50
103087,2017-12-19,10,10,60
103088,2017-12-20,10,10,68
103089,2017-12-21,10,10,80
103090,2017-12-22,10,10,64
103091,2017-12-23,10,10,74
103092,2017-12-24,10,10,66
103093,2017-12-25,10,10,61
103094,2017-12-26,10,10,53
103095,2017-12-27,10,10,72
103096,2017-12-28,10,10,81
103097,2017-12-29,10,10,69
103098,2017-12-30,10,10,86
103099,2017-12-31,10,10,67
103100,2017-12-01,1,11,40
103101,2017-12-02,1,11,58
103102,2017-12-03,1,11,65
103103,2017-12-04,1,11,39
103104,2017-12-05,1,11,55
103105,2017-12-06,1,11,50
103106,2017-12-07,1,11,58
103107,2017-12-08,1,11,40
103108,2017-12-09,1,11,55
103109,2017-12-10,1,11,60
103110,2017-12-11,1,11,51
103111,2017-12-12,1,11,50
103112,2017-12-13,1,11,56
103113,2017-12-14,1,11,55
103114,2017-12-15,1,11,70
103115,2017-12-16,1,11,63
103116,2017-12-17,1,11,54
103117,2017-12-18,1,11,47
103118,2017-12-19,1,11,42
103119,2017-12-20,1,11,49
103120,2017-12-21,1,11,46
103121,2017-12-22,1,11,49
103122,2017-12-23,1,11,59
103123,2017-12-24,1,11,59
103124,2017-12-25,1,11,42
103125,2017-12-26,1,11,52
103126,2017-12-27,1,11,43
103127,2017-12-28,1,11,64
103128,2017-12-29,1,11,60
103129,2017-12-30,1,11,66
103130,2017-12-31,1,11,44
103131,2017-12-01,2,11,72
103132,2017-12-02,2,11,79
103133,2017-12-03,2,11,107
103134,2017-12-04,2,11,52
103135,2017-12-05,2,11,72
103136,2017-12-06,2,11,72
103137,2017-12-07,2,11,77
103138,2017-12-08,2,11,85
103139,2017-12-09,2,11,95
103140,2017-12-10,2,11,103
103141,2017-12-11,2,11,58
103142,2017-12-12,2,11,83
103143,2017-12-13,2,11,49
103144,2017-12-14,2,11,82
103145,2017-12-15,2,11,83
103146,2017-12-16,2,11,83
103147,2017-12-17,2,11,93
103148,2017-12-18,2,11,53
103149,2017-12-19,2,11,84
103150,2017-12-20,2,11,92
103151,2017-12-21,2,11,73
103152,2017-12-22,2,11,73
103153,2017-12-23,2,11,59
103154,2017-12-24,2,11,83
103155,2017-12-25,2,11,59
103156,2017-12-26,2,11,62
103157,2017-12-27,2,11,62
103158,2017-12-28,2,11,71
103159,2017-12-29,2,11,87
103160,2017-12-30,2,11,90
103161,2017-12-31,2,11,110
103162,2017-12-01,3,11,75
103163,2017-12-02,3,11,72
103164,2017-12-03,3,11,63
103165,2017-12-04,3,11,49
103166,2017-12-05,3,11,58
103167,2017-12-06,3,11,54
103168,2017-12-07,3,11,60
103169,2017-12-08,3,11,66
103170,2017-12-09,3,11,79
103171,2017-12-10,3,11,69
103172,2017-12-11,3,11,38
103173,2017-12-12,3,11,67
103174,2017-12-13,3,11,67
103175,2017-12-14,3,11,70
103176,2017-12-15,3,11,69
103177,2017-12-16,3,11,67
103178,2017-12-17,3,11,76
103179,2017-12-18,3,11,46
103180,2017-12-19,3,11,59
103181,2017-12-20,3,11,73
103182,2017-12-21,3,11,51
103183,2017-12-22,3,11,90
103184,2017-12-23,3,11,68
103185,2017-12-24,3,11,104
103186,2017-12-25,3,11,66
103187,2017-12-26,3,11,73
103188,2017-12-27,3,11,67
103189,2017-12-28,3,11,70
103190,2017-12-29,3,11,79
103191,2017-12-30,3,11,72
103192,2017-12-31,3,11,90
103193,2017-12-01,4,11,63
103194,2017-12-02,4,11,64
103195,2017-12-03,4,11,82
103196,2017-12-04,4,11,55
103197,2017-12-05,4,11,51
103198,2017-12-06,4,11,70
103199,2017-12-07,4,11,71
103200,2017-12-08,4,11,72
103201,2017-12-09,4,11,74
103202,2017-12-10,4,11,69
103203,2017-12-11,4,11,40
103204,2017-12-12,4,11,67
103205,2017-12-13,4,11,62
103206,2017-12-14,4,11,50
103207,2017-12-15,4,11,61
103208,2017-12-16,4,11,61
103209,2017-12-17,4,11,83
103210,2017-12-18,4,11,61
103211,2017-12-19,4,11,73
103212,2017-12-20,4,11,60
103213,2017-12-21,4,11,76
103214,2017-12-22,4,11,70
103215,2017-12-23,4,11,91
103216,2017-12-24,4,11,66
103217,2017-12-25,4,11,57
103218,2017-12-26,4,11,72
103219,2017-12-27,4,11,62
103220,2017-12-28,4,11,64
103221,2017-12-29,4,11,74
103222,2017-12-30,4,11,75
103223,2017-12-31,4,11,80
103224,2017-12-01,5,11,47
103225,2017-12-02,5,11,60
103226,2017-12-03,5,11,68
103227,2017-12-04,5,11,22
103228,2017-12-05,5,11,35
103229,2017-12-06,5,11,35
103230,2017-12-07,5,11,47
103231,2017-12-08,5,11,62
103232,2017-12-09,5,11,48
103233,2017-12-10,5,11,53
103234,2017-12-11,5,11,37
103235,2017-12-12,5,11,41
103236,2017-12-13,5,11,37
103237,2017-12-14,5,11,38
103238,2017-12-15,5,11,53
103239,2017-12-16,5,11,51
103240,2017-12-17,5,11,66
103241,2017-12-18,5,11,35
103242,2017-12-19,5,11,35
103243,2017-12-20,5,11,40
103244,2017-12-21,5,11,43
103245,2017-12-22,5,11,47
103246,2017-12-23,5,11,50
103247,2017-12-24,5,11,46
103248,2017-12-25,5,11,29
103249,2017-12-26,5,11,47
103250,2017-12-27,5,11,46
103251,2017-12-28,5,11,49
103252,2017-12-29,5,11,49
103253,2017-12-30,5,11,56
103254,2017-12-31,5,11,45
103255,2017-12-01,6,11,57
103256,2017-12-02,6,11,43
103257,2017-12-03,6,11,59
103258,2017-12-04,6,11,29
103259,2017-12-05,6,11,50
103260,2017-12-06,6,11,34
103261,2017-12-07,6,11,43
103262,2017-12-08,6,11,49
103263,2017-12-09,6,11,59
103264,2017-12-10,6,11,46
103265,2017-12-11,6,11,34
103266,2017-12-12,6,11,54
103267,2017-12-13,6,11,32
103268,2017-12-14,6,11,61
103269,2017-12-15,6,11,38
103270,2017-12-16,6,11,52
103271,2017-12-17,6,11,51
103272,2017-12-18,6,11,37
103273,2017-12-19,6,11,46
103274,2017-12-20,6,11,33
103275,2017-12-21,6,11,38
103276,2017-12-22,6,11,56
103277,2017-12-23,6,11,58
103278,2017-12-24,6,11,51
103279,2017-12-25,6,11,33
103280,2017-12-26,6,11,32
103281,2017-12-27,6,11,43
103282,2017-12-28,6,11,46
103283,2017-12-29,6,11,41
103284,2017-12-30,6,11,64
103285,2017-12-31,6,11,42
103286,2017-12-01,7,11,45
103287,2017-12-02,7,11,47
103288,2017-12-03,7,11,42
103289,2017-12-04,7,11,28
103290,2017-12-05,7,11,38
103291,2017-12-06,7,11,32
103292,2017-12-07,7,11,42
103293,2017-12-08,7,11,48
103294,2017-12-09,7,11,47
103295,2017-12-10,7,11,60
103296,2017-12-11,7,11,41
103297,2017-12-12,7,11,41
103298,2017-12-13,7,11,41
103299,2017-12-14,7,11,40
103300,2017-12-15,7,11,40
103301,2017-12-16,7,11,45
103302,2017-12-17,7,11,60
103303,2017-12-18,7,11,26
103304,2017-12-19,7,11,37
103305,2017-12-20,7,11,39
103306,2017-12-21,7,11,37
103307,2017-12-22,7,11,37
103308,2017-12-23,7,11,46
103309,2017-12-24,7,11,61
103310,2017-12-25,7,11,35
103311,2017-12-26,7,11,30
103312,2017-12-27,7,11,49
103313,2017-12-28,7,11,45
103314,2017-12-29,7,11,48
103315,2017-12-30,7,11,38
103316,2017-12-31,7,11,45
103317,2017-12-01,8,11,79
103318,2017-12-02,8,11,98
103319,2017-12-03,8,11,111
103320,2017-12-04,8,11,62
103321,2017-12-05,8,11,61
103322,2017-12-06,8,11,65
103323,2017-12-07,8,11,72
103324,2017-12-08,8,11,101
103325,2017-12-09,8,11,71
103326,2017-12-10,8,11,86
103327,2017-12-11,8,11,60
103328,2017-12-12,8,11,58
103329,2017-12-13,8,11,70
103330,2017-12-14,8,11,65
103331,2017-12-15,8,11,95
103332,2017-12-16,8,11,81
103333,2017-12-17,8,11,80
103334,2017-12-18,8,11,69
103335,2017-12-19,8,11,66
103336,2017-12-20,8,11,72
103337,2017-12-21,8,11,80
103338,2017-12-22,8,11,84
103339,2017-12-23,8,11,76
103340,2017-12-24,8,11,80
103341,2017-12-25,8,11,72
103342,2017-12-26,8,11,66
103343,2017-12-27,8,11,70
103344,2017-12-28,8,11,63
103345,2017-12-29,8,11,75
103346,2017-12-30,8,11,92
103347,2017-12-31,8,11,73
103348,2017-12-01,9,11,80
103349,2017-12-02,9,11,80
103350,2017-12-03,9,11,83
103351,2017-12-04,9,11,44
103352,2017-12-05,9,11,61
103353,2017-12-06,9,11,62
103354,2017-12-07,9,11,62
103355,2017-12-08,9,11,75
103356,2017-12-09,9,11,77
103357,2017-12-10,9,11,71
103358,2017-12-11,9,11,56
103359,2017-12-12,9,11,61
103360,2017-12-13,9,11,58
103361,2017-12-14,9,11,65
103362,2017-12-15,9,11,74
103363,2017-12-16,9,11,65
103364,2017-12-17,9,11,72
103365,2017-12-18,9,11,51
103366,2017-12-19,9,11,62
103367,2017-12-20,9,11,59
103368,2017-12-21,9,11,66
103369,2017-12-22,9,11,67
103370,2017-12-23,9,11,76
103371,2017-12-24,9,11,64
103372,2017-12-25,9,11,48
103373,2017-12-26,9,11,85
103374,2017-12-27,9,11,60
103375,2017-12-28,9,11,56
103376,2017-12-29,9,11,65
103377,2017-12-30,9,11,80
103378,2017-12-31,9,11,73
103379,2017-12-01,10,11,63
103380,2017-12-02,10,11,78
103381,2017-12-03,10,11,79
103382,2017-12-04,10,11,62
103383,2017-12-05,10,11,58
103384,2017-12-06,10,11,61
103385,2017-12-07,10,11,74
103386,2017-12-08,10,11,76
103387,2017-12-09,10,11,74
103388,2017-12-10,10,11,91
103389,2017-12-11,10,11,63
103390,2017-12-12,10,11,44
103391,2017-12-13,10,11,56
103392,2017-12-14,10,11,62
103393,2017-12-15,10,11,52
103394,2017-12-16,10,11,70
103395,2017-12-17,10,11,89
103396,2017-12-18,10,11,60
103397,2017-12-19,10,11,58
103398,2017-12-20,10,11,64
103399,2017-12-21,10,11,70
103400,2017-12-22,10,11,72
103401,2017-12-23,10,11,73
103402,2017-12-24,10,11,103
103403,2017-12-25,10,11,54
103404,2017-12-26,10,11,69
103405,2017-12-27,10,11,74
103406,2017-12-28,10,11,61
103407,2017-12-29,10,11,79
103408,2017-12-30,10,11,77
103409,2017-12-31,10,11,98
103410,2017-12-01,1,12,53
103411,2017-12-02,1,12,61
103412,2017-12-03,1,12,72
103413,2017-12-04,1,12,44
103414,2017-12-05,1,12,55
103415,2017-12-06,1,12,55
103416,2017-12-07,1,12,52
103417,2017-12-08,1,12,59
103418,2017-12-09,1,12,75
103419,2017-12-10,1,12,51
103420,2017-12-11,1,12,55
103421,2017-12-12,1,12,45
103422,2017-12-13,1,12,49
103423,2017-12-14,1,12,41
103424,2017-12-15,1,12,55
103425,2017-12-16,1,12,56
103426,2017-12-17,1,12,59
103427,2017-12-18,1,12,49
103428,2017-12-19,1,12,42
103429,2017-12-20,1,12,54
103430,2017-12-21,1,12,57
103431,2017-12-22,1,12,54
103432,2017-12-23,1,12,60
103433,2017-12-24,1,12,58
103434,2017-12-25,1,12,53
103435,2017-12-26,1,12,59
103436,2017-12-27,1,12,47
103437,2017-12-28,1,12,49
103438,2017-12-29,1,12,58
103439,2017-12-30,1,12,52
103440,2017-12-31,1,12,60
103441,2017-12-01,2,12,81
103442,2017-12-02,2,12,71
103443,2017-12-03,2,12,77
103444,2017-12-04,2,12,76
103445,2017-12-05,2,12,64
103446,2017-12-06,2,12,70
103447,2017-12-07,2,12,65
103448,2017-12-08,2,12,72
103449,2017-12-09,2,12,85
103450,2017-12-10,2,12,89
103451,2017-12-11,2,12,57
103452,2017-12-12,2,12,70
103453,2017-12-13,2,12,73
103454,2017-12-14,2,12,82
103455,2017-12-15,2,12,91
103456,2017-12-16,2,12,70
103457,2017-12-17,2,12,78
103458,2017-12-18,2,12,59
103459,2017-12-19,2,12,72
103460,2017-12-20,2,12,79
103461,2017-12-21,2,12,78
103462,2017-12-22,2,12,82
103463,2017-12-23,2,12,71
103464,2017-12-24,2,12,98
103465,2017-12-25,2,12,51
103466,2017-12-26,2,12,81
103467,2017-12-27,2,12,72
103468,2017-12-28,2,12,75
103469,2017-12-29,2,12,70
103470,2017-12-30,2,12,102
103471,2017-12-31,2,12,83
103472,2017-12-01,3,12,76
103473,2017-12-02,3,12,78
103474,2017-12-03,3,12,75
103475,2017-12-04,3,12,40
103476,2017-12-05,3,12,62
