time,AAPL,FB,NFLX,V,XOM
2011-12-14,380.19001,,71.039997,96.360001,79.440002
2011-12-15,378.939995,,69.72,95.82,80.029999
2011-12-16,381.019989,,69.820003,97.440002,80.160004
2011-12-19,382.210003,,67.150002,98.580002,79.529999
2011-12-20,395.949997,,71.399999,101.349998,82.0
2011-12-21,396.450008,,70.97000200000002,100.720001,83.120003
2011-12-22,398.550003,,73.840001,100.540001,84.290001
2011-12-23,403.330006,,72.62,102.480003,85.220001
2011-12-27,406.529999,,70.6,101.910004,85.279999
2011-12-28,402.640003,,69.200002,100.720001,84.18
2011-12-29,405.120007,,69.29999699999999,103.150002,85.269997
2011-12-30,405.000004,,69.289997,101.529999,84.760002
2012-01-03,411.23,,72.239998,102.989998,86.0
2012-01-04,413.44001,,80.449999,101.150002,86.019997
2012-01-05,418.029995,,79.299999,101.910004,85.760002
2012-01-06,422.400002,,86.289999,100.709999,85.120003
2012-01-09,421.73,,98.179997,99.900002,85.5
2012-01-10,423.239994,,95.829997,99.800003,85.720001
2012-01-11,422.549992,,92.15,99.110001,85.08000200000002
2012-01-12,421.389992,,92.15,101.339996,84.739998
2012-01-13,419.810009,,94.379997,100.739998,84.879997
2012-01-17,424.700001,,94.719998,102.529999,85.690002
2012-01-18,429.110008,,98.539999,103.779999,86.449997
2012-01-19,427.750004,,103.459998,102.370003,87.029999
2012-01-20,420.30000700000005,,100.239998,100.580002,87.489998
2012-01-23,427.409996,,93.960001,99.599998,87.470001
2012-01-24,420.409996,,92.669998,101.010002,87.18
2012-01-25,446.659996,,95.039999,100.559998,87.220001
2012-01-26,444.62999,,116.009998,100.860001,86.769997
2012-01-27,447.28001,,123.790003,101.050003,85.83000200000002
2012-01-30,453.009995,,125.43,99.879997,85.489998
2012-01-31,456.47998,,120.200001,100.639999,83.739998
2012-02-01,456.189987,,122.969997,102.510002,83.970001
2012-02-02,455.12000300000005,,123.999994,106.059998,83.529999
2012-02-03,459.68,,126.429996,107.029999,84.91999799999998
2012-02-06,463.969978,,129.249994,107.360001,85.75
2012-02-07,468.830009,,127.880003,106.980003,86.339996
2012-02-08,476.680016,,123.999994,108.349998,85.32
2012-02-09,493.170006,,124.84,112.419998,84.879997
2012-02-10,493.419998,,123.930006,113.900002,83.800003
2012-02-13,502.600021,,118.299997,112.709999,84.41999799999998
2012-02-14,509.459991,,123.07,115.239998,84.66999799999998
2012-02-15,497.669975,,122.060003,115.099998,84.120003
2012-02-16,502.209999,,121.91,113.800003,85.410004
2012-02-17,502.12001,,121.849998,115.010002,85.620003
2012-02-21,514.850021,,117.400003,114.199997,86.57
2012-02-22,513.039993,,112.399996,116.360001,86.91999799999998
2012-02-23,516.3899769999998,,112.989996,116.480003,87.019997
2012-02-24,522.4099809999999,,111.669999,117.540001,87.339996
2012-02-27,525.760017,,109.410001,116.860001,87.230003
2012-02-28,535.410011,,113.320004,118.949997,87.139999
2012-02-29,542.440025,,110.729998,116.370003,86.5
2012-03-01,544.4699780000002,,112.750004,117.18,86.83000200000002
2012-03-02,545.180008,,115.100004,116.160004,86.33000200000002
2012-03-05,533.1600269999999,,110.809999,116.239998,87.010002
2012-03-06,530.259987,,107.130002,114.839996,85.860001
2012-03-07,530.6900099999998,,105.189998,115.639999,85.83000200000002
2012-03-08,541.989975,,108.069997,117.970001,84.83000200000002
2012-03-09,545.170021,,109.130001,117.169998,84.300003
2012-03-12,551.999977,,106.200001,116.529999,85.550003
2012-03-13,568.099998,,106.349998,117.269997,86.860001
2012-03-14,589.580009,,105.249999,116.75,86.019997
2012-03-15,585.5599980000002,,110.169998,117.0,86.089996
2012-03-16,585.569984,,109.96,116.68,86.440002
2012-03-19,601.100006,,114.33,118.839996,86.989998
2012-03-20,605.959984,,115.020002,116.519997,86.599998
2012-03-21,602.4999849999998,,120.099998,116.75,86.010002
2012-03-22,599.3400190000001,,118.729994,117.279999,85.33000200000002
2012-03-23,596.050011,,120.190001,118.779999,85.550003
2012-03-26,606.97998,,121.990002,120.059998,87.029999
2012-03-27,614.4800190000002,,120.669998,119.809998,86.620003
2012-03-28,617.62001,,118.809996,119.349998,85.860001
2012-03-29,609.8599929999998,,115.050003,119.0,86.08000200000002
2012-03-30,599.550011,,115.040003,118.0,86.730003
2012-04-02,618.6300200000002,,113.970005,118.980003,87.07
2012-04-03,629.319984,,112.959995,120.360001,85.83000200000002
2012-04-04,624.3099900000002,,110.26,118.980003,84.980003
2012-04-05,633.679977,,110.499999,121.010002,84.82
2012-04-09,636.229996,,106.679998,119.5,83.879997
2012-04-10,628.440018,,101.920003,116.739998,82.16999799999998
2012-04-11,626.20002,,99.810001,117.379997,82.699997
2012-04-12,622.7699809999998,,104.260003,121.019997,83.599998
2012-04-13,605.22998,,104.170001,123.160004,82.949997
2012-04-16,580.1300200000002,,101.149999,120.830002,84.010002
2012-04-17,609.699989,,107.02,122.080002,85.449997
2012-04-18,608.340012,,106.959998,121.779999,85.75
2012-04-19,587.439987,,107.090001,121.190002,85.279999
2012-04-20,572.980003,,106.109999,121.010002,85.300003
2012-04-23,571.699974,,101.840001,118.099998,85.690002
2012-04-24,560.280006,,87.679997,118.93,86.309998
2012-04-25,610.000023,,86.35,121.790001,86.849998
2012-04-26,607.6999969999998,,85.069998,123.190002,86.07
2012-04-27,603.000023,,83.740001,123.519997,86.08000200000002
2012-04-30,583.9799879999998,,80.13999799999998,122.980003,86.339996
2012-05-01,582.130013,,81.36,123.089996,87.040001
2012-05-02,585.97998,,82.23,122.190002,86.199997
2012-05-03,581.819992,,75.970003,116.410004,85.650002
2012-05-04,565.25,,73.13999799999998,117.790001,84.57
2012-05-07,569.480003,,73.449999,118.510002,84.480003
2012-05-08,568.18,,72.789997,118.139999,84.019997
2012-05-09,569.180023,,74.349999,117.419998,83.309998
2012-05-10,570.519974,,72.420002,118.169998,82.839996
2012-05-11,566.710007,,77.380002,117.919998,83.099998
2012-05-14,558.2199860000002,,76.959999,116.720001,82.120003
2012-05-15,553.169991,,77.479998,116.610001,81.790001
2012-05-16,546.0800019999998,,74.20000300000002,117.529999,82.16999799999998
2012-05-17,530.12001,,71.969998,115.010002,81.910004
2012-05-18,530.37999,,69.959999,112.639999,81.470001
2012-05-21,561.279976,,71.74,116.220001,82.040001
2012-05-22,556.970024,,67.710001,118.389999,81.949997
2012-05-23,570.559975,,71.909997,119.169998,82.040001
2012-05-24,565.320015,,70.27,119.769997,82.610001
2012-05-25,562.289986,,70.219998,119.370003,82.08000200000002
2012-05-29,572.269974,,69.440001,120.279999,81.93
2012-05-30,579.1699980000002,,67.339999,117.489998,79.790001
2012-05-31,577.7300190000002,,63.439997,115.199997,78.629997
2012-06-01,560.989983,,62.949999,112.25,77.91999799999998
2012-06-04,564.289978,,64.999999,114.160004,77.83000200000002
2012-06-05,562.830025,,64.83000200000001,113.809998,77.599998
2012-06-06,571.460022,,65.879999,116.339996,80.18
2012-06-07,571.720001,,64.639997,116.809998,80.690002
2012-06-08,580.319984,,65.64,116.580002,80.839996
2012-06-11,571.169975,,63.0,116.349998,80.269997
2012-06-12,576.159996,,63.02,117.160004,81.260002
2012-06-13,572.160011,,62.83000300000001,114.900002,80.629997
2012-06-14,571.529984,,62.659999,116.489998,82.129997
2012-06-15,574.12999,,65.789997,118.400002,83.220001
2012-06-18,585.779976,,66.72999899999999,120.099998,83.110001
2012-06-19,587.4100269999999,,69.830003,121.349998,84.480003
2012-06-20,585.739975,,68.159998,122.589996,84.970001
2012-06-21,577.669991,,65.839998,119.480003,82.110001
2012-06-22,582.099998,,67.859998,124.949997,82.110001
2012-06-25,570.77002,,67.029999,121.269997,81.239998
2012-06-26,572.0300219999998,,66.8,123.160004,82.400002
2012-06-27,574.4999849999998,,66.49,123.440002,83.199997
2012-06-28,569.04998,,67.36,121.519997,83.099998
2012-06-29,584.0000150000002,,68.489999,123.629997,85.57
2012-07-02,592.519997,,67.849998,126.620003,85.339996
2012-07-03,599.4099809999999,,72.04,126.339996,86.279999
2012-07-05,609.9399950000002,,81.720001,127.010002,85.57
2012-07-06,605.879982,,81.88999799999998,125.279999,84.800003
2012-07-09,613.889992,,82.989997,123.650002,83.650002
2012-07-10,608.210022,,80.23,122.279999,83.110001
2012-07-11,604.430016,,81.639999,120.739998,84.379997
2012-07-12,598.900009,,84.97000200000002,122.639999,84.120003
2012-07-13,604.970001,,84.900001,124.089996,85.470001
2012-07-16,606.910019,,82.979997,127.150002,85.050003
2012-07-17,606.93998,,81.78000300000002,128.229996,85.730003
2012-07-18,606.260017,,81.269998,127.82,86.209999
2012-07-19,614.320015,,83.12,125.389999,86.209999
2012-07-20,604.300026,,81.819997,125.75,85.949997
2012-07-23,603.8300019999998,,79.940001,124.470001,85.209999
2012-07-24,600.919975,,80.389997,122.650002,84.58000200000002
2012-07-25,574.970009,,60.279998,122.199997,85.239998
2012-07-26,574.8800200000002,,57.01000300000001,126.769997,86.519997
2012-07-27,585.159988,,58.92,129.139999,87.449997
2012-07-30,595.0300139999998,,57.75,130.839996,87.559998
2012-07-31,610.759987,,56.849999,129.070007,86.849998
2012-08-01,606.8099900000002,,54.499999,127.459999,86.910004
2012-08-02,607.789986,,53.870001,129.270004,85.879997
2012-08-03,615.70002,,53.909999,130.979996,87.550003
2012-08-06,622.5500030000002,,56.789998,131.029999,87.449997
2012-08-07,620.910019,,57.899997,130.399994,87.91999799999998
2012-08-08,619.860008,,57.800001,131.149994,88.279999
2012-08-09,620.7299879999998,,57.909997,128.509995,88.199997
2012-08-10,621.6999969999998,,59.900002,129.089996,88.440002
2012-08-13,630.0,,59.910003,128.320007,88.139999
2012-08-14,631.690025,,61.759998,129.889999,88.199997
2012-08-15,630.829979,,63.259999,129.059998,88.0
2012-08-16,636.340012,,64.31000300000001,129.679993,88.66999799999998
2012-08-17,648.110001,,63.690002,128.690002,88.400002
2012-08-20,665.150017,,64.240002,128.160004,87.949997
2012-08-21,656.059982,,65.599999,127.519997,87.459999
2012-08-22,668.869995,,65.400002,128.100006,87.730003
2012-08-23,662.630013,,64.04999699999999,127.150002,87.309998
2012-08-24,663.2199860000002,,63.159997,126.660004,88.050003
2012-08-27,675.679977,,62.389999,127.660004,87.739998
2012-08-28,674.800011,,62.949999,127.400002,88.099998
2012-08-29,673.469994,,63.439997,128.020004,87.900002
2012-08-30,663.869987,,60.480002,126.699997,87.199997
2012-08-31,665.240005,,59.719998,128.25,87.300003
2012-09-04,674.970001,,55.929998,128.520004,87.120003
2012-09-05,670.230026,,54.96,127.610001,87.33000200000002
2012-09-06,676.270004,,56.650002,129.5,88.989998
2012-09-07,680.43998,,56.660002,129.71000700000002,89.91999799999998
2012-09-10,662.739975,,55.920002,128.679993,89.480003
2012-09-11,660.5900190000001,,57.16,131.490005,89.620003
2012-09-12,669.790016,,57.210001,133.46000700000002,89.550003
2012-09-13,682.980011,,57.999999,134.979996,91.230003
2012-09-14,691.2800139999998,,60.520003,134.25,92.300003
2012-09-17,699.7800219999998,,57.020003,133.869995,91.910004
2012-09-18,701.910004,,56.060001,133.660004,91.650002
2012-09-19,702.100021,,57.039997,134.78999299999998,90.57
2012-09-20,698.6999969999998,,58.740003,134.610001,91.519997
2012-09-21,700.089989,,57.790001,135.0,91.919998
2012-09-24,690.790016,,56.390002,133.740005,91.879997
2012-09-25,673.5400089999998,,53.8,134.559998,91.739998
2012-09-26,665.179977,,55.13,132.520004,91.230003
2012-09-27,681.32,,55.55,133.910004,91.800003
2012-09-28,667.100021,,54.440001,134.279999,91.449997
2012-10-01,659.389992,,56.050001,136.729996,91.800003
2012-10-02,661.309982,,56.459997,136.0,91.720001
2012-10-03,671.449974,,62.579997,138.520004,91.699997
2012-10-04,666.799988,,66.669997,139.669998,92.220001
2012-10-05,652.589996,,66.560001,140.259995,92.550003
2012-10-08,638.170013,,73.52,138.71000700000002,92.68
2012-10-09,635.850014,,65.52999799999999,136.740005,92.129997
2012-10-10,640.909996,,65.499997,137.419998,91.029999
2012-10-11,628.099983,,65.980001,139.050003,91.169998
2012-10-12,629.710007,,64.32999699999999,139.119995,91.029999
2012-10-15,634.760002,,64.76,139.889999,91.510002
2012-10-16,649.789986,,66.050003,141.160004,92.379997
2012-10-17,644.610001,,68.52,142.559998,93.389999
2012-10-18,632.6400070000002,,67.36,141.880005,93.480003
2012-10-19,609.8400190000001,,64.97999899999999,139.970001,92.150002
2012-10-22,634.029999,,67.879998,139.0,92.190002
2012-10-23,613.3599929999998,,68.219999,136.639999,90.18
2012-10-24,616.829979,,60.120001,136.490005,89.879997
2012-10-25,609.539986,,61.509999,137.550003,90.43
2012-10-26,603.999992,,69.57999699999999,138.309998,90.620003
2012-10-31,595.320007,,79.239998,138.759995,91.169998
2012-11-01,596.5400089999998,,77.690002,143.880005,91.599998
2012-11-02,576.800011,,76.899998,143.399994,90.269997
2012-11-05,584.620003,,78.240002,141.5,90.629997
2012-11-06,582.849976,,76.36999899999998,143.860001,91.610001
2012-11-07,558.000008,,77.680002,142.559998,88.18
2012-11-08,537.7499849999998,,75.970003,142.059998,87.07
2012-11-09,547.0599980000002,,77.900001,142.929993,87.209999
2012-11-12,542.829994,,78.190001,143.240005,87.32
2012-11-13,542.900009,,79.61,142.449997,86.470001
2012-11-14,536.880005,,79.779997,139.949997,86.07
2012-11-15,525.619987,,81.480002,140.0,86.139999
2012-11-16,527.680008,,80.900002,142.71000700000005,86.449997
2012-11-19,565.730011,,81.36,145.649994,87.66999799999998
2012-11-20,560.9099809999999,,82.399997,146.339996,87.5
2012-11-21,561.700012,,82.999997,146.660004,88.010002
2012-11-23,571.500023,,82.95000300000002,148.119995,89.089996
2012-11-26,589.5300219999998,,82.060002,147.25,88.620003
2012-11-27,584.780006,,83.079999,146.779999,87.349998
2012-11-28,582.940018,,82.23,147.28999299999995,88.099998
2012-11-29,589.3599780000002,,81.38,148.179993,88.120003
2012-11-30,585.279991,,81.710001,149.71000700000005,88.139999
2012-12-03,586.190025,,75.999997,148.639999,87.610001
2012-12-04,575.849976,,86.650001,147.589996,87.190002
2012-12-05,538.7900089999998,,83.36999899999998,148.059998,87.730003
2012-12-06,547.239975,,86.17000300000002,148.470001,88.0
2012-12-07,533.2500150000002,,85.97999899999998,148.550003,88.599998
2012-12-10,529.819977,,84.799998,148.660004,88.410004
2012-12-11,541.3900150000002,,86.080001,148.899994,88.989998
2012-12-12,539.0,,90.73,147.880005,89.449997
2012-12-13,529.689987,,92.560002,147.199997,88.58000200000002
2012-12-14,509.78998600000006,,93.299999,146.820007,88.08000200000002
2012-12-17,518.829979,,94.699998,149.130005,88.870003
2012-12-18,533.900017,,95.639999,150.720001,89.559998
2012-12-19,526.3099900000002,,93.980001,149.160004,88.440002
2012-12-20,521.7300190000002,,93.499997,152.46000700000005,88.889999
2012-12-21,519.330017,,91.340001,150.770004,87.230003
2012-12-24,520.169983,,90.230002,151.179993,86.91999799999998
2012-12-26,512.999992,,90.649999,149.759995,87.07
2012-12-27,515.060013,,90.500002,149.399994,86.860001
2012-12-28,509.589981,,89.33000200000002,148.649994,85.099998
2012-12-31,532.169991,,92.590003,151.580002,86.550003
2013-01-02,549.029976,28.0,92.010003,155.380005,88.709999
2013-01-03,542.099991,27.77,96.590001,155.5,88.550003
2013-01-04,526.999992,28.76,95.98,156.770004,88.959999
2013-01-07,523.900002,29.42,99.200001,157.889999,87.93
2013-01-08,525.31002,29.059999,97.160001,159.360001,88.480003
2013-01-09,517.100006,30.59,95.909999,161.78999299999995,88.139999
2013-01-10,523.509979,31.299999,98.0,160.509995,89.099998
2013-01-11,520.300026,31.719999,101.290002,161.160004,89.610001
2013-01-14,501.750015,30.950001,103.449998,160.649994,89.58000200000002
2013-01-15,485.920013,30.1,101.689998,160.449997,89.529999
2013-01-16,506.089981,29.85,97.480001,160.199997,89.470001
2013-01-17,502.68002300000006,30.139999,97.7,159.880005,90.199997
2013-01-18,500.000015,29.66,99.17,158.270004,90.800003
2013-01-22,504.770004,30.73,97.810002,159.050003,90.919998
2013-01-23,514.010002,30.82,103.26,159.050003,90.699997
2013-01-24,450.499977,31.08,146.859997,159.559998,91.349998
2013-01-25,439.880001,31.540001,169.55999599999996,159.839996,91.730003
2013-01-28,449.830002,32.470001,162.109999,156.350006,91.110001
2013-01-29,458.269981,30.790001,169.119999,156.660004,91.760002
2013-01-30,456.830002,31.24,167.700006,155.009995,90.669998
2013-01-31,455.48999800000007,30.98,165.240004,157.910004,89.970001
2013-02-01,453.619995,29.73,164.799994,158.559998,90.040001
2013-02-04,442.320004,28.110001,174.739994,156.649994,89.150002
2013-02-05,457.840012,28.639999,174.389999,159.529999,89.739998
2013-02-06,457.350014,29.049999,184.410002,160.820007,89.790001
2013-02-07,468.220009,28.65,181.959999,157.059998,88.25
2013-02-08,474.980003,28.549999,180.970003,157.800003,88.610001
2013-02-11,479.93002300000006,28.26,177.889999,156.330002,88.279999
2013-02-12,467.900002,27.370001,177.950001,156.800003,88.459999
2013-02-13,467.009995,27.91,186.270004,154.770004,88.66999799999998
2013-02-14,466.590012,28.5,187.400003,155.979996,88.519997
2013-02-15,460.16001100000005,28.32,189.509998,157.990005,88.360001
2013-02-19,459.990021,28.93,196.449997,157.610001,89.32
2013-02-20,448.850006,28.459999,187.119997,155.419998,88.970001
2013-02-21,446.060009,27.280001,187.149998,157.440002,88.589996
2013-02-22,450.80999800000006,27.129999,179.860004,159.429993,89.199997
2013-02-25,442.799988,27.27,179.320005,155.889999,87.699997
2013-02-26,448.970009,27.389999,184.089994,157.830002,88.510002
2013-02-27,444.569988,26.870001,184.32,159.869995,89.529999
2013-02-28,441.400009,27.25,188.080006,158.639999,89.550003
2013-03-01,430.470013,27.780001,189.369995,158.080002,89.43
2013-03-04,420.049988,27.719999,181.209995,159.5,88.949997
2013-03-05,431.139988,27.52,181.729994,160.28999299999995,89.610001
2013-03-06,425.659996,27.450001,182.939995,161.059998,89.559998
2013-03-07,430.580002,28.58,181.560003,160.509995,88.709999
2013-03-08,431.720001,27.959999,184.699995,160.669998,88.970001
2013-03-11,437.869995,28.139999,180.450005,161.179993,89.160004
2013-03-12,428.429993,27.83,182.110003,159.800003,89.160004
2013-03-13,428.349991,27.08,192.359997,159.369995,89.260002
2013-03-14,432.499992,27.040001,188.369999,160.660004,89.83000200000002
2013-03-15,443.660007,26.65,184.849998,158.550003,89.370003
2013-03-18,455.720016,26.49,185.590002,158.070007,88.769997
2013-03-19,454.489975,26.549999,181.369999,156.0,88.58000200000002
2013-03-20,452.079987,25.860001,183.049997,159.330002,88.629997
2013-03-21,452.729988,25.74,181.99,157.800003,88.16999799999998
2013-03-22,461.91001100000005,25.73,181.299997,160.089996,89.290001
2013-03-25,463.580009,25.129999,180.789999,164.0,89.019997
2013-03-26,461.140007,25.209999,190.609997,167.46000700000005,90.129997
2013-03-27,452.079987,26.09,190.240002,168.660004,90.580002
2013-03-28,442.66001100000005,25.58,189.280006,169.839996,90.110001
2013-04-01,428.910004,25.530001,182.429996,167.350006,90.769997
2013-04-02,429.789997,25.42,176.689999,167.949997,90.580002
2013-04-03,431.989994,26.25,169.74,164.75,89.93
2013-04-04,427.71999000000005,27.07,166.689997,166.479996,89.769997
2013-04-05,423.199993,27.389999,164.660004,165.160004,89.010002
2013-04-08,426.209995,26.85,163.059994,166.28999299999995,88.599998
2013-04-09,426.98,26.59,169.360004,164.75,88.769997
2013-04-10,435.689999,27.57,166.069996,166.990005,88.68
2013-04-11,434.32999400000006,28.02,173.009995,167.619995,89.220001
2013-04-12,429.800011,27.4,173.199999,165.75,88.989998
2013-04-15,419.85001,26.52,176.499994,161.28999299999995,86.489998
2013-04-16,426.240009,26.92,175.850006,164.71000700000005,86.610001
2013-04-17,402.800007,26.629999,169.360004,162.229996,86.08000200000002
2013-04-18,392.049988,25.690001,163.819998,161.410004,86.620003
2013-04-19,390.530006,25.73,163.370001,163.96000700000005,87.449997
2013-04-22,398.670006,25.969999,174.369999,163.529999,88.089996
2013-04-23,406.12999,25.98,216.99,165.660004,89.300003
2013-04-24,405.459988,26.110001,216.719994,167.059998,89.43
2013-04-25,408.380001,26.139999,213.750006,168.759995,88.07
2013-04-26,417.199989,26.85,215.549994,167.229996,88.0
2013-04-29,430.119991,26.98,215.00999500000003,167.899994,88.209999
2013-04-30,442.779987,27.77,216.070005,168.46000700000005,88.989998
2013-05-01,439.290001,27.43,212.91,166.020004,87.510002
2013-05-02,445.519997,28.969999,214.489996,175.399994,88.629997
2013-05-03,449.980019,28.309999,213.449999,179.53999299999995,90.019997
2013-05-06,460.709984,27.57,210.690002,178.889999,90.580002
2013-05-07,458.660004,26.889999,206.249994,179.78999299999995,91.150002
2013-05-08,463.839989,27.120001,208.609995,179.259995,91.699997
2013-05-09,456.7699740000001,27.040001,216.41,178.580002,91.029999
2013-05-10,452.969994,26.68,217.690002,178.75,90.139999
2013-05-13,454.740021,26.82,229.37999,178.929993,90.099998
2013-05-14,443.860012,27.07,233.970001,180.320007,91.110001
2013-05-15,428.850002,26.6,243.39999,181.759995,91.239998
2013-05-16,434.580013,26.129999,237.029991,179.800003,90.699997
2013-05-17,433.26001,26.25,238.999996,184.570007,91.760002
2013-05-20,442.930004,25.76,239.549995,181.610001,92.519997
2013-05-21,439.659996,25.66,237.089993,181.550003,92.800003
2013-05-22,441.349995,25.16,228.559998,180.139999,92.190002
2013-05-23,442.1399990000001,25.059999,226.179996,178.100006,91.790001
2013-05-24,445.150002,24.309999,228.740002,180.449997,91.529999
2013-05-28,441.44001,24.1,214.190002,180.029999,92.379997
2013-05-29,444.949997,23.32,215.340002,178.139999,92.080002
2013-05-30,451.580002,24.549999,222.659996,181.029999,92.089996
2013-05-31,449.730026,24.35,226.250011,178.139999,90.470001
2013-06-03,450.720009,23.85,221.969994,180.190002,91.459999
2013-06-04,449.30999,23.52,225.30999,180.199997,90.790001
2013-06-05,445.110001,22.9,223.460001,177.220001,89.650002
2013-06-06,438.459995,22.969999,217.740004,179.350006,90.230003
2013-06-07,441.810005,23.290001,220.219994,179.940002,91.449997
2013-06-10,438.889992,24.33,220.929996,182.330002,91.120003
2013-06-11,437.600002,24.030001,214.459995,179.660004,90.459999
2013-06-12,432.189999,23.77,207.639999,179.149994,89.739998
2013-06-13,435.959991,23.73,215.390003,182.25,91.330002
2013-06-14,430.050003,23.629999,213.989998,180.929993,90.580002
2013-06-17,432.000008,24.02,229.23,182.350006,91.510002
2013-06-18,431.769989,24.209999,228.82999,184.009995,91.93
2013-06-19,422.999989,24.309999,232.30999,182.630005,91.0
2013-06-20,416.840008,23.9,223.520002,178.46000700000005,89.050003
2013-06-21,413.500011,24.530001,216.899998,179.5,89.480003
2013-06-24,402.540001,23.940001,215.599995,178.270004,88.480003
2013-06-25,402.62999,24.25,212.9,180.470001,89.110001
2013-06-26,398.069992,24.16,212.099995,182.649994,89.800003
2013-06-27,393.779987,24.66,214.969994,184.259995,90.040001
2013-06-28,396.53001,24.879999,211.089998,182.75,90.349998
2013-07-01,409.219994,24.809999,224.280006,185.220001,90.300003
2013-07-02,418.490005,24.41,221.459995,185.240005,90.639999
2013-07-03,420.799992,24.52,220.909996,187.039993,90.690002
2013-07-05,417.419994,24.370001,225.099998,190.789993,91.57
2013-07-08,415.050007,24.709999,233.099995,188.100006,92.25
2013-07-09,422.349987,25.48,247.380001,187.199997,93.339996
2013-07-10,420.730003,25.799999,243.82,186.699997,92.82
2013-07-11,427.289993,25.809999,244.169994,189.960007,93.269997
2013-07-12,426.51000199999993,25.91,257.259987,190.720001,93.400002
2013-07-15,427.44001,26.280001,257.98000299999995,190.25,93.25
2013-07-16,430.199993,26.32,260.480007,189.380005,93.300003
2013-07-17,430.310009,26.65,267.91999100000004,189.639999,93.459999
2013-07-18,431.76000199999993,26.18,266.409996,191.009995,94.379997
2013-07-19,424.949993,25.879999,264.579994,189.919998,95.169998
2013-07-22,426.30999800000006,26.049999,261.959988,191.220001,94.830002
2013-07-23,418.98999,26.129999,250.259987,188.580002,95.199997
2013-07-24,440.51000199999993,26.51,241.299995,186.75,94.989998
2013-07-25,438.499996,34.360001000000004,246.740013,194.610001,94.970001
2013-07-26,440.990013,34.009998,246.30999,193.199997,94.790001
2013-07-29,447.790009,35.43,244.959999,191.970001,94.029999
2013-07-30,453.320015,37.630001,243.759998,191.440002,93.809998
2013-07-31,452.529984,36.799999,244.479988,177.009995,93.75
2013-08-01,456.679985,37.490002,249.119987,179.169998,92.730003
2013-08-02,462.53998600000006,38.049999,246.18,184.0,91.949997
2013-08-05,469.449997,39.189999,253.839989,184.539993,91.589996
2013-08-06,465.250008,38.549999,255.900009,182.889999,91.470001
2013-08-07,464.979988,38.869999,249.210003,181.389999,91.339996
2013-08-08,461.010017,38.540001,250.39999,180.779999,91.779999
2013-08-09,454.449974,38.5,252.750004,179.809998,90.720001
2013-08-12,467.360016,38.220001,256.599998,179.759995,89.889999
2013-08-13,489.569977,37.02,259.189991,179.229996,89.400002
2013-08-14,498.500008,36.650002,261.809998,178.350006,88.949997
2013-08-15,497.909981,36.560001,253.409992,173.929993,88.160004
2013-08-16,502.330002,37.080002,258.87001000000004,173.130005,87.910004
2013-08-19,507.740005,37.810001,259.779991,174.979996,86.91999799999998
2013-08-20,501.07,38.41,273.28999300000004,173.220001,86.83000200000002
2013-08-21,502.360016,38.32,270.370007,178.389999,86.41999799999998
2013-08-22,502.959976,38.549999,269.749992,178.919998,86.980003
2013-08-23,501.020012,40.549999,278.35998900000004,179.100006,87.519997
2013-08-26,502.970016,41.34,282.720009,175.0,87.089996
2013-08-27,488.589981,39.639999,276.039989,174.169998,86.82
2013-08-28,490.89999400000005,40.549999,283.359997,175.21000700000005,88.839996
2013-08-29,491.700012,41.279999,287.850006,175.369995,87.269997
2013-08-30,487.220016,41.290001,283.909996,174.419998,87.160004
2013-09-03,488.57999400000006,41.869999,288.999992,177.020004,87.150002
2013-09-04,498.690025,41.779999,292.430004,176.190002,87.760002
2013-09-05,495.2699740000001,42.66,295.110012,176.21000700000005,87.349998
2013-09-06,498.220001,43.950001,291.539997,176.669998,87.25
2013-09-09,506.169983,44.040001,294.14999,178.550003,88.040001
2013-09-10,494.6399990000001,43.599998,313.060009,184.589996,87.82
2013-09-11,467.709984,45.040001,308.300007,186.309998,88.839996
2013-09-12,472.690018,44.75,301.409996,185.059998,87.980003
2013-09-13,464.899986,44.310001,305.650013,189.0,88.400002
2013-09-16,450.119995,42.509998,302.16,189.380005,88.66999799999998
2013-09-17,455.320007,45.07,299.550007,191.600006,88.940002
2013-09-18,464.680008,45.23,306.920002,193.649994,89.58000200000002
2013-09-19,472.299995,45.98,305.499996,194.710007,89.279999
2013-09-20,467.410004,47.490002,313.830013,198.830002,88.660004
2013-09-23,490.64001500000006,47.189999,302.039997,196.240005,87.75
2013-09-24,489.100006,48.450001,306.490005,193.339996,87.360001
2013-09-25,481.530006,49.459999,307.140007,191.559998,87.139999
2013-09-26,486.219994,50.389999,313.5100060000001,193.559998,87.07
2013-09-27,482.750008,51.240002,312.399994,193.050003,86.900002
2013-09-30,476.749977,50.23,309.209988,191.100006,86.040001
2013-10-01,487.960007,50.419998,324.620007,193.220001,86.0
2013-10-02,489.55999,50.279999,330.73,191.820007,86.08000200000002
2013-10-03,483.409996,49.18,321.719994,188.649994,85.5
2013-10-04,483.030014,51.040001,327.259987,190.479996,86.32
2013-10-07,487.750015,50.52,318.159992,186.330002,85.900002
2013-10-08,480.93998,47.139999,302.320004,182.529999,85.510002
2013-10-09,486.589989,46.77,288.429993,183.850006,85.160004
2013-10-10,489.639992,49.049999,303.990002,189.029999,86.040001
2013-10-11,492.80999800000006,49.110001,300.85001,192.199997,86.949997
2013-10-14,496.039978,49.509998,324.3600009999999,193.440002,87.599998
2013-10-15,498.679985,49.5,321.690006,191.369995,86.790001
