season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won
1990,7138,415,0,-9,-4,64,68,0
1990,8887,415,0,-6,-3,85,88,0
1990,4601,593,0,8,-2,60,62,0
1990,6835,593,0,7,-1,53,54,0
1990,9634,593,0,11,2,69,67,1
1990,1784,803,0,15,24,76,52,1
1990,1521,1052,0,7,2,49,47,1
1990,1784,1144,0,8,20,74,54,1
1990,3823,1144,0,1,-2,63,65,0
1990,1052,1521,0,-7,-2,47,49,0
1990,1784,1521,0,4,1,71,70,1
1990,4303,1521,0,1,-4,75,79,0
1990,78,1716,0,3,17,71,54,1
1990,803,1784,0,-15,-24,52,76,0
1990,1144,1784,0,-8,-20,54,74,0
1990,1521,1784,0,-4,-1,70,71,0
1990,2345,1784,0,-2,1,79,78,1
1990,8667,1817,0,13,22,70,48,1
1990,415,2087,0,8,2,86,84,1
1990,3750,2087,0,7,-2,86,88,0
1990,415,2345,0,-1,-14,83,97,0
1990,1784,2345,0,2,-1,78,79,0
1990,7362,2345,0,-11,-35,46,81,0
1990,8410,2345,0,-3,-4,72,76,0
1990,9407,2345,0,-4,-9,81,90,0
1990,9634,2345,0,2,30,103,73,1
1990,3239,2612,0,9,16,99,83,1
1990,9240,3137,0,-11,-18,52,70,0
1990,10791,3137,0,-3,3,74,71,1
1990,8887,3171,0,-3,12,100,88,1
1990,2612,3239,0,-9,-16,83,99,0
1990,4737,3239,0,-1,-3,91,94,0
1990,5251,3239,0,3,-1,80,81,0
1990,5285,3239,0,-2,-2,91,93,0
1990,9634,3239,0,3,9,90,81,1
1990,7799,3564,0,-1,4,70,66,1
1990,4601,3648,0,9,19,78,59,1
1990,2087,3750,0,-7,2,88,86,1
1990,5217,3784,0,11,6,76,70,1
1990,1144,3823,0,-1,2,65,63,1
1990,7430,4154,0,-13,-8,71,79,0
1990,9407,4154,0,-5,1,71,70,1
1990,10791,4188,0,5,8,87,79,1
1990,1521,4303,0,-1,4,79,75,1
1990,8210,4303,0,-9,-16,63,79,0
1990,593,4601,0,-8,2,62,60,1
1990,3648,4601,0,-9,-19,59,78,0
1990,78,4635,0,4,-2,60,62,0
1990,5217,4635,0,8,-34,115,149,0
1990,6119,4635,0,5,-19,92,111,0
1990,9634,4635,0,10,30,131,101,1
1990,3239,4737,0,1,3,94,91,1
1990,10025,4737,0,-7,-7,63,70,0
1990,3784,5217,0,-11,-6,70,76,0
1990,4635,5217,0,-8,34,149,115,1
1990,3239,5251,0,-3,1,81,80,1
1990,5754,5251,0,-15,-4,71,75,0
1990,7799,5251,0,-8,-4,58,62,0
1990,3239,5285,0,2,2,93,91,1
1990,6445,5285,0,-8,-3,78,81,0
1990,8667,5285,0,4,-7,75,82,0
1990,9852,5285,0,-5,-3,61,64,0
1990,6445,5387,0,-11,3,74,71,1
1990,6286,5450,0,1,13,83,70,1
1990,5251,5754,0,15,4,75,71,1
1990,4635,6119,0,-5,19,111,92,1
1990,415,6286,0,4,23,96,73,1
1990,5450,6286,0,-1,-13,70,83,0
1990,6669,6286,0,7,-2,77,79,0
1990,5285,6445,0,8,3,81,78,1
1990,5387,6445,0,11,-3,71,74,0
1990,10059,6547,0,3,8,75,67,1
1990,7172,6634,0,-1,-1,83,84,0
1990,9634,6634,0,7,11,76,65,1
1990,6286,6669,0,-7,2,79,77,1
1990,9083,6669,0,-15,-9,68,77,0
1990,593,6835,0,-7,1,54,53,1
1990,415,7138,0,9,4,68,64,1
1990,6634,7172,0,1,1,84,83,1
1990,8887,7206,0,-8,1,73,72,1
1990,9475,7206,0,-13,-12,63,75,0
1990,2345,7362,0,11,35,81,46,1
1990,4154,7430,0,13,8,79,71,1
1990,3564,7799,0,1,-4,66,70,0
1990,5251,7799,0,8,4,62,58,1
1990,293,8176,0,13,12,79,67,1
1990,4303,8210,0,9,16,79,63,1
1990,2345,8410,0,3,4,76,72,1
1990,8751,8410,0,-5,-16,65,81,0
1990,1817,8667,0,-13,-22,48,70,0
1990,5285,8667,0,-4,7,82,75,1
1990,10059,8667,0,-5,-2,61,63,0
1990,8410,8751,0,5,16,81,65,1
1990,415,8887,0,6,3,88,85,1
1990,3171,8887,0,3,-12,88,100,0
1990,7206,8887,0,8,-1,72,73,0
1990,10791,8887,0,4,-13,89,102,0
1990,6669,9083,0,15,9,77,68,1
1990,3137,9240,0,11,18,70,52,1
1990,9407,9274,0,3,12,68,56,1
1990,2345,9407,0,4,9,90,81,1
1990,4154,9407,0,5,-1,70,71,0
1990,9274,9407,0,-3,-12,56,68,0
1990,7206,9475,0,13,12,75,63,1
1990,361,9634,0,-15,-30,72,102,0
1990,593,9634,0,-11,-2,67,69,0
1990,2345,9634,0,-2,-30,73,103,0
1990,3239,9634,0,-3,-9,81,90,0
1990,4635,9634,0,-10,-30,101,131,0
1990,6634,9634,0,-7,-11,65,76,0
1990,5285,9852,0,5,3,64,61,1
1990,4737,10025,0,7,7,70,63,1
1990,6547,10059,0,-3,-8,67,75,0
1990,8667,10059,0,5,2,63,61,1
1990,3137,10791,0,3,-3,71,74,0
1990,4188,10791,0,-5,-8,79,87,0
1990,8887,10791,0,-4,13,102,89,1
1991,416,79,0,3,23,93,70,1
1991,5755,79,0,-9,-10,79,89,0
1991,10338,79,0,-1,-8,88,96,0
1991,1053,294,0,-8,-15,61,76,0
1991,7965,294,0,-1,4,81,77,1
1991,8377,294,0,-13,-13,80,93,0
1991,416,328,0,7,7,97,90,1
1991,7465,328,0,-1,-3,76,79,0
1991,79,416,0,-3,-23,70,93,0
1991,328,416,0,-7,-7,90,97,0
1991,3206,416,0,-15,-41,76,117,0
1991,4155,416,0,-2,12,93,81,1
1991,294,1053,0,8,15,76,61,1
1991,10060,1053,0,3,-13,48,61,0
1991,3824,1588,0,13,10,79,69,1
1991,2346,1785,0,9,14,81,67,1
1991,4738,1785,0,5,-17,62,79,0
1991,10792,1785,0,-3,-16,50,66,0
1991,6120,1886,0,5,-8,56,64,0
1991,7965,1886,0,8,12,81,69,1
1991,3240,2210,0,1,17,87,70,1
1991,1785,2346,0,-9,-14,67,81,0
1991,3926,2346,0,-5,-15,70,85,0
1991,4155,2346,0,-1,-7,65,72,0
1991,8411,2346,0,-2,-17,61,78,0
1991,9476,2346,0,-13,-29,73,102,0
1991,9635,2346,0,1,-2,77,79,0
1991,5354,2482,0,7,-20,56,76,0
1991,6287,2482,0,11,26,93,67,1
1991,6938,2482,0,-1,-3,68,71,0
1991,3926,2613,0,3,3,76,73,1
1991,3824,2884,0,5,22,82,60,1
1991,9669,2884,0,-3,-3,72,75,0
1991,9635,3138,0,7,8,62,54,1
1991,9958,3138,0,-1,-10,60,70,0
1991,7006,3172,0,5,8,76,68,1
1991,416,3206,0,15,41,117,76,1
1991,2210,3240,0,-1,-17,70,87,0
1991,6635,3240,0,7,4,65,61,1
1991,1588,3824,0,-13,-10,69,79,0
1991,2884,3824,0,-5,-22,60,82,0
1991,4155,3824,0,-1,18,83,65,1
1991,2346,3926,0,5,15,85,70,1
1991,2613,3926,0,-3,-3,73,76,0
1991,416,4155,0,2,-12,81,93,0
1991,2346,4155,0,1,7,72,65,1
1991,3824,4155,0,1,-18,65,83,0
1991,6154,4155,0,-11,-6,49,55,0
1991,6287,4155,0,2,-6,73,79,0
1991,7006,4155,0,-3,-11,66,77,0
1991,10338,4568,0,7,6,71,65,1
1991,1785,4738,0,-5,17,79,62,1
1991,9771,5252,0,1,1,85,84,1
1991,10508,5252,0,-7,-2,58,60,0
1991,2482,5354,0,-7,20,76,56,1
1991,9635,5519,0,15,34,99,65,1
1991,79,5755,0,9,10,89,79,1
1991,8411,5816,0,9,7,75,68,1
1991,6704,5935,0,3,9,73,64,1
1991,8211,5935,0,-5,-29,85,114,0
1991,10792,5984,0,-11,5,89,84,1
1991,6704,6086,0,11,13,67,54,1
1991,1886,6120,0,-5,8,64,56,1
1991,4155,6154,0,11,6,55,49,1
1991,2482,6287,0,-11,-26,67,93,0
1991,4155,6287,0,-2,6,79,73,1
1991,6378,6287,0,-15,-35,66,101,0
1991,8752,6287,0,-9,-3,72,75,0
1991,10026,6287,0,-8,-15,69,84,0
1991,6287,6378,0,15,35,101,66,1
1991,3240,6635,0,-7,-4,61,65,0
1991,8411,6635,0,-3,17,91,74,1
1991,9084,6635,0,-15,-11,86,97,0
1991,5935,6704,0,-3,-9,64,73,0
1991,6086,6704,0,-11,-13,54,67,0
1991,8752,6704,0,-7,9,72,63,1
1991,2482,6938,0,1,3,71,68,1
1991,9408,6938,0,9,-5,69,74,0
1991,7965,6972,0,11,20,71,51,1
1991,3172,7006,0,-5,-8,68,76,0
1991,4155,7006,0,3,11,77,66,1
1991,10026,7139,0,-1,2,50,48,1
1991,8752,7207,0,-3,17,80,63,1
1991,8668,7363,0,13,-4,69,73,0
1991,8752,7363,0,5,13,77,64,1
1991,328,7465,0,1,3,79,76,1
1991,294,7965,0,1,-4,77,81,0
1991,1886,7965,0,-8,-12,69,81,0
1991,6972,7965,0,-11,-20,51,71,0
1991,9635,7965,0,2,12,77,65,1
1991,9771,8099,0,9,10,82,72,1
1991,5935,8211,0,5,29,114,85,1
1991,294,8377,0,13,13,93,80,1
1991,2346,8411,0,2,17,78,61,1
1991,5816,8411,0,-9,-7,68,75,0
1991,6635,8411,0,3,-17,74,91,0
1991,8888,8411,0,-1,-8,76,84,0
1991,8888,8547,0,7,8,73,65,1
1991,7363,8668,0,-13,4,73,69,1
1991,6287,8752,0,9,3,75,72,1
1991,6704,8752,0,7,-9,63,72,0
1991,7207,8752,0,3,-17,63,80,0
1991,7363,8752,0,-5,-13,64,77,0
1991,8411,8888,0,1,8,84,76,1
1991,8547,8888,0,-7,-8,65,73,0
1991,6635,9084,0,15,11,97,86,1
1991,6938,9408,0,-9,5,74,69,1
1991,2346,9476,0,13,29,102,73,1
1991,2346,9635,0,-1,2,79,77,1
1991,3138,9635,0,-7,-8,54,62,0
1991,5519,9635,0,-15,-34,65,99,0
1991,7965,9635,0,-2,-12,65,77,0
1991,9771,9635,0,-3,-17,66,83,0
1991,2884,9669,0,3,3,75,72,1
1991,5252,9771,0,-1,-1,84,85,0
1991,8099,9771,0,-9,-10,72,82,0
1991,9635,9771,0,3,17,83,66,1
1991,3138,9958,0,1,10,70,60,1
1991,6287,10026,0,8,15,84,69,1
1991,7139,10026,0,1,-2,48,50,0
1991,1053,10060,0,-3,13,61,48,1
1991,79,10338,0,1,8,96,88,1
1991,4568,10338,0,-7,-6,65,71,0
1991,5252,10508,0,7,2,60,58,1
1991,1785,10792,0,3,16,66,50,1
1991,5984,10792,0,11,-5,84,89,0
1992,6288,80,0,1,9,64,55,1
1992,8582,80,0,-7,-5,75,80,0
1992,2614,295,0,-11,7,87,80,1
1992,5084,417,0,-3,2,82,80,1
1992,5756,417,0,-11,-11,69,80,0
1992,4739,1054,0,3,11,94,83,1
1992,2347,1180,0,15,26,82,56,1
1992,3961,1353,0,-3,2,76,74,1
1992,2123,1455,0,-9,-38,47,85,0
1992,5084,1455,0,-2,-31,57,88,0
1992,5219,1455,0,-2,4,76,72,1
1992,5253,1455,0,-1,-12,65,77,0
1992,9854,1455,0,-5,-2,67,69,0
1992,5985,1786,0,1,-21,65,86,0
1992,6636,1786,0,8,23,78,55,1
1992,1455,2123,0,9,38,85,47,1
1992,6121,2211,0,-7,8,81,73,1
1992,1180,2347,0,-15,-26,56,82,0
1992,3825,2347,0,-1,-3,78,81,0
1992,3927,2347,0,-8,-13,62,75,0
1992,4271,2347,0,-1,-1,103,104,0
1992,5219,2347,0,-5,-20,51,71,0
1992,7966,2347,0,-3,-12,69,81,0
1992,3825,2415,0,13,39,94,55,1
1992,295,2614,0,11,-7,80,87,0
1992,5219,2614,0,8,12,102,90,1
1992,9854,2648,0,-1,5,55,50,1
1992,3139,2885,0,-3,-10,68,78,0
1992,3825,2885,0,1,11,85,74,1
1992,5520,2885,0,-11,-10,68,78,0
1992,4982,2919,0,11,27,85,58,1
1992,6705,3055,0,13,27,100,73,1
1992,2885,3139,0,3,10,78,68,1
1992,8178,3139,0,-5,-15,60,75,0
1992,3566,3241,0,-3,-5,60,65,0
1992,5084,3241,0,1,4,83,79,1
1992,9670,3241,0,5,-1,78,79,0
1992,3241,3566,0,3,5,65,60,1
1992,4156,3616,0,15,33,100,67,1
1992,2347,3825,0,1,3,81,78,1
1992,2415,3825,0,-13,-39,55,94,0
1992,2885,3825,0,-1,-11,74,85,0
1992,4739,3825,0,-5,-10,79,89,0
1992,9409,3825,0,1,-27,79,106,0
1992,2347,3927,0,8,13,75,62,1
1992,8889,3927,0,1,-6,92,98,0
1992,1353,3961,0,3,-2,74,76,0
1992,4271,3961,0,8,8,106,98,1
1992,3616,4156,0,-15,-33,67,100,0
1992,9854,4156,0,-8,6,66,60,1
1992,2347,4271,0,1,1,104,103,1
1992,3961,4271,0,-8,-8,98,106,0
1992,4982,4271,0,-1,-10,77,87,0
1992,6739,4271,0,-13,-19,69,88,0
1992,7966,4305,0,9,2,78,76,1
1992,9409,4603,0,7,16,85,69,1
1992,10339,4603,0,-1,-23,58,81,0
1992,1054,4739,0,-3,-11,83,94,0
1992,3825,4739,0,5,10,89,79,1
1992,2919,4982,0,-11,-27,58,85,0
1992,4271,4982,0,1,10,87,77,1
1992,8669,4982,0,-3,-6,71,77,0
1992,417,5084,0,3,-2,80,82,0
1992,1455,5084,0,2,31,88,57,1
1992,3241,5084,0,-1,-4,79,83,0
1992,6973,5084,0,-5,-10,70,80,0
1992,6288,5185,0,9,5,68,63,1
1992,1455,5219,0,2,-4,72,76,0
1992,2347,5219,0,5,20,71,51,1
1992,2614,5219,0,-8,-12,90,102,0
1992,6636,5219,0,5,-4,71,75,0
1992,6705,5219,0,4,-3,72,75,0
1992,8753,5219,0,-5,-7,66,73,0
1992,1455,5253,0,1,12,77,65,1
1992,5452,5253,0,-7,-7,54,61,0
1992,7966,5389,0,1,17,88,71,1
1992,10475,5389,0,-7,-11,78,89,0
1992,5253,5452,0,7,7,61,54,1
1992,2885,5520,0,11,10,78,68,1
1992,6636,5658,0,15,27,83,56,1
1992,417,5756,0,11,11,80,69,1
1992,1786,5985,0,-1,21,86,65,1
1992,2211,6121,0,7,-8,73,81,0
1992,9409,6121,0,11,7,85,78,1
1992,9443,6121,0,-1,-8,73,81,0
1992,80,6288,0,-1,-9,55,64,0
1992,5185,6288,0,-9,-5,63,68,0
1992,6636,6288,0,3,7,80,73,1
1992,1786,6636,0,-8,-23,55,78,0
1992,5219,6636,0,-5,4,75,71,1
1992,5658,6636,0,-15,-27,56,83,0
1992,6288,6636,0,-3,-7,73,80,0
1992,9443,6671,0,-9,4,87,83,1
1992,3055,6705,0,-13,-27,73,100,0
1992,5219,6705,0,-4,3,75,72,1
1992,9140,6705,0,-8,-16,71,87,0
1992,4271,6739,0,13,19,88,69,1
1992,5084,6973,0,5,10,80,70,1
1992,8669,7140,0,5,8,51,43,1
1992,9409,7432,0,15,20,73,53,1
1992,2347,7966,0,3,12,81,69,1
1992,4305,7966,0,-9,-2,76,78,0
1992,5389,7966,0,-1,-17,71,88,0
1992,3139,8178,0,5,15,75,60,1
1992,9140,8412,0,-3,4,61,57,1
1992,80,8582,0,7,5,80,75,1
1992,4982,8669,0,3,6,77,71,1
1992,7140,8669,0,-5,-8,43,51,0
1992,5219,8753,0,5,7,73,66,1
1992,3927,8889,0,-1,6,98,92,1
1992,6705,9140,0,8,16,87,71,1
1992,8412,9140,0,3,-4,57,61,0
1992,3825,9409,0,-1,27,106,79,1
1992,4603,9409,0,-7,-16,69,85,0
1992,6121,9409,0,-11,-7,78,85,0
1992,7432,9409,0,-15,-20,53,73,0
1992,6121,9443,0,1,8,81,73,1
1992,6671,9443,0,9,-4,83,87,0
1992,9670,9477,0,13,30,84,54,1
1992,3241,9670,0,-5,1,79,78,1
1992,9477,9670,0,-13,-30,54,84,0
1992,1455,9854,0,5,2,69,67,1
1992,2648,9854,0,1,-5,50,55,0
1992,4156,9854,0,8,-6,60,66,0
1992,4603,10339,0,1,23,81,58,1
1992,5389,10475,0,7,11,89,78,1
1993,7836,296,0,-13,3,64,61,1
1993,3533,418,0,-9,-30,64,94,0
1993,6289,418,0,3,6,80,74,1
1993,8413,418,0,-1,-6,74,80,0
1993,4157,596,0,13,22,94,72,1
1993,9960,738,0,11,20,92,72,1
1993,4157,1055,0,5,14,90,76,1
1993,8067,1055,0,-3,-9,71,80,0
1993,2348,1147,0,3,-5,77,82,0
1993,4157,1147,0,4,17,93,76,1
1993,4740,1147,0,-5,-2,64,66,0
1993,10340,1388,0,7,23,81,58,1
1993,1820,1456,0,-13,-27,66,93,0
1993,6122,1456,0,-5,-37,55,92,0
1993,6289,1456,0,1,7,75,68,1
1993,10062,1456,0,-4,-17,54,71,0
1993,5220,1590,0,15,32,84,52,1
1993,1456,1820,0,13,27,93,66,1
1993,4604,2124,0,9,6,76,70,1
1993,1147,2348,0,-3,5,82,77,1
1993,7548,2348,0,-11,-35,70,105,0
1993,6289,2552,0,15,20,85,65,1
1993,2886,2649,0,11,12,82,70,1
1993,2649,2886,0,-11,-12,70,82,0
1993,4272,2886,0,2,25,106,81,1
1993,9141,2886,0,-8,-31,63,94,0
1993,10232,2886,0,-4,-3,78,81,0
1993,5220,3022,0,11,8,72,64,1
1993,6088,3022,0,7,-14,68,82,0
1993,8247,3022,0,-1,-10,80,90,0
1993,8247,3242,0,-9,15,93,78,1
1993,418,3533,0,9,30,94,64,1
1993,4488,3753,0,-5,-3,72,75,0
1993,9960,3753,0,3,17,85,68,1
1993,4157,3826,0,-1,6,83,77,1
1993,4604,3826,0,-3,-13,69,82,0
1993,10726,3826,0,-15,-43,54,97,0
1993,10794,3826,0,-8,-3,70,73,0
1993,9478,3928,0,-9,-13,69,82,0
1993,10340,3928,0,-1,6,84,78,1
1993,9410,3962,0,-1,11,81,70,1
1993,596,4157,0,-13,-22,72,94,0
1993,1055,4157,0,-5,-14,76,90,0
1993,1147,4157,0,-4,-17,76,93,0
1993,3826,4157,0,1,-6,77,83,0
1993,6289,4157,0,1,10,78,68,1
1993,9141,4191,0,-5,2,55,53,1
1993,2886,4272,0,-2,-25,81,106,0
1993,5220,4272,0,0,3,81,78,1
1993,7399,4272,0,-15,-44,52,96,0
1993,9773,4272,0,-7,-21,62,83,0
1993,10340,4272,0,-4,-34,69,103,0
1993,3753,4488,0,5,3,75,72,1
1993,2124,4604,0,-9,-6,70,76,0
1993,3826,4604,0,3,13,82,69,1
1993,6706,4604,0,-1,-15,63,78,0
1993,1147,4740,0,5,2,66,64,1
1993,10062,4813,0,5,12,78,66,1
1993,6706,4881,0,7,12,74,62,1
1993,6906,4983,0,-11,-4,50,54,0
1993,10062,4983,0,-3,15,71,56,1
1993,10232,5085,0,3,3,55,52,1
1993,1590,5220,0,-15,-32,52,84,0
1993,3022,5220,0,-11,-8,64,72,0
1993,4272,5220,0,0,-3,78,81,0
1993,6289,5220,0,0,6,77,71,1
1993,8754,5220,0,-6,-5,72,77,0
1993,9410,5220,0,-8,-2,84,86,0
1993,8754,5390,0,3,14,75,61,1
1993,6122,5986,0,3,14,93,79,1
1993,3022,6088,0,-7,14,82,68,1
1993,1456,6122,0,5,37,92,55,1
1993,5986,6122,0,-3,-14,79,93,0
1993,10794,6156,0,-1,18,73,55,1
1993,418,6289,0,-3,-6,74,80,0
1993,1456,6289,0,-1,-7,68,75,0
1993,2552,6289,0,-15,-20,65,85,0
1993,4157,6289,0,-1,-10,68,78,0
1993,5220,6289,0,0,-6,71,77,0
1993,7297,6289,0,-7,-45,67,112,0
1993,4604,6706,0,1,15,78,63,1
1993,4881,6706,0,-7,-12,62,74,0
1993,4983,6906,0,11,4,54,50,1
1993,9773,7008,0,1,21,86,65,1
1993,7297,7209,0,1,6,74,68,1
1993,6289,7297,0,7,45,112,67,1
1993,7209,7297,0,-1,-6,68,74,0
1993,4272,7399,0,15,44,96,52,1
1993,2348,7548,0,11,35,105,70,1
1993,296,7836,0,13,-3,61,64,0
1993,8754,7836,0,8,11,68,57,1
1993,8822,7967,0,-13,-22,59,81,0
1993,10232,7967,0,-5,4,72,68,1
1993,1055,8067,0,3,9,80,71,1
1993,3022,8247,0,1,10,90,80,1
1993,3242,8247,0,9,-15,78,93,0
1993,418,8413,0,1,6,80,74,1
1993,8992,8413,0,-7,-18,67,85,0
1993,5220,8754,0,6,5,77,72,1
1993,5390,8754,0,-3,-14,61,75,0
1993,7836,8754,0,-8,-11,57,68,0
1993,9960,8754,0,4,-8,59,67,0
1993,7967,8822,0,13,22,81,59,1
1993,8413,8992,0,7,18,85,67,1
1993,2886,9141,0,8,31,94,63,1
1993,4191,9141,0,5,-2,53,55,0
1993,3962,9410,0,1,-11,70,81,0
1993,5220,9410,0,8,2,86,84,1
1993,3928,9478,0,9,13,82,69,1
1993,4272,9773,0,7,21,83,62,1
1993,7008,9773,0,-1,-21,65,86,0
1993,738,9960,0,-11,-20,72,92,0
1993,3753,9960,0,-3,-17,68,85,0
1993,8754,9960,0,-4,8,67,59,1
1993,1456,10062,0,4,17,71,54,1
1993,4813,10062,0,-5,-12,66,78,0
1993,4983,10062,0,3,-15,56,71,0
1993,2886,10232,0,4,3,81,78,1
1993,5085,10232,0,-3,-3,52,55,0
1993,7967,10232,0,5,-4,68,72,0
1993,1388,10340,0,-7,-23,58,81,0
1993,3928,10340,0,1,-6,78,84,0
1993,4272,10340,0,4,34,103,69,1
1993,3826,10726,0,15,43,97,54,1
1993,3826,10794,0,8,3,73,70,1
1993,6156,10794,0,1,-18,55,73,0
1994,7176,82,0,1,-6,70,76,0
1994,7210,82,0,8,10,83,73,1
1994,419,297,0,1,9,91,82,1
1994,4605,297,0,-1,-12,70,82,0
1994,4673,297,0,-13,-26,55,81,0
1994,5391,297,0,1,-20,72,92,0
1994,10063,297,0,-5,-13,58,71,0
1994,297,419,0,-1,-9,82,91,0
1994,2349,419,0,-1,-4,72,76,0
1994,3141,419,0,-8,-12,73,85,0
1994,5221,419,0,-2,-8,68,76,0
1994,5893,419,0,-15,-15,79,94,0
1994,9176,419,0,-11,-19,84,103,0
1994,4605,739,0,11,9,67,58,1
1994,2788,773,0,6,8,74,66,1
1994,3827,773,0,4,-9,68,77,0
1994,6290,773,0,8,-3,72,75,0
1994,10409,773,0,1,-3,64,67,0
1994,10511,1148,0,-7,4,61,57,1
1994,4158,1389,0,9,29,102,73,1
1994,10673,1457,0,-1,8,80,72,1
1994,10341,1618,0,7,10,68,58,1
1994,2788,1788,0,-1,9,69,60,1
1994,3023,1788,0,-8,-12,63,75,0
1994,7400,1788,0,-13,-18,46,64,0
1994,8755,2315,0,9,22,61,39,1
1994,419,2349,0,1,4,76,72,1
1994,2788,2349,0,-1,-5,65,70,0
1994,4882,2349,0,-4,-10,49,59,0
1994,5255,2349,0,-5,-11,74,85,0
1994,7210,2349,0,1,-9,60,69,0
1994,9244,2349,0,-13,-12,70,82,0
1994,773,2788,0,-6,-8,66,74,0
1994,1788,2788,0,1,-9,60,69,0
1994,2349,2788,0,1,5,70,65,1
1994,4124,2788,0,-11,-2,62,64,0
1994,6907,2788,0,-8,-12,58,70,0
1994,1788,3023,0,8,12,75,63,1
1994,9278,3023,0,3,-5,46,51,0
1994,419,3141,0,8,12,85,73,1
1994,3754,3141,0,1,-7,77,84,0
1994,8671,3447,0,9,14,92,78,1
1994,3141,3754,0,-1,7,84,77,1
1994,773,3827,0,-4,9,77,68,1
1994,6604,3827,0,-7,-12,72,84,0
1994,8755,3827,0,1,-9,58,67,0
1994,2788,4124,0,11,2,64,62,1
1994,1389,4158,0,-9,-29,73,102,0
1994,7210,4158,0,3,5,83,78,1
1994,10341,4158,0,-1,-11,58,69,0
1994,4882,4273,0,-3,12,75,63,1
1994,8823,4273,0,-11,-13,70,83,0
1994,6290,4439,0,15,20,71,51,1
1994,297,4605,0,1,12,82,70,1
1994,739,4605,0,-11,-9,58,67,0
1994,5289,4605,0,-3,-5,55,60,0
1994,297,4673,0,13,26,81,55,1
1994,2349,4882,0,4,10,59,49,1
1994,4273,4882,0,3,-12,63,75,0
1994,9445,4882,0,-5,-22,59,81,0
1994,4984,4950,0,8,-8,87,95,0
1994,5221,4950,0,7,7,78,71,1
1994,8482,4950,0,3,-8,66,74,0
1994,4950,4984,0,-8,8,95,87,1
1994,8959,4984,0,-13,-18,60,78,0
1994,419,5221,0,2,8,76,68,1
1994,4950,5221,0,-7,-7,71,78,0
1994,6975,5221,0,-11,-4,74,78,0
1994,8891,5221,0,-3,-5,79,84,0
1994,2349,5255,0,5,11,85,74,1
1994,7968,5255,0,-3,-11,73,84,0
1994,4605,5289,0,3,5,60,55,1
1994,7549,5289,0,-5,-14,60,74,0
1994,297,5391,0,-1,20,92,72,1
1994,5859,5391,0,-15,-23,53,76,0
1994,8671,5391,0,-3,-10,88,98,0
1994,10673,5391,0,-8,-13,96,109,0
1994,5391,5859,0,15,23,76,53,1
1994,419,5893,0,15,15,94,79,1
1994,6907,5987,0,-5,10,90,80,1
1994,10063,6089,0,3,3,57,54,1
1994,6707,6123,0,9,10,65,55,1
1994,773,6290,0,-8,3,75,72,1
1994,4439,6290,0,-15,-20,51,71,0
1994,3827,6604,0,7,12,84,72,1
1994,6123,6707,0,-9,-10,55,65,0
1994,9176,6707,0,-8,2,82,80,1
1994,2788,6907,0,8,12,70,58,1
1994,5987,6907,0,5,-10,80,90,0
1994,5221,6975,0,11,4,78,74,1
1994,82,7176,0,-1,6,76,70,1
1994,82,7210,0,-8,-10,73,83,0
1994,2349,7210,0,-1,9,69,60,1
1994,4158,7210,0,-3,-5,78,83,0
1994,9377,7210,0,-15,-31,67,98,0
1994,1788,7400,0,13,18,64,46,1
1994,5289,7549,0,5,14,74,60,1
1994,5255,7968,0,3,11,84,73,1
1994,4950,8482,0,-3,8,74,66,1
1994,3447,8671,0,-9,-14,78,92,0
1994,5391,8671,0,3,10,98,88,1
1994,10511,8671,0,-8,-5,59,64,0
1994,2315,8755,0,-9,-22,39,61,0
1994,3827,8755,0,-1,9,67,58,1
1994,4273,8823,0,11,13,83,70,1
1994,5221,8891,0,3,5,84,79,1
1994,10233,8891,0,-5,-14,77,91,0
1994,4984,8959,0,13,18,78,60,1
1994,419,9176,0,11,19,103,84,1
1994,6707,9176,0,8,-2,80,82,0
1994,9411,9176,0,7,-10,102,112,0
1994,2349,9244,0,13,12,82,70,1
1994,3023,9278,0,-3,5,51,46,1
1994,7210,9377,0,15,31,98,67,1
1994,9176,9411,0,-7,10,112,102,1
1994,4882,9445,0,5,22,81,59,1
1994,297,10063,0,5,13,71,58,1
1994,6089,10063,0,-3,-3,54,57,0
1994,8891,10233,0,5,14,91,77,1
1994,1618,10341,0,-7,-10,58,68,0
1994,4158,10341,0,1,11,69,58,1
1994,773,10409,0,-1,3,67,64,1
1994,1148,10511,0,7,-4,57,61,0
1994,8671,10511,0,8,5,64,59,1
1994,1457,10673,0,1,-8,72,80,0
1994,5391,10673,0,8,13,109,96,1
1995,6708,83,0,1,14,66,52,1
1995,6908,83,0,-7,-6,85,91,0
1995,5188,298,0,-7,9,71,62,1
1995,598,332,0,-7,-15,66,81,0
1995,4274,332,0,4,24,97,73,1
1995,4815,332,0,-8,-10,54,64,0
1995,5087,420,0,-4,-5,91,96,0
1995,6291,420,0,0,-7,68,75,0
1995,8672,420,0,-5,-2,94,96,0
1995,9245,420,0,-13,-1,78,79,0
1995,9412,420,0,1,11,89,78,1
1995,10064,420,0,-2,-7,61,68,0
1995,332,598,0,7,15,81,66,1
1995,9143,1057,0,-1,6,76,70,1
1995,8585,1356,0,-3,2,70,68,1
1995,1789,1390,0,13,29,100,71,1
1995,1789,1458,0,5,5,96,91,1
1995,8756,1458,0,-3,-6,71,77,0
1995,4159,1653,0,15,14,82,68,1
