,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2
502,2.0,1.0,2.0,2.0,7.0,2.0,8.0,4.0,1.0,1.0,5.0,4.0,7.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,1,1,0
503,1.0,0.0,0.0,4.0,4.0,0.0,4.0,7.0,0.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,1,1,0
504,1.0,2.0,5.0,1.0,5.0,0.0,4.0,5.0,0.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,1,1,0
505,1.0,0.0,2.0,7.0,2.0,1.0,3.0,9.0,1.0,3.0,8.0,4.0,1.0,6.0,6.0,0.0,2.0,0.0,2.0,0.0,0,1,0
506,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,10.0,0.0,3.0,1.0,3.0,3.0,4.0,2.0,1,1,1
507,0.0,2.0,6.0,5.0,4.0,1.0,6.0,4.0,0.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,1,1,0
508,0.0,0.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,7.0,2.0,3.0,1.0,1.0,3.0,3.0,5.0,1,1,1
509,2.0,2.0,5.0,3.0,3.0,0.0,10.0,4.0,0.0,2.0,2.0,7.0,7.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1,0,0
510,2.0,0.0,2.0,3.0,1.0,2.0,3.0,7.0,2.0,2.0,1.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0,1,0
511,2.0,1.0,3.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,4.0,9.0,7.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1,0,0
512,2.0,1.0,6.0,1.0,4.0,0.0,5.0,3.0,0.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,3.0,1.0,0.0,1,0,0
513,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,5.0,8.0,4.0,7.0,8.0,0.0,1.0,1.0,6.0,4.0,0,1,0
514,1.0,2.0,2.0,5.0,2.0,0.0,0.0,6.0,1.0,0.0,5.0,4.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,0,1,0
515,3.0,1.0,1.0,3.0,3.0,2.0,2.0,9.0,0.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,1,1,0
516,0.0,3.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,2.0,2.0,7.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,1,0
517,2.0,2.0,1.0,1.0,3.0,0.0,5.0,2.0,4.0,6.0,0.0,4.0,1.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,0,0,0
518,3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,2.0,1,1,1
519,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,5.0,6.0,1.0,3.0,0.0,1.0,0.0,6.0,2.0,0,1,0
520,4.0,1.0,2.0,3.0,2.0,0.0,8.0,4.0,0.0,3.0,6.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,1,1,0
521,0.0,1.0,2.0,4.0,4.0,1.0,8.0,4.0,1.0,0.0,10.0,5.0,2.0,1.0,6.0,0.0,1.0,3.0,4.0,1.0,1,1,0
522,1.0,3.0,0.0,2.0,4.0,0.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,0,0,0
523,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,0,0
524,4.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,0,0,0
525,2.0,2.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1,1,0
526,0.0,2.0,1.0,3.0,2.0,1.0,3.0,7.0,0.0,0.0,2.0,4.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1,1,0
527,1.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,9.0,3.0,6.0,0.0,2.0,1.0,1.0,1.0,1,1,0
528,2.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,0.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,1.0,1,1,0
529,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,4.0,5.0,10.0,4.0,7.0,0.0,1.0,1.0,1.0,2.0,1,1,0
530,0.0,0.0,0.0,4.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,6.0,5.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,1,1,0
531,1.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,0.0,0.0,4.0,3.0,5.0,0.0,3.0,1.0,7.0,3.0,0.0,0.0,1,0,0
532,4.0,2.0,1.0,6.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,2.0,4.0,0,1,0
533,1.0,1.0,4.0,2.0,6.0,0.0,5.0,8.0,1.0,5.0,2.0,3.0,6.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,1,1,1
534,2.0,2.0,1.0,0.0,5.0,2.0,7.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,4.0,2.0,6.0,4.0,1.0,0.0,1,0,0
535,0.0,1.0,3.0,6.0,1.0,0.0,4.0,10.0,1.0,0.0,2.0,4.0,3.0,8.0,7.0,1.0,0.0,1.0,4.0,2.0,0,1,0
536,0.0,1.0,6.0,2.0,1.0,4.0,6.0,2.0,0.0,2.0,2.0,5.0,3.0,2.0,6.0,0.0,2.0,0.0,4.0,3.0,1,1,1
537,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,3.0,1.0,0.0,1.0,6.0,1.0,6.0,1,1,1
538,1.0,1.0,4.0,5.0,3.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,3.0,1,1,1
539,1.0,9.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,0,0,0
540,1.0,1.0,2.0,3.0,4.0,1.0,1.0,6.0,2.0,4.0,2.0,0.0,6.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,1,1,1
541,3.0,2.0,2.0,4.0,4.0,0.0,3.0,9.0,1.0,3.0,1.0,5.0,4.0,1.0,2.0,0.0,3.0,3.0,3.0,0.0,1,1,0
542,0.0,5.0,6.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,3.0,3.0,6.0,7.0,2.0,0.0,5.0,4.0,3.0,1.0,1,1,0
543,2.0,2.0,4.0,8.0,3.0,0.0,0.0,3.0,2.0,5.0,3.0,7.0,7.0,3.0,4.0,2.0,3.0,0.0,5.0,1.0,0,1,0
544,0.0,1.0,4.0,5.0,3.0,1.0,1.0,3.0,2.0,4.0,7.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,1.0,1.0,1,1,0
545,1.0,1.0,2.0,1.0,3.0,0.0,5.0,8.0,1.0,1.0,2.0,5.0,8.0,0.0,3.0,4.0,7.0,5.0,0.0,0.0,1,0,0
546,1.0,2.0,2.0,2.0,3.0,0.0,3.0,6.0,2.0,1.0,6.0,2.0,8.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1,1,0
547,2.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,0.0,1.0,5.0,5.0,9.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,1,1,0
548,1.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,0.0,1.0,4.0,3.0,3.0,7.0,5.0,1.0,2.0,1.0,2.0,1.0,1,1,0
549,1.0,0.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1,1,0
550,0.0,2.0,4.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,5.0,1.0,0.0,1,0,0
551,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,0,0,0
552,1.0,1.0,1.0,1.0,4.0,1.0,9.0,5.0,0.0,0.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,1,1,0
553,1.0,1.0,5.0,1.0,5.0,0.0,8.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,0.0,3.0,1,0,0
554,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,3.0,6.0,3.0,6.0,2.0,7.0,3.0,2.0,0.0,1,1,0
555,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,9.0,4.0,4.0,0.0,1.0,3.0,2.0,3.0,1,1,1
556,1.0,3.0,0.0,5.0,1.0,2.0,2.0,10.0,0.0,2.0,1.0,4.0,5.0,5.0,5.0,0.0,1.0,0.0,4.0,3.0,0,1,0
557,3.0,0.0,5.0,3.0,4.0,1.0,2.0,7.0,0.0,3.0,4.0,4.0,7.0,0.0,3.0,2.0,3.0,0.0,5.0,3.0,1,1,0
558,2.0,1.0,0.0,1.0,4.0,1.0,5.0,8.0,0.0,0.0,1.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1,0,0
559,0.0,1.0,0.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,4.0,4.0,7.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,1,1,0
560,0.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,7.0,3.0,7.0,6.0,4.0,0.0,0.0,0.0,3.0,5.0,0,1,0
561,1.0,3.0,2.0,2.0,3.0,5.0,1.0,7.0,0.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,5.0,3.0,1,1,1
562,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,4.0,5.0,7.0,0.0,2.0,3.0,0.0,1.0,1,1,0
563,0.0,3.0,4.0,2.0,2.0,2.0,3.0,8.0,0.0,1.0,5.0,4.0,5.0,3.0,2.0,0.0,6.0,1.0,1.0,0.0,1,1,0
564,3.0,0.0,0.0,2.0,1.0,2.0,6.0,4.0,1.0,3.0,2.0,7.0,2.0,3.0,5.0,1.0,1.0,4.0,1.0,3.0,1,1,0
565,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,8.0,5.0,4.0,5.0,0.0,2.0,6.0,1.0,1.0,1,1,0
566,1.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,2.0,1.0,0.0,1,0,0
567,1.0,1.0,5.0,2.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,3.0,1.0,1.0,4.0,1,1,0
568,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,6.0,3.0,1.0,0,0,0
569,2.0,2.0,1.0,5.0,4.0,2.0,6.0,9.0,1.0,0.0,3.0,2.0,11.0,3.0,1.0,1.0,2.0,1.0,4.0,0.0,1,1,0
570,0.0,1.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,5.0,6.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,0,1,0
571,3.0,1.0,3.0,3.0,3.0,1.0,6.0,7.0,0.0,0.0,3.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1,0,0
572,5.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,0
573,0.0,3.0,1.0,5.0,5.0,0.0,1.0,3.0,0.0,3.0,6.0,1.0,4.0,6.0,5.0,1.0,0.0,1.0,2.0,1.0,0,1,0
574,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1,1,0
575,1.0,1.0,4.0,3.0,5.0,1.0,3.0,6.0,1.0,2.0,1.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,6.0,3.0,0,1,0
576,2.0,6.0,2.0,0.0,6.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,0.0,6.0,1.0,3.0,4.0,3.0,2.0,1,1,1
577,0.0,0.0,3.0,7.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,0.0,1.0,0.0,2.0,4.0,0,1,0
578,0.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,1,1,1
579,2.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,5.0,7.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1,1,0
580,4.0,1.0,3.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,5.0,5.0,7.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,1,1,0
581,0.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,4.0,2.0,4.0,9.0,4.0,9.0,1.0,4.0,0.0,6.0,5.0,0,1,0
582,1.0,3.0,1.0,3.0,3.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1,0
583,2.0,1.0,1.0,3.0,5.0,1.0,3.0,6.0,2.0,2.0,4.0,5.0,3.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,1,1,0
584,2.0,1.0,3.0,2.0,6.0,0.0,6.0,7.0,0.0,0.0,7.0,2.0,6.0,1.0,8.0,3.0,3.0,4.0,0.0,1.0,1,1,0
585,1.0,4.0,2.0,3.0,2.0,3.0,7.0,7.0,2.0,3.0,2.0,3.0,7.0,6.0,3.0,2.0,5.0,2.0,3.0,0.0,1,1,0
586,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,0,0,0
587,1.0,3.0,2.0,0.0,2.0,2.0,6.0,4.0,1.0,2.0,3.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,3.0,3.0,1,1,1
588,0.0,2.0,1.0,5.0,1.0,2.0,1.0,6.0,2.0,2.0,9.0,3.0,8.0,6.0,4.0,0.0,1.0,1.0,5.0,3.0,0,1,0
589,1.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,3.0,2.0,2.0,1,1,1
590,2.0,1.0,5.0,0.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,4.0,0.0,6.0,1.0,1,1,1
591,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,6.0,2.0,1.0,3.0,3.0,0,0,0
592,2.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0,0,0
593,1.0,3.0,2.0,0.0,7.0,3.0,2.0,7.0,0.0,5.0,6.0,3.0,2.0,2.0,1.0,0.0,5.0,0.0,4.0,2.0,1,1,1
594,2.0,0.0,2.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1,0,0
595,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,2.0,0.0,1.0,3.0,5.0,3.0,0,0,0
596,2.0,1.0,3.0,2.0,7.0,2.0,5.0,2.0,1.0,0.0,4.0,6.0,4.0,1.0,1.0,2.0,7.0,3.0,0.0,0.0,1,0,0
597,0.0,1.0,2.0,1.0,4.0,1.0,6.0,4.0,0.0,3.0,4.0,6.0,4.0,6.0,4.0,0.0,2.0,0.0,2.0,0.0,1,1,0
598,3.0,1.0,0.0,1.0,0.0,2.0,8.0,5.0,0.0,0.0,5.0,4.0,3.0,1.0,2.0,0.0,6.0,3.0,2.0,0.0,1,0,0
599,0.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1,1,1
600,0.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,4.0,1.0,3.0,5.0,2.0,5.0,1.0,0.0,4.0,3.0,0.0,1,1,1
601,1.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,0.0,0.0,2.0,4.0,2.0,0.0,5.0,4.0,4.0,6.0,1.0,1.0,1,0,0
602,1.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,1.0,7.0,2.0,3.0,4.0,0.0,2.0,2.0,5.0,2.0,1,1,0
603,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1,1,1
604,1.0,3.0,1.0,7.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,6.0,4.0,3.0,4.0,0.0,2.0,0.0,5.0,1.0,0,1,0
605,1.0,3.0,6.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,1.0,6.0,5.0,4.0,1.0,2.0,6.0,2.0,2.0,0.0,1,0,0
606,0.0,2.0,1.0,4.0,5.0,1.0,5.0,9.0,0.0,3.0,4.0,5.0,5.0,6.0,3.0,1.0,3.0,0.0,2.0,1.0,1,1,0
607,2.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,7.0,3.0,4.0,7.0,0.0,1.0,1.0,4.0,3.0,0,1,0
608,2.0,0.0,2.0,1.0,3.0,1.0,4.0,5.0,0.0,1.0,4.0,4.0,6.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,1,1,0
609,1.0,1.0,2.0,5.0,3.0,0.0,1.0,6.0,2.0,2.0,5.0,2.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,1,1,0
610,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1,1,1
611,1.0,1.0,5.0,2.0,7.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,3.0,0.0,5.0,1,1,1
612,1.0,3.0,3.0,6.0,1.0,3.0,2.0,9.0,0.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,1,1,0
613,0.0,2.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,0.0,8.0,6.0,6.0,6.0,0.0,2.0,0.0,1.0,0.0,0,1,0
614,1.0,2.0,4.0,0.0,3.0,3.0,4.0,8.0,0.0,1.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1,1,0
615,0.0,0.0,1.0,2.0,4.0,1.0,6.0,2.0,0.0,2.0,4.0,6.0,9.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1,1,0
616,0.0,3.0,3.0,3.0,0.0,5.0,5.0,1.0,0.0,5.0,6.0,1.0,5.0,0.0,3.0,0.0,4.0,2.0,4.0,1.0,1,1,1
617,5.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,7.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,1,1,0
618,1.0,0.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,0.0,0.0,2.0,2.0,3.0,1,1,1
619,1.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,4.0,2.0,0,0,0
620,1.0,2.0,6.0,0.0,3.0,3.0,8.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,1,1,1
621,0.0,1.0,1.0,7.0,4.0,1.0,3.0,6.0,0.0,1.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,0.0,1.0,5.0,1,1,0
622,3.0,1.0,3.0,0.0,8.0,0.0,6.0,12.0,0.0,1.0,5.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1,0,0
623,1.0,1.0,2.0,5.0,5.0,1.0,5.0,9.0,0.0,1.0,2.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,0
624,1.0,0.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,5.0,0.0,2.0,3.0,4.0,1.0,1,1,1
625,1.0,0.0,4.0,2.0,1.0,1.0,4.0,4.0,0.0,1.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1,1,0
626,0.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1,1,1
627,0.0,3.0,2.0,3.0,5.0,0.0,1.0,8.0,0.0,3.0,3.0,3.0,6.0,2.0,4.0,0.0,1.0,0.0,4.0,2.0,0,1,0
628,1.0,1.0,2.0,4.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,6.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1,1,0
629,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,7.0,2.0,8.0,0.0,0.0,1.0,0.0,1.0,1,1,0
630,1.0,0.0,3.0,1.0,2.0,3.0,7.0,3.0,0.0,1.0,1.0,2.0,6.0,6.0,3.0,1.0,2.0,7.0,3.0,3.0,1,1,1
631,0.0,5.0,1.0,6.0,4.0,0.0,1.0,3.0,2.0,1.0,6.0,3.0,6.0,6.0,4.0,1.0,1.0,0.0,4.0,4.0,0,1,0
632,1.0,0.0,2.0,3.0,4.0,1.0,3.0,6.0,0.0,1.0,1.0,6.0,8.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1,1,0
633,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,0.0,2.0,0.0,0,0,0
634,1.0,3.0,4.0,4.0,3.0,2.0,2.0,9.0,1.0,3.0,6.0,3.0,7.0,5.0,3.0,1.0,0.0,2.0,3.0,0.0,1,1,0
635,0.0,3.0,0.0,2.0,2.0,1.0,2.0,7.0,0.0,1.0,3.0,5.0,3.0,4.0,1.0,0.0,3.0,0.0,3.0,7.0,0,1,0
636,2.0,2.0,3.0,0.0,3.0,4.0,3.0,5.0,6.0,3.0,2.0,1.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,0,0,0
637,0.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,3.0,8.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,0,1,0
638,2.0,3.0,4.0,4.0,1.0,0.0,4.0,2.0,0.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,0,0,0
639,2.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,1.0,4.0,4.0,3.0,0.0,4.0,3.0,5.0,1.0,2.0,3.0,1,1,0
640,2.0,3.0,2.0,5.0,2.0,2.0,1.0,8.0,0.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,2.0,0.0,2.0,3.0,1,1,0
641,2.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,8.0,0.0,0.0,0,0,0
642,1.0,1.0,4.0,3.0,2.0,0.0,3.0,7.0,1.0,0.0,6.0,1.0,3.0,3.0,0.0,2.0,7.0,3.0,2.0,0.0,1,1,0
643,1.0,1.0,1.0,2.0,4.0,0.0,0.0,7.0,1.0,0.0,4.0,9.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1,1,0
644,0.0,1.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0,1,0
645,4.0,3.0,2.0,2.0,8.0,0.0,5.0,4.0,0.0,0.0,3.0,11.0,2.0,0.0,2.0,2.0,6.0,2.0,0.0,2.0,1,0,0
646,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,8.0,0.0,0.0,0.0,4.0,1.0,0,1,0
647,2.0,2.0,2.0,4.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,4.0,10.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0,1,0
648,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,7.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,0,0,0
649,1.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,0.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,5.0,2.0,0,0,0
650,1.0,1.0,0.0,4.0,1.0,3.0,1.0,6.0,0.0,1.0,4.0,7.0,7.0,8.0,6.0,2.0,1.0,0.0,4.0,0.0,0,1,0
651,1.0,2.0,2.0,8.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,10.0,6.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,0,1,0
652,2.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,2.0,0,0,0
653,1.0,2.0,1.0,5.0,3.0,0.0,4.0,2.0,0.0,1.0,5.0,2.0,5.0,4.0,6.0,0.0,3.0,1.0,1.0,1.0,1,1,0
654,1.0,2.0,0.0,7.0,4.0,0.0,1.0,4.0,0.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,0,1,0
655,0.0,0.0,4.0,0.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,7.0,4.0,1.0,1.0,0.0,1.0,6.0,2.0,3.0,1,1,1
656,1.0,1.0,3.0,2.0,3.0,0.0,7.0,6.0,0.0,2.0,3.0,4.0,8.0,4.0,3.0,0.0,4.0,0.0,2.0,1.0,1,1,0
657,1.0,0.0,4.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,6.0,0.0,4.0,4.0,7.0,0.0,2.0,1.0,2.0,0.0,1,1,0
658,1.0,0.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,3.0,2.0,1,1,1
