headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
160,588,200,136,100003.84359353076,0.1
161,589,203,135,99986.89345434376,0.1
156,580,204,135,99994.99298424812,0.1
153,568,193,131,99988.50277211859,0.1
163,596,203,134,100004.25622579614,0.1
154,577,198,133,99993.73392555404,0.1
146,549,187,124,100007.7211967744,0.1
158,577,206,131,100004.77302396392,0.1
147,557,198,122,99997.59930433249,0.1
151,568,194,140,100000.80560370602,0.1
152,587,208,127,100009.17419766402,0.1
158,572,201,123,99996.27868084123,0.1
155,575,198,121,100009.15618885492,0.1
150,571,206,130,99999.80683993312,0.1
158,596,207,140,100002.69397452804,0.1
154,603,212,142,100007.99240871136,0.1
154,562,194,127,100013.3153252358,0.1
157,579,204,141,100005.20812198876,0.1
154,573,200,126,100000.58371883963,0.1
151,571,203,131,100007.20685934764,0.1
151,575,202,117,99984.5455236258,0.1
154,585,206,118,100016.38961603152,0.1
154,584,193,128,99986.74508734305,0.1
164,624,213,133,100009.03709433216,0.1
153,568,197,132,99994.35836069458,0.1
153,569,197,144,100005.07251584539,0.1
150,574,202,120,99998.83432575944,0.1
161,596,199,137,100003.03589759069,0.1
158,573,202,136,99991.99212960432,0.1
156,558,191,112,99978.39371995699,0.1
162,573,196,129,100004.06655649348,0.1
157,554,184,123,99993.99495661377,0.1
150,541,183,120,99993.513642324,0.1
159,557,182,128,99992.74676863216,0.1
160,587,205,126,100019.84411248883,0.1
152,558,191,124,99994.17807561874,0.1
154,568,194,134,100003.26812979119,0.1
157,617,217,140,99988.39556806131,0.1
152,596,210,129,100015.23096713927,0.1
156,600,208,141,99994.43732031382,0.1
145,551,188,132,99973.99358190887,0.1
149,562,194,130,100027.11949873896,0.1
164,615,214,143,99989.01851367444,0.1
145,575,200,127,100013.08932334284,0.1
142,578,203,131,100007.33072560542,0.1
149,547,187,140,100006.52179635817,0.1
148,597,207,134,99997.68515169626,0.1
152,565,194,124,100001.89198751825,0.1
158,580,194,132,100012.23936008917,0.1
158,593,206,134,99996.99069283801,0.1
150,559,191,126,100002.51309632086,0.1
148,566,193,131,100009.28290214924,0.1
155,567,188,130,100000.83388837236,0.1
150,584,205,125,99995.75016804901,0.1
147,565,197,135,100014.51678908318,0.1
152,560,197,119,100003.41688598873,0.1
142,571,202,127,99998.74827335413,0.1
160,584,204,122,99992.24105176027,0.1
153,560,193,134,99989.94402778042,0.1
151,571,198,127,100008.9378410538,0.1
155,582,205,131,100009.49268086233,0.1
160,558,186,135,99978.29288940923,0.1
154,581,198,127,99993.84508360576,0.1
153,581,207,137,100009.64888136869,0.1
156,598,213,132,100024.24306619263,0.1
156,553,182,132,100021.50353807592,0.1
158,595,202,139,100009.41866175242,0.1
160,590,206,135,100013.73332455127,0.1
151,574,198,130,99994.72580543034,0.1
151,563,197,135,100007.7453452353,0.1
152,594,207,124,99987.62835299068,0.1
148,563,196,135,99994.38123653733,0.1
153,580,192,124,100003.20971083267,0.1
149,577,201,131,100021.67937070051,0.1
153,590,209,136,100007.47963329338,0.1
152,563,192,129,100002.73827090666,0.1
155,559,194,135,99998.29916437315,0.1
169,587,198,132,99986.77557028658,0.1
148,554,192,123,100006.02863002288,0.1
153,591,202,122,99996.50906303416,0.1
153,598,202,139,100002.39044705631,0.1
151,548,185,129,99991.10669086024,0.1
158,572,198,133,100001.21254953703,0.1
153,549,187,137,99984.6297113306,0.1
160,604,208,137,100005.03906219188,0.1
147,566,204,134,100013.19725911973,0.1
157,577,199,146,100009.13950814882,0.1
147,544,188,119,100021.13823759119,0.1
149,579,202,131,100003.2455351593,0.1
158,615,216,123,100005.05363441512,0.1
147,572,204,124,100005.14864837856,0.1
157,614,217,135,99991.20270198387,0.1
150,605,211,137,100021.53233469263,0.1
154,584,202,139,100009.88578084408,0.1
158,577,197,132,99997.57173578526,0.1
144,535,186,124,99990.97168257496,0.1
157,581,202,124,100005.81509283242,0.1
150,557,200,126,100008.57547553592,0.1
151,568,193,136,100001.3788486791,0.1
160,601,209,128,100001.86074517113,0.1
146,548,192,126,99998.11883166568,0.1
159,604,207,138,99999.97252604274,0.1
152,587,207,133,100013.35141327717,0.1
153,594,213,133,100014.00617885805,0.1
165,575,195,135,99984.99823116504,0.1
154,557,192,122,100001.38878874537,0.1
151,568,200,130,99987.9589865033,0.1
162,583,201,130,99986.64304548301,0.1
163,580,200,138,100005.85952786519,0.1
155,572,203,124,99991.58430662024,0.1
161,597,198,134,99968.46642549806,0.1
143,560,196,127,100006.45152653127,0.1
160,592,205,133,100012.8214183009,0.1
152,569,200,130,100020.3877713958,0.1
151,560,192,125,99996.03706708158,0.1
159,575,196,116,100014.45445308014,0.1
154,590,205,136,99973.78988364193,0.1
147,581,202,138,99989.56600393096,0.1
159,578,200,129,100005.18969371408,0.1
155,573,196,138,100004.71534268088,0.1
150,579,203,125,100013.20417912732,0.1
155,566,194,135,100009.56689489633,0.1
147,548,189,127,99999.18429980347,0.1
152,567,195,125,100015.29247863403,0.1
163,623,213,138,100006.86482640133,0.1
160,607,213,136,100017.17088733056,0.1
157,583,200,125,99991.95723007276,0.1
164,575,191,121,100003.0025367632,0.1
157,582,200,128,99995.704043261,0.1
162,575,196,134,100008.0591330734,0.1
158,570,190,131,99997.80447832904,0.1
152,572,196,129,99997.4814780275,0.1
160,574,201,128,99986.73510352225,0.1
152,553,186,130,100003.08204133836,0.1
146,563,199,133,100011.15489374095,0.1
155,557,195,131,100010.0819561091,0.1
154,573,200,127,99969.83968014792,0.1
148,558,206,123,99983.8035430618,0.1
157,567,193,128,100020.05140525546,0.1
162,581,202,129,99998.12373650886,0.1
160,574,196,134,99998.51058770856,0.1
153,577,200,125,100011.6533544114,0.1
157,570,193,133,100001.96645294967,0.1
160,595,204,121,99993.6740985761,0.1
157,590,204,134,99997.90153051473,0.1
144,564,200,135,100018.97160687386,0.1
153,567,196,137,99986.18608846876,0.1
155,577,198,128,100013.01224837727,0.1
154,577,194,141,99996.87607884807,0.1
158,606,212,141,99997.2877128488,0.1
144,590,210,146,100018.62913089774,0.1
170,617,210,127,99993.5712640508,0.1
150,566,192,130,100008.35058365359,0.1
161,613,216,130,99996.36946549203,0.1
156,576,200,135,99985.67932973852,0.1
146,588,210,124,99998.33980130305,0.1
154,580,203,126,100011.68926374328,0.1
152,600,212,138,99998.14107822377,0.1
157,572,191,126,100005.4942182698,0.1
156,588,202,133,100001.88553315279,0.1
156,607,210,133,100000.46831357996,0.1
150,550,185,132,99995.82502177266,0.1
163,573,188,131,100001.31782300516,0.1
156,581,202,127,99979.67106548,0.1
154,572,193,125,99995.51678344377,0.1
155,582,198,123,99981.96056374683,0.1
150,571,199,127,100002.6969884681,0.1
150,567,195,118,100003.54660486396,0.1
172,589,191,127,99992.03934750504,0.1
156,574,196,124,100008.01307608456,0.1
148,583,207,133,100003.95830551136,0.1
155,584,204,126,100002.93572087248,0.1
155,593,202,127,99996.38596139467,0.1
156,615,216,134,100004.72793003684,0.1
151,560,192,120,100010.54207035637,0.1
154,590,208,131,99993.3955680924,0.1
157,603,201,128,99991.8315557414,0.1
154,565,196,126,100011.89010757057,0.1
160,590,204,132,99976.81571522313,0.1
158,584,205,136,99973.82709905613,0.1
160,610,208,135,99981.85272912432,0.1
149,563,197,130,100001.81741029829,0.1
154,585,201,142,100001.5237420732,0.1
149,576,203,130,100004.96505038359,0.1
165,588,200,138,100000.75977290423,0.1
148,574,200,142,100015.37379807733,0.1
145,560,192,135,100015.75783445864,0.1
152,582,203,137,100011.59010638863,0.1
153,586,204,133,99988.44199728512,0.1
148,574,202,126,100003.6357788599,0.1
147,574,202,137,99991.337973193,0.1
156,559,192,133,99994.99289634406,0.1
156,584,204,134,99989.76637798511,0.1
152,558,194,132,100000.10712426627,0.1
148,571,200,122,100005.44124083588,0.1
154,554,189,129,100000.7869204984,0.1
146,554,188,135,99988.06631309637,0.1
152,564,194,131,99984.73964812016,0.1
154,574,203,130,99992.37915194756,0.1
157,588,200,137,99992.22361642623,0.1
141,554,193,133,100007.84273167107,0.1
156,585,210,142,99996.80719141252,0.1
140,565,201,124,99998.11333661094,0.1
152,570,196,123,99998.43064933016,0.1
158,588,201,129,100010.96848147856,0.1
153,580,197,125,100016.3611512216,0.1
151,556,194,128,100004.27058537176,0.1
143,576,207,117,99997.51694166813,0.1
166,596,204,133,100014.02501526287,0.1
161,577,197,134,100004.38241393016,0.1
154,584,207,138,99995.78903114934,0.1
158,578,202,138,100010.10573711297,0.1
158,613,215,130,100002.07229946012,0.1
154,588,210,135,99985.65969271047,0.1
152,591,208,124,100006.2690630597,0.1
155,584,205,128,100002.99825201776,0.1
152,578,202,127,99981.43358577775,0.1
159,614,213,140,99978.48956844797,0.1
157,591,204,137,100001.3630100537,0.1
146,573,210,124,100006.8335625458,0.1
151,556,191,126,100006.08580050127,0.1
147,564,198,124,99986.39020226095,0.1
163,596,203,121,99996.52990050886,0.1
163,594,203,130,100006.66589919028,0.1
164,607,209,141,99984.64247791207,0.1
158,605,213,142,100000.8528298218,0.1
154,587,205,137,100002.13329269398,0.1
155,555,189,125,100009.23755969065,0.1
162,592,199,133,99975.46108069668,0.1
151,592,210,134,100001.44987327002,0.1
160,614,217,147,100020.1812185234,0.1
153,569,197,129,99993.78792661207,0.1
149,562,196,137,99996.83760672367,0.1
144,550,194,127,100009.53992230217,0.1
148,586,203,127,99992.36857398917,0.1
154,577,203,136,100011.56954884598,0.1
148,570,203,140,100005.40533161245,0.1
154,574,194,123,99984.25926574867,0.1
156,586,202,127,100001.00593417679,0.1
157,588,205,115,99985.41018041014,0.1
158,584,194,142,100009.52547818431,0.1
154,588,206,133,99983.19325527227,0.1
156,568,191,132,99981.8824628528,0.1
157,586,202,135,99988.62695588726,0.1
144,589,211,134,99991.96927333846,0.1
152,581,196,126,100013.1494078752,0.1
153,572,203,128,99999.81742464828,0.1
154,581,200,129,100002.91004542369,0.1
147,582,205,145,100010.74899748543,0.1
156,554,191,127,99993.02190099873,0.1
156,543,185,124,99994.2167428298,0.1
150,568,201,128,99991.5254746215,0.1
155,568,192,134,100007.84904647387,0.1
154,555,192,124,100016.3327620958,0.1
157,572,194,122,100002.58742494312,0.1
156,571,193,126,99993.76720006287,0.1
156,596,204,126,99994.79638972864,0.1
151,584,200,140,99988.87685709793,0.1
156,594,211,132,100007.31145369557,0.1
154,580,202,138,99989.37071237627,0.1
158,582,203,130,99997.45366934533,0.1
165,600,201,130,99988.310386552,0.1
151,573,193,145,99981.0053690038,0.1
157,566,190,123,99974.60044596695,0.1
153,570,188,128,99991.1003848968,0.1
153,577,201,128,100002.18078497787,0.1
154,566,196,118,99996.82184433684,0.1
157,587,204,138,99997.76425112542,0.1
156,594,207,130,99989.28620119613,0.1
151,567,205,128,99990.6831843784,0.1
148,555,197,130,99989.32297657106,0.1
151,572,199,129,100002.11233661161,0.1
150,562,197,131,100020.47654837144,0.1
140,545,191,120,99998.63627490244,0.1
153,560,193,117,99986.30719594787,0.1
148,562,191,122,100012.72623331296,0.1
154,561,192,127,99990.01433585212,0.1
164,610,211,140,100005.57532641377,0.1
157,585,201,144,99995.5734459033,0.1
147,562,192,126,100000.81083205796,0.1
153,599,212,139,100034.32663431797,0.1
155,584,207,129,99992.5247373142,0.1
159,625,219,139,99994.13319560303,0.1
160,587,198,141,100003.75235451103,0.1
156,576,199,123,99999.78053236168,0.1
148,572,200,128,99995.93929098804,0.1
164,586,199,130,99993.11592456832,0.1
145,543,187,110,100005.90493866199,0.1
156,574,196,130,100010.77376567628,0.1
154,590,198,117,99990.47915928351,0.1
153,541,193,121,99988.63566898684,0.1
166,600,206,139,100018.29906238047,0.1
152,567,199,127,99985.74843827737,0.1
157,590,203,140,100007.15333449104,0.1
146,567,204,119,100004.39127373221,0.1
153,590,211,128,99988.97030451076,0.1
159,585,197,130,100007.59493592996,0.1
154,587,206,120,99988.96783653727,0.1
150,561,201,121,99989.10448901537,0.1
150,572,201,128,99986.10449761528,0.1
155,564,192,126,100008.34283205251,0.1
150,550,194,122,99995.50654152448,0.1
154,584,206,121,100010.85251320369,0.1
154,531,178,123,99991.89859969355,0.1
156,577,204,135,100006.14662586123,0.1
155,564,192,133,100014.07410594658,0.1
138,555,201,121,99999.13986486908,0.1
156,576,198,126,99988.7454725375,0.1
144,560,194,126,99996.57429057687,0.1
156,588,206,126,100012.56737470881,0.1
158,579,204,127,100007.39093836244,0.1
153,563,199,128,99996.14011906473,0.1
151,550,188,129,99982.55627625446,0.1
167,584,192,129,100007.15536785057,0.1
150,563,196,129,100016.30906254081,0.1
158,591,206,127,100016.48594077052,0.1
151,567,196,130,100004.32790199637,0.1
151,587,208,126,99998.089708286,0.1
155,578,200,120,99992.1387872976,0.1
164,602,207,126,99994.27398182687,0.1
163,584,199,129,99983.50249695986,0.1
150,573,201,123,100021.34551558913,0.1
153,564,195,122,99999.73035610717,0.1
161,598,207,127,100023.84405138467,0.1
156,583,203,130,99999.25502584627,0.1
150,565,197,122,99983.8168206839,0.1
148,547,186,119,100018.61565102276,0.1
158,592,205,135,99991.40172976133,0.1
158,577,191,118,99995.62091788984,0.1
145,549,190,116,100016.48551089996,0.1
153,576,200,128,100014.58773210767,0.1
158,582,204,129,99979.73793584168,0.1
166,598,202,134,100000.01054769944,0.1
153,594,209,139,99989.104649949,0.1
147,567,195,116,100005.39138222073,0.1
159,589,202,128,100018.12177091595,0.1
149,600,216,134,99994.82510177536,0.1
163,563,185,119,100014.93222800654,0.1
155,582,197,130,99990.71355724618,0.1
152,583,205,127,100021.72270515822,0.1
154,570,194,124,99991.74346109071,0.1
164,613,206,140,99995.36662032164,0.1
161,563,191,124,100002.96957367758,0.1
162,604,207,138,99985.99405553332,0.1
158,587,205,125,100015.49608853213,0.1
157,568,196,117,99989.29983095873,0.1
161,597,203,127,100006.1395156408,0.1
149,563,195,125,99987.10869960523,0.1
154,574,201,128,100001.09782946113,0.1
152,578,202,124,99999.89473824578,0.1
150,575,200,121,99996.11759093012,0.1
160,620,213,137,100004.89219193756,0.1
160,589,203,134,99988.83167742763,0.1
164,588,201,137,100015.21865766669,0.1
153,577,191,134,100002.02447356914,0.1
160,574,194,130,99972.08555962078,0.1
157,598,210,134,100020.05561575887,0.1
161,594,202,140,100004.52713622236,0.1
160,603,211,137,100015.53565221562,0.1
155,599,210,134,99998.23063442776,0.1
176,585,194,133,99977.37384673656,0.1
152,562,193,116,99995.80282130088,0.1
156,590,204,131,99987.73930038759,0.1
154,564,193,132,99999.61517537717,0.1
141,575,202,132,99995.17273137633,0.1
159,563,193,135,100002.0901228007,0.1
164,575,195,125,99982.3559191937,0.1
152,573,202,127,100000.53782404428,0.1
150,578,204,133,99995.40418166829,0.1
159,604,206,129,100006.33508870777,0.1
156,576,199,133,99983.07697451151,0.1
146,527,187,125,99995.74929024244,0.1
148,573,206,125,100016.58399339806,0.1
154,568,196,140,99988.18937102264,0.1
148,558,197,127,100007.3805368536,0.1
165,613,207,146,100013.30506115193,0.1
157,577,194,124,99999.89910231644,0.1
150,581,210,134,100009.88510642221,0.1
156,566,197,138,100010.41439634377,0.1
153,570,200,134,100015.69755509912,0.1
154,576,197,133,99996.32167798633,0.1
171,625,214,136,99998.87700916613,0.1
153,597,210,127,100008.04122851019,0.1
161,567,191,125,99992.54355950328,0.1
150,563,194,127,100000.48050706666,0.1
154,560,194,133,99993.01429337949,0.1
180,600,193,145,99976.70958877572,0.1
166,591,200,127,100003.34915143768,0.1
154,594,207,118,100017.02430046909,0.1
158,586,198,136,99996.27935318991,0.1
149,582,207,129,100000.84297390912,0.1
152,578,207,121,99995.46895048623,0.1
159,587,199,133,99992.59036657393,0.1
157,583,198,130,100001.36104463883,0.1
157,564,196,112,100010.72931097996,0.1
155,601,210,125,100022.15843335848,0.1
153,582,205,132,100008.26476557068,0.1
153,574,204,135,99990.38636197438,0.1
147,547,183,127,99985.72984371288,0.1
156,570,195,128,100013.06830585767,0.1
149,582,197,124,100003.16714991539,0.1
157,586,202,137,99993.89536756556,0.1
152,575,198,127,99989.43827863592,0.1
151,566,200,117,99991.92277633307,0.1
154,598,205,140,100012.33424909301,0.1
151,574,200,121,99999.77640627977,0.1
154,595,211,130,99985.99530022877,0.1
156,603,212,136,100008.72578989732,0.1
154,565,197,130,100003.10102596132,0.1
147,550,194,123,99997.08867829207,0.1
170,584,193,140,100006.07715248472,0.1
150,562,200,124,99991.72316042727,0.1
158,593,204,137,100009.6390459744,0.1
158,599,211,132,99985.75139098344,0.1
158,584,200,120,99990.9655727364,0.1
150,578,208,134,99986.23116958994,0.1
156,578,197,134,99995.83440940127,0.1
155,579,200,128,99992.42548966595,0.1
152,590,210,131,99996.37354081232,0.1
159,597,199,138,100000.04767831776,0.1
152,562,194,133,100005.54252539908,0.1
160,575,200,125,100001.46532072766,0.1
144,574,204,138,100002.51859703254,0.1
158,592,205,126,100016.04323943116,0.1
153,588,202,123,99997.33509439096,0.1
154,557,194,120,99985.41664060637,0.1
156,593,205,135,100009.5138181248,0.1
152,574,202,140,100018.35869545539,0.1
158,578,201,120,100001.8728869414,0.1
156,578,202,135,100008.39534222787,0.1
153,568,193,139,99993.44383312852,0.1
153,598,211,137,100001.85675353759,0.1
154,580,199,125,100006.37025318797,0.1
154,582,204,132,100003.78575576797,0.1
159,597,210,144,99994.60302347185,0.1
146,584,204,140,100016.3062979214,0.1
153,577,197,125,100001.72816084104,0.1
165,558,178,130,100009.30198205539,0.1
152,569,192,130,100004.05778986627,0.1
154,577,202,131,100008.73674222668,0.1
154,597,216,146,100009.33253296584,0.1
155,583,202,131,99997.838448506,0.1
149,593,206,132,100008.33678812864,0.1
155,565,194,120,100021.6045572686,0.1
156,582,198,140,100019.98992013898,0.1
153,573,204,133,100007.64041420048,0.1
157,591,205,128,100016.87255223157,0.1
158,590,206,140,99986.92028656336,0.1
150,555,192,125,100014.72396306727,0.1
154,573,198,129,100000.74876097887,0.1
156,584,201,135,99982.13064596221,0.1
152,579,203,137,100001.65210586527,0.1
160,583,196,135,100009.7629629808,0.1
160,586,199,126,99993.03972328703,0.1
157,586,202,135,100019.37131580623,0.1
157,579,202,140,100013.49227678262,0.1
154,548,190,129,99987.24886135328,0.1
157,577,202,125,100010.09090262672,0.1
154,568,197,130,100001.11972687497,0.1
158,593,203,141,99994.48319756187,0.1
154,581,202,125,99996.83368357416,0.1
152,563,197,129,99995.55004997284,0.1
151,557,188,132,99987.83728977418,0.1
150,562,196,123,99995.51676893278,0.1
154,589,202,138,100006.92688911637,0.1
153,562,183,129,100014.25942027498,0.1
158,586,202,127,100014.58338336751,0.1
160,590,206,131,99994.26639270745,0.1
141,545,189,114,99998.8275232287,0.1
154,592,202,125,99991.40628683082,0.1
153,582,202,131,100010.30002488568,0.1
146,548,187,126,99983.51847081393,0.1
152,569,196,140,99986.36723442958,0.1
159,580,204,131,99993.64153301416,0.1
153,548,188,118,100002.51473444473,0.1
158,568,194,124,99996.78852019945,0.1
158,546,187,132,100000.3306390573,0.1
147,550,193,128,100000.47534622165,0.1
152,582,205,140,100002.33279727056,0.1
167,596,202,146,99989.655370188,0.1
153,578,203,139,99996.6064022942,0.1
157,588,206,126,100005.77612335773,0.1
147,596,211,135,100002.80229155716,0.1
150,587,198,140,100010.93306633015,0.1
163,606,204,135,99992.53775724588,0.1
150,553,190,126,100009.06261413419,0.1
149,558,200,133,100014.66624740274,0.1
148,555,188,137,99998.5740970817,0.1
146,537,183,117,100002.65930144367,0.1
157,597,198,133,100002.251894343,0.1
152,568,200,129,100005.35670589369,0.1
158,565,190,131,100003.879211149,0.1
161,573,189,131,100014.69487707807,0.1
161,577,192,134,100005.13364935614,0.1
148,571,202,130,100008.64501703523,0.1
156,613,220,139,100003.315267305,0.1
147,577,199,133,99989.5822971798,0.1
151,568,197,124,100004.33360352104,0.1
157,574,193,145,99997.70043977353,0.1
158,582,194,139,99993.64912580852,0.1
145,568,202,139,99991.05629356194,0.1
154,588,206,132,99999.29602919426,0.1
155,567,194,128,99993.92535898069,0.1
146,566,198,127,100020.39672265707,0.1
160,598,208,134,100015.96771898023,0.1
151,573,203,130,99997.33069704352,0.1
163,570,190,130,100007.09157171873,0.1
160,594,211,144,100011.56962497057,0.1
153,580,200,134,99998.27160628104,0.1
162,587,202,140,100018.48233367967,0.1
157,575,194,139,100009.22110368141,0.1
151,558,194,121,99998.9829088624,0.1
157,574,197,131,99982.00700870447,0.1
150,570,198,131,99990.34044791768,0.1
147,561,196,129,100003.1869254278,0.1
156,575,198,129,99995.6173605098,0.1
161,587,201,142,99999.79246738402,0.1
154,566,191,122,99992.12686458034,0.1
154,583,208,138,100002.4692273114,0.1
147,550,196,131,99995.41697961996,0.1
154,600,211,135,99984.47294125227,0.1
165,573,193,133,99996.58356748703,0.1
149,556,190,131,99994.27974112787,0.1
154,595,208,137,99984.48342360806,0.1
151,568,199,125,100014.23177186324,0.1
162,581,198,126,99999.23949033846,0.1
153,581,202,132,99996.73133921283,0.1
168,590,203,134,100007.50374811492,0.1
154,574,204,133,99999.17404761039,0.1
168,571,183,141,100007.67293626488,0.1
158,577,198,142,99985.19345380721,0.1
154,555,192,129,99989.63344132436,0.1
143,548,196,126,100005.45227590985,0.1
162,584,200,144,100014.91897360896,0.1
155,586,208,140,100000.30011526172,0.1
146,560,195,128,100002.16434264347,0.1
151,563,197,135,99991.76556095807,0.1
159,571,194,130,99999.70064123164,0.1
144,545,194,126,99992.9106328636,0.1
157,572,194,127,99998.39761884212,0.1
153,567,196,131,100007.22280123636,0.1
146,550,193,131,99980.01236055826,0.1
160,613,212,136,100002.13025726397,0.1
151,576,198,139,99991.95458414649,0.1
150,566,198,124,99993.53417784619,0.1
151,555,191,122,100011.38172769283,0.1
152,582,202,135,100002.9543966466,0.1
160,602,206,138,100009.33629628207,0.1
158,615,213,130,99982.36225284247,0.1
157,590,207,133,99995.89783180726,0.1
163,583,196,133,99995.46332875275,0.1
163,588,204,137,99994.1057032875,0.1
144,564,200,133,100004.40234504381,0.1
158,585,197,127,100008.95921481172,0.1
155,580,201,131,99988.93221130119,0.1
157,583,200,120,99990.37337435619,0.1
161,597,203,130,99987.48042567592,0.1
153,571,196,126,100011.47606674608,0.1
152,558,187,127,99994.85265077931,0.1
149,566,197,130,99998.98619218801,0.1
155,587,203,140,99996.6778932059,0.1
155,595,210,135,99990.36343415099,0.1
156,593,212,135,100003.7326097365,0.1
148,553,193,128,100003.83026869757,0.1
163,582,198,134,100009.4132558455,0.1
157,588,203,128,99997.74579917642,0.1
157,562,194,135,99997.02912578775,0.1
157,576,196,129,99994.14478253222,0.1
154,580,202,136,100014.88141566774,0.1
151,564,196,131,100010.07566985398,0.1
155,597,207,128,99999.59614792117,0.1
163,597,210,125,100006.48973606019,0.1
153,583,206,127,99994.14156252627,0.1
161,585,203,121,100020.54474761985,0.1
162,614,214,133,99994.08433749732,0.1
155,583,211,134,99996.20311044551,0.1
157,583,206,133,99996.28968482104,0.1
150,554,188,135,100017.01234965344,0.1
153,563,196,123,100001.47602435989,0.1
154,565,196,124,100010.84418563431,0.1
159,584,206,131,99998.8990304168,0.1
149,553,188,127,99987.87025028824,0.1
153,578,199,129,100007.75480173873,0.1
154,576,206,137,99993.7354345367,0.1
154,573,201,132,99986.81477488596,0.1
152,587,206,129,99995.8392445584,0.1
155,575,203,125,100006.31657100993,0.1
155,556,189,135,100017.64285058812,0.1
155,576,202,135,99986.12522065506,0.1
157,584,206,134,99978.00942009033,0.1
152,557,195,123,100009.30156997392,0.1
151,578,207,124,100003.0005125895,0.1
159,577,194,134,99994.36527089428,0.1
152,600,218,140,100004.18361916633,0.1
158,593,212,136,100007.29443073779,0.1
152,570,205,126,100019.12068746537,0.1
157,557,189,135,99998.69658067716,0.1
153,554,190,126,100012.7980017163,0.1
154,585,207,135,99995.48244058405,0.1
154,565,197,124,99994.90331259387,0.1
162,588,200,135,100004.23773430195,0.1
161,608,213,141,99988.85032495805,0.1
160,591,205,134,99986.98040973984,0.1
146,593,215,128,100009.6319309714,0.1
154,579,199,132,99980.36924932053,0.1
154,564,196,133,100001.13348255171,0.1
146,588,211,133,99996.75257735957,0.1
144,549,194,129,99996.26979807684,0.1
156,581,198,133,99986.67694706484,0.1
149,523,177,123,99979.64097564992,0.1
150,546,192,126,99993.39091523939,0.1
157,570,201,123,99988.34781997971,0.1
162,564,193,115,99995.74580975196,0.1
158,574,196,135,100000.88036096124,0.1
154,575,205,142,99992.58239768498,0.1
150,547,191,126,99989.2747469801,0.1
154,557,194,130,100002.90041364355,0.1
148,570,203,134,99992.3816530942,0.1
153,563,196,128,99990.40468177103,0.1
168,604,200,140,99997.00846729141,0.1
154,581,201,134,100002.8549143616,0.1
161,571,201,136,100021.0874843,0.1
157,600,201,134,100016.13561551092,0.1
168,588,196,137,99987.36619058934,0.1
155,569,191,133,99986.75750782821,0.1
154,576,203,132,100000.64717372188,0.1
150,567,198,130,100005.56998940172,0.1
150,575,197,125,99998.68294437426,0.1
151,551,186,117,100021.72332796257,0.1
146,539,186,122,100011.77070220221,0.1
147,579,208,122,100016.40057367651,0.1
144,547,188,125,99995.82129382217,0.1
156,576,198,128,99991.03120413584,0.1
161,577,204,136,99989.29711708405,0.1
161,595,205,122,99998.86218435687,0.1
170,578,190,133,99987.41650082717,0.1
153,561,196,129,99993.66207946304,0.1
154,590,202,125,99995.69230260607,0.1
153,556,195,127,100009.442847292,0.1
155,561,192,140,99995.27124440971,0.1
149,562,195,120,99985.92935889502,0.1
149,557,196,121,99995.52526727274,0.1
154,564,193,127,100001.88582912377,0.1
152,561,197,118,100005.60918058413,0.1
162,583,194,127,99990.78340945486,0.1
160,583,204,133,100006.47375115851,0.1
155,555,187,129,100013.8682559394,0.1
154,573,204,126,100004.89516618142,0.1
166,608,214,136,100002.38795857523,0.1
157,571,202,122,99995.51888193906,0.1
153,547,190,137,99993.89204997152,0.1
156,569,198,127,99979.70054930817,0.1
153,585,204,135,100006.0794658609,0.1
157,588,202,142,99996.4589111644,0.1
154,588,202,141,100001.5258149012,0.1
162,573,196,126,100005.0127484904,0.1
158,577,201,138,99992.13597229305,0.1
158,580,201,137,100010.16995685671,0.1
157,600,209,141,100001.13110581873,0.1
152,563,196,128,100014.96995247662,0.1
157,571,198,128,100001.68937667855,0.1
152,577,206,121,100003.1862469532,0.1
154,566,196,123,99997.26622861603,0.1
150,566,193,123,100014.76413992843,0.1
146,549,198,120,99978.96507218198,0.1
162,570,191,127,99994.67168038881,0.1
164,555,183,138,99996.94946006052,0.1
157,566,197,137,99984.69579264894,0.1
155,575,202,144,99992.05297348241,0.1
153,584,204,136,99978.27877289537,0.1
152,564,196,140,100001.90387237273,0.1
155,572,198,128,99985.94772455924,0.1
148,564,198,130,100003.6986047372,0.1
164,607,210,127,99997.38218304039,0.1
151,576,206,130,99991.67286487216,0.1
158,555,190,137,99984.46217390004,0.1
144,565,207,120,99993.17152155547,0.1
159,590,208,141,100003.10623820216,0.1
158,573,191,130,99998.74552806132,0.1
158,547,181,127,100006.66243799283,0.1
147,560,198,121,99992.11669731476,0.1
146,569,206,137,100016.05993521566,0.1
147,555,198,135,99997.62046583637,0.1
152,577,205,127,99991.54804570935,0.1
153,566,202,127,100013.10159231392,0.1
154,567,194,137,100013.57566477962,0.1
161,587,205,127,99999.09830682912,0.1
154,565,192,123,99995.15697883331,0.1
151,575,206,127,100009.10074638936,0.1
171,586,194,128,99991.05863031837,0.1
158,585,197,137,100009.35191541792,0.1
152,577,205,133,99986.12819480039,0.1
155,541,182,131,99999.16606727095,0.1
156,556,197,136,100000.11755507193,0.1
152,582,206,132,100012.0809946114,0.1
161,626,216,144,99981.7078036625,0.1
154,560,189,134,100002.34436721967,0.1
159,597,214,140,99998.79289533224,0.1
