0,1,2,3
1.0,1.0,46.0,88069.0
2.0,1.0,39.0,428927.0
2.0,2.0,22.0,18830.0
1.0,1.0,50.0,211463.0
1.0,1.0,42.0,221587.0
2.0,2.0,22.0,17358.0
3.0,1.0,29.0,15456.0
1.0,2.0,30.0,40514.0
1.0,1.0,49.0,316.0
2.0,2.0,40.0,50209.0
2.0,2.0,32.0,1473.0
2.0,2.0,30.0,39264.0
3.0,1.0,53.0,780.0
2.0,1.0,38.0,50721.0
1.0,1.0,37.0,18807.0
1.0,2.0,44.0,0.0
2.0,1.0,32.0,54842.0
2.0,1.0,44.0,120515.0
1.0,1.0,39.0,304964.0
2.0,2.0,23.0,34486.0
2.0,1.0,24.0,50710.0
3.0,1.0,46.0,17505.0
2.0,1.0,36.0,168899.0
2.0,2.0,26.0,528.0
2.0,1.0,43.0,99523.0
2.0,1.0,54.0,16135.0
1.0,2.0,28.0,24763.0
1.0,1.0,35.0,82831.0
3.0,1.0,46.0,22921.0
2.0,2.0,29.0,88345.0
1.0,2.0,28.0,9625.0
1.0,2.0,30.0,-1883.0
2.0,1.0,34.0,46461.0
2.0,1.0,34.0,30834.0
2.0,1.0,31.0,0.0
4.0,1.0,37.0,70204.0
3.0,1.0,35.0,69852.0
1.0,2.0,27.0,0.0
2.0,2.0,46.0,2496.0
1.0,1.0,51.0,117446.0
2.0,1.0,41.0,8840.0
1.0,2.0,33.0,1137.0
2.0,1.0,49.0,1261.0
2.0,2.0,32.0,155913.0
2.0,2.0,34.0,13955.0
1.0,2.0,30.0,4180.0
2.0,1.0,39.0,46202.0
2.0,1.0,45.0,123813.0
2.0,2.0,34.0,17650.0
2.0,2.0,37.0,93822.0
1.0,2.0,30.0,-28.0
5.0,2.0,29.0,217407.0
2.0,2.0,34.0,62694.0
1.0,1.0,44.0,3884.0
2.0,2.0,28.0,26177.0
2.0,1.0,34.0,176688.0
2.0,2.0,25.0,18941.0
3.0,3.0,56.0,190.0
3.0,2.0,55.0,69997.0
3.0,1.0,31.0,68476.0
2.0,2.0,30.0,29773.0
2.0,2.0,22.0,29676.0
2.0,1.0,51.0,32108.0
2.0,1.0,35.0,25989.0
1.0,1.0,46.0,0.0
2.0,2.0,30.0,151127.0
2.0,2.0,31.0,30589.0
2.0,1.0,32.0,56573.0
2.0,2.0,24.0,17850.0
3.0,1.0,55.0,735.0
2.0,2.0,32.0,308013.0
2.0,2.0,25.0,137585.0
1.0,2.0,24.0,42058.0
1.0,2.0,27.0,32464.0
3.0,1.0,51.0,50448.0
1.0,2.0,25.0,359.0
2.0,1.0,35.0,1131.0
3.0,1.0,47.0,25280.0
1.0,2.0,26.0,440.0
3.0,1.0,35.0,15791.0
2.0,1.0,24.0,33866.0
2.0,3.0,44.0,52949.0
2.0,1.0,41.0,133894.0
2.0,2.0,26.0,185111.0
1.0,1.0,39.0,2495.0
3.0,2.0,31.0,27838.0
2.0,1.0,35.0,10316.0
2.0,2.0,27.0,20771.0
2.0,1.0,31.0,12695.0
1.0,2.0,32.0,161248.0
1.0,1.0,37.0,470317.0
2.0,2.0,33.0,58760.0
1.0,1.0,38.0,256359.0
3.0,2.0,50.0,48781.0
1.0,2.0,25.0,76038.0
1.0,2.0,29.0,768.0
3.0,1.0,29.0,161623.0
3.0,1.0,36.0,8020.0
2.0,1.0,41.0,7434.0
3.0,1.0,40.0,1856.0
2.0,1.0,31.0,46736.0
1.0,2.0,28.0,1202.0
2.0,1.0,34.0,64575.0
1.0,1.0,37.0,74418.0
2.0,1.0,48.0,17453.0
2.0,2.0,26.0,214.0
2.0,3.0,25.0,1180.0
2.0,2.0,23.0,178239.0
2.0,1.0,47.0,396.0
2.0,2.0,46.0,4000.0
1.0,2.0,38.0,3872.0
1.0,1.0,42.0,0.0
1.0,2.0,36.0,29003.0
1.0,1.0,47.0,960.0
2.0,2.0,50.0,16242.0
2.0,2.0,23.0,21905.0
2.0,1.0,40.0,415.0
3.0,2.0,44.0,12480.0
1.0,2.0,24.0,390.0
2.0,1.0,37.0,178087.0
2.0,2.0,25.0,0.0
1.0,2.0,31.0,757.0
2.0,2.0,26.0,171041.0
3.0,2.0,30.0,145627.0
2.0,2.0,33.0,21576.0
2.0,2.0,26.0,24906.0
3.0,2.0,35.0,4215.0
2.0,2.0,33.0,69963.0
3.0,1.0,45.0,167370.0
2.0,1.0,31.0,3862.0
1.0,2.0,29.0,0.0
1.0,1.0,37.0,14515.0
1.0,1.0,26.0,52593.0
1.0,2.0,29.0,132024.0
2.0,1.0,32.0,0.0
2.0,2.0,33.0,7547.0
2.0,1.0,37.0,833.0
1.0,1.0,38.0,101259.0
2.0,2.0,38.0,1276.0
2.0,2.0,29.0,30857.0
2.0,1.0,30.0,149218.0
2.0,1.0,39.0,30559.0
2.0,2.0,34.0,8069.0
1.0,1.0,29.0,17882.0
1.0,2.0,31.0,52440.0
1.0,2.0,28.0,-100.0
3.0,1.0,23.0,14428.0
1.0,2.0,30.0,7056.0
2.0,2.0,21.0,20040.0
2.0,1.0,43.0,1999.0
3.0,1.0,59.0,71720.0
1.0,2.0,34.0,55623.0
2.0,2.0,30.0,3878.0
2.0,1.0,30.0,26000.0
1.0,2.0,27.0,8128.0
1.0,2.0,23.0,17191.0
1.0,1.0,39.0,38647.0
1.0,2.0,33.0,21171.0
2.0,2.0,22.0,1470.0
2.0,2.0,26.0,23790.0
2.0,2.0,26.0,145574.0
1.0,2.0,31.0,60705.0
2.0,1.0,40.0,44421.0
2.0,2.0,28.0,24677.0
2.0,2.0,38.0,26533.0
2.0,2.0,27.0,24583.0
1.0,2.0,31.0,3960.0
1.0,2.0,31.0,813.0
2.0,1.0,33.0,177017.0
2.0,1.0,25.0,-8.0
2.0,1.0,38.0,91662.0
2.0,2.0,23.0,3796.0
3.0,1.0,49.0,4792.0
5.0,1.0,41.0,239633.0
1.0,2.0,24.0,15036.0
2.0,2.0,27.0,46858.0
1.0,1.0,42.0,46195.0
2.0,2.0,34.0,84054.0
1.0,2.0,40.0,7296.0
2.0,2.0,30.0,105348.0
2.0,2.0,34.0,131310.0
3.0,2.0,25.0,26214.0
2.0,1.0,30.0,106298.0
2.0,2.0,40.0,4289.0
2.0,2.0,27.0,28332.0
2.0,2.0,35.0,20290.0
2.0,1.0,36.0,25028.0
2.0,2.0,30.0,131026.0
3.0,2.0,38.0,18878.0
1.0,1.0,37.0,797.0
1.0,2.0,28.0,9821.0
1.0,1.0,36.0,31919.0
1.0,2.0,41.0,2930.0
2.0,2.0,32.0,71731.0
2.0,2.0,30.0,39508.0
2.0,1.0,45.0,104144.0
2.0,2.0,27.0,0.0
2.0,2.0,28.0,15280.0
1.0,1.0,33.0,12632.0
2.0,1.0,38.0,88112.0
2.0,2.0,27.0,5497.0
1.0,2.0,52.0,31400.0
3.0,1.0,69.0,83858.0
2.0,1.0,25.0,19744.0
1.0,2.0,29.0,5539.0
1.0,2.0,26.0,195126.0
2.0,2.0,25.0,0.0
3.0,1.0,46.0,96396.0
3.0,1.0,41.0,199802.0
1.0,1.0,39.0,91415.0
1.0,1.0,44.0,97925.0
1.0,2.0,34.0,119451.0
2.0,2.0,24.0,13867.0
2.0,1.0,39.0,342548.0
1.0,1.0,47.0,15739.0
3.0,2.0,23.0,71988.0
1.0,2.0,30.0,36590.0
1.0,2.0,28.0,12089.0
2.0,2.0,32.0,21986.0
2.0,2.0,25.0,1000.0
2.0,1.0,37.0,215928.0
2.0,2.0,33.0,61705.0
1.0,1.0,30.0,3790.0
2.0,2.0,37.0,31989.0
1.0,2.0,25.0,29108.0
1.0,2.0,30.0,290137.0
1.0,2.0,31.0,65779.0
2.0,2.0,23.0,18193.0
1.0,2.0,25.0,22399.0
2.0,1.0,22.0,14274.0
2.0,1.0,45.0,30330.0
2.0,2.0,35.0,67306.0
3.0,2.0,50.0,16350.0
2.0,2.0,31.0,200332.0
1.0,1.0,36.0,1000.0
2.0,2.0,31.0,86267.0
2.0,2.0,24.0,7199.0
1.0,2.0,24.0,220.0
2.0,1.0,30.0,35706.0
1.0,2.0,36.0,2978.0
2.0,1.0,34.0,14986.0
1.0,2.0,30.0,449.0
2.0,1.0,37.0,10000.0
1.0,2.0,28.0,23702.0
3.0,2.0,43.0,97348.0
2.0,1.0,42.0,18516.0
1.0,2.0,29.0,-200.0
1.0,2.0,33.0,0.0
1.0,2.0,28.0,9845.0
1.0,2.0,36.0,15401.0
2.0,1.0,33.0,8383.0
2.0,2.0,29.0,9045.0
2.0,1.0,42.0,76166.0
2.0,1.0,53.0,7855.0
2.0,1.0,33.0,121065.0
2.0,2.0,33.0,24060.0
3.0,2.0,29.0,11455.0
1.0,1.0,36.0,9164.0
1.0,1.0,55.0,110778.0
2.0,2.0,25.0,336179.0
2.0,1.0,55.0,15000.0
1.0,1.0,50.0,1662.0
1.0,1.0,43.0,21057.0
3.0,1.0,45.0,29334.0
2.0,2.0,28.0,48566.0
2.0,2.0,33.0,53282.0
1.0,1.0,69.0,2000.0
2.0,1.0,37.0,3811.0
1.0,2.0,33.0,53562.0
3.0,2.0,22.0,20732.0
2.0,2.0,27.0,21958.0
2.0,1.0,38.0,47320.0
1.0,2.0,30.0,77939.0
1.0,1.0,28.0,0.0
2.0,2.0,26.0,9526.0
3.0,1.0,42.0,8965.0
3.0,2.0,70.0,7109.0
2.0,1.0,35.0,39883.0
5.0,2.0,33.0,47423.0
2.0,2.0,26.0,39826.0
1.0,2.0,42.0,4279.0
2.0,2.0,25.0,832.0
2.0,2.0,28.0,2809.0
2.0,2.0,42.0,142118.0
3.0,2.0,34.0,47713.0
2.0,1.0,62.0,19724.0
1.0,2.0,23.0,12271.0
1.0,2.0,29.0,14492.0
2.0,2.0,48.0,171189.0
3.0,2.0,66.0,82583.0
2.0,1.0,34.0,44849.0
3.0,1.0,54.0,67094.0
1.0,2.0,24.0,329.0
2.0,2.0,39.0,132749.0
2.0,2.0,23.0,111271.0
2.0,1.0,42.0,390.0
2.0,2.0,26.0,2989.0
2.0,2.0,28.0,0.0
1.0,2.0,34.0,23535.0
2.0,1.0,28.0,8325.0
1.0,2.0,32.0,6023.0
2.0,1.0,55.0,106670.0
3.0,2.0,23.0,0.0
1.0,1.0,39.0,97284.0
1.0,2.0,29.0,42518.0
2.0,2.0,27.0,192910.0
2.0,1.0,40.0,109399.0
3.0,1.0,25.0,-1159.0
1.0,2.0,32.0,10566.0
2.0,2.0,29.0,172094.0
1.0,2.0,30.0,1943.0
1.0,2.0,35.0,-13.0
1.0,1.0,43.0,14872.0
1.0,2.0,25.0,9634.0
1.0,2.0,31.0,32632.0
2.0,1.0,45.0,55444.0
1.0,2.0,30.0,149525.0
1.0,2.0,23.0,18436.0
2.0,1.0,29.0,40117.0
2.0,2.0,30.0,24054.0
3.0,2.0,24.0,0.0
2.0,1.0,43.0,8894.0
1.0,1.0,32.0,110.0
2.0,2.0,36.0,694.0
2.0,2.0,22.0,656.0
3.0,2.0,43.0,76292.0
1.0,2.0,28.0,115743.0
2.0,2.0,28.0,24611.0
2.0,1.0,33.0,411.0
2.0,1.0,44.0,5630.0
2.0,1.0,37.0,200.0
1.0,1.0,34.0,8011.0
1.0,2.0,25.0,45392.0
1.0,2.0,31.0,3084.0
2.0,1.0,53.0,126750.0
1.0,2.0,35.0,17007.0
2.0,1.0,29.0,204541.0
1.0,2.0,29.0,99.0
1.0,2.0,22.0,78028.0
2.0,2.0,30.0,2688.0
1.0,1.0,44.0,150758.0
2.0,1.0,43.0,15641.0
1.0,1.0,44.0,798.0
2.0,1.0,45.0,4089.0
2.0,2.0,26.0,47169.0
2.0,2.0,37.0,117471.0
1.0,1.0,35.0,2948.0
2.0,1.0,37.0,2461.0
2.0,2.0,29.0,70878.0
1.0,1.0,38.0,2130.0
2.0,2.0,25.0,66174.0
1.0,1.0,30.0,8371.0
2.0,1.0,36.0,49732.0
2.0,2.0,35.0,0.0
2.0,1.0,39.0,51644.0
2.0,1.0,34.0,11367.0
2.0,2.0,51.0,39943.0
2.0,2.0,29.0,60000.0
1.0,1.0,47.0,935.0
2.0,2.0,23.0,45078.0
2.0,1.0,43.0,7489.0
2.0,2.0,31.0,744.0
2.0,2.0,25.0,225416.0
2.0,1.0,52.0,168516.0
2.0,1.0,33.0,142272.0
1.0,2.0,29.0,0.0
1.0,2.0,37.0,0.0
1.0,2.0,24.0,3395.0
1.0,1.0,35.0,10043.0
1.0,1.0,32.0,0.0
1.0,1.0,53.0,0.0
2.0,1.0,30.0,27836.0
1.0,1.0,47.0,257561.0
3.0,1.0,59.0,68766.0
1.0,2.0,26.0,35666.0
2.0,2.0,47.0,14591.0
1.0,2.0,32.0,15179.0
1.0,2.0,37.0,21111.0
3.0,2.0,25.0,6822.0
1.0,1.0,52.0,4740.0
2.0,1.0,22.0,48255.0
3.0,1.0,51.0,2158.0
3.0,1.0,38.0,51106.0
2.0,2.0,29.0,3570.0
3.0,2.0,25.0,96889.0
2.0,2.0,29.0,3920.0
1.0,2.0,30.0,196845.0
1.0,2.0,34.0,147070.0
1.0,2.0,44.0,19018.0
1.0,2.0,32.0,125995.0
1.0,1.0,30.0,9255.0
1.0,2.0,34.0,173630.0
2.0,3.0,52.0,63134.0
5.0,2.0,35.0,10281.0
1.0,2.0,29.0,-1808.0
1.0,1.0,36.0,43488.0
2.0,2.0,22.0,7130.0
1.0,2.0,35.0,199.0
2.0,1.0,45.0,0.0
2.0,2.0,31.0,63441.0
1.0,1.0,31.0,7914.0
2.0,1.0,36.0,22430.0
1.0,2.0,35.0,37342.0
1.0,2.0,31.0,297967.0
1.0,2.0,56.0,140630.0
2.0,2.0,23.0,49235.0
1.0,2.0,27.0,73903.0
2.0,2.0,24.0,33991.0
3.0,1.0,48.0,97908.0
3.0,1.0,25.0,19045.0
3.0,1.0,39.0,157.0
2.0,1.0,39.0,187665.0
1.0,2.0,36.0,111691.0
2.0,1.0,43.0,7470.0
2.0,1.0,52.0,21641.0
1.0,2.0,26.0,38052.0
1.0,2.0,28.0,11684.0
2.0,1.0,33.0,76025.0
2.0,2.0,53.0,50302.0
2.0,2.0,39.0,181221.0
1.0,1.0,37.0,58337.0
2.0,1.0,40.0,390.0
2.0,1.0,34.0,170.0
2.0,2.0,37.0,1197.0
2.0,2.0,46.0,121198.0
1.0,2.0,26.0,0.0
2.0,2.0,26.0,138859.0
2.0,1.0,24.0,28953.0
1.0,2.0,31.0,97448.0
2.0,2.0,35.0,50497.0
3.0,1.0,48.0,38031.0
2.0,2.0,25.0,227.0
1.0,2.0,32.0,12319.0
3.0,1.0,28.0,230184.0
1.0,2.0,29.0,495.0
2.0,2.0,32.0,165074.0
1.0,1.0,49.0,44767.0
1.0,2.0,30.0,23725.0
1.0,1.0,42.0,0.0
3.0,2.0,22.0,18977.0
2.0,2.0,30.0,73113.0
1.0,1.0,44.0,616.0
2.0,1.0,35.0,14376.0
2.0,1.0,52.0,27101.0
3.0,1.0,48.0,0.0
4.0,2.0,29.0,219419.0
2.0,2.0,29.0,255317.0
2.0,2.0,33.0,1547.0
3.0,2.0,44.0,89988.0
2.0,2.0,24.0,65508.0
2.0,3.0,27.0,91538.0
3.0,2.0,27.0,83587.0
1.0,2.0,39.0,78246.0
2.0,1.0,33.0,1496.0
1.0,1.0,40.0,52097.0
2.0,2.0,26.0,69358.0
3.0,1.0,52.0,6969.0
1.0,2.0,35.0,0.0
2.0,2.0,25.0,19770.0
2.0,1.0,38.0,6715.0
3.0,1.0,48.0,63695.0
2.0,1.0,49.0,-173.0
1.0,1.0,33.0,0.0
1.0,1.0,34.0,2727.0
2.0,2.0,34.0,9323.0
1.0,2.0,34.0,5275.0
2.0,1.0,40.0,20138.0
1.0,1.0,27.0,40856.0
3.0,1.0,50.0,109192.0
3.0,1.0,50.0,63889.0
1.0,2.0,28.0,46430.0
2.0,2.0,21.0,21023.0
3.0,1.0,23.0,15955.0
1.0,2.0,23.0,7040.0
2.0,1.0,44.0,30094.0
2.0,1.0,24.0,1462.0
1.0,2.0,29.0,118303.0
2.0,2.0,36.0,3024.0
5.0,1.0,25.0,59366.0
1.0,2.0,30.0,0.0
1.0,1.0,40.0,30832.0
3.0,1.0,36.0,46311.0
1.0,1.0,31.0,149893.0
1.0,2.0,26.0,300.0
2.0,2.0,29.0,29252.0
2.0,1.0,41.0,2503.0
2.0,2.0,41.0,9736.0
2.0,1.0,41.0,139184.0
1.0,2.0,33.0,8427.0
1.0,2.0,29.0,0.0
2.0,2.0,30.0,0.0
3.0,2.0,24.0,20923.0
3.0,2.0,30.0,105873.0
2.0,2.0,30.0,16570.0
1.0,3.0,55.0,7970.0
3.0,2.0,45.0,9242.0
1.0,2.0,25.0,24200.0
1.0,1.0,35.0,3614.0
1.0,2.0,25.0,64155.0
2.0,1.0,42.0,17614.0
3.0,2.0,31.0,4213.0
3.0,1.0,44.0,24469.0
1.0,1.0,44.0,18432.0
1.0,1.0,34.0,97463.0
1.0,2.0,39.0,365672.0
2.0,2.0,29.0,390.0
3.0,1.0,55.0,435.0
1.0,2.0,37.0,291.0
5.0,2.0,33.0,45226.0
1.0,2.0,37.0,0.0
3.0,1.0,49.0,741.0
1.0,2.0,25.0,86107.0
2.0,1.0,45.0,1651.0
3.0,2.0,23.0,528.0
2.0,1.0,47.0,0.0
3.0,2.0,24.0,13470.0
1.0,2.0,36.0,1838.0
1.0,2.0,36.0,11469.0
1.0,2.0,34.0,0.0
3.0,1.0,53.0,20211.0
1.0,1.0,32.0,98033.0
1.0,1.0,50.0,115937.0
3.0,1.0,41.0,52955.0
2.0,2.0,27.0,46465.0
1.0,2.0,34.0,4970.0
3.0,2.0,24.0,82066.0
2.0,2.0,28.0,69186.0
2.0,2.0,22.0,5473.0
3.0,2.0,25.0,68658.0
1.0,2.0,29.0,128208.0
2.0,2.0,35.0,14181.0
2.0,2.0,29.0,94409.0
3.0,2.0,51.0,196875.0
1.0,2.0,57.0,50770.0
2.0,1.0,39.0,1443.0
1.0,2.0,27.0,759.0
2.0,2.0,34.0,23860.0
2.0,2.0,35.0,13500.0
2.0,2.0,32.0,44462.0
2.0,2.0,31.0,45605.0
2.0,2.0,24.0,63000.0
3.0,2.0,26.0,30627.0
2.0,1.0,26.0,316.0
2.0,1.0,49.0,3024.0
1.0,2.0,30.0,25953.0
3.0,1.0,43.0,23101.0
3.0,1.0,58.0,0.0
1.0,1.0,46.0,39115.0
1.0,2.0,36.0,124.0
1.0,2.0,29.0,144922.0
3.0,1.0,35.0,27160.0
2.0,1.0,36.0,16818.0
2.0,1.0,51.0,18673.0
2.0,1.0,30.0,3686.0
2.0,2.0,23.0,16831.0
1.0,2.0,27.0,21275.0
1.0,2.0,24.0,56119.0
2.0,2.0,48.0,14218.0
1.0,1.0,44.0,367.0
2.0,1.0,39.0,0.0
1.0,2.0,27.0,-1860.0
1.0,2.0,48.0,2400.0
1.0,2.0,29.0,67336.0
1.0,1.0,39.0,8374.0
1.0,1.0,31.0,1100.0
2.0,2.0,42.0,47612.0
2.0,2.0,29.0,47631.0
3.0,2.0,38.0,-507.0
2.0,2.0,23.0,80998.0
3.0,1.0,41.0,26948.0
2.0,2.0,37.0,214261.0
1.0,2.0,36.0,58312.0
2.0,2.0,23.0,78426.0
2.0,2.0,29.0,430990.0
2.0,2.0,38.0,168581.0
3.0,2.0,39.0,6530.0
2.0,2.0,24.0,57925.0
2.0,2.0,38.0,194358.0
3.0,2.0,46.0,56009.0
1.0,1.0,46.0,0.0
3.0,2.0,43.0,194868.0
1.0,2.0,29.0,78.0
1.0,2.0,35.0,1533.0
3.0,2.0,36.0,203447.0
3.0,2.0,23.0,15034.0
2.0,2.0,23.0,4731.0
2.0,1.0,34.0,16501.0
2.0,1.0,39.0,97040.0
3.0,2.0,29.0,0.0
2.0,2.0,27.0,123371.0
1.0,2.0,31.0,13759.0
2.0,2.0,24.0,390.0
2.0,1.0,35.0,9647.0
1.0,2.0,29.0,1727.0
2.0,1.0,34.0,500.0
1.0,2.0,27.0,40688.0
3.0,1.0,46.0,42674.0
2.0,2.0,49.0,151822.0
3.0,2.0,30.0,548.0
2.0,2.0,24.0,1362.0
1.0,1.0,58.0,1657.0
2.0,1.0,54.0,48403.0
2.0,2.0,23.0,25622.0
2.0,1.0,29.0,0.0
1.0,2.0,24.0,6524.0
1.0,2.0,26.0,120098.0
2.0,2.0,28.0,261021.0
2.0,1.0,33.0,3177.0
2.0,1.0,31.0,44970.0
2.0,2.0,38.0,0.0
1.0,1.0,35.0,86239.0
2.0,2.0,26.0,67864.0
1.0,2.0,34.0,8871.0
5.0,1.0,42.0,92230.0
1.0,1.0,38.0,12650.0
1.0,1.0,41.0,1378.0
2.0,2.0,30.0,326.0
2.0,2.0,33.0,120411.0
3.0,2.0,46.0,1401.0
1.0,2.0,29.0,26857.0
2.0,2.0,22.0,15169.0
2.0,2.0,25.0,158629.0
1.0,2.0,24.0,17781.0
2.0,1.0,41.0,44966.0
2.0,1.0,37.0,1961.0
2.0,1.0,32.0,30781.0
1.0,2.0,29.0,69718.0
3.0,1.0,43.0,42874.0
1.0,2.0,32.0,2731.0
1.0,2.0,28.0,23837.0
2.0,2.0,33.0,50094.0
2.0,1.0,42.0,49244.0
2.0,2.0,27.0,12593.0
3.0,2.0,24.0,273.0
2.0,2.0,27.0,18860.0
3.0,2.0,32.0,71375.0
2.0,2.0,52.0,38695.0
2.0,2.0,43.0,103601.0
3.0,1.0,34.0,49771.0
3.0,2.0,60.0,27943.0
1.0,2.0,30.0,117010.0
1.0,2.0,32.0,5695.0
2.0,2.0,25.0,3002.0
1.0,2.0,30.0,69533.0
2.0,1.0,37.0,0.0
1.0,1.0,31.0,51028.0
2.0,2.0,49.0,81411.0
3.0,2.0,27.0,55567.0
1.0,2.0,28.0,164262.0
3.0,1.0,45.0,80.0
2.0,1.0,29.0,233717.0
2.0,1.0,33.0,296148.0
1.0,2.0,26.0,13416.0
2.0,2.0,46.0,18564.0
1.0,1.0,50.0,29394.0
1.0,1.0,32.0,7217.0
1.0,1.0,49.0,-3.0
3.0,1.0,50.0,88900.0
3.0,2.0,61.0,47731.0
2.0,2.0,35.0,6008.0
2.0,2.0,37.0,3492.0
1.0,1.0,30.0,27289.0
2.0,2.0,39.0,0.0
2.0,1.0,44.0,82253.0
1.0,1.0,36.0,14843.0
2.0,1.0,42.0,35255.0
1.0,1.0,53.0,6060.0
2.0,2.0,42.0,28077.0
2.0,1.0,33.0,87514.0
1.0,2.0,25.0,150562.0
1.0,1.0,42.0,1729.0
1.0,2.0,34.0,21107.0
2.0,1.0,42.0,632.0
2.0,2.0,34.0,856.0
1.0,2.0,24.0,31815.0
2.0,2.0,25.0,31040.0
1.0,1.0,32.0,2612.0
1.0,2.0,34.0,72996.0
2.0,1.0,36.0,322.0
3.0,1.0,33.0,129600.0
2.0,2.0,23.0,4553.0
2.0,1.0,60.0,0.0
2.0,1.0,28.0,99294.0
3.0,2.0,29.0,103792.0
2.0,2.0,24.0,2590.0
2.0,1.0,40.0,142477.0
3.0,2.0,40.0,17180.0
1.0,2.0,34.0,206161.0
1.0,2.0,23.0,6081.0
2.0,2.0,23.0,7945.0
2.0,2.0,23.0,19766.0
1.0,2.0,27.0,72656.0
2.0,2.0,22.0,15034.0
2.0,1.0,42.0,15100.0
2.0,2.0,32.0,80437.0
2.0,1.0,35.0,8694.0
2.0,2.0,36.0,136613.0
1.0,2.0,31.0,45450.0
1.0,2.0,32.0,441.0
1.0,2.0,27.0,5810.0
2.0,2.0,33.0,52266.0
3.0,1.0,49.0,74766.0
2.0,1.0,32.0,110198.0
3.0,1.0,53.0,36838.0
1.0,2.0,26.0,58518.0
1.0,1.0,35.0,47438.0
2.0,2.0,53.0,7343.0
1.0,1.0,28.0,0.0
2.0,1.0,41.0,36696.0
3.0,2.0,26.0,13804.0
2.0,2.0,26.0,36060.0
2.0,1.0,23.0,7979.0
3.0,2.0,49.0,19363.0
3.0,1.0,48.0,390.0
2.0,1.0,46.0,0.0
4.0,1.0,51.0,4770.0
1.0,2.0,28.0,0.0
3.0,2.0,54.0,880.0
2.0,2.0,24.0,0.0
1.0,2.0,56.0,777.0
2.0,2.0,54.0,7832.0
2.0,1.0,26.0,75405.0
3.0,1.0,67.0,16918.0
3.0,1.0,41.0,0.0
1.0,2.0,42.0,177061.0
1.0,2.0,32.0,60918.0
2.0,1.0,46.0,1495.0
2.0,1.0,30.0,39259.0
2.0,1.0,29.0,99986.0
2.0,1.0,52.0,15377.0
2.0,2.0,23.0,1050.0
1.0,1.0,41.0,624.0
2.0,2.0,25.0,26623.0
2.0,1.0,45.0,17074.0
1.0,2.0,36.0,11684.0
3.0,1.0,43.0,74020.0
1.0,2.0,27.0,31789.0
1.0,1.0,46.0,14591.0
2.0,2.0,27.0,131519.0
1.0,2.0,25.0,11801.0
2.0,1.0,50.0,22821.0
2.0,1.0,52.0,64254.0
2.0,2.0,25.0,17950.0
2.0,1.0,45.0,47823.0
2.0,2.0,32.0,2147.0
1.0,1.0,44.0,84947.0
1.0,2.0,28.0,18540.0
3.0,1.0,50.0,56781.0
1.0,2.0,38.0,252.0
1.0,1.0,28.0,1760.0
1.0,2.0,25.0,106223.0
3.0,1.0,58.0,22599.0
3.0,2.0,30.0,38903.0
1.0,2.0,47.0,281950.0
1.0,2.0,25.0,31493.0
3.0,1.0,50.0,36925.0
3.0,1.0,44.0,632.0
1.0,1.0,40.0,1126.0
2.0,1.0,38.0,3379.0
3.0,2.0,28.0,16122.0
1.0,2.0,37.0,600.0
2.0,2.0,43.0,87289.0
2.0,2.0,23.0,49026.0
2.0,1.0,48.0,107767.0
1.0,2.0,25.0,78327.0
2.0,1.0,34.0,316.0
2.0,1.0,29.0,56340.0
1.0,2.0,35.0,164511.0
1.0,2.0,35.0,897.0
1.0,2.0,26.0,41525.0
1.0,2.0,23.0,157074.0
2.0,2.0,29.0,59235.0
3.0,1.0,47.0,30950.0
2.0,1.0,41.0,40483.0
1.0,2.0,26.0,231.0
1.0,2.0,30.0,185327.0
2.0,1.0,42.0,158495.0
1.0,1.0,41.0,70825.0
2.0,1.0,38.0,105313.0
3.0,1.0,45.0,0.0
1.0,2.0,42.0,12751.0
2.0,1.0,32.0,50669.0
1.0,2.0,25.0,129911.0
1.0,1.0,53.0,23551.0
2.0,1.0,42.0,225245.0
1.0,2.0,36.0,65275.0
2.0,2.0,33.0,9582.0
2.0,1.0,34.0,2500.0
1.0,1.0,42.0,249406.0
2.0,2.0,34.0,205363.0
2.0,1.0,39.0,19565.0
1.0,2.0,28.0,21404.0
2.0,2.0,25.0,600.0
2.0,2.0,36.0,0.0
3.0,2.0,38.0,25546.0
1.0,2.0,39.0,0.0
3.0,1.0,45.0,50415.0
2.0,1.0,42.0,1261.0
2.0,1.0,35.0,0.0
3.0,2.0,44.0,42115.0
2.0,2.0,30.0,57041.0
2.0,1.0,42.0,100534.0
3.0,1.0,44.0,34760.0
2.0,2.0,39.0,67607.0
5.0,1.0,37.0,189976.0
1.0,2.0,24.0,379.0
1.0,2.0,27.0,4289.0
2.0,1.0,40.0,172584.0
2.0,1.0,53.0,43611.0
1.0,1.0,41.0,6402.0
3.0,2.0,34.0,138839.0
1.0,1.0,38.0,123.0
1.0,1.0,38.0,59310.0
2.0,2.0,22.0,59575.0
2.0,1.0,37.0,1094.0
1.0,1.0,32.0,30144.0
1.0,2.0,29.0,0.0
1.0,2.0,38.0,2984.0
1.0,1.0,48.0,9686.0
1.0,2.0,32.0,0.0
2.0,1.0,36.0,3477.0
1.0,2.0,32.0,21332.0
2.0,2.0,22.0,6792.0
1.0,2.0,31.0,4182.0
2.0,1.0,25.0,42726.0
3.0,1.0,38.0,10825.0
3.0,1.0,48.0,10420.0
2.0,2.0,29.0,4059.0
2.0,2.0,25.0,120633.0
2.0,1.0,30.0,416.0
