shot_id,game_id,lat,lon,minutes_remaining,playoffs,season,shot_distance,shot_type,shot_made_flag
841,20000545,33.9893,-118.0898,1,0,2000-01,18,2PT Field Goal,0.0
842,20000545,34.0213,-118.4058,11,0,2000-01,13,2PT Field Goal,0.0
843,20000545,33.7913,-118.2158,7,0,2000-01,25,3PT Field Goal,0.0
844,20000545,33.8903,-118.3918,6,0,2000-01,19,2PT Field Goal,0.0
845,20000545,34.0593,-118.3998,4,0,2000-01,13,2PT Field Goal,1.0
846,20000545,33.9833,-118.4188,3,0,2000-01,16,2PT Field Goal,1.0
847,20000545,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,0.0
848,20000545,34.0163,-118.4338,1,0,2000-01,16,2PT Field Goal,1.0
849,20000545,34.0633,-118.4338,0,0,2000-01,16,2PT Field Goal,0.0
850,20000545,34.0273,-118.0978,3,0,2000-01,17,2PT Field Goal,0.0
851,20000545,33.8903,-118.4058,2,0,2000-01,20,2PT Field Goal,1.0
852,20000545,33.8253,-118.2038,1,0,2000-01,22,2PT Field Goal,0.0
853,20000571,33.8843,-118.2158,10,0,2000-01,16,2PT Field Goal,0.0
854,20000571,33.8523,-118.4268,8,0,2000-01,24,3PT Field Goal,0.0
856,20000571,33.8963,-118.2248,4,0,2000-01,15,2PT Field Goal,1.0
857,20000571,33.8693,-118.1828,3,0,2000-01,19,2PT Field Goal,1.0
858,20000571,33.9243,-118.1258,2,0,2000-01,18,2PT Field Goal,0.0
860,20000571,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
861,20000571,33.8903,-118.1828,10,0,2000-01,17,2PT Field Goal,0.0
863,20000571,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
864,20000571,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,0.0
865,20000571,33.9833,-118.2708,5,0,2000-01,6,2PT Field Goal,1.0
866,20000571,33.9113,-118.3918,3,0,2000-01,18,2PT Field Goal,1.0
867,20000571,33.8253,-118.3138,0,0,2000-01,22,2PT Field Goal,0.0
868,20000571,34.0423,-118.1528,8,0,2000-01,11,2PT Field Goal,0.0
869,20000571,34.0463,-118.3998,7,0,2000-01,13,2PT Field Goal,1.0
871,20000571,34.0373,-118.3918,2,0,2000-01,12,2PT Field Goal,0.0
872,20000571,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
873,20000571,33.8963,-118.3918,10,0,2000-01,19,2PT Field Goal,1.0
874,20000571,33.9663,-118.3008,7,0,2000-01,8,2PT Field Goal,1.0
875,20000583,33.8693,-118.2098,11,0,2000-01,18,2PT Field Goal,1.0
877,20000583,33.8693,-118.1678,8,0,2000-01,20,2PT Field Goal,0.0
878,20000583,33.8523,-118.3618,3,0,2000-01,21,2PT Field Goal,0.0
879,20000583,34.0423,-118.1528,3,0,2000-01,11,2PT Field Goal,1.0
881,20000583,33.9933,-118.2378,0,0,2000-01,6,2PT Field Goal,0.0
882,20000583,34.0443,-118.2698,11,0,2000-01,0,2PT Field Goal,1.0
883,20000583,33.9343,-118.2648,8,0,2000-01,11,2PT Field Goal,1.0
884,20000583,33.8903,-118.1468,7,0,2000-01,19,2PT Field Goal,1.0
885,20000583,33.9283,-118.2438,5,0,2000-01,11,2PT Field Goal,1.0
887,20000583,33.8733,-118.4548,3,0,2000-01,25,3PT Field Goal,0.0
888,20000583,33.9623,-118.4458,0,0,2000-01,19,2PT Field Goal,0.0
890,20000583,33.9113,-118.1678,8,0,2000-01,16,2PT Field Goal,0.0
892,20000583,33.8313,-118.1318,7,0,2000-01,25,3PT Field Goal,1.0
893,20000583,33.8793,-118.1828,3,0,2000-01,18,2PT Field Goal,1.0
894,20000583,34.0103,-118.3918,2,0,2000-01,12,2PT Field Goal,0.0
895,20000583,33.9283,-118.2438,0,0,2000-01,11,2PT Field Goal,1.0
896,20000583,33.8733,-118.1598,9,0,2000-01,20,2PT Field Goal,0.0
898,20000583,33.9893,-118.4188,6,0,2000-01,15,2PT Field Goal,0.0
899,20000583,34.0443,-118.2698,3,0,2000-01,0,2PT Field Goal,0.0
900,20000583,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,0.0
901,20000583,33.8393,-118.1048,1,0,2000-01,26,3PT Field Goal,0.0
904,20000599,33.8963,-118.2688,8,0,2000-01,14,2PT Field Goal,0.0
905,20000599,33.9033,-118.4168,7,0,2000-01,20,2PT Field Goal,0.0
906,20000599,34.0443,-118.3328,2,0,2000-01,6,2PT Field Goal,1.0
907,20000599,33.9093,-118.1848,1,0,2000-01,15,2PT Field Goal,1.0
910,20000599,34.0503,-118.1408,10,0,2000-01,12,2PT Field Goal,0.0
911,20000599,34.0293,-118.3178,8,0,2000-01,5,2PT Field Goal,0.0
912,20000599,33.9813,-118.1128,10,0,2000-01,16,2PT Field Goal,0.0
913,20000599,34.0353,-118.3748,9,0,2000-01,10,2PT Field Goal,0.0
914,20000599,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,0.0
915,20000599,33.7873,-118.2818,0,0,2000-01,25,3PT Field Goal,0.0
916,20000599,33.7993,-118.1848,11,0,2000-01,25,3PT Field Goal,0.0
917,20000599,33.8483,-118.2268,9,0,2000-01,20,2PT Field Goal,0.0
918,20000599,33.9683,-118.1198,6,0,2000-01,16,2PT Field Goal,0.0
919,20000599,34.0403,-118.3328,4,0,2000-01,6,2PT Field Goal,1.0
921,20000616,34.0443,-118.2698,10,0,2000-01,0,2PT Field Goal,1.0
923,20000616,33.9893,-118.4188,5,0,2000-01,15,2PT Field Goal,0.0
925,20000616,33.9553,-118.2308,2,0,2000-01,9,2PT Field Goal,0.0
926,20000616,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,0.0
927,20000616,33.9243,-118.1318,1,0,2000-01,18,2PT Field Goal,0.0
928,20000616,33.9763,-118.3008,0,0,2000-01,7,2PT Field Goal,0.0
929,20000616,33.9933,-118.2378,0,0,2000-01,6,2PT Field Goal,1.0
930,20000616,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,1.0
931,20000616,34.0313,-118.3138,5,0,2000-01,4,2PT Field Goal,1.0
933,20000616,34.0463,-118.3768,0,0,2000-01,10,2PT Field Goal,1.0
935,20000616,33.7743,-118.2858,9,0,2000-01,27,3PT Field Goal,0.0
936,20000616,33.8633,-118.1528,3,0,2000-01,21,2PT Field Goal,1.0
938,20000616,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,0.0
939,20000616,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
940,20000616,33.8393,-118.2798,0,0,2000-01,20,2PT Field Goal,1.0
942,20000629,34.0043,-118.1278,9,0,2000-01,14,2PT Field Goal,1.0
944,20000629,34.0443,-118.5098,4,0,2000-01,24,3PT Field Goal,1.0
945,20000629,33.7803,-118.2928,0,0,2000-01,26,3PT Field Goal,0.0
946,20000629,34.0273,-118.1128,0,0,2000-01,15,2PT Field Goal,0.0
947,20000629,33.9223,-118.4078,6,0,2000-01,18,2PT Field Goal,1.0
948,20000629,33.8563,-118.2378,5,0,2000-01,19,2PT Field Goal,0.0
949,20000629,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
951,20000629,33.9783,-118.1358,2,0,2000-01,14,2PT Field Goal,0.0
953,20000629,34.0213,-118.4528,11,0,2000-01,18,2PT Field Goal,0.0
955,20000629,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
956,20000629,33.9223,-118.4018,2,0,2000-01,17,2PT Field Goal,0.0
957,20000629,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
958,20000629,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,0.0
959,20000629,34.0443,-118.2698,10,0,2000-01,0,2PT Field Goal,1.0
960,20000629,34.0103,-118.4228,8,0,2000-01,15,2PT Field Goal,1.0
961,20000629,33.9553,-118.4078,7,0,2000-01,16,2PT Field Goal,0.0
962,20000629,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
964,20000629,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
965,20000629,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
966,20000629,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
967,20000629,33.7973,-118.3788,0,0,2000-01,26,3PT Field Goal,0.0
968,20000641,34.0523,-118.1548,9,0,2000-01,11,2PT Field Goal,1.0
969,20000641,33.9173,-118.3468,7,0,2000-01,14,2PT Field Goal,1.0
970,20000641,34.0633,-118.1108,5,0,2000-01,16,2PT Field Goal,0.0
971,20000641,34.0463,-118.2188,5,0,2000-01,5,2PT Field Goal,1.0
972,20000641,33.9283,-118.3618,4,0,2000-01,14,2PT Field Goal,0.0
973,20000641,34.0523,-118.4248,3,0,2000-01,15,2PT Field Goal,0.0
974,20000641,34.0373,-118.2628,2,0,2000-01,0,2PT Field Goal,1.0
976,20000641,34.0213,-118.1548,6,0,2000-01,11,2PT Field Goal,0.0
977,20000641,34.0373,-118.4038,4,0,2000-01,13,2PT Field Goal,0.0
978,20000641,34.0313,-118.2818,4,0,2000-01,1,2PT Field Goal,0.0
980,20000641,34.0043,-118.2738,3,0,2000-01,4,2PT Field Goal,0.0
982,20000641,34.0523,-118.2688,1,0,2000-01,0,2PT Field Goal,1.0
984,20000641,34.0313,-118.2188,10,0,2000-01,5,2PT Field Goal,0.0
986,20000641,33.8943,-118.3028,7,0,2000-01,15,2PT Field Goal,1.0
987,20000641,34.0443,-118.4108,5,0,2000-01,14,2PT Field Goal,1.0
988,20000641,33.9173,-118.2688,3,0,2000-01,12,2PT Field Goal,0.0
990,20000641,34.0043,-118.4318,7,0,2000-01,16,2PT Field Goal,0.0
991,20000641,33.9973,-118.2628,4,0,2000-01,4,2PT Field Goal,0.0
992,20000641,33.9003,-118.2688,3,0,2000-01,14,2PT Field Goal,1.0
993,20000641,34.0573,-118.0898,0,0,2000-01,18,2PT Field Goal,0.0
994,20000651,33.9833,-118.4058,10,0,2000-01,14,2PT Field Goal,1.0
996,20000651,33.9193,-118.1568,5,0,2000-01,16,2PT Field Goal,0.0
997,20000651,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,0.0
999,20000651,33.8163,-118.2688,0,0,2000-01,22,2PT Field Goal,0.0
1000,20000651,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,0.0
1001,20000651,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
1002,20000651,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,0.0
1003,20000651,34.0213,-118.4338,0,0,2000-01,16,2PT Field Goal,0.0
1004,20000651,33.9263,-118.4128,9,0,2000-01,18,2PT Field Goal,0.0
1005,20000651,33.9993,-118.1488,3,0,2000-01,12,2PT Field Goal,1.0
1006,20000651,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
1007,20000651,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,0.0
1009,20000651,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
1010,20000651,33.8523,-118.0978,3,0,2000-01,25,3PT Field Goal,1.0
1011,20000666,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,0.0
1012,20000666,33.8633,-118.3488,7,0,2000-01,19,2PT Field Goal,1.0
1013,20000666,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
1014,20000666,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,1.0
1015,20000666,34.0043,-118.1108,3,0,2000-01,16,2PT Field Goal,1.0
1016,20000666,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,0.0
1017,20000666,33.9553,-118.1378,0,0,2000-01,15,2PT Field Goal,0.0
1018,20000666,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
1020,20000666,34.0213,-118.1258,11,0,2000-01,14,2PT Field Goal,1.0
1021,20000666,33.9663,-118.2648,9,0,2000-01,7,2PT Field Goal,1.0
1022,20000666,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,1.0
1024,20000666,33.9493,-118.2588,2,0,2000-01,9,2PT Field Goal,1.0
1025,20000666,33.8633,-118.3278,2,0,2000-01,19,2PT Field Goal,0.0
1027,20000666,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,0.0
1028,20000666,33.7323,-118.2588,8,0,2000-01,31,3PT Field Goal,0.0
1030,20000666,33.9553,-118.4188,5,0,2000-01,17,2PT Field Goal,0.0
1031,20000666,33.9003,-118.1528,4,0,2000-01,18,2PT Field Goal,1.0
1032,20000666,33.8733,-118.1378,3,0,2000-01,21,2PT Field Goal,1.0
1033,20000666,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
1035,20000666,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,0.0
1037,20000666,33.9173,-118.1378,4,0,2000-01,18,2PT Field Goal,0.0
1040,20000666,33.9343,-118.3768,0,0,2000-01,15,2PT Field Goal,0.0
1041,20000682,34.0443,-118.2698,11,0,2000-01,0,2PT Field Goal,1.0
1042,20000682,34.0273,-118.4668,9,0,2000-01,19,2PT Field Goal,1.0
1043,20000682,33.9093,-118.3808,7,0,2000-01,17,2PT Field Goal,0.0
1044,20000682,34.0423,-118.1848,6,0,2000-01,8,2PT Field Goal,0.0
1045,20000682,33.8753,-118.3538,3,0,2000-01,18,2PT Field Goal,0.0
1046,20000682,33.8693,-118.1488,7,0,2000-01,21,2PT Field Goal,1.0
1047,20000682,33.9033,-118.2558,7,0,2000-01,14,2PT Field Goal,0.0
1048,20000682,34.0443,-118.2698,6,0,2000-01,0,2PT Field Goal,0.0
1049,20000682,33.8813,-118.1428,6,0,2000-01,20,2PT Field Goal,0.0
1050,20000682,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,0.0
1053,20000682,34.0523,-118.4738,1,0,2000-01,20,2PT Field Goal,1.0
1054,20000682,33.8813,-118.1638,0,0,2000-01,19,2PT Field Goal,0.0
1055,20000682,34.0103,-118.4298,0,0,2000-01,16,2PT Field Goal,0.0
1056,20000682,33.8983,-118.1278,11,0,2000-01,20,2PT Field Goal,1.0
1057,20000682,33.9593,-118.2968,10,0,2000-01,8,2PT Field Goal,0.0
1058,20000682,33.9833,-118.2968,9,0,2000-01,6,2PT Field Goal,1.0
1059,20000682,34.0213,-118.2208,7,0,2000-01,5,2PT Field Goal,0.0
1060,20000682,33.8753,-118.1428,6,0,2000-01,21,2PT Field Goal,0.0
1061,20000682,34.0313,-118.0288,4,0,2000-01,24,3PT Field Goal,0.0
1062,20000682,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
1063,20000682,34.0373,-118.1068,2,0,2000-01,16,2PT Field Goal,0.0
1064,20000682,33.9033,-118.2968,0,0,2000-01,14,2PT Field Goal,0.0
1065,20000682,33.9873,-118.3238,5,0,2000-01,7,2PT Field Goal,0.0
1067,20000702,33.9833,-118.4018,5,0,2000-01,14,2PT Field Goal,0.0
1068,20000702,33.8523,-118.3238,4,0,2000-01,19,2PT Field Goal,1.0
1069,20000702,33.8413,-118.2758,1,0,2000-01,20,2PT Field Goal,0.0
1070,20000702,33.7403,-118.2478,0,0,2000-01,30,3PT Field Goal,1.0
1071,20000702,34.0443,-118.2698,9,0,2000-01,0,2PT Field Goal,1.0
1072,20000702,34.0693,-118.1358,5,0,2000-01,13,2PT Field Goal,0.0
1073,20000702,33.9363,-118.4018,1,0,2000-01,17,2PT Field Goal,1.0
1074,20000702,33.3483,-118.1638,0,0,2000-01,70,3PT Field Goal,0.0
1075,20000702,34.0463,-118.4018,9,0,2000-01,13,2PT Field Goal,1.0
1076,20000702,33.9323,-118.1968,8,0,2000-01,13,2PT Field Goal,0.0
1077,20000702,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,1.0
1078,20000702,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
1079,20000702,33.9193,-118.1428,6,0,2000-01,17,2PT Field Goal,1.0
1080,20000702,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,1.0
1081,20000702,34.0593,-118.4108,11,0,2000-01,14,2PT Field Goal,0.0
1082,20000702,34.0443,-118.2698,9,0,2000-01,0,2PT Field Goal,0.0
1083,20000702,34.0423,-118.4108,7,0,2000-01,14,2PT Field Goal,1.0
1084,20000702,34.0163,-118.4438,6,0,2000-01,17,2PT Field Goal,0.0
1085,20000702,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,1.0
1086,20000702,33.9873,-118.3808,4,0,2000-01,12,2PT Field Goal,0.0
1088,20000702,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,0.0
1089,20000702,34.0103,-118.3808,1,0,2000-01,11,2PT Field Goal,1.0
1090,20000702,33.8413,-118.2118,0,0,2000-01,21,2PT Field Goal,0.0
1091,20000702,33.8653,-118.2418,0,0,2000-01,18,2PT Field Goal,0.0
1093,20000710,34.0443,-118.2698,10,0,2000-01,0,2PT Field Goal,1.0
1095,20000710,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
1096,20000710,33.9573,-118.1968,1,0,2000-01,11,2PT Field Goal,1.0
1097,20000710,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,0.0
1100,20000710,34.0443,-118.2698,10,0,2000-01,0,2PT Field Goal,1.0
1101,20000710,33.9453,-118.2328,8,0,2000-01,10,2PT Field Goal,0.0
1103,20000710,34.0293,-118.4398,7,0,2000-01,17,2PT Field Goal,1.0
1104,20000710,34.0443,-118.2698,6,0,2000-01,0,2PT Field Goal,0.0
1105,20000710,34.0403,-118.3618,3,0,2000-01,9,2PT Field Goal,1.0
1106,20000710,33.8673,-118.0898,0,0,2000-01,25,3PT Field Goal,0.0
1107,20000710,34.0333,-118.4038,6,0,2000-01,13,2PT Field Goal,1.0
1108,20000710,33.7803,-118.2818,5,0,2000-01,26,3PT Field Goal,1.0
1109,20000710,34.0443,-118.2698,4,0,2000-01,0,2PT Field Goal,1.0
1110,20000710,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
1111,20000710,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
1112,20000710,33.8603,-118.2688,0,0,2000-01,18,2PT Field Goal,0.0
1113,20000710,33.8253,-118.4108,3,0,2000-01,26,3PT Field Goal,0.0
1114,20000710,34.0443,-118.2698,3,0,2000-01,0,2PT Field Goal,0.0
1115,20000710,34.0103,-118.1258,2,0,2000-01,14,2PT Field Goal,0.0
1116,20000710,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,0.0
1117,20000710,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
1119,20000723,34.0443,-118.1028,9,0,2000-01,16,2PT Field Goal,0.0
1120,20000723,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,1.0
1121,20000723,33.7763,-118.2858,4,0,2000-01,26,3PT Field Goal,1.0
1122,20000723,33.9513,-118.4208,3,0,2000-01,17,2PT Field Goal,0.0
1123,20000723,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
1124,20000723,33.9453,-118.1168,10,0,2000-01,18,2PT Field Goal,1.0
1125,20000723,33.9573,-118.4208,9,0,2000-01,17,2PT Field Goal,0.0
1126,20000723,33.9343,-118.2988,7,0,2000-01,11,2PT Field Goal,1.0
1127,20000723,34.0403,-118.1168,5,0,2000-01,15,2PT Field Goal,0.0
1128,20000723,34.0443,-118.2698,5,0,2000-01,0,2PT Field Goal,1.0
1129,20000723,33.9783,-118.1088,0,0,2000-01,17,2PT Field Goal,0.0
1130,20000723,33.8673,-118.0788,4,0,2000-01,26,3PT Field Goal,0.0
1132,20000739,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,1.0
1134,20000739,33.9973,-118.4248,2,0,2000-01,16,2PT Field Goal,0.0
1136,20000739,33.8653,-118.1758,10,0,2000-01,20,2PT Field Goal,1.0
1137,20000739,33.8963,-118.3828,9,0,2000-01,18,2PT Field Goal,0.0
1140,20000739,33.8753,-118.3618,0,0,2000-01,19,2PT Field Goal,1.0
1141,20000739,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,0.0
1143,20000739,33.9873,-118.2268,5,0,2000-01,7,2PT Field Goal,0.0
1144,20000739,33.9743,-118.4108,5,0,2000-01,15,2PT Field Goal,0.0
1145,20000739,34.0183,-118.2118,6,0,2000-01,6,2PT Field Goal,0.0
1146,20000739,33.9193,-118.4188,1,0,2000-01,19,2PT Field Goal,0.0
1147,20000739,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
1148,20000753,34.0333,-118.2608,10,0,2000-01,1,2PT Field Goal,1.0
1149,20000753,33.9153,-118.1358,6,0,2000-01,18,2PT Field Goal,1.0
1150,20000753,33.9473,-118.1218,5,0,2000-01,17,2PT Field Goal,0.0
1153,20000753,34.0403,-118.2478,9,0,2000-01,2,2PT Field Goal,0.0
1154,20000753,34.0043,-118.2188,4,0,2000-01,6,2PT Field Goal,1.0
1156,20000753,33.9533,-118.4758,0,0,2000-01,22,2PT Field Goal,0.0
1157,20000753,34.0233,-118.2688,0,0,2000-01,2,2PT Field Goal,1.0
1158,20000753,33.9153,-118.3408,11,0,2000-01,14,2PT Field Goal,1.0
1159,20000753,34.0293,-118.2608,11,0,2000-01,1,2PT Field Goal,0.0
1160,20000753,34.0163,-118.3258,9,0,2000-01,6,2PT Field Goal,0.0
1161,20000753,34.0293,-118.3638,7,0,2000-01,9,2PT Field Goal,1.0
1162,20000753,34.0333,-118.1298,5,0,2000-01,14,2PT Field Goal,1.0
1163,20000753,33.7553,-118.2688,3,0,2000-01,28,3PT Field Goal,0.0
1164,20000753,34.0103,-118.2688,2,0,2000-01,3,2PT Field Goal,0.0
1166,20000753,34.0403,-118.4318,11,0,2000-01,16,2PT Field Goal,0.0
1168,20000753,34.0443,-118.2608,7,0,2000-01,0,2PT Field Goal,1.0
1169,20000753,33.9533,-118.3178,6,0,2000-01,10,2PT Field Goal,0.0
1170,20000753,34.0483,-118.3638,4,0,2000-01,9,2PT Field Goal,0.0
1171,20000753,33.8753,-118.3348,4,0,2000-01,18,2PT Field Goal,0.0
1173,20000753,34.0403,-118.2608,3,0,2000-01,0,2PT Field Goal,1.0
1175,20000753,34.0403,-118.0328,0,0,2000-01,23,3PT Field Goal,0.0
1176,20000767,34.0443,-118.2698,10,0,2000-01,0,2PT Field Goal,0.0
1177,20000767,33.8273,-118.2078,5,0,2000-01,22,2PT Field Goal,0.0
1178,20000767,34.0143,-118.4208,10,0,2000-01,15,2PT Field Goal,0.0
1179,20000767,33.9073,-118.2668,6,0,2000-01,13,2PT Field Goal,1.0
1181,20000767,33.9513,-118.4628,2,0,2000-01,21,2PT Field Goal,1.0
1182,20000767,34.0253,-118.4718,2,0,2000-01,20,2PT Field Goal,0.0
1183,20000767,33.9183,-118.2928,11,0,2000-01,12,2PT Field Goal,0.0
1184,20000767,33.9783,-118.2668,10,0,2000-01,6,2PT Field Goal,1.0
1185,20000767,34.0253,-118.1238,8,0,2000-01,14,2PT Field Goal,0.0
1186,20000767,34.0403,-118.1928,3,0,2000-01,7,2PT Field Goal,0.0
1187,20000767,33.9953,-118.2988,0,0,2000-01,5,2PT Field Goal,0.0
1188,20000767,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,0.0
1189,20000767,34.0083,-118.1238,11,0,2000-01,15,2PT Field Goal,1.0
1190,20000767,34.0443,-118.2698,8,0,2000-01,0,2PT Field Goal,0.0
1191,20000767,34.0023,-118.2518,2,0,2000-01,4,2PT Field Goal,1.0
1192,20000828,34.0103,-118.4248,11,0,2000-01,15,2PT Field Goal,1.0
1193,20000828,33.8863,-118.3618,8,0,2000-01,18,2PT Field Goal,1.0
1194,20000828,33.9643,-118.4608,6,0,2000-01,20,2PT Field Goal,0.0
1195,20000828,34.0443,-118.2698,3,0,2000-01,0,2PT Field Goal,1.0
1196,20000828,33.8413,-118.2878,2,0,2000-01,20,2PT Field Goal,1.0
1197,20000828,34.0143,-118.2628,5,0,2000-01,3,2PT Field Goal,0.0
1198,20000828,33.9643,-118.2478,5,0,2000-01,8,2PT Field Goal,0.0
1199,20000828,33.9433,-118.2818,4,0,2000-01,10,2PT Field Goal,1.0
1201,20000828,33.9093,-118.1108,2,0,2000-01,20,2PT Field Goal,1.0
1203,20000828,33.7913,-118.2628,1,0,2000-01,25,3PT Field Goal,1.0
1204,20000828,34.0463,-118.4398,10,0,2000-01,17,2PT Field Goal,1.0
1205,20000828,34.0443,-118.4188,7,0,2000-01,14,2PT Field Goal,0.0
1206,20000828,33.8963,-118.0688,6,0,2000-01,24,3PT Field Goal,1.0
1207,20000828,33.8583,-118.1548,5,0,2000-01,21,2PT Field Goal,1.0
1208,20000828,34.0373,-118.4698,3,0,2000-01,20,2PT Field Goal,1.0
1209,20000828,33.9873,-118.2818,2,0,2000-01,5,2PT Field Goal,0.0
1210,20000828,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
1211,20000828,33.8923,-118.1168,11,0,2000-01,21,2PT Field Goal,0.0
1212,20000828,33.8313,-118.2628,9,0,2000-01,21,2PT Field Goal,0.0
1213,20000828,34.0373,-118.2878,9,0,2000-01,1,2PT Field Goal,0.0
1214,20000828,33.8353,-118.3118,6,0,2000-01,21,2PT Field Goal,1.0
1215,20000828,33.9263,-118.0898,5,0,2000-01,21,2PT Field Goal,1.0
1216,20000828,34.0103,-118.4398,1,0,2000-01,17,2PT Field Goal,1.0
1217,20000828,33.8203,-118.4188,0,0,2000-01,26,3PT Field Goal,0.0
1218,20000828,33.7913,-118.1908,0,0,2000-01,26,3PT Field Goal,0.0
1219,20000828,33.6523,-118.0818,0,0,2000-01,43,3PT Field Goal,0.0
1220,20000852,33.8713,-118.3918,10,0,2000-01,21,2PT Field Goal,0.0
1221,20000852,33.9853,-118.4608,0,0,2000-01,19,2PT Field Goal,1.0
1222,20000852,33.6603,-118.3138,0,0,2000-01,38,3PT Field Goal,0.0
1223,20000852,34.0313,-118.2648,8,0,2000-01,1,2PT Field Goal,1.0
1224,20000852,33.9093,-118.1528,5,0,2000-01,17,2PT Field Goal,1.0
1225,20000852,33.8653,-118.1378,2,0,2000-01,22,2PT Field Goal,1.0
1226,20000852,34.0043,-118.1108,2,0,2000-01,16,2PT Field Goal,0.0
1230,20000852,33.9193,-118.4338,2,0,2000-01,20,2PT Field Goal,0.0
1231,20000852,34.0183,-118.2708,1,0,2000-01,2,2PT Field Goal,0.0
1232,20000852,33.7933,-118.2588,7,0,2000-01,25,3PT Field Goal,0.0
1233,20000852,33.9853,-118.0978,6,0,2000-01,18,2PT Field Goal,0.0
1234,20000852,34.0183,-118.3198,4,0,2000-01,5,2PT Field Goal,1.0
1235,20000852,33.9913,-118.2708,3,0,2000-01,5,2PT Field Goal,0.0
1236,20000860,33.8813,-118.1638,10,0,2000-01,19,2PT Field Goal,1.0
1238,20000860,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
1239,20000860,33.8143,-118.1278,3,0,2000-01,27,3PT Field Goal,0.0
1240,20000860,34.0443,-118.2698,1,0,2000-01,0,2PT Field Goal,1.0
1242,20000860,34.0443,-118.2698,0,0,2000-01,0,2PT Field Goal,1.0
1243,20000860,34.0443,-118.2698,3,0,2000-01,0,2PT Field Goal,1.0
1244,20000860,33.9133,-118.2058,10,0,2000-01,14,2PT Field Goal,0.0
1245,20000860,33.9593,-118.2688,8,0,2000-01,8,2PT Field Goal,0.0
1246,20000860,33.9533,-118.2688,8,0,2000-01,9,2PT Field Goal,0.0
1247,20000860,34.0443,-118.2698,7,0,2000-01,0,2PT Field Goal,1.0
1248,20000860,33.9833,-118.2558,3,0,2000-01,6,2PT Field Goal,0.0
1249,20000860,34.0443,-118.2698,2,0,2000-01,0,2PT Field Goal,1.0
