Date,
10/6/14,185.1409259
10/7/14,182.3546283
10/8/14,185.7963925
10/9/14,183.413364
10/10/14,181.8960307
10/13/14,180.1810803
10/14/14,179.905662
10/15/14,178.8260501
10/16/14,177.0185863
10/17/14,179.2460187
10/20/14,181.8297829
10/21/14,186.7615932
10/22/14,185.9244336
10/23/14,188.4465971
10/24/14,187.2137658
10/27/14,187.4867475
10/28/14,191.1580417
10/29/14,191.1289526
10/30/14,192.7038593
10/31/14,194.8617193
11/3/14,196.0891549
11/4/14,194.6772285
11/5/14,194.5582073
11/6/14,194.3845189
11/7/14,195.1012605
11/10/14,195.6914004
11/11/14,196.8326845
11/12/14,197.7287723
11/13/14,198.9620545
11/14/14,200.3820078
11/17/14,199.7010362
11/18/14,201.5471585
11/19/14,200.8355421
11/20/14,202.2275155
11/21/14,203.3908974
11/24/14,205.4333411
11/25/14,204.7131817
11/26/14,206.1766929
11/28/14,206.656325
12/1/14,202.6710289
12/2/14,202.8889389
12/3/14,203.8433519
12/4/14,203.0542695
12/5/14,203.0050391
12/8/14,200.1995838
12/9/14,201.6232259
12/10/14,197.745918
12/11/14,198.0800887
12/12/14,194.6367312
12/15/14,191.940823
12/16/14,189.8369669
12/17/14,194.0168637
12/18/14,198.3916094
12/19/14,198.2076896
12/22/14,199.1004291
12/23/14,198.3155813
12/24/14,198.1398929
12/26/14,200.5394107
12/29/14,200.5649656
12/30/14,198.9180596
12/31/14,196.4326666
1/2/15,195.4876122
1/5/15,190.5810596
1/6/15,189.0718818
1/7/15,191.7232503
1/8/15,196.0220615
1/9/15,194.972459
1/12/15,191.6082284
1/13/15,192.2112034
1/14/15,191.2043155
1/15/15,187.8455388
1/16/15,189.1968762
1/20/15,191.8176235
1/21/15,193.2831632
1/22/15,197.509709
1/23/15,196.2871306
1/26/15,196.3939072
1/27/15,192.4523109
1/28/15,195.1647677
1/29/15,199.6325223
1/30/15,200.1681635
2/2/15,202.7118615
2/3/15,204.1803737
2/4/15,204.2510483
2/5/15,206.7395424
2/6/15,205.0873377
2/9/15,205.2860599
2/10/15,207.515709
2/11/15,209.8540341
2/12/15,212.6650209
2/13/15,214.1544277
2/17/15,214.5452762
2/18/15,215.0406913
2/19/15,215.545433
2/20/15,217.7628586
2/23/15,219.604409
2/24/15,219.3501487
2/25/15,217.6780766
2/26/15,218.4463721
2/27/15,216.1505555
3/2/15,217.4148634
3/3/15,217.0151955
3/4/15,215.5006553
3/5/15,214.5383983
3/6/15,212.1655242
3/9/15,212.3879188
3/10/15,208.0614556
3/11/15,205.3327653
3/12/15,208.6500372
3/13/15,206.9940719
3/16/15,210.0403443
3/17/15,211.2518902
3/18/15,213.6624489
3/19/15,212.4818637
3/20/15,212.9101133
3/23/15,213.4055248
3/24/15,212.4793041
3/25/15,208.2161118
3/26/15,208.4510636
3/27/15,207.9187824
3/30/15,211.2486788
3/31/15,208.2927984
4/1/15,207.9059644
4/2/15,208.9730488
4/6/15,211.195849
4/7/15,210.2167121
4/8/15,210.9314555
4/9/15,211.8537901
4/10/15,212.2640439
4/13/15,211.8173856
4/14/15,212.5843956
4/15/15,213.5146803
4/16/15,213.1495443
4/17/15,210.1542496
4/20/15,214.0802856
4/21/15,213.9566466
4/22/15,216.1475669
4/23/15,217.6365229
4/24/15,221.6815031
4/27/15,222.0084742
4/28/15,220.6559361
4/29/15,218.8345336
4/30/15,215.0337465
5/1/15,219.1967149
5/4/15,219.2351314
5/5/15,216.3336511
5/6/15,215.2649992
5/7/15,215.9439268
5/8/15,219.5804651
5/11/15,218.4489622
5/12/15,217.4349115
5/13/15,217.3149116
5/14/15,220.8144054
5/15/15,220.265764
5/18/15,221.3680597
5/19/15,220.8953377
5/20/15,220.9645519
5/21/15,222.4920494
5/22/15,222.9930932
5/26/15,219.1939884
5/27/15,222.1639484
5/28/15,221.0810189
5/29/15,219.4149122
6/1/15,219.789541
6/2/15,219.939125
6/3/15,220.8043439
6/4/15,219.3672142
6/5/15,218.5094905
6/8/15,217.0839297
6/9/15,216.6682244
6/10/15,219.5390567
6/11/15,220.0258496
6/12/15,218.2040052
6/15/15,217.1860878
6/16/15,218.1139443
6/17/15,217.8943515
6/18/15,220.5048096
6/19/15,218.7020493
6/22/15,220.6230298
6/23/15,220.8472789
6/24/15,220.6245197
6/25/15,219.369054
6/26/15,218.6961849
6/29/15,213.9661712
6/30/15,215.0864665
7/1/15,216.4646726
7/2/15,216.2879544
7/6/15,215.1863833
7/7/15,215.2024943
7/8/15,210.3323522
7/9/15,209.1968822
7/10/15,214.066055
7/13/15,217.7927669
7/14/15,219.1613921
7/15/15,219.8186343
7/16/15,222.6052045
7/17/15,224.0545154
7/20/15,226.4344088
7/21/15,225.2135993
7/22/15,220.3813086
7/23/15,219.27647
7/24/15,220.8982139
7/27/15,219.9510222
7/28/15,222.0285634
7/29/15,222.5839887
7/30/15,222.8862707
7/31/15,222.5999592
8/3/15,220.0204591
8/4/15,216.8103622
8/5/15,218.1585112
8/6/15,216.3627905
8/7/15,216.3080537
8/10/15,220.5185426
8/11/15,214.780298
8/12/15,215.9417658
8/13/15,215.3716776
8/14/15,216.2390233
8/17/15,217.1759512
8/18/15,216.0916671
8/19/15,213.9508983
8/20/15,209.2728416
8/21/15,200.0237792
8/24/15,192.4272447
8/25/15,192.5397259
8/26/15,202.3248195
8/27/15,208.1704275
8/28/15,208.325536
8/31/15,206.6612717
9/1/15,198.7468256
9/2/15,204.5404033
9/3/15,202.6299429
9/4/15,199.8248762
9/8/15,206.1260909
9/9/15,203.2372741
9/10/15,205.6296975
9/11/15,207.6630274
9/14/15,207.3958217
9/15/15,209.0920516
9/16/15,209.7945501
9/17/15,209.2125246
9/18/15,206.9711927
9/21/15,208.6733491
9/22/15,205.0503327
9/23/15,205.0270348
9/24/15,204.9205479
9/25/15,203.6512235
9/28/15,197.7468403
9/29/15,195.1464262
9/30/15,198.9661942
10/1/15,199.1336003
10/2/15,201.8331751
10/5/15,204.5513741
10/6/15,203.8377574
10/7/15,205.7076409
10/8/15,204.6731022
10/9/15,207.5867196
10/12/15,208.181533
10/13/15,206.9114168
10/14/15,205.3436269
10/15/15,209.3477311
10/16/15,209.4010545
10/19/15,209.9674138
10/20/15,210.0042335
10/21/15,208.853553
10/22/15,212.1925163
10/23/15,218.4233252
10/26/15,216.2577383
10/27/15,215.1320049
10/28/15,219.7600002
10/29/15,221.0401731
10/30/15,219.6073879
11/2/15,222.3029545
11/3/15,223.7280802
11/4/15,223.9919198
11/5/15,223.7129447
11/6/15,224.2715493
11/9/15,222.8691574
11/10/15,220.4568581
11/11/15,220.7630613
11/12/15,217.7509455
11/13/15,213.3395456
11/16/15,215.9449725
11/17/15,215.3941365
11/18/15,220.5332581
11/19/15,221.4211225
11/20/15,222.0633324
11/23/15,221.3892573
11/24/15,221.7076328
11/25/15,221.3737147
11/27/15,221.2609786
11/30/15,220.4888109
12/1/15,221.3965315
12/2/15,219.1605316
12/3/15,215.9602798
12/4/15,220.8833753
12/7/15,218.8263503
12/8/15,218.6349071
12/9/15,215.7098017
12/10/15,216.2858125
12/11/15,209.9424258
12/14/15,210.9417387
12/15/15,211.3729797
12/16/15,214.6068722
12/17/15,211.0795099
12/18/15,206.5197274
12/21/15,207.9567374
12/22/15,208.7594256
12/23/15,211.0142181
12/24/15,210.6379012
12/28/15,209.99533
12/29/15,213.6097761
12/30/15,211.5100741
12/31/15,208.3056102
1/4/16,204.0122407
1/5/16,201.7029113
1/6/16,198.3814069
1/7/16,191.4971707
1/8/16,190.7725318
1/11/16,192.3389734
1/12/16,194.1738436
1/13/16,187.6001603
1/14/16,192.2096969
1/15/16,186.7911983
1/19/16,186.2742113
1/20/16,185.584414
1/21/16,185.8299966
1/22/16,192.9715279
1/25/16,189.9511191
1/26/16,191.7792014
1/27/16,184.2792015
1/28/16,188.1900994
1/29/16,189.7044686
2/1/16,187.9936035
2/2/16,183.0858465
2/3/16,183.8647084
2/4/16,185.3258843
2/5/16,179.6869485
2/8/16,178.3049516
2/9/16,177.3546553
2/10/16,177.6064427
2/11/16,176.4534455
2/12/16,179.233852
2/16/16,183.6477932
2/17/16,187.1458174
2/18/16,184.2437399
2/19/16,184.8746074
2/22/16,188.1527937
2/23/16,184.6159398
2/24/16,185.2031219
2/25/16,186.5578796
2/26/16,186.5135814
2/29/16,185.3718702
3/1/16,192.5636064
3/2/16,193.3327354
3/3/16,193.9569859
3/4/16,195.4653586
3/7/16,194.3560569
3/8/16,191.5440351
3/9/16,191.1166556
3/10/16,191.1938652
3/11/16,194.4334161
3/14/16,194.711671
3/15/16,195.7022581
3/16/16,197.125827
3/17/16,196.9900675
3/18/16,197.2507103
3/21/16,197.4634463
3/22/16,198.4799826
3/23/16,198.0172453
3/24/16,198.4734146
3/28/16,197.5552243
3/29/16,201.2169803
3/30/16,203.6094647
3/31/16,202.8834947
4/1/16,204.5785528
4/4/16,204.6407778
4/5/16,202.0288245
4/6/16,205.3898262
4/7/16,201.6075497
4/8/16,202.4863045
4/11/16,203.1417405
4/12/16,205.8308213
4/13/16,209.2473458
4/14/16,209.7208496
4/15/16,208.3431386
4/18/16,207.9438741
4/19/16,207.2276125
4/20/16,208.6166721
4/21/16,207.1664279
4/22/16,205.9754354
4/25/16,205.3169397
4/26/16,204.5089607
4/27/16,199.0204827
4/28/16,195.7765712
4/29/16,198.5337936
5/2/16,200.3924123
5/3/16,198.8776054
5/4/16,197.0966512
5/5/16,195.7018004
5/6/16,196.5405632
5/9/16,196.4685868
5/10/16,199.8175037
5/11/16,198.8497539
5/12/16,197.1522325
5/13/16,196.0140062
5/16/16,199.1338857
5/17/16,197.3195889
5/18/16,198.2693811
5/19/16,197.3962065
5/20/16,198.6763025
5/23/16,198.8355457
5/24/16,201.5583576
5/25/16,204.0755955
5/26/16,204.9048332
5/27/16,204.9409879
5/31/16,205.0821505
6/1/16,203.8624372
6/2/16,204.2432225
6/3/16,203.9394665
6/6/16,205.4473113
6/7/16,205.3488006
6/8/16,205.8297652
6/9/16,205.6430467
6/10/16,202.9328968
6/13/16,200.9438552
6/14/16,200.8255053
6/15/16,200.2694579
6/16/16,201.1372608
6/17/16,198.6474437
6/20/16,200.1132491
6/21/16,201.1141462
6/22/16,200.3580287
6/23/16,203.2952765
6/24/16,194.8265817
6/27/16,191.7637859
6/28/16,195.5640636
6/29/16,198.4382148
6/30/16,199.9341199
7/1/16,201.4643779
7/5/16,199.9535582
7/6/16,201.0383615
7/7/16,201.4393912
7/8/16,204.2940841
7/11/16,205.3076977
7/12/16,206.9388541
7/13/16,205.8997278
7/14/16,208.3016132
7/15/16,207.6013328
7/18/16,208.636302
7/19/16,208.2615752
7/20/16,209.0338828
7/21/16,208.3853712
7/22/16,208.3324225
7/25/16,206.7938991
7/26/16,206.5868029
7/27/16,211.9630549
7/28/16,214.344407
7/29/16,214.5932366
8/1/16,216.7115692
8/2/16,214.5847245
8/3/16,215.4398322
8/4/16,215.9132511
8/5/16,218.3070318
8/8/16,219.14734
8/9/16,219.6592888
8/10/16,218.6688165
8/11/16,219.3983833
8/12/16,219.180169
8/15/16,220.5865726
8/16/16,219.8474207
8/17/16,219.9867983
8/18/16,220.3606135
8/19/16,219.4697179
8/22/16,218.8899655
8/23/16,219.4970719
8/24/16,217.6610514
8/25/16,217.4941868
8/26/16,217.9135772
8/29/16,218.0891156
8/30/16,216.9957269
8/31/16,216.9010286
9/1/16,217.8102326
9/2/16,218.9674556
9/6/16,220.7014421
9/7/16,220.9475306
9/8/16,219.2537697
9/9/16,214.1272048
9/12/16,218.1186488
9/13/16,217.6208934
9/14/16,220.5305723
9/15/16,224.6273194
9/16/16,224.3763626
9/19/16,223.3613618
9/20/16,224.2569259
9/21/16,226.087261
9/22/16,228.7217674
9/23/16,226.8622883
9/26/16,225.8650464
9/27/16,227.2689755
9/28/16,229.1534893
9/29/16,226.4828108
9/30/16,228.3447781
10/3/16,227.9877019
10/4/16,227.754005
10/5/16,229.3752606
10/6/16,229.6381414
10/7/16,229.4318593
10/10/16,231.6887756
10/11/16,229.0236024
10/12/16,229.989927
10/13/16,228.8769629
10/14/16,228.9420037
10/17/16,228.2053259
10/18/16,229.2269093
10/19/16,229.1485662
10/20/16,228.4366866
10/21/16,228.4152452
10/24/16,230.950672
10/25/16,231.1487294
10/26/16,228.6125294
10/27/16,227.5616361
10/28/16,223.0848194
10/31/16,223.6059634
11/1/16,221.1709246
11/2/16,218.9362143
11/3/16,217.0747397
11/4/16,214.9515205
11/7/16,220.4129498
11/8/16,221.4309913
11/9/16,222.3799046
11/10/16,218.8779489
11/11/16,218.8599345
11/14/16,214.7857291
11/15/16,217.4536888
11/16/16,219.4166842
11/17/16,220.5785406
11/18/16,220.3935027
11/21/16,223.8624266
11/22/16,224.400891
11/23/16,223.6970233
11/25/16,224.3640172
11/28/16,222.5648654
11/29/16,222.2780648
11/30/16,220.7416868
12/1/16,219.268716
12/2/16,219.5755947
12/5/16,221.333049
12/6/16,222.271924
12/7/16,224.7523727
12/8/16,225.9838423
12/9/16,227.6234696
12/12/16,226.5013547
12/13/16,229.363186
12/14/16,228.2710477
12/15/16,228.7246291
12/16/16,227.8519401
12/19/16,228.6985967
12/20/16,230.1167685
12/21/16,229.694351
12/22/16,228.5506489
12/23/16,228.6750014
12/27/16,230.172669
12/28/16,229.3602226
12/29/16,228.7538212
12/30/16,226.6582666
